ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74
Table Number,491371573,491259847,490908341,490900841,490911758,490070257,490546152,490516485,490264755,490359670,489596628,489457635,489713918,489708035,488756060,489036043,489101634,488796428,488624573,488396760,488480710,488443714,488152355,488523085,488192857,487491591,487457382,487368222,486994743,487207650,487079534,486226243,486659123,486124151,485888388,485530531,485439810,484682575,484435490,484195799,483994780,482658995,480162112,480638723,480055062,479677325,479232973,478658601,478694363,475857014,474045761,473773078,473319518,473890082,471793759,466086694,466081205,466083684,466084384,465731184,465664137,465664095,465664206,465664286,465668656,465435499,445297184,444471586,426921218,417255169,405054016,348302073,337346134,314360735
Move,['6'],['6'],['6'],['7'],['18'],['29'],['19'],['10'],['41'],['25'],['27'],['16'],['73'],['22'],['64'],['25'],['74'],['39'],['45'],['16'],['55'],['29'],['103'],['50'],['93'],['85'],['38'],['63'],['32'],['65'],['91'],['45'],['52'],['83'],['82'],['64'],['58'],['96'],['55'],['23'],['42'],['94'],['19'],['16'],['128'],['82'],['1383'],['63'],['563'],['10'],['67'],['331'],['36'],['9'],['74'],['42'],['48'],['49'],['46'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['47'],['57'],['572'],['1600'],['1676'],['2555'],['3991'],['3110']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only
Language,English,English,English,English,Français,Deutsch,English,Français,English,English,English,Deutsch,English,Français,Deutsch,English,Français,English,English,English,Français,English,English,Français,English,Français,Français,English,Deutsch,English,English,Deutsch,English,English,English,Deutsch,English,English,English,Français,English,English,English,English,Deutsch,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,Deutsch,English,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Garden', 'Pint', 'Duff', 'Simpsons', ""O'clock"", 'Hops']","['Mink', 'Ball', 'Cat', 'Hair', 'Coat', 'Bear']","['ice', 'half-n-half', 'Peaches', 'Coffee', 'And', 'And']","['Covering', 'toup\\u00e9e', 'Carpet', 'carpet']","['Maillons', 'Tf1', 'Collier', 'Info', 'T\\u00e9l\\u00e9vis\\u00e9e', 'Cou']","['Sonne', 'Senf', 'Zitrone', 'sucht', 'Sonnenfarbe', 'Farbe']","['bulbasaur', 'mapple', 'hidden', 'Autumn', 'tea', 'Tea']","['Vaisselle', 'Mer', 'Bob', 'Absorber']","['Tampon', 'Menstrual', 'Time', 'Monthlies', 'Cycle']","[""Hermann's"", 'Animal', 'ninja', 'shell', 'slow', 'slow']","['Pppppporky', 'Wilbur', 'Cop', 'pork', 'Farm', 'Charlotte']","['Phantom', 'Therater', 'Othello', 'Dramaturgie', 'Pavarotie']","['Human', 'Chocolate', 'Tender', 'Stool', 'Lawyer', 'Exam']","['macadamia', 'P\\u00e9can', 'cajou', 'Cajoux']","['Labor', 'Kanalisationsbewohner', 'Hameln', 'Bisam', 'Kanalisation', 'Kanalisation']","['chief', 'Ramsay', 'cook', 'Cook']","['Brochette', 'Propane', 'Sauce', 'Charbon', 'Grillade', 'grillade']","['smile', 'exhibitionist', 'exposure', 'trenchcoat', 'Strobe', 'flooding']","['Mosh', 'Ball', 'and', 'pendulum', 'Kid', 'Icarus']","['Tee', 'Cart', 'Club', 'Club']","['Crustac\\u00e9', 'Poignard', 'opinel', 'Lame', 'Suisse', 'Suisse']","['Airplane', 'whirlybird', 'Rotor', 'Hover']","['Treacle', 'thick', 'Karo', 'Sticky', 'Sweet', 'Coffee']","['Parasite', 'Animaux', 'Poux', 'Chien']","['Miller', 'Pabst', 'IPA', 'Pint', 'Hops', 'Cerveisiae']","['Cin\\u00e9ma', 'travelling', 'Zoom', 'surveillance', 'cach\\u00e9e', 'Souvenirs']","['Explosion', 'Atomatique', 'Equitation', 'Chapeau']","['articles', 'Gazette', 'Tabloid', 'NYT', 'Tribune', 'Tribune']","['Jeany', 'Musiker', '\\u00d6sterreicher', 'Amadeus', 'Jeanny']","['snowman', 'coming', 'Christmas', 'Tundra', 'season', 'Season']","['Sheep', 'Jesus', 'chop', 'Mary', 'chop', 'Mary']","['Schwarzbraun', 'Hannelore', 'Brille', 'blond', 'S\\u00e4nger', 'Sonnenbrille']","['Black', 'Bread', 'Clay', 'Shape']","['American', 'Food', 'shepherds', 'apple', 'Cherry', 'Cherry']","['toe', 'Pickup', 'Silverado', 'Big', 'Monster']","['Triller', 'Sherlock', 'Schiedsrichter', 'Schiedsrichter', 'Schiedsrichter']","['farmer', 'iron', 'Leaf', 'Tool']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Cendr\\u00e9e', 'Oiseau', 'Cendr\\u00e9e', 'Oiseau', 'Cendr\\u00e9e']","['Fa', 'H\\u00e1z', 'Fa', 'H\\u00e1z']","['Prosperity', 'Spot', 'Red', 'Insect', 'Red', 'insect']","['Smoke', 'House', 'Earth', 'wind', 'Works', 'Pookie']","['blue', 'passcode', 'Hart', 'Smith']","['W\\u00e4rme', 'Kochen', 'Backger\\u00e4t', 'W\\u00e4rmend', 'hei\\u00df', 'Pizzagarraum']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['HomeDepot', 'object', 'Chest', 'Wrench']","['Haystack', 'Pins', 'thread', 'Thread', 'vaccine', 'Vaccine']","['Snowman', 'Nose', 'Cake', 'Orange']","['Newton', 'lab', 'biology', 'biology']","['Sp\\u00e4tn\\u00e9', 'Obraz', 'Macocha', 'Timberlake']","['Mother', 'dialect', 'Taste', 'Teeth', 'lick', 'licking']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Free', 'Bird', 'Nicolas', 'Bars', 'actor', 'avoidant']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['spicy', 'l\\u00e4nglich', 'rot', 'rot']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['FODDER', 'ball', 'War', 'Boom']","['Camouflage', 'Karma', 'Lizard', 'Lizard', 'Karma', 'Lizard']","['natural', 'cooking', 'Solid', 'Liquid']","['cake', 'biscuit', 'Clafoutis', 'Brownie', 'P\\u00e2tisserie', 'Gourmandise']","['Sickly', 'Hawt', 'virus', 'an.ill.guy', 'yellow']","['mann', 'maldive', 'Atoll', 'Coney', 'UK', 'Small']"
Mystery Word,Beer,Fur,Cream,Rug,Cha\u00eene,Gelb,Leaf,\u00c9ponge,Period,Tortoise,Pig,Oper,Bar,Noix,Ratte,Chef,Barbecue,Flash,Pit,Golf,Couteau,Helicopter,Syrup,Puce,Beer,Cam\u00e9ra,Bombe,Newspaper,Falco,Winter,Lamb,Heino,Mold,Pie,Truck,Pfeife,Rake,Quarter,Root,Grue,Beam,Ladybug,Fire,Lock,Ofen,Guard,Tool,Needle,Carrot,Science,Mirror,Tongue,Puder,Dress,Cage,Club,Coin,Bar,Stone,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Chili,Vegetable,Cannon,Chameleon,Gas,G\u00e2teau,Fever,Island
Guess,Beer,Fur,Cream,wig,Journal,Gelb,,Eponge,Period,Turtle,Pig,Oper,Bar,Noix,Ratte,cook,Barbecue,flash,pit,Golf,Couteau,Helicopter,Syrup,Puce,brewing,Cam\u00e9ra,Bombe,Newspaper,Falco,winter,Flock,Heino,Mould,Pie,Truck,Pfeife,Rake,mix,,,Vicces,,iron,lock,Ofen,guard,Tool,needle,Carrot,Science,Mirror,Tongue,Russ,,cage,Club,Coin,Bar,Stone,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chilli,Vegetable,Cannon,Hunting,Gas,G\u00e2teau,fever,Island
