ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60
Table Number,445095402,444946898,444744521,444727685,444471586,444431146,443845349,443821114,443770204,443493318,443227164,443073822,443043161,443024071,443010765,443014565,443013355,442987439,442977818,442941057,442766298,442755037,442557084,442523856,442390602,442334438,441714913,441611006,441435897,441340285,441328609,441185330,441142999,441032575,440978972,440922135,440814245,440270064,438760464,438284391,437888653,436896219,436716971,435781132,432865949,431356594,431028877,430526833,426921218,425815125,420552674,381777020,358827793,350481361,343894377,337138645,336562502,328236739,322726720,312175859
Move,13,6,9,6,5,11,18,31,42,24,15,21,56,7,36,36,36,47,66,67,82,12,73,14,28,27,48,75,72,84,46,46,58,14,7,50,58,59,66,68,86,72,79,11,20,8,212,18,181,52,241,767,1494,3706,1849,785,1309,2757,960,1649
Clues,"['Corona', 'Flu', 'Mumps', 'Measles', 'Sars', 'Vaccines']","['miss', 'gerbe', 'lauriers', '\\u00e9pines', 'Symbole', 'Royal']","['sarcophage', 'mort', 'Egypte', 'bandage', 'Bandelettes', 'Bandelette']","['glacier', 'collided', 'frozen', 'island', 'greenland', 'sink']","['Base', 'Source', 'Beer', 'Tree']","['campaign', 'swag', 'shirt', 'closure']","['Lee', 'Evans', 'actor', 'laughing', 'Joke', 'Stand-up']","['\\u00c9nergie', 'watts', 'rotor', '\\u00c9lectricit\\u00e9', 'Vent', 'Vent']","['Frond', 'Coconuts', 'Beach', 'Springs']","['vista', 'Place', 'panorama', 'View', 'Panorama', 'View']","['Infusionsbeutelaufh\\u00e4ngung', 'Armer', 'Deckel', 'Kochen']","['Biggest', 'Mammal', 'Sea', 'Sperm']","['Dessert', 'Helene', 'Ribbeck', 'Havelland', 'Gl\\u00fch', 'Nashi']","['Projector', 'privacy', 'television', 'television']","['Arri\\u00e8re', 'Crique', 'dune', 'Rivage', 'Parasol', 'Parasol']","['Snickers', 'Bounty', 'Barre', 'Chocolat', 'Dieu', 'Guerre']","['Chapeau', 'F\\u00e9e', 'M\\u00e9chante', 'Charmed', 'Hermione', 'Hermine']","['Krakatoa', 'magma', 'mountain', 'Helens', 'kilauea', 'Hawaii']","['Umhang', 'Gotham', 'Held', 'Fledermaus', 'fledermausartig', 'Superheld']","['Respect', 'tie', 'tie', 'NA']","['pet', 'Mistral', 'Tramontane', 'Souffle', '\\u00e9olienne', '\\u00c9olienne']","['Ice', 'mousse', 'Milkfat', 'Butter', 'of', 'Crop']","['Flash', 'Chandelier', 'Fr\\u00e8res', 'Halog\\u00e8ne', 'clart\\u00e9', 'Clart\\u00e9']","['Conan', 'Biden', 'Square', 'Glory']","['sofa', 'Chaise', 'Pullout', 'furniture', 'Furniture', 'Furniture']","['Miniature', 'Mustang', 'Unicorne', 'Horse']","['cardboard', 'Schroedinger', 'shipping', 'Container']","['OKRA', 'Flora', 'cauliflower', 'Root', 'nutritious', 'Nutritional']","['Animaux', 'excursion', 'Jeep', 'Afrique', 'Navigateur', 'Navigateur']","['Post', 'Agent', 'mir', 'Railway', 'Train', 'stop']","['Four', 'Irish', 'Shamrock', 'Luck']","['Hair', 'Comb', 'Paint', 'paint', 'Comb', 'Hair']","['Liverpool', 'Yesterday', 'Band', 'Band']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['base-jump', 'cr\\u00eape', 'Voile', 'montgolfi\\u00e8re', 'Montgolfi\\u00e8re']","['Cleaver', 'Knife', 'carver', 'Shop', 'Occupation', 'Occupation']","['Monthly', 'weeks', 'schedule', 'dates', 'mayan']","['Zickenelse', 'Atlantik', 'Blubblub', 'Eisberg']","['fraction', 'residence', 'horse', 'Half', 'fourth', 'Fourth']","['Knot', 'Draw', 'Fighter', 'Dye', 'dye']","['Tire', 'roll', 'reinvent']","['Gockel', 'Kapaun', 'chinesischeAstrologie', 'Oberer-BRemer-Stadtmusikant']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Chill', 'relax', 'Bloody', 'rest']","['capsule', 'pill', 'Pills', 'Panadol', 'pharmaceuticals', 'therapeutics']","['0', 'X', 'browser', 'Browser']","['shitake', 'fungi', 'fungus', 'mycology']","['Evening', 'Happy', 'Finish', 'Finish']","['porthole', 'curtain', 'microsoft', 'glass', 'frame', ""gate's""]","['Rainforest', 'Tarzan', 'Jumanji', 'Book']","['p\\u00e9broque', 'ombrelle', 'Cherbourg', 'Aurillac']","['toadstool', 'Toadette', 'Cloud', 'Allergy']","['Magic', 'Potter', 'Stick', 'Stick']","['wyst\\u0119p', 'instrumentalny', 'Jazzowy', 'Symfoniczny', 'Meskie', 'Granie']","['Toile', 'Ecole', 'Craie', 'art', 'Peinture', 'peinture']","['Islam', 'lunar', 'croissant', 'moon', 'moon']","['Early', 'Glow', 'Earth', 'Creature', 'Bait', 'Bait']","['Gagarin', '\\u0141ajka', 'Armstrong', 'Ksi\\u0119\\u017cyc']"
Mystery Word,Virus,Couronne,Momie,Iceberg,Root,Button,Comedy,\u00c9olienne,Palm,Scene,Topf,Whale,Birne,Screen,Plage,Mars,Sorci\u00e8re,Volcano,Batman,Bow,Vent,Cream,Lumi\u00e8re,Hunter,Couch,Pony,Box,Vegetable,Safari,Station,Clover,Brush,Beatles,Scale,Candle,Parachute,Butcher,Calendar,Titanic,Quarter,Tie,Wheel,Hahn,Poil,Lamb,Sunday,Medicine,Safari,Mushroom,End,Window,Jungle,Parapluie,Mushroom,Wand,Concert,Tableau,Crescent,Worm,Astronaut
Guess,virus,Rose,Momie,arctic,,button,comedian,joule,Palm,Tower,Tropf,Whale,Birne,Movie,Plage,Mars,Mal\u00e9fique,Volcano,Batman,artist,vent,Cream,lumi\u00e8re,,bed,pony,box,,Safari,Station,Clover,,Beatles,,,parachute,butcher,Calendar,Titanic,Acre,Tie,wheel,Hahn,Poil,,igiveup,medicine,,Mushroom,meal,Window,Jungle,Parapluie,Mushroom,Wizard,Concert,Tableau,Crescent,Worm,Astronaut
