ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55
Table Number,555855880,555642898,555772425,555547097,555370251,555372601,555257258,555066907,555049154,555211821,555037234,554786150,554774776,554270797,554526248,553759106,554145290,553905990,553840627,553033794,553695711,553675417,553584018,553423265,552748119,552744519,552701094,552511060,552574577,552523469,551534468,551020732,550290878,550403599,550327468,550171908,549212544,549154543,548474553,546837128,546728758,545876783,544337775,543442361,539937223,537913892,533993182,534335856,528436597,528822756,527775627,498938279,484123113,324381970,319065151
Move,['9'],['31'],['28'],['27'],['9'],['18'],['31'],['12'],['18'],['11'],['6'],['24'],['41'],['48'],['37'],['18'],['29'],['63'],['38'],['36'],['73'],['85'],['65'],['45'],['74'],['56'],['43'],['19'],['78'],['101'],['104'],['21'],['83'],['36'],['59'],['100'],['101'],['52'],['62'],['131'],['262'],['80'],['57'],['78'],['40'],['1422'],['45'],['678'],['61'],['216'],['356'],['3298'],['1198'],['2030'],['545']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only
Language,English,English,English,Français,English,English,English,English,English,English,Français,English,English,English,Français,English,English,Français,English,Deutsch,English,English,English,Français,English,English,English,English,English,English,English,Français,Français,English,English,English,English,English,English,Français,English,Français,Français,Français,Deutsch,English,English,English,English,English,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['computer', 'Hal', 'Barman', 'Waiter', 'waitress', 'Waitress']","['feather', 'Zippo', 'illuminating', 'Cigarette', 'Cigarette']","['Breath', 'Chase', 'Reptilian', 'Mythical']","['loupe', 'Inspecteur', 'Holmes', 'Meurtre', 'Enqu\\u00eate', 'Enqu\\u00eateur']","['Grotto', 'exploration', 'Stalagmite', 'Dibble', 'Bear', 'Bats']","['Drama', 'Movie', 'stage', 'Film', 'Acting', 'Proscenium']","['school', 'clothing', 'army', 'army']","['Excalibur', 'Blade', 'big', 'dagger', 'Oathkeeper', 'Longclaw']","['Music', 'chacha', 'Rumba', 'Lambada', 'Mambo', 'tutu']","['Farmers', 'NASDAQ', 'Produce', 'Stand', 'Tsukiji']","['Granell', 'Oanea', 'soignant', 'Jivago', 'th\\u00e8se', 'house']","['wrap', 'Container', 'Manilla', 'Stationery', 'letter', 'Letter']","['big', 'Nest', 'finch', 'Albatross', 'Woodpecker']","['Nom', 'Brunch', 'Breakfast', 'Course', 'Deal', 'deal']","['Bougie', 'Clopes', 'Cigarette', 'Feu', 'Cigarette', 'Feu']","['information', ""Comic's"", 'Flyers', 'read', 'print', 'print']","['Demonstrate', 'Broadway', 'Survivor', 'Drama', 'tell', 'Tell']","['William', 'H\\u00e9l\\u00e8ne', 'eau-de-vie', 'Plage', 'Comice', 'Williams']","['shoe', 'Irrational', 'american', ""Shepherd's"", 'Apple', 'Apple']","['Five', 'moonwalk', '-five', 'Itsbad', '5', 'Zombies']","['Ahi', 'Bluefin', 'Yellowfin', 'Poke', 'albacore', 'Charlie']","['ivory', 'DUMBO', 'Tusks', 'Pachyderm', 'tusks', 'pachyderm']","['Hare', 'Donatello', 'shell', 'Reptile', 'Glasses', 'Species']","['Cheveux', 'M\\u00e9tier', 'Salon', 'Ciseau']","['Legal', 'Study', 'Unsolved', 'suit', 'Phone', 'phone']","['Dip', 'starters', 'First', 'Shareables', 'Entree', 'Entree']","['Security', 'Watchman', 'Life', 'Crossing', 'Body', 'Defense']","['Dame', 'Wingspan', 'tweets', 'Feather', 'tweety', 'Tweety']","['prison', 'life', 'Security', 'Watchman', 'Armed', 'Beefeater']","['Maple', 'blower', 'variegated', 'autumn', 'Electric', 'Clover']","['watchman', 'prison', 'Secure', 'Security', 'Security', 'Security']","['Fille', 'Roi', 'Peach', 'Daisie']","['Glucose', 'orgeat', 'Rem\\u00e8de', 'antitoussif', 'Erable', '\\u00c9rable']","['loofah', 'refreshing', 'Psycho', 'Scene']","['Swatter', 'Zipper', 'Superman', 'Airplane', 'Wings', 'Wings']","['Knitting', 'seamstress', 'Inject', 'threading', 'point', 'crochet']","['Trunk', 'mammal', 'grey', 'Ivory', 'Safari', 'Oliphant']","['Raised', 'head', 'Comforter', 'comforter']","['Wave', 'Sunny', 'Miami', 'Warmth', 'fireplace', 'stovetop']","['Spiral\\u00e9', 'h\\u00e9lico\\u00efdal', 'Clou', 'clou']","['Ricotta', 'pizza', 'Guyere', 'Brie', 'Gouda', 'gouda']","['Citronnelle', 'Bouton', 'Chikungunya', 'Dengue', 'Tigre', 'Tigre']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Ondotologie', 'Pr\\u00e9molaire', 'gensive', 'pivot', 'Croc', 'Croc']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Crash', '18xx', 'Dividend', 'standard', 'Broth', 'broth']","['Hemlock', 'Toxin', 'sick', 'Oak']","['snowboard', 'Piste', 'biathlon', 'Jump', 'Downhill', 'Jet']","['APPENDAGE', 'Twig', 'Trolls', 'Trunk']","['Ba', 'Black', 'Shaun', 'The']","['fcissors', 'scissors', 'wool', 'sheep', 'Sheep']","['Wall', 'Offence', 'Department', 'Pentagon', 'attack', 'protect']","['Blender', 'Spy', 'hidden', 'warrior', 'mutant', 'turtles']","['Chasseuse', 'Jeunes', 'f\\u00e9lin', 'puma', 'animal', 'sauvage']","['migjorn', 'gregal', 'Air', 'Movement']"
Mystery Word,Server,Lighter,Dragon,D\u00e9tective,Cave,Theater,Uniform,Sword,Dance,Market,Docteur,Envelope,Bird,Meal,Briquet,Newspaper,Show,Poire,Pie,Jackson,Tuna,Elephant,Tortoise,Coiffeur,Case,Appetizer,Guard,Bird,Guard,Leaf,Guard,Princesse,Sirop,Shower,Fly,Needle,Elephant,Bed,Heat,Vis,Cheese,Moustique,Anneau,Dent,Asterix,Stock,Poison,Ski,Branch,Sheep,Shears,Defense,Ninja,Cougar,Wind
Guess,Service,Lighter,Dragon,D\u00e9tective,Cave,Theater,Blazer,Sword,Dance,Market,Docteur,Carton,bird,Meal,Feu,Print,Show,Poire,pie,MichaelJackson,fish,Elephant,turtle,Coiffeur,Lawyer,appetizer,Guard,Bird,guard,Leaves,guard,princesse,Sirop,Shower,fly,Needle,Elephant,yeast,Heat,Ressort,cheese,Moustique,Anneau,dent,Asterix,Stock,Poison,Ski,tree,Sheep,shears,Defense,ninja,lynx,Wind
