ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54
Table Number,556267239,556269424,556176897,556146953,555810732,556001916,555848276,555772425,555547097,554757174,554992763,555197395,555066907,555049154,554925225,554163028,554786150,554819656,554910005,554094405,553707911,553593610,553197704,552408247,552902669,552834694,552904963,552744519,552711037,552511060,552509536,552182554,551910881,551020732,550401944,550010707,549941880,549177953,548474553,545618695,544337775,543442361,539553561,539937223,533993182,528436597,516738278,508762408,506189713,489266717,422619886,420552674,381777020,319065151
Move,['8'],['5'],['16'],['5'],['18'],['12'],['8'],['33'],['36'],['27'],['19'],['19'],['12'],['18'],['38'],['14'],['24'],['7'],['40'],['75'],['31'],['50'],['56'],['43'],['71'],['46'],['14'],['56'],['64'],['19'],['25'],['38'],['50'],['21'],['44'],['51'],['65'],['39'],['62'],['58'],['57'],['78'],['56'],['40'],['45'],['61'],['1094'],['561'],['1450'],['51'],['859'],['992'],['1738'],['545']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode
Speed,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,English,Deutsch,English,English,Français,Français,English,English,English,English,English,English,English,English,Français,English,Français,English,English,Français,English,Français,English,English,English,English,English,Français,English,Français,English,English,English,English,English,Français,Français,Français,English,Deutsch,English,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite
Clues,"['receptacle', 'Excess', 'suitcase', 'travel', 'History']","['Dear', 'Bunny', 'sticky', 'urn']","['parton', 'Baby', 'bratz', 'Porcelain', 'Jem']","['Tramp', 'Temper', 'Ink', 'Documents']","['Spirograph', 'connector', 'Fairy', 'Decay', 'incisor', 'molar']","['Skyfall', 'England', 'S\\u00e4ngerin', 'S\\u00e4ngerin']","['Agotadas', 'Energ\\u00eda', 'Durabell', 'Negativo', 'Duracell']","['Church', 'Seven', 'Rest', 'Weekend']","['Divertissement', 'Arcade', 'Dominion', 'dixit', 'festival', 'Paume']","['dada', 'poney', 'mule', 'Maison-Laffitte', 'Canasson', '\\u00c9quitation']","['reverse', 'reflect', 'silvered', 'one-way', 'two-way', 'two-way']","['Golf', 'Dig', 'Void', 'Digging', 'Dug', 'Round']","['Excalibur', 'Blade', 'big', 'dagger', 'Oathkeeper', 'Longclaw']","['Music', 'chacha', 'Rumba', 'Lambada', 'Mambo', 'tutu']","['BRQ', 'hotdog', 'chorizo', 'Weiner']","['Sleep', 'REM', 'Sweet-', 'nightmare']","['wrap', 'Container', 'Manilla', 'Stationery', 'letter', 'Letter']","['Capone', 'Gang', 'Familia', 'Sopranos']","['blonde', 'outre', 'stupide', 'Portable', 'Idiote', 'Randonn\\u00e9e']","['hay', 'drink', 'scarecrow', 'Pipe', 'Farmer', 'Bales']","['Vivaldi', 'Hirondelle', 'Mars', 'Mai']","['Emphasize', 'dialect', 'Spanglish', 'Intonation']","['Computer', 'Buss', 'Internet', 'Waiter', 'Waiter', 'Waiter']","['gratter', 'Tombola', 'Metro', 'Caisse']","['Sleeve', 'Inked', 'ink', 'Ink']","['pitre', 'cirque', 'Nez', 'Rouge']","['Ariel', 'Cavern', 'Italian', 'Stone']","['Dip', 'starters', 'First', 'Shareables', 'Entree', 'Entree']","['Charles', 'President', 'Jack', 'Tut', 'sun', 'Arthur']","['Dame', 'Wingspan', 'tweets', 'Feather', 'tweety', 'Tweety']","['Woven', 'Easter', 'laundry', 'waste', 'Lotion', 'Ball']","['Zeus', 'Potter', 'Fermeture', 'Buzz', 'attaque', 'pikachu']","['Slopes', 'Olympic', 'Jet', 'jet']","['Fille', 'Roi', 'Peach', 'Daisie']","['Koks', 'Chef', 'Eten', 'Eten']","['Billy', 'ewe', 'Kid', 'Graze', 'Ram', 'ram']","['Thaw', 'Coil', 'Coiled', 'coiled', 'coil']","['yucca', 'Reader', 'hand', 'Hand']","['Wave', 'Sunny', 'Miami', 'Warmth', 'fireplace', 'stovetop']","['Succ\\u00e8s', 'D\\u00e9m\\u00e9nagement', 'faute', 'Emballage']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Ondotologie', 'Pr\\u00e9molaire', 'gensive', 'pivot', 'Croc', 'Croc']","['Cinema', 'Bond', 'Micro', 'Coating', 'Silent', 'silent']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Hemlock', 'Toxin', 'sick', 'Oak']","['APPENDAGE', 'Twig', 'Trolls', 'Trunk']","['Electicric', 'Loop']","['camouflage', 'Telephone', 'Reptile', 'Karma']","['Dining', 'Breakfast', 'legs', 'Occasional', 'Tennis', 'Coffee']","['Recyclable', 'Bottle', 'Figurine', 'Hard']","['stone', 'seed', 'Hollow', 'Hole']","['clown', 'juggler', 'elephants', 'tightrope', 'Entertainment', 'Tent']","['Jam', 'Hydraulic', 'Filtration', 'Sump']","['migjorn', 'gregal', 'Air', 'Movement']"
Mystery Word,Baggage,Honey,Doll,Stamp,Tooth,Adele,Battery,Sunday,Jeu,Cheval,Mirror,Hole,Sword,Dance,Sausage,Dream,Envelope,Mafia,Gourde,Straw,Printemps,Accent,Server,Ticket,Tattoo,Clown,Grotto,Appetizer,King,Bird,Basket,\u00c9clair,Ski,Princesse,Restaurant,Goat,Spring,Palm,Heat,Carton,Anneau,Dent,Film,Asterix,Poison,Branch,Coil,Chameleon,Table,Plastic,Pit,Circus,Pump,Wind
Guess,baggage,honey,Doll,,tooth,Adell,Battery,Sunday,Jeu,Cheval,mirror,hole,Sword,Dance,Sausage,dream,Carton,mafia,,Straw,Printemps,Accent,,,black,Clown,grotto,appetizer,King,Bird,Basket,\u00c9clair,Ski,princesse,Restaurant,Sheep,,Kindle,Heat,Carton,Anneau,dent,Movie,Asterix,Poison,tree,Circuit,Chameleon,Table,Wood,Pit,circus,Pump,Wind
