ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51
Table Number,553847875,553324469,553654798,553593610,552686215,552834694,552701094,552535591,552417259,552339240,552245347,552074806,551910881,551871530,551534468,551539122,550920354,550259893,550487689,550401944,550403599,550187728,549836070,549638828,549003633,548964288,548719769,547504180,547212485,546187313,546021719,545618695,544734104,544337775,542060223,539675526,539937223,539412516,535380893,533993182,534528798,533093056,528042758,520583929,517095134,516738278,511221983,484123113,431028877,396307534,319065151
Move,['6'],['18'],['25'],['14'],['16'],['20'],['13'],['36'],['30'],['66'],['79'],['36'],['29'],['63'],['48'],['21'],['58'],['62'],['101'],['27'],['26'],['36'],['40'],['72'],['77'],['49'],['58'],['101'],['26'],['73'],['86'],['43'],['83'],['57'],['31'],['1107'],['40'],['68'],['11'],['45'],['25'],['31'],['52'],['108'],['532'],['1033'],['1464'],['1166'],['1467'],['693'],['545']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,Deutsch,English,Français,English,English,Français,English,English,English,Français,English,English,English,English,English,Français,English,English,English,English,English,Français,Deutsch,English,English,Français,Deutsch,English,English,English,Français,Français,English,Français,English,Français,Deutsch,English,Français,English,Deutsch,English,Deutsch,English,Français,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Puder', 's\\u00fc\\u00df', 'Diabetes', 'Kristall', 'S\\u00fc\\u00dfungsmittel', 'R\\u00fcbe']","['Humor', 'RomCom', 'Hilarious', 'Anchorman', 'Laugh', 'Laughs']","['Petit', 'code', 'Verrou', 'verrou']","['Armament', 'firearm', 'Pistol', 'Armed']","['Ramen', 'Soup', 'Spaghetti', 'Pates']","['Lancelot', 'Laspales', 'Cavalier', 'Roi']","['Jalape\\u00f1o', 'Spice', 'Lonely', 'Hearts', 'Salt', 'Grinder']","['Fishman', 'Otohime', 'siren', 'siren', 'siren', 'Siren']","['Fervor', 'Ardor', 'Play', 'Project', 'Christ', 'enthusiasm']","['Imite', 'guenon', 'Bonobo', 'Monnaie', 'Rafiki']","['Detector', 'Disturbed', 'Metallica', 'Metalica', 'steel', 'steel']","['hair', 'Canal', 'Safe', 'Fasten', 'Combination', 'combination']","['Fallen', 'Daemon', 'Mephistopheles', 'Dare']","['Lobe', 'drum', 'Cochlear', 'Worm', 'Dumbo', 'Dumbo']","['Bug', 'influenza', 'Sickness', 'pandemic', 'malware', 'computer']","['Animaux', 'Oiseaux', 'Maison', 'Maison']","['Head', 'Shark', 'Sledge', 'Mallet', 'swing', 'handle']","['Bridge', 'Alternative', 'Shawshank', ""crawlin'"", 'underground', 'passage']","['bourbon', 'biscoff', 'Buttermilk', 'cookie', 'Wafer', 'Snack']","['Gaten', 'Melk', 'Frans', 'Eten']","['Snooker', 'Combine', 'Billiards', 'swimming']","['Miterrand', 'Obama', 'Fromage', 'Marque', 'Camembert', 'Camembert']","['CatNoir', 'Punktetier', 'putzig', 'Blattlausj\\u00e4ger', 'Blattlauskilller']","['Smokey', 'Bear', 'smokejumper', 'Responder', 'Backdraft', 'Buff']","['dusk', 'Pm', 'moon', 'Night', 'Sunset', 'bedtime']","['Flocon', 'Ski', 'flocons', 'blanche', 'Piton', 'Antartique']","['Erbse', 'Schloss', 'Kate', 'Thronfolgerin', 'Victoria']","['Tupperware', 'polymer', 'credit', 'Barbie', 'Bag', 'Bottle']","['Boat', 'in', 'Wind', 'wind']","['Express', 'Little', 'Foal', 'EQUESTRIA', 'Equine', 'Shetland']","['Lucarne', 'Carreau', 'Volets', 'vitr\\u00e9e', 'Vitrail']","['Poisson', 'Fente', 'peigne', 'Cheveux']","['Mirage', 'Slot', 'Gambling', 'Royale', 'roulette']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['sweets', 'cane', 'sourpatch', 'kitkat']","['Auto', '-Self-', '\\u00c0-5', '\\u00c0-4', 'Corne', '\\u00c9l\\u00e9phant']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Loves', 'Rhum', 'Ahoy', 'JackSparrow']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Hemlock', 'Toxin', 'sick', 'Oak']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Eingewickelt', '\\u00c4gypten', '\\u00c4gyptisch', 'Toilettenpapier']","['Ka', 'kriechen', 'Boa', 'Lang', 'Giftig']","['Suisse', 'Tranchant', 'Laguiole', 'Coupure']","['Electrical', 'Connexion']","['curds', 'Gruy\\u00e8re', 'Big', 'Feta', 'Camembert']","['bloody', 'killer', 'meat', 'merchant', ""Draeger's"", 'meatman']","['Cardboard', 'Packing', 'Of', 'Chocolate', 'cereal', 'container']","['Climb', 'Tool', 'climbing', 'Up', 'step', 'extension']","['migjorn', 'gregal', 'Air', 'Movement']"
Mystery Word,Zucker,Comedy,Cadenas,Weapon,Noodle,Chevalier,Pepper,Mermaid,Passion,Singe,Metal,Lock,Devil,Ear,Virus,Nid,Hammer,Tunnel,Biscuit,Cheese,Pool,Pr\u00e9sident,Marienk\u00e4fer,Firefighter,Evening,Neige,Prinzessin,Plastic,Sail,Pony,Fen\u00eatre,Raie,Casino,Anneau,Candy,D\u00e9fense,Asterix,Pirate,Perle,Poison,Tempel,Ocean,Mumie,Snake,Couteau,Outlet,Cheese,Butcher,Box,Ladder,Wind
Guess,Zucker,,secret,Gun,Noode,Chevalier,Pepper,Karate,Faith,Singe,Metal,Gel,Devil,Ear,Virus,pigeon,Hammer,tunner,Biscuit,Cheese,Pool,Pr\u00e9sident,Marienk\u00e4fer,Firefighter,Evening,neige,Prinzessin,Plastic,sail,Pony,,Raie,Casino,Anneau,Candy,D\u00e9fense,Asterix,Pirate,Perle,Poison,,Ocean,Mumie,Schlange,Couteau,Current,Cheese,Butcher,Box,ladder,Wind
