ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57
Table Number,448760628,448763906,448756375,448716024,448551683,448555622,448377326,448298972,448224578,448202573,448161194,448122908,448110631,447985392,447952629,447934583,447733782,447577296,447559020,447446003,447238431,447073159,446900893,446732745,446674982,446572141,446550440,446514318,446150832,445975209,443845349,443819359,443360595,443227164,443203411,443085305,442988521,442941057,442356323,442217871,442005710,441809496,441032575,440978972,440225058,438944087,438717097,438370734,438053636,437000024,435781132,431028877,430526833,338553253,337138645,319065151,314877288
Move,17,9,12,5,5,18,21,9,52,40,7,28,29,9,19,6,59,65,34,27,57,52,53,36,59,50,66,20,66,18,58,63,101,49,63,45,32,67,84,84,80,69,15,7,106,101,62,42,67,36,11,262,18,1465,791,277,3314
Clues,"['boat', 'bait', 'hook', 'Nemo']","['Wyvern', 'Fire', 'Norbert', 'Komodo', 'Norbert', 'Comodo']","['Cluedo', 'Ludo', 'Bga', 'Chess', 'Pheasant', 'Pheasant']","['Mickey', 'rat', 'Clavier', 'Jerry']","['WATER', 'SEWAGE', 'Sewer', 'Steel']","['Tokio', 'verw\\u00fcster', 'Riesenreptil', 'Japan', 'Wal', 'Gorilla']","['burlesque', 'performance', 'time', 'Game']","['surf', 'diving', 'chairman', 'white', 'meeting', 'stiff']","['Car', 'Beep', 'toot', 'Rhinoceros']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Grillades', 'Plancha', 'brochettes', 'M\\u00e9choui']","['THunderbirds', 'important', 'Cortex', 'Zombies', 'Skull', 'hippocampus']","['Orbit', 'Minute', 'spin', 'French', 'Utena', 'rebellion']","['Diele', 'Gletscher', 'W\\u00fcrfel', 'Schlecken', 'gefrorenes', 'Urmel']","['humongous', 'Midget', 'Hagrid', 'enormous', 'Gulliver', 'Gulliver']","['park', 'garden', 'soda', 'water', 'water', 'water']","['viewing', 'analog', ""diest's"", 'maker', 'babysit', 'stalk']","['Smog', 'Vapor', 'Nine', 'Grey', 'Nimbus', 'Nimbus']","['Nachlesen', 'manuell', 'Anleitung', 'Bedienungsanleitung']","['smoothie', 'nestea', 'Sirop', 'Tomates', 'Tropicana', 'Boisson']","['Abandonn\\u00e9', 'grade', 'Haddock', 'alatriste', 'Crochet']","['c\\u00e9r\\u00e9ale', 'Thunes', 'Farine', 'Pain', 'argent', 'Argent']","['Grimper', 'Ramifications', 'Arbre', 'Arbre']","['Staffel', 'Episoden', 'Lindenstra\\u00dfe', 'TV', 'Junkie', 'Friends']","['stetson', 'Mexican', 'mariachi', 'saucer', 'Big']","['Ford', 'VW', 'diesel', 'wheels', 'Ferrari', 'Ferrari']","['Chanson', 'Insecte', 'Danse', 'Papillon']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Koch', 'H\\u00e4uptling', 'Firmenoberhaupt', 'Hierarchie', 'Vorgesetzter', 'Vorgesetzter']","['Fondant', 'crumb', 'Decorator', 'Funfetti', 'Frosted', 'frosting']","['Appendicitis', 'Scalpel', 'Surgery', 'Game', 'plus', 'minus']","['Worsted', 'Alpaca', 'Spun', 'Steel', 'Merino', 'Merino']","['T\\u00eate', 'Pirate', 'Mort', 'Tr\\u00e9panation', 'Squelette', 'Squelette']","['Delicious', 'iPod', 'Schneewittchen', 'Obst']","['cerebellum', 'Organ', 'Nervous', 'Thoughts', 'Amygdala', 'Hippocampus']","['S\\u00fcdpol', 'Happy', 'Feet', 'Kaiser', 'Vogel', 'Vogel']","['Cowboy', 'Cowboys', 'Film', 'Film']","['Respect', 'tie', 'tie', 'NA']","['Exoskeleton', 'Pest', 'Hissing', 'nasty', 'bug', 'bug']","['Peach', 'toadstool', 'Diana', 'zelda', 'Bride', 'bed']","['Absorbent', 'Absorb', 'porous', 'Bob', 'bob']","['shoots', 'leaves', 'Bear', 'Cow', 'china', 'bamboo']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['cloth', 'Square', 'Bib', 'Wipe', 'towelette', 'Towelette']","['geheime...', 'Stimmenabgabe', 'Landtags-', '...des-B\\u00fcrgermeisters', 'Urne', '...urne']","['Lonely', 'Meditation', 'Secluded', 'Loner', 'remote', 'Living']","['Ribbon', 'Hair']","['godzilla', '-saurus', 'Jurassic', 'Jurassic']","['Harkonnen', 'Roxanne', 'Musician', 'Prick', 'Ouch', 'Ray']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['Logitech', 'rodent', 'Stuart', 'Little', 'Cheese', 'Pet']","['0', 'X', 'browser', 'Browser']","['Amish', 'Shangri-La', 'Nirvana', 'Eden', 'Utopia', 'Utopia']","['pusty', 'walec', 'Porn', 'Video', 'You', 'You']","['Garrotxa', 'Pompeii', 'Peak', ""Dante's""]","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']"
Mystery Word,Fishing,Dragon,Game,Souris,Pipe,Godzilla,Show,Board,Horn,Grape,Barbecue,Brain,Revolution,Eis,Giant,Fountain,Watch,Cloud,Handbuch,Jus,Capitaine,Bl\u00e9,Branche,Serie,Sombrero,Car,Chenille,Meerjungfrau,Chef,Cake,Operation,Wool,Cr\u00e2ne,Apfel,Brain,Pinguin,Western,Bow,Cockroach,Princess,Sponge,Panda,Scale,Candle,Napkin,Wahl,Hermit,Bow,Dinosaur,Sting,Poil,Mouse,Safari,Paradise,Tube,Volcano,Circle
Guess,Fish,Dragon,Game,Souris,,Godzilla,Show,board,Horn,,Barbecue,Brain,,eis,Giant,fountain,Watch,Cloud,Anleitung,Jus,capitaine,Bl\u00e9,Arbre,Serie,Hat,Car,cigale,Meerjungfrau,Chef,Cake,Operation,wool,cr\u00e2ne,Apfel,Brain,,Lasso,artist,Cockroach,Princess,sponge,Panda,,,,Wahl,Alone,Elastic,Dinosaur,Sting,Poil,mouse,,Paradise,Hub,Volcano,Circle
