ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75
Table Number,451595440,451102160,451011814,450927588,450916867,450855996,450780514,450624310,450500494,450476300,450455144,450449579,450311858,450216132,450053806,449943757,449780617,449750538,449634138,449425569,449428117,449391002,449167315,449157396,449127293,448800998,448792679,448763906,448409582,448202573,448123335,448119726,448065407,448018632,447854774,447559787,447438212,447127358,447063938,446707104,446640850,446585119,446545117,446537216,446514318,445600371,445363392,443958521,443365119,443085305,442988521,442941057,442252464,441488112,441032575,440978972,440932333,440225058,439020364,430526833,421549329,420552674,405054016,381826421,363390977,358827793,357001162,353362991,350584338,349338828,348838927,337346134,323499397,322726720,314877288
Move,9,6,30,12,22,18,25,46,35,16,9,15,38,24,38,27,10,43,55,84,66,92,67,54,57,37,36,46,21,40,55,77,81,39,37,86,78,55,38,72,42,32,46,116,20,76,100,74,31,45,38,67,119,102,15,7,67,107,111,18,70,291,989,558,1194,1525,1748,1467,2848,4047,1375,3255,4342,997,3314
Clues,"['Autumn', 'Vivaldi', 'Hunting', '4', 'Allergies', 'Spring']","['Time', 'Face', 'Counter', 'wise', 'big', 'ben']","['Jubil\\u00e4um', 'schl\\u00fcpfen', 'j\\u00e4hrt', 'Ehrentag', 'j\\u00e4hrlich', 'J\\u00e4hrlich']","['erw\\u00fcrgt', 'Schlager', 'luftnot', 'Musikst\\u00fcck', 'durch', 'Nacht']","['cobra', 'viper', 'SLITHERING', 'REPTILE']","['Food', 'Eyesight', 'Eyes', 'Bunny', 'orange', 'crunchy']","['Petrus', 'Pius', 'Rom', 'katholisch', 'unfehlbar', 'Kirchenoberhaupt']","['Slapen', 'Liggen', 'dekbed', 'Zacht']","['Auguste', 'Grippe-sou', 'Rigolo', '\\u00c7a', 'Cirque']","['Souffleuse', 'Festspielhaus', 'Sitzreihe', 'Kasperle...', 'Staats...']","['Dinner', 'Land', 'Essen', 'L\\u00e4uten', 'Tageszeit', 'Tagesende']","['forbid', 'pub', 'Speakeasy', 'Dive']","['mall', 'Receptacle', 'pipe', 'Wall', 'Wallplug', 'Wall']","['cABINET', 'Drugs', 'Nyquil', 'pill', 'Aspirin']","['cookie', 'cane', 'fructose', 'xylitol', 'Cube', 'Cube']","['Cavity', 'Land', 'cotton', 'gobstopper', 'Cane', 'cane']","['Spectacle', 'Personnages', 'Figurine', 'Articul\\u00e9e']","['poudre', 'blanche', 'bl\\u00e9', 'Epis', 'moulin', 'Moulin']","['banette', 'magique', 'viennoise', 'Bois', 'orchestre', 'Orchestre']","['Baphomet', 'Red', 'Cheeky', 'Hell', 'demon', 'Belial']","['Carat', 'Klondike', 'm\\u00e9daille', 'Au']","['Leap', 'Bungee', 'Kangaroo', 'Hop', 'Trampoline', 'trampoline']","['Bending', 'fist', 'ace', 'Charizard', 'Flame', 'Flame']","['Cleaner', 'water', 'Billiards', 'Snooker', 'Natatorium', 'floatie']","['eyebrows', 'Tool', 'Gripping', 'nipper', 'grip', 'Grip']","['candle', 'Old', 'fire', 'retardant', 'Flickering', 'Thrower']","['Royal', 'Headwear', 'Royalty', 'Headpiece', 'diadem', 'coronet']","['cover', 'costume', 'Robber', 'Carrey', 'catcher', 'KN95']","['Wheelchair', 'Churchill', 'candy', 'candy']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Tetrahedron', 'Astrological', 'giza', 'cone', 'Scheme', 'Triangle']","['D\\u00e9couper', 'piscine', 'paddle', 'Voile', 'Surf', 'Roulette']","['tonnerre', '\\u00c9clairs', 'tumulte', 'Foudre', 'Clementine', 'temp\\u00eate']","['yarn', 'needle', 'hem', 'sewed', 'Baseball', 'Dressmaking']","['Time', 'Alarm', 'Watch', 'Hands']","['Fedora', 'Witch', 'Rabbit', 'Derby', 'Top', 'top']","['Pisces', 'Nemo', 'Tuna', 'Haddock']","['Flower', 'Bunks', 'Headboard', 'Dream', 'knobs', 'Knobs']","['Aspergillus', 'outdated', 'Form', 'fungi', 'break', 'Break']","['Tombeau', 'Egypte', 'Embaumement', 'Pyramides', 'bandes', 'mal\\u00e9diction']","['Laryngitis', 'Tonsilitis', 'Sore', 'Swallow']","['Dart', 'Hunter', 'Britney', 'Federline', 'indian', 'rock']","['R\\u00e9parer', 'coffre', 'Perceuse', 'Tournevis', 'tournevis', 'tournevis']","['Zentralgestirn', 'Hell', 'Fixstern', 'Br\\u00e4une', 'Mond', 'mond']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Rihana', 'Diverter', 'shape', 'shield', 'Rain', 'rain']","['Island', 'chimpanzee', 'Simian', 'See', 'Gibbon', 'Rhesus']","['br\\u00fcten', 'Kuckuck', 'Vogel', 'Eier', 'Vogel', 'Eier']","['Enamel', 'LOST', 'Molar', 'Bicuspid']","['S\\u00fcdpol', 'Happy', 'Feet', 'Kaiser', 'Vogel', 'Vogel']","['Tuur', 'Einstein', 'slim', 'Albert']","['Respect', 'tie', 'tie', 'NA']","['stake', 'fangs', 'Morbin\\u2019', 'masquerade', 'bat', 'mosquito']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['Game', 'Boardgame', 'dice', 'Rook', 'Rook']","['cloth', 'Square', 'Bib', 'Wipe', 'towelette', 'Towelette']","['Rommel', 'Oasis', 'badlands', 'barren', 'sand', 'sand']","['0', 'X', 'browser', 'Browser']","['hemispheres', 'stem', 'Mind', 'Head', 'Cerebrum', 'Genius']","['match', 'torch', 'cigarette', 'igniter', 'levitater', 'heavier']","['cayenne', 'paprika', 'cumin', 'cumin']","['cold', 'pick', 'rink', 'Rink']","['Lava', 'Caldera', 'Iceland', 'Vesuvius', 'Vesuvius']","['b-d', 'japons', 'Dessin', 'Nippon']","['Major', 'Opposite', 'small', 'underage', 'Under', 'Age']","['Piccolo', 'woodwind', 'fife', 'lizzo']","['Maya', 'Insecte', 'Miel', 'Bourdon']","['Chair', 'League', 'Dining', 'Times', 'mountain']","['Contenant', 'Idiote', 'Nounouille', 'b\\u00e9casse', 'Cruche', 'Cruche']","['deeeeeeeeep', 'esophagus', 'neck', 'Chakra', 'Chakra']","['oyster', 'Gas', 'OPEC', 'fish', 'petrol', 'Conch']","['Equilateral', 'Isosceles', 'Pointy', 'Shape', 'Pythag', 'Obtuse']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']"
Mystery Word,Season,Clock,Geburtstag,Atemlos,Snake,Carrot,Papst,Pillow,Clown,Theater,Abend,Bar,Outlet,Medicine,Sugar,Candy,Marionnette,Farine,Baguette,Devil,Or,Jump,Fire,Pool,Pliers,Flame,Crown,Mask,Cane,Grape,Pyramid,Planche,Orage,Seam,Clock,Hat,Fish,Bed,Mold,Momie,Throat,Spear,Outil,Sonne,Meerjungfrau,Umbrella,Monkey,Nest,Tooth,Pinguin,Genius,Bow,Vampire,Anchor,Scale,Candle,Chess,Napkin,Desert,Safari,Brain,Lighter,Spice,Ice,Volcano,Manga,Minor,Flute,Abeille,Table,Gourde,Throat,Shell,Triangle,Circle
Guess,Season,clock,Geburtstag,Atemlos,Snake,Carrot,Papst,Bed,clown,Theater,Abend,Bar,Outlet,medicine,Sugar,Farm,Marionette,Farine,Baguette,Devil,Or,jump,Fire,pool,Tweezers,Flame,Crown,Mask,victory,,Pyramid,Planche,Orage,embroidery,Clock,hat,Fish,Bed,mold,Momie,throat,spear,Outil,Sonne,Meerjungfrau,Shell,monkey,,Tooth,,Genie,artist,Vampire,,,,,,desert,,brain,Light,Pepper,spell,Volcano,Manga,Minor,pipe,Abeille,table,Cruche,Throat,Shell,Triangle,Circle
