ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60
Table Number,589127775,589038539,588966623,588657677,588628194,588695458,588555012,588289195,588025017,587842041,587882766,587558282,587598007,587164401,587100856,586948891,586908305,586733841,586254172,586278455,586101657,585897434,585819367,585819657,585040326,584786668,585282957,584834352,585471535,584135448,584539660,584030440,584077115,582281912,581756248,581767722,581560970,581192154,577852826,576920182,577180892,576762350,576413622,571815545,571195661,570591778,570734438,567406997,564468602,560134917,557334313,555552287,543879156,539412516,528822756,517125895,517095134,509348231,508130373,317609821
Move,['9'],['6'],['9'],['15'],['63'],['18'],['12'],['51'],['12'],['20'],['36'],['40'],['57'],['50'],['37'],['46'],['42'],['28'],['54'],['26'],['33'],['91'],['10'],['10'],['77'],['33'],['85'],['61'],['65'],['85'],['43'],['42'],['98'],['42'],['82'],['9'],['50'],['107'],['50'],['10'],['91'],['26'],['19'],['89'],['37'],['644'],['38'],['372'],['212'],['416'],['740'],['185'],['267'],['261'],['426'],['503'],['876'],['1921'],['2199'],['2531']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only
Language,English,Deutsch,Français,English,Français,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,Français,English,English,English,English,English,English,Français,Français,English,Français,English,Deutsch,English,Deutsch,Deutsch,English,Français,English,English,English,English,Français,English,English,English,Français,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['inventory', 'Punishment', 'sales', 'Market', 'animal', 'Bond']","['Star', 'Wars', 'Sidekick', 'Fellig', 'Haarig', 'Wookiee']","['incandescence', 'Embrasement', 'sir\\u00e8ne', 'Extincteur', 'Pompier', 'Pompiers']","['space', 'bed', 'Emergency', 'Hotel']","['Pikachu', 'attaque', 'flash', 'Buzz']","['Hollow', 'Passage', 'Railways', 'Subway', 'under', 'Underground']","['skillet', 'T-Fal', 'faun', 'flute', 'Everyoung', 'Peter']","['Vampire', 'sauce', 'Clove', 'clove']","['gesalzen', 'Carter', 'Flips', 'Butter', 'Allergie', 'Allergie']","['Tibia', 'Femur', 'phlanges', '206', 'Bad', 'Skeleton']","['ignition', 'candle', 'Weight', 'Zippo', 'Zippo', 'Zippo']","['Yarn', 'Tesla', 'ring', 'Cobra', 'bobbin', 'Ns']","['Twelve', 'Christmas', 'Month', 'Twelfth', 'Hanakah']","['Electricity', 'V8', 'Rotary', 'Ignition', 'Nissan', 'Horsepower']","['one-piece', 'Naruto', 'Japan', 'Anime', 'anim\\u00e9', 'anime']","['Miss', 'boom.', 'Fireworks', 'explosion', 'big', 'Big']","['roller-coaster', 'ferris-wheel', 'Trip', 'Journey', 'cycling', 'singular']","['Jelly', 'purple', 'Wine', 'Seedless', 'Seedless', 'wine']","['Ray-ban', 'Spectacles', 'Astigmatism', 'stained', 'frame', 'Wine']","['Tobog\\u00e1n', 'Exposici\\u00f3n', 'Parque', 'patineta', 'Playground']","['scenarist', 'serie', 'reel', 'movie', 'Poppins', 'watch']","['Cocktail', 'beer', 'whisky', 'FU', 're-', 'none']","['light', 'space', 'stone', 'building']","['dinner', 'sunset', 'afternoon', 'night']","['Chief', 'arson', 'Light', 'Extinguisher', 'Element', 'Blaze']","['megahertz', 'Waves', 'AM', 'AM']","['Carrey', 'tape', 'Cover', 'Face', 'Disguise']","['Blue', 'Starry', 'Airspace', 'Above', 'Landers', 'High']","['Rinnenball', 'Spalt', 'glatter', 'Boden', 'Spare', 'Pins']","['Smoker', 'beans', 'Weber', 'Chips']","['nouveau', 'n\\u00e9', 'Enceinte', 'Pleurs', 'ex', 'foetus']","['Pean', 'pistachio', 'fruit', 'hard']","['Pills', 'Healing', 'Homeopathy', 'Tylenol', 'Modern', 'modern']","['Royale', 'betting', 'Poker', 'Gambler', 'LasVegas', 'Vegas']","['Vulnerable', 'ceramic', 'Bouquet', 'Bud', 'decorative', 'Crystal']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['Can', 'Fish', 'pizza', 'Smelly', 'topping', 'Topping']","['Pilule', 'Pharmacie', 'Soin', 'Doliprane', 'rem\\u00e8de', 'Traitement']","['Cochon', 'Th\\u00e9', 'Abri', 'Maison', 'Bateaux', 'Bateau']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['tuichi', 'George', 'Liane', 'Mowgli']","['kleenex', 'Therapist', 'Soft', 'Mucus', 'Skin', 'Apchi']","['Land', 'Nizza', 'Nachbar', 'Wei\\u00dfbrot', 'Hahn', 'Libert\\u00e9']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Bl\\u00fcte', 'Strauch', 'Titanic', 'Dornen', 'Dornen', 'Dornen']","['Block', 'Rattenf\\u00e4nger', 'Pfeife', 'Zauber']","['Fouton', 'Leather', 'Potato', 'Pull-Out', 'Sofa', 'Sofa']","['De-fer', 'Broder', 'Ariane', 'Conducteur']","['energetic', 'stream', 'China', 'Yellow', 'Return', 'Kwai']","['Fin', 'Thresher', 'Tiger', 'Nado']","['Brown', 'Powdered', 'Sucrose', 'Fructose', 'Sweetener', 'Domino']","['Person', 'Occupation', 'court', 'Law', 'Law', 'Law']","['coron', 'grisou', 'Mines', 'Charbon', 'Majeur', 'Majeur']","['Bird', 'Superman', 'airCRAFT', 'fly']","['Movie', 'Building', 'Silent', 'Galaxy']","['Adam', 'Location', 'Lost', 'Tropical', 'Coldplay', 'Island']","['Film', 'Objectif', 'Infrarouge', 'Audiovisuel']","['Hiss', 'Leather', 'Anaconda', 'Diamondback']","['flooring', 'Azul', 'CERAMIC', 'carcassonne', 'Ceramic', 'Carcassonne']","['deBrest', 'Zeus', 'faraday', 'Petit', 'Thor', 'Thor']"
Mystery Word,Stock,Chewbacca,Incendie,Room,\u00c9clair,Tunnel,Pan,Garlic,Erdnuss,Bone,Lighter,Coil,December,Motor,Manga,Bang,Ride,Grape,Glasses,Slide,Film,Bar,Sun,Evening,Fire,Radio,Mask,Sky,Bowling,Barbecue,B\u00e9b\u00e9,Nut,Medicine,Casino,Vase,Medal,Sardine,M\u00e9dicament,Port,Cup,Jungle,Tissue,Frankreich,Sting,Rose,Fl\u00f6te,Couch,Fil,River,Shark,Sugar,Attorney,Mineur,Plane,Cinema,Paradise,Cam\u00e9ra,Snake,Tile,Tonnerre
Guess,Stock,Chewbacca,Fum\u00e9e,Hospital,\u00e9clair,tunnel,pan,Garlic,Erdnuss,Bone,lighter,Coil,December,Epower,Anime,,Ride,Jam,Glasses,slide,show,booze,star,evening,fire,frequency,mask,Sky,Kegeln,Barbecue,b\u00e9b\u00e9,Nuts,Drug,casino,vase,medal,Sardine,M\u00e9dicament,cabane,,Jungle,Tissue,Frankreich,Sting,Rose,Gift,Couch,Chemin,River,Shark,sugar,Lawyer,Nord,Plane,Theatre,Paradise,Cam\u00e9ra,snake,Tile,Tonnerre
