ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62
Table Number,555385099,555049154,555184197,554457695,554158338,554382196,554327336,554029404,553954916,554094405,553907990,553762360,553370162,553593610,552920188,552511060,552574577,552422270,552182554,552318025,552033855,551730311,551721651,551020732,551301232,551051709,550290878,550670611,550401944,550010707,549941880,549836070,549003633,548719769,548474553,547023682,546021719,545876783,544337775,543997430,540361426,539937223,537913892,533993182,534335856,533093056,529393591,528436597,520589419,516738278,511221983,509348231,507514787,496712411,489194416,480055062,466081205,464921867,356959263,319065151,317609821,312552889
Move,['11'],['9'],['13'],['7'],['11'],['18'],['15'],['41'],['7'],['46'],['37'],['54'],['27'],['36'],['36'],['19'],['54'],['30'],['26'],['59'],['76'],['78'],['63'],['21'],['56'],['27'],['72'],['90'],['38'],['45'],['57'],['48'],['95'],['66'],['56'],['90'],['86'],['80'],['57'],['83'],['351'],['40'],['1396'],['45'],['669'],['31'],['74'],['61'],['70'],['1046'],['1465'],['1170'],['101'],['751'],['823'],['781'],['618'],['625'],['2070'],['545'],['2289'],['2450']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,English,English,English,English,Deutsch,English,Français,Deutsch,English,English,English,English,English,English,English,English,English,Français,Français,English,English,English,Français,English,English,Français,English,English,English,English,Deutsch,English,Deutsch,English,English,Français,Français,Français,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,Français,Deutsch,English,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Vroum', 'Essence', 'Diesel', 'Bateau', 'Bateau', 'Diesel']","['windy', 'Foggy', 'forecast', 'Snow', 'hail', 'Storm']","['SIM', 'SD', 'identification', 'play', 'Joker', 'Ace']","['Fluffy', 'hen', 'Hatch', 'Magnet']","['hardware', 'fornicate', ""Phillip's"", 'nut']","['Rote', 'Pershing', 'D\\u00fcsenantrieb', 'R\\u00fccksto\\u00dfantrieb', 'Kapit\\u00e4nin', 'Kapit\\u00e4nin']","['Harbor', 'White', 'Oyster', 'Oyster']","['Vitr\\u00e9e', 'Golfe', 'rose', 'Crique']","['Stallone', 'Knallen', 'Bleigie\\u00dfen', 'Feiertag']","['diamond...', 'Audi', 'Call', 'Sauron', 'bell', 'Class']","['Painting', 'Blank', 'linen', 'Tent', 'Portrait', 'Keds']","['galvanic', 'Volta', 'Lithium', 'Charged', 'Duracell', 'Energizer']","['Fungi', 'old', 'spores', 'Moisture']","['Slicer', 'French', 'Chopper', 'Antoinette']","['Hudson', 'sick', 'Michael', 'Inlet', 'Fundy', 'coast']","['Dame', 'Wingspan', 'tweets', 'Feather', 'tweety', 'Tweety']","['artefacts', 'tour', 'Louvre', 'Pergamon', 'Smithsonian', 'Exhibit']","['City', 'Downtown', 'Canary', 'Forge', 'Bird', 'Bird']","['Ver', 'Travers\\u00e9e', 'Sans', 'Personne', 'asocial', 'ermite']","['\\u00e9p\\u00e9e', 'chevalier', 'javelot', 'javelot']","['Margarita', 'Martini', 'Cosmopolitan', 'Julep', 'mojito', 'gimlet']","['Dire', 'Cemeteries', 'Barrow', 'Cemetery', 'Tomb', 'Memento']","['T\\u00f6mb', 'Gy\\u00fcjt\\u0151', 'Busz', 'Szelv\\u00e9ny', 'koncert', 'sz\\u00ednh\\u00e1z']","['Fille', 'Roi', 'Peach', 'Daisie']","['supermassive', 'Black']","['Exxon', 'Chevron', 'Classical', 'Freon', 'Helium', 'Neon']","['Bruce', 'Rivi\\u00e8re', 'traversin', 'Drap', 'Baldaquin', 'baldaquin']","['Topless', 'Sunshine', 'Sandcastles', 'Ball', 'land', 'Waves']","['Fall', 'Groen', 'Tree', 'Boom']","['Balance', 'Measure', '10', 'Ranking', 'Weight', 'Measurement']","['Shape', 'Spores', 'spores', 'Shape', 'spore']","['S\\u00fc\\u00df', 'Fructose', 'Affenfalle', 'Karamell', 'Insulin']","['Milky', 'Planets', 'moon', 'Universe', 'interstellar', 'interstellar']","['Kreuzigung', 'Wochentag', 'Robinson', 'Robinson', 'Robinson']","['Pepperoni', 'Margarita', 'Italian', 'Flatbread', 'Dominos', 'Crust']","['Spotting', 'Destinations', 'Soul', 'caboose', 'Veil']","['Lucarne', 'Carreau', 'Volets', 'vitr\\u00e9e', 'Vitrail']","['Citronnelle', 'Bouton', 'Chikungunya', 'Dengue', 'Tigre', 'Tigre']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['mossy', 'Boooooooo', 'alcove', 'cave', 'Cavelet']","['string', 'Spool', 'needle', 'Needle']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Snot', 'Runny', 'fingers', 'booped', 'Schnozz', 'Nostril']","['Hemlock', 'Toxin', 'sick', 'Oak']","['elbow', 'grandslam', 'Agassi', 'table', 'Sampras', 'Djokovic']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['snapchat', 'busters', 'Casper', 'Boo', 'boo', 'casper']","['APPENDAGE', 'Twig', 'Trolls', 'Trunk']","['Urlaub', 'fliegen', 'Condor', 'Boing', 'HIMMEL']","['Small', 'Fire']","['curds', 'Gruy\\u00e8re', 'Big', 'Feta', 'Camembert']","['bacardi', 'Tanduay', 'Coke', 'raisin']","['can', 'Hide', 'shed', 'topping', 'canned', 'canned']","['Mint', 'Deep', 'Mindfulness', 'Focus', 'in', 'out']","['courant', 'Murale', 'escalade', 'bonne']","['B\\u00e4ckerprodukt', 'Sauerteig', 'Nutella', 'Butter', 'Buttertr\\u00e4germaterial', 'Laib']","['Green', 'Fungus', 'Bread', 'Bread']","[""Farmer's"", 'Ride', 'Little', 'Green']","['Jolie', 'Pepa', 'Rock', 'peter', 'Sea', 'Sea']","['migjorn', 'gregal', 'Air', 'Movement']","['versa', 'avis', 'seven', 'Tourne', 'Assemblage', 'Poisson']","['Church', 'NFL', 'lazy', 'Bloody', 'Bloody']"
Mystery Word,Moteur,Weather,Card,Chick,Screw,Rakete,Pearl,Baie,Silvester,Ring,Canvas,Battery,Mold,Guillotine,Bay,Bird,Museum,Pigeon,Solitaire,Lance,Cocktail,Grave,Ticket,Princesse,Hole,Gas,Lit,Beach,Leaf,Scale,Mold,Zucker,Galaxy,Freitag,Pizza,Train,Fen\u00eatre,Moustique,Anneau,Grotto,Thread,Asterix,Nose,Poison,Tennis,Ocean,Ghost,Branch,Plane,Flame,Cheese,Rum,Sardine,Breath,Prise,Brot,Mold,Tractor,Salt,Wind,Vis,Sunday
Guess,Voiture,Weather,Card,Chick,screw,rakete,Pearl,Baie,Silvester,ring,Canvas,Battery,Mold,Guillotine,bay,Bird,museum,Pigeon,Solitaire,bouclier,cocktail,graveyard,Ticket,princesse,Universe,Gas,Lit,beach,Blaadjes,Scale,,Zucker,Galaxy,Karfreitag,pizza,train,,Moustique,Anneau,Grotto,thread,Asterix,Nose,Poison,Tennis,Ocean,Ghost,tree,Flugzeug,Spark,Cheese,rhum,Sardine,Breath,Prise,Brot,Lichen,Tractor,salt,Wind,Vice,Sunday
