ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54
Table Number,573530837,574205270,573997585,573546126,573732828,573478692,573354567,572869084,573034091,572748429,572726185,572496359,572483594,572183502,572006289,571302579,571195661,571529653,571461893,570875883,570662345,570316055,570414886,570059062,570131262,569653565,569169544,568397159,567969300,567247937,567928849,567805289,567606043,567157193,567090385,567137024,566409377,564865328,563097724,562524435,562133986,561337934,561440098,559608546,558785511,557419238,557334313,521199099,484123113,480055062,422619886,420552674,363390977,356959263
Move,['6'],['6'],['5'],['6'],['26'],['9'],['51'],['18'],['40'],['45'],['60'],['38'],['92'],['50'],['96'],['6'],['36'],['52'],['29'],['83'],['55'],['50'],['102'],['57'],['75'],['56'],['70'],['63'],['98'],['82'],['55'],['42'],['58'],['24'],['37'],['105'],['47'],['78'],['65'],['17'],['11'],['71'],['365'],['133'],['84'],['83'],['430'],['811'],['1435'],['928'],['925'],['1140'],['2618'],['2245']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+
Language,English,English,Français,English,Français,English,English,English,English,English,Français,English,English,English,Deutsch,English,Deutsch,Français,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,Français,English,Français,English,Français,English,Français,English,Français,English,Deutsch,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['work', 'Attire', 'Sports', 'Mandatory', 'Clothes', 'Clothing']","['yellow', 'Star', 'Bright', 'Hot', 'big', 'Big']","['attraction', 'beauval', 'animaux', 'animaux']","['bent', 'border', 'Scratch', 'Pocket', 'vacuum', ""can't""]","['Poisson', 'Alcool', 'Tabac', 'Comptoir']","['Factor', 'nebraska', 'Trailer', 'beam', 'Farming', 'farm']","['Of', 'Rock', 'Education', 'Blackboard']","['peal', 'Alexander', 'Ben', 'ring', 'Ringer']","['Peppermint', 'striped', 'Candy', 'candy']","['Mountain', 'upward', 'ascend', 'ladder', 'Monkey', 'Up']","['hibernation', 'ours', 'Creux', 'Sous-terrain', 'N\\u00e9andertal', 'stalagmite']","['Party', 'beginning', '13th', 'Freaky', 'Calendar', 'fish']","['Suit', 'Clip-on', 'Draw', 'Knot']","['Eschallot', 'bulb', 'Layers', 'Layers']","['UKW', 'H\\u00f6rfunk', 'Rundfunkempf\\u00e4nger', 'FM', 'H\\u00f6ren']","['Pillen', 'Doctor', 'Forma\\u00e7\\u00e3o', 'Sa\\u00fade', 'Drugs', 'Krank']","['Bl\\u00fcte', 'Strauch', 'Titanic', 'Dornen', 'Dornen', 'Dornen']","['Excel', 'Cadre', 'Veleda', 'Craie']","['Transport', 'Electric', 'motor', 'mazda', 'Van', 'Toyota']","['secateurs', 'Scissors', 'trimming', 'Hair', 'Cut', 'Cut']","['Nasereiben', 'Schiff', 'Norden', 'Nordm\\u00e4nner', 'Obelix', 'Helm']","['terminal', 'Metro', 'Platform', 'Central']","['Cinema', 'acting', 'Broadway', 'Wicked', 'Lincoln', 'Shakespeare']","['caddy', 'Sport', 'Clubs', 'Greens']","['Code', 'Chanel', 'Chiffon', 'wedding', 'Skirt', 'skirt']","['sally', 'gas', 'Whelk', 'Puka']","['Winter', 'Ball', 'Skiing', 'Skiing']","['Vitamin-C', 'Fruit', 'colour', 'Dutch']","['Rolling', 'Weight', 'Masonry', 'Flint', 'Age']","['Dragon', 'Keeper', 'SM', 'BDSM']","['Straw', 'Cap', 'Bowler', 'Bobble', 'Stetson', 'toque']","['Cork', 'loose', 'Insert', 'top']","['Sumatran', 'Orange', 'Feline', 'Carnivore', 'Stripes', 'Stripes']","['single', 'penny', 'eh', '`', 'drawl', 'drawl']","['brain', 'hair', 'kopf', 'Top', 'Yuanling', 'Jinchizhanglao']","['Olympic', 'tree-sheep', 'start-with-R', 'Half-elven', 'Terra-Mystica', 'Compete']","['feu', '18', 'borne', 'Uniforme', 'Bal', 'Incendie']","['lather', 'Detergent', 'hand', 'Opera', 'Suds']","['\\u00c9norme', 'Mandarine', 'Smashing', 'orange', 'Halloween', 'halloween']","['Flaque', 'Ond\\u00e9e', 'Mouill\\u00e9', 'Perturbations', 'nuage']","['Milky', 'Way', 'far', 'away']","['Canne', 'Entass\\u00e9s', 'Cuisiner', 'Conserves', 'Poisson', 'Poissons']","['Rapunzel', 'Disney', 'Mulan', 'Jasmine', 'Jasmine']","['Ar\\u00eates', 'Mammif\\u00e8re', 'Baba', 'Squelette']","['Bellagio', 'spray', 'youth', 'chocolate', 'Soda', 'Bubbler']","['Graines', 'Jaune', 'fleur', '\\u00e9cale', 'professeur', 'Professeur']","['Kodak', 'Photo', 'Nikon', 'Kodachrome', 'Captures', 'Pictures']","['Sommeil', 'Matin']","['postmark', 'address', 'letter', 'covering', 'addressed', 'manila']","['Wasbinich', 'Vermummung', 'Phantomderoper', 'Covid-19-Schutz', 'Gesichtsbedeckung', 'Karnevalsgesichtsbedeckung']","['Tweety', 'Finch', 'cat', 'goose']","['attractive', 'leopard', 'Older', 'Woman', 'mountain', 'lion']","['Spiderverse', 'Girasol', 'Seed', 'Moonweed', 'Gogh']","['Protecting', 'Cherbourg', 'Rihanna', 'Academy', 'rihanna', 'Academy']"
Mystery Word,Uniform,Sun,Zoo,Corner,Bar,Tractor,School,Bell,Cane,Climb,Grotte,Friday,Tie,Onion,Radio,Medicine,Rose,Tableau,Car,Shears,Wikinger,Station,Theater,Golf,Dress,Shell,Snow,Orange,Stone,Dungeon,Hat,Screw,Tiger,Accent,Head,Race,Pompier,Soap,Pumpkin,Pluie,Galaxy,Sardine,Princess,Os,Fountain,Tournesol,Camera,R\u00e9veil,Envelope,Maske,Bird,Cougar,Sunflower,Umbrella
Guess,helmet,Sun,mate,Corner,Bar,Tractor,school,bell,candy,Climb,grotte,Friday,Tie,Onion,Radio,Medicine,Rose,Tableau,car,Shears,Vikinger,Station,Theater,Golf,dress,Shell,Puck,Orange,stone,Train,Hat,,Tiger,Cent,head,religion,Pompier,Soap,pamplemousse,pluie,galaxy,Armoires,princess,poisson,fountain,Tournesol,Camera,R\u00e9veil,Stamp,Maske,Pet,Panther,plant,Crusade
