ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51
Table Number,563168538,562221476,562706994,562570299,562737570,562531208,562425190,561626374,561967606,561838980,561849076,561759056,560946607,561440098,561141981,561132043,561063949,560915111,560820763,560820887,560761021,560486445,559745939,559495932,559656399,559093392,559052537,558785511,558983329,558642603,557504133,558081825,558178570,557686504,557890730,556270645,555594558,555420350,555376965,554160523,552904963,551020732,550187728,546728758,546055893,545799180,539412516,537713044,521199099,484123113,319065151
Move,['6'],['17'],['13'],['7'],['50'],['5'],['15'],['27'],['22'],['41'],['14'],['26'],['19'],['49'],['62'],['46'],['39'],['61'],['83'],['71'],['55'],['146'],['26'],['28'],['41'],['48'],['54'],['29'],['10'],['91'],['24'],['39'],['53'],['119'],['28'],['37'],['39'],['143'],['37'],['65'],['57'],['36'],['139'],['445'],['272'],['337'],['116'],['68'],['597'],['1301'],['576']
Mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,Français,English,Deutsch,English,English,English,English,English,Français,Français,Français,English,English,English,English,English,English,Français,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,Français,English,English,Français,Français,English,English,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Standard,Infinite,Infinite,Infinite
Clues,"['Tree', 'Cone', 'Yearn', 'Juniper', 'Sol', 'Needles']","['catch', 'attrap\\u00e9e', 'electrique', 'peche']","['battle', 'Office', 'Baby', 'Pointy-Haired', 'Executive', 'Manager']","['Flaum', 'Princesses', 'Pelzig', 'Platt....']","['locomotive', 'rail', 'Ticket', 'Preparing', 'Choochoo']","['Plaid', 'Sleep', 'Casino', 'Odds']","['snake', 'prestrike', 'Shuffle', 'Mortal']","['Roll', 'Curved', 'Islam', 'Croissant', 'Moon', 'Moon']","['April', 'Slinky', 'season', 'jump']","['Cou', 'Homme', 'Costards', 'Costume']","['Mot', 'Mince', 'Terminus', 'Terminer']","['professeur', 'Tintin', 'Champs', 'Jaune']","['rifle', 'slalom', 'slide', 'jump', '14games']","['Salmon', 'Chimney', 'fire', 'black', 'Fog']","['Doorbell', 'Camera', 'Hobbit', 'Sauron', 'Tone', 'Wearable']","['Clove', 'Scapes', 'kiss', 'Vampire', 'Vampire', 'Vampire']","['cuckoo', 'Tock', 'Minute', 'analog', 'swatch', 'hands']","['land', 'narwhal', 'Rarity', 'Sombra', 'equine', 'swordfish']","['Sph\\u00e8re', 'Savon', 'Protection', 'Z\\u00e9ro', 'Phylact\\u00e8re', 'Phylact\\u00e8re']","['Voiture', 'Birdie', 'Vw', 'voiturette']","['Fly', 'Jacket', 'Jumper', 'Pants', 'golden', 'golden']","['Green...', 'Sheathing', 'Wizards', 'Shirt']","['BOOM', 'bombards', 'falconet', 'culverin']","['Binoculars', 'Expedition', 'Vacation', 'Grassland']","['accommodation', 'california', 'Waldorf', 'Ritz']","['Golf', 'Disco', 'Dancing', 'Academic', 'Seal', 'Member']","['Carrier', 'Newyork', 'city', 'clay', 'Avian', 'Avian']","['ROMPER', 'Kitchen', 'Space', 'Service', 'chamber', 'Chamber']","['Alv\\u00e1s', '\\u00c1lom', 'K\\u00e9s\\u0151n', 'Vacsi']","['Singer', 'gemstone', 'Expensive', 'opal', 'Ruby', 'Ruby']","['Beer', 'Shiny', 'Olympic', 'honor', 'honorable']","['black', 'Fungus', 'Cheese', 'shape', 'fungi', 'fungi']","['hidden', 'Island', 'Chest', 'Find', 'X', 'X']","['Elf', 'Buttersworth', 'Pancake', 'Sticky', 'Nyquil', 'Butterworth']","['Degrees', 'Appliance', 'Bun', 'Bake']","['Militaire', 'Aviateur', 'Sauvetage', 'A\\u00e9rien', 'Saut', 'Saut']","['Snakes', 'rungs', 'rung', 'Extension', 'Step', 'Step']","['Sephiroth', 'Overcast', 'Sirus', 'Cumulonimbus']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['clove', 'Saut\\u00e9', 'bread', '-bread']","['Bratz', 'Figurine', 'Barbie', 'Ken']","['Abeille', 'Tartines', 'Apiculteur', 'Apiculteur']","['Tibia', 'F\\u00e9mur', 'Morceau', 'Squelette', 'Chien', 'Friandise']","['Filet', 'Wagyu', 'Dinner', 'Yeun', 'Mignon', 'kobe']","['Coriander', 'Sage', 'Thyme', 'Dill', 'Tarragon', 'Tarragon']","['Apple', 'gforce', 'Clock', 'Movie', 'Time']","['Tug', 'War', 'string', 'skipping']","['Animal', 'Humps', 'Hump', 'Daaaaaaay', 'hump', 'dayyyy']","['Fedora', 'Capeline']","['Headstones', 'Skeletons', 'Arlington', 'gravesite', 'tombstone', 'interred']","['Lechugo', 'Cogombro', 'fruit', 'salad']"
Mystery Word,Pine,Prise,Boss,Pfirsich,Train,Bet,Coil,Crescent,Spring,Cravate,Fin,Tournesol,Ski,Smoke,Ring,Garlic,Clock,Unicorn,Bulle,Golf,Parachute,Sleeve,Cannon,Safari,Hotel,Club,Pigeon,Room,Evening,Jewel,Medal,Mold,Treasure,Syrup,Oven,Parachute,Ladder,Cloud,Noisette,Garlic,Doll,Miel,Os,Beef,Herb,Watch,Rope,Camel,Chapeau,Cemetery,Tomato
Guess,Pine,,Boss,Pfirsich,train,Hot,Coil,,Spring,Cravate,Fin,tournesol,skiing,charcoal,Ring,pictures,Clock,unicron,Bulle,Coccinelle,Horse,Sleeves,Cannon,Safari,Hotel,club,pigeon,Uniform,Night,JEWEL,Trophy,Mold,treasure,Syrup,oven,parachute,ladder,cloud,Noisette,,Doll,miel,Os,Beef,Herbs,Watch,Rope,pig,Chapeau,Cemetery,Tomato
