ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54
Table Number,461169772,461091037,460971733,460920121,460811997,460765031,460532034,460501327,459935640,459870654,459717393,459470730,459423883,459342553,459349513,459160078,459042782,458931484,458853620,458716764,458294425,458082230,457773217,457749670,457635560,457434713,457368390,457101867,457036000,456915945,456808852,456727197,456395238,455330446,455143990,455042660,454896238,454586755,453839362,450216132,449727973,448202573,446514318,446155644,443775902,441488112,426921218,411382679,357001162,356959263,350481361,348838927,328236739,324381970
Move,['6'],['6'],['9'],['11'],['9'],['8'],['21'],['5'],['52'],['42'],['48'],['6'],['17'],['45'],['12'],['19'],['30'],['41'],['47'],['18'],['100'],['62'],['73'],['37'],['119'],['82'],['91'],['90'],['19'],['37'],['30'],['36'],['77'],['56'],['45'],['57'],['50'],['11'],['82'],['68'],['65'],['40'],['20'],['36'],['811'],['102'],['343'],['626'],['1799'],['1212'],['3979'],['1403'],['3067'],['1636']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+
Language,Français,English,English,Français,English,English,English,Français,Français,Français,Français,English,Français,English,English,English,Français,English,English,English,English,Français,Français,Deutsch,Français,Français,English,English,English,English,English,English,English,English,Français,Français,English,English,English,English,English,English,Deutsch,English,Français,English,English,English,English,English,English,Français,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Astuce', 'Mario', 'Lance', 'Pompier', 'pipeline', 'arrosage']","['Boogie', 'Jungle', 'high', 'temperature', 'Pyrexia', '38.0']","['movies', 'show', 'World', 'finale', 'novel', 'MLB']","['Bond', 'p\\u00e9rilleux', 'Kangourou', 'cascade', 'Parachute', 'Parachute']","['Colossal', 'Andre', 'green', 'Titan', 'Friendly', 'Beanstalk']","['suture', 'Surgery', 'scalpel', 'laparotomy', 'vasectomy']","['Judge', 'FRONT', 'Book', 'BOOK']","['etna', 'fusion', 'Volcan', 'Coul\\u00e9']","['Engine', 'Agricol', 'Camion', 'Agriculteurs']","['Tipi', 'Camping', 'Protection', 'Piquet', 'Oncle']","['Tijuana', 'mexicain', 'Mexicain', 'Chapeau', 'Chapeau', 'Chapeau']","['Week', 'Game', 'Worlds', 'Death', 'Aftiteling', 'Afgrond']","['Boisson', 'comptoir', 'Piano', 'Tabouret', 'vin']","['Pairings', 'Boat', 'zosan', 'AO3']","['Leo', 'Mufasa', 'africa', 'cat', 'Witch', 'Wardrobe']","['Migration', 'White', 'Lynx', 'Africa', 'Animal', 'Farm']","['Villes', 'Champs', 'pingre', 'souris', 'Animal', 'Peste']","['einstein', 'idea', 'professor', 'smartest']","['Birthday', ""Valentine's"", 'Deck', 'Playing']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['Gay', 'Restaurant', 'Nightclub', 'Saloon', 'Horizontal', 'cafe']","['Naitre', 'Legume', 'Surnom', 'salade', 'Soupe', 'soupe']","['Professeur', 'Pipas', 'arachide', 'graine', 'Huile', 'Huile']","['Asthma', 'Schlager', 'ersticken', 'HeleneFischer', 'HeleneFischer', 'Ersticken']","['Galion', 'Art\\u00e8re', 'Sanguin', 'Navire', 'spatial', 'Spaciale']","['film', 'Genre', 'Morricone', 'Union', 'spaghetti', 'Spaghetti']","['Pontiff', 'Benedict', 'bishop', 'Christian', 'Vatican', 'Vatican']","['test', 'inner', 'toothpaste', 'river', 'vacuum', 'cathode-ray']","['Fore', 'par', 'Mini', 'Fairway', 'Wii', 'Mickelson']","['pulling', 'string', 'Discord', 'forum', 'needle', 'needle']","['Oyster', 'Wisdom', 'Krabs', 'Daughter', ""Diver's"", 'treasure']","['Filming', ""Photographer's"", 'Nikon', 'shoot']","['Rocketeer', 'Armstrong', 'Helmet', 'Gagarin', 'NASA', 'Tereshkova']","['Swatter', 'Plane', 'teetse', 'gnat', 'Soar', 'Pegasus']","['Caverne', 'Lascaut']","['Condiment', 'Amora', 'Mayonnaise', 'jaune', 'savora', 'Dijon']","['Lamb', 'sleep', 'Farm', 'Counting', 'ovine', 'Livestock']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['Woods', 'Arboretum', 'TREES', 'Gump', 'Lush']","['oven', 'custard', 'Chart', 'Baked', 'dough']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Electrical', 'Tesla', 'Life', 'AAA']","['Supermarch\\u00e9', 'Soleil', 'diametre', 'moiti\\u00e9']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Presidential', 'Vote', 'Choose', 'Politician']","['Clinton', 'gates', 'Dolla', 'Ted', 'Pay']","['Up', 'prison', 'pad', 'down', 'Smith', 'smith']","['cluster', 'Universe', 'chocolate', 'Samsung', 'spiral', 'spiral']","['Jericho', 'Cornucopia', 'bull', 'French']","['Porte', 'Abba', '\\u00c9change', 'Deutschemark', 'Pi\\u00e9cettes', 'Funny']","['winner', 'honor', 'bronze', 'Bronze', 'honor']","['mon', 'employeur', 'Jus', 'Agrume', 'feu', 'quartier']"
Mystery Word,Tuyau,Fever,Series,Saut,Giant,Operation,Cover,Lave,Tracteur,Tente,Sombrero,End,Bar,Ship,Lion,Goat,Rat,Genius,Card,Pearl,Bar,Chou,Tournesol,Atemlos,Vaisseau,Western,Pope,Tube,Golf,Thread,Pearl,Camera,Astronaut,Fly,Grotte,Moutarde,Sheep,Crescent,Museum,Forest,Pie,Grape,Meerjungfrau,Battery,Rayon,Anchor,Election,Bill,Lock,Galaxy,Horn,Monnaie,Medal,Orange
Guess,Tuyau,Fever,Series,Saut,Giant,operation,Cold,Lave,TRACTEUR,Tente,,End,Bar,Ship,lion,,rat,,Cards,mussel,Bar,Chou,Cacahu\u00e8te,Atemlos,Pirate,western,Pope,tube,Golf,,Pearl,Camera,astronaut,Fly,Grotte,Moutarde,Sheep,Crescent,,forest,Pie,,Meerjungfrau,Battery,Rayon,,election,bill,Jumpsuit,galaxy,Horn,Money,Race,orange
