ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53
Table Number,582181955,582097141,581981495,581767722,581558822,581192154,581134916,580710624,580184888,580365717,580290975,579840571,580040147,579950206,579573988,579129664,578656661,578873232,578796355,578653649,578710972,578248303,578305134,577852826,578091762,576920182,577799684,577149863,575705821,576660175,576726272,576075945,576413622,576100022,575798268,575741847,573039165,571195661,570734438,570477684,569665701,568064462,566662988,562133986,561660353,561440098,555552287,546055893,527775627,489194416,478416865,336562502,319065151
Move,['9'],['6'],['12'],['9'],['24'],['36'],['29'],['59'],['32'],['75'],['42'],['55'],['47'],['37'],['38'],['24'],['54'],['42'],['71'],['55'],['56'],['58'],['36'],['25'],['67'],['10'],['75'],['45'],['33'],['66'],['103'],['68'],['19'],['26'],['20'],['73'],['90'],['37'],['38'],['62'],['56'],['50'],['56'],['11'],['74'],['530'],['147'],['525'],['871'],['1298'],['1692'],['2318'],['688']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,English,Français,Français,Français,Français,English,English,Français,English,English,English,English,Deutsch,English,Français,English,English,English,English,Français,English,English,English,English,English,English,English,English,Deutsch,Français,English,English,English,Deutsch,English,English,English,Deutsch,English,English,Français,English,English,English,English,Français,Français,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['House', 'Chucky', 'Russian', 'Playing', 'toy', 'Porcelain']","['Photo', 'Cave', 'Azzurra', 'Tiberius', 'Santa', 'Santa']","['vacation', 'building', 'Hilton', 'away', 'Sheraton', 'suite']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['cover', 'hat', 'cap', 'top', 'Cap', 'Top']","['Corolle', 'Marguerite', 'Edelweiss', 'Chrysanth\\u00e8me', 'Jacinthe', 'Jardin']","['Crescendo', 'lune', 'Grandissant', 'Chocolatine']","['Spleen', 'Blatte', 'Triste', 'Insecte', 'Nuisible', 'Nuisible']","['\\u00c9clair', 'Zeus', 'Amour', 'potentiel', 'Tonnerre', 'Tonerre']","['offshoot', 'Claw', 'Michelle', 'Legislative', 'Nest']","['Busters', 'Myrtle', 'Spook', 'Apparition', 'Beetlejuice']","['Cereale', 'orge', 'Gluten', 'Flouze', 'Epeautre', 'Pognon']","['bass', 'Brake', 'snare', 'Beat', 'percussion', 'Percussion']","['Luggage', 'History', 'Travel', 'suitcase']","['Matching', 'Duo', 'shoes', 'Couple', 'couple', 'Shoes']","['Chorus', 'Sydney', 'soprano']","['Microsoft', 'Rolladen', 'Reiniger', 'Schlie\\u00dfen', 'Glas', 'Glas']","['Bonnie', 'poseidon', 'sharks', 'sharks']","['deep', 'Grotte', 'cr\\u00e9tin', 'Vin']","['Splinter', 'Fink', 'rodent', 'Trap', 'Sewer', 'Sewer']","['House', 'Rock', 'fish', 'group', 'fish', 'group']","['author', 'Read', 'Novel', 'Published', 'Encyclopedia', 'Codex']","['Quiet', 'freedom', 'White', 'Pipe', 'pidgeon', 'Tranquility']","['Natte', 'Tresse', 'Dodo', 'Duvet', 'Queue', 'Cheval']","['Sweets', 'Meal', 'Sahara', 'Antarctica', 'Gobi', 'Gobi']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['pitch', 'Crazy', 'Unwell', 'Symptom', 'Sick', 'Sick']","['Buckingham', 'Mahal', 'Royal', 'Versailles', 'Crystal', 'Crystal']","['Fifth-wheel', 'Truck', 'Movie', 'Hitch', 'hitch']","['hibernate', 'Season', 'Season', 'Season']","['Beetle', 'bug', 'Pest', 'Infestation', 'Annoying', 'Insect']","['Issue', 'With', 'Meat', 'Ground', 'Roast', 'Grudge']","['Land', 'Nizza', 'Nachbar', 'Wei\\u00dfbrot', 'Hahn', 'Libert\\u00e9']","['Tribal', 'Bicepte', 'Encre', 'Aiguille', 'Encre', 'Aiguille']","['Jesus', 'Jewelery', 'Easter', 'Redemption']","['mine', 'Pendulum', 'Dispair', 'arm', 'Arm']","['Trend', 'Diesel', 'oil', 'cross', 'rolla', 'Machine']","['Bl\\u00fcte', 'Strauch', 'Titanic', 'Dornen', 'Dornen', 'Dornen']","['Fouton', 'Leather', 'Potato', 'Pull-Out', 'Sofa', 'Sofa']","['champion', 'mint', ""Soldier's"", 'Reward', 'Olympic', 'Ribbon']","['Dove', 'Nestles', 'brown', 'candy', 'Hershey', 'hersheys']","['Bose', 'laut', 'HiFi', 'Durchsage', 'Musik', 'Box']","['Internet', 'Deacon', 'restaurant', 'computer', 'waitress', 'waiter']","['Milky', 'Way', 'far', 'away']","['Souris', 'Normand', 'Prison', 'Enterr\\u00e9', 'Perforatrice']","['Sydney', 'Rigoletto', 'Carmen', 'Musical', 'Browser']","['Hair', 'Cover', 'fox', 'skin', 'Fluffy', 'Warm']","['Elongated', 'Armchair', 'Simpsons', 'Intro', 'Charlie', 'Chalk']","['YOU.FOR.CALLING.TICHU.BY.MISTAKE.AND.NOT.DOGGING.ME', 'Me', 'Kenny.Lin.Of.Eticock', 'u', 'screwdriver']","['erable', 'grenadine', 'boisson', 'teisseire']","['Essui', 'Pied', 'Entr\\u00e9e', 'Moquette', 'Volant', 'Volant']","['Mal', 'Angine', 'Larynx', 'Amygdales', 'Rouge', 'Bouche']","['Bloodsucker', 'Garlic', 'Lestat', 'Br\\u00e1cula']"
Mystery Word,Doll,Grotto,Hotel,Medal,Lid,Fleur,Croissant,Cafard,Foudre,Branch,Ghost,Bl\u00e9,Drum,Baggage,Pair,Opera,Fenster,Ocean,Cave,Rat,School,Book,Peace,Couette,Desert,Cup,Fever,Palace,Trailer,Winter,Cockroach,Beef,Frankreich,Tatouage,Cross,Pit,Motor,Rose,Couch,Medal,Chocolate,Lautsprecher,Server,Galaxy,Trou,Opera,Fur,Couch,Tool,Sirop,Tapis,Gorge,Vampire
Guess,Doll,Grotto,Hotel,medal,Cap,fleur,Croissant,Cafard,Foudre,Branch,Ghost,Bl\u00e9,drums,Baggage,Pair,opera,Fenster,fish,,Rat,School,Book,peace,Coiffe,icecream,,Sick,Palace,Monster,Bear,cockroach,Beef,Frankreich,Tattoo,cross,pit,motor,Rose,Couch,Medal,Chocolate,Anlage,,galaxy,Trou,Opera,Ushanka,Couch,donkey,Sirop,Tapis,Pharyngite,Vampire
