ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51
Table Number,582097141,581756248,581810218,581756128,581745281,581767722,580724914,581300078,581192154,581129445,580728159,580421125,580618187,580393620,580365717,579934037,579727539,579540094,579573988,579129664,578873232,578837567,578248303,578305134,577852826,576920182,577799684,577149863,575705821,576726272,576529403,576477021,576413622,575798268,574705157,571195661,570734438,569665701,568064462,567185190,566662988,562133986,561660353,560134917,559608546,546055893,509348231,508130373,506189713,489194416,336562502
Move,['6'],['9'],['36'],['32'],['9'],['9'],['19'],['32'],['36'],['37'],['38'],['38'],['37'],['42'],['75'],['8'],['72'],['46'],['38'],['24'],['42'],['60'],['58'],['36'],['25'],['10'],['75'],['45'],['33'],['103'],['71'],['40'],['19'],['20'],['66'],['37'],['38'],['56'],['50'],['86'],['56'],['11'],['74'],['321'],['196'],['525'],['1784'],['2005'],['2191'],['1298'],['2318']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,English,English,English,English,Français,English,English,English,Deutsch,English,English,English,English,English,English,English,English,Deutsch,English,English,Français,English,English,English,English,English,English,English,Deutsch,English,English,Deutsch,English,English,Deutsch,English,English,English,Français,English,Français,English,English,English,English,Français,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Photo', 'Cave', 'Azzurra', 'Tiberius', 'Santa', 'Santa']","['Crimson', 'Pretty', 'Lucky', '4', '4-leaf', 'lucky']","['Darn', 'Pit', 'black', 'Black']","['Fight', 'Yankees', 'Spin', '1848', 'Rotation']","['Domino', 'Halloween', 'N95', 'Covid', 'Covid', 'N95']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['Axle', 'Spoked', 'fortune', 'millstone', 'Round', 'Circular']","['Alien', 'Jim', 'Laser', 'scotty', 'Scotty']","['Corolle', 'Marguerite', 'Edelweiss', 'Chrysanth\\u00e8me', 'Jacinthe', 'Jardin']","['braided', ""hangman's"", 'noose', 'Hang', 'knots', 'Knot']","['Pandemic', 'Illness', 'Small', 'disease', 'Covid', 'Corono']","['Carne', 'Brazas', 'Salsa', 'chulengo', 'Costillas', 'bbbq']","['Erz', 'Huf', 'Pfanne', 'schmieden', 'An\\u00e4mie', 'Magnet']","['Waistband', 'Hairtie', 'Band', 'Rubber']","['offshoot', 'Claw', 'Michelle', 'Legislative', 'Nest']","['Show', 'Backstage', 'Summerland', 'Performance', 'performance']","['Tony', 'Cat', 'Bengal', 'Bengal']","['\\u307b\\u3066\\u3044', '\\u30c8\\u30ea\\u30ab\\u30d6\\u30c8', '\\u304e\\u3093\\u3057\\u3087\\u3063\\u304d', '\\u3058\\u308f\\u3058\\u308f\\u307e\\u308f\\u308b', 'GTO', 'GTO']","['Matching', 'Duo', 'shoes', 'Couple', 'couple', 'Shoes']","['Chorus', 'Sydney', 'soprano']","['Bonnie', 'poseidon', 'sharks', 'sharks']","['Abgehetzt', 'ohne', 'Lied', 'Luftholend', 'Luft', 'Luftleer']","['author', 'Read', 'Novel', 'Published', 'Encyclopedia', 'Codex']","['Quiet', 'freedom', 'White', 'Pipe', 'pidgeon', 'Tranquility']","['Natte', 'Tresse', 'Dodo', 'Duvet', 'Queue', 'Cheval']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['pitch', 'Crazy', 'Unwell', 'Symptom', 'Sick', 'Sick']","['Buckingham', 'Mahal', 'Royal', 'Versailles', 'Crystal', 'Crystal']","['Fifth-wheel', 'Truck', 'Movie', 'Hitch', 'hitch']","['Beetle', 'bug', 'Pest', 'Infestation', 'Annoying', 'Insect']","['Treasure', 'Medal', 'Valuable', 'Bar', 'alchemy', 'star']","['Bicep', 'Reebok', 'Breast', 'Sump', 'Regulator']","['Land', 'Nizza', 'Nachbar', 'Wei\\u00dfbrot', 'Hahn', 'Libert\\u00e9']","['Jesus', 'Jewelery', 'Easter', 'Redemption']","['Sly', 'Reynald']","['Bl\\u00fcte', 'Strauch', 'Titanic', 'Dornen', 'Dornen', 'Dornen']","['Fouton', 'Leather', 'Potato', 'Pull-Out', 'Sofa', 'Sofa']","['Dove', 'Nestles', 'brown', 'candy', 'Hershey', 'hersheys']","['Bose', 'laut', 'HiFi', 'Durchsage', 'Musik', 'Box']","['ninja', 'land', 'TMNT', 'slowly', 'turtle', 'Squirtle']","['Internet', 'Deacon', 'restaurant', 'computer', 'waitress', 'waiter']","['Milky', 'Way', 'far', 'away']","['Souris', 'Normand', 'Prison', 'Enterr\\u00e9', 'Perforatrice']","[""Fireman's"", 'Panty', 'Down', 'Garden']","['poste', 'timbre', 'Support', 'Affranchissement']","['Elongated', 'Armchair', 'Simpsons', 'Intro', 'Charlie', 'Chalk']","['slalom', 'jet', 'Avoriaz', 'Slopes']","['humanlike', 'Star', 'Dopey', 'Pluto', 'Nidavellir', 'Seven']","['Bearskin', 'Toupee', 'Mat', 'Throw', 'Persian', 'snug']","['erable', 'grenadine', 'boisson', 'teisseire']","['Mal', 'Angine', 'Larynx', 'Amygdales', 'Rouge', 'Bouche']"
Mystery Word,Grotto,Clover,Hole,Revolution,Mask,Medal,Wheel,Beam,Fleur,Rope,Virus,Barbecue,Eisen,Elastic,Branch,Concert,Tiger,Poison,Pair,Opera,Ocean,Atemlos,Book,Peace,Couette,Cup,Fever,Palace,Trailer,Cockroach,Gold,Pump,Frankreich,Cross,Fox,Rose,Couch,Chocolate,Lautsprecher,Tortoise,Server,Galaxy,Trou,Hose,Enveloppe,Couch,Ski,Dwarf,Rug,Sirop,Gorge
Guess,Grotto,Rose,,Revolution,,medal,Wheel,Beam,fleur,Rope,Germ,barbecue,Eisen,Elastic,Branch,Concert,Tiger,POISON,Pair,opera,fish,,Book,peace,Coiffe,,Sick,Palace,Monster,cockroach,Gold,Pump,Frankreich,cross,crafty,Rose,Couch,Chocolate,Anlage,Tortoise,,galaxy,Trou,Pole,courrier,Couch,Ski,dwarf,rug,Sirop,Pharyngite
