ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67
Table Number,527071607,526871925,527029597,526988002,526959951,526827918,526405578,526510288,525599668,525785849,525733903,525613157,525120736,525274507,524920192,524650839,524601661,524571812,524427244,524071158,524426030,524011682,523893726,523703624,523016337,522586978,522184234,522043003,522074776,521036920,521576994,521199099,521275673,520391399,521061354,520536820,519864926,519085979,517833055,517973951,517678078,517039024,515518017,515417691,514749563,511221983,510522677,509897088,508116165,504783443,498938279,489266717,484123113,480162112,480055062,478416865,470247957,431028987,405054016,396307534,381826421,381777020,336562502,322726720,319065151,314360735,313533300
Move,['5'],['6'],['5'],['33'],['6'],['7'],['15'],['25'],['63'],['36'],['14'],['58'],['48'],['42'],['50'],['43'],['30'],['84'],['38'],['20'],['36'],['82'],['76'],['113'],['87'],['72'],['101'],['5'],['118'],['55'],['11'],['122'],['118'],['21'],['39'],['62'],['72'],['63'],['56'],['17'],['90'],['35'],['31'],['44'],['67'],['906'],['92'],['73'],['75'],['31'],['2186'],['37'],['692'],['45'],['544'],['929'],['1560'],['1343'],['2462'],['590'],['957'],['1582'],['1980'],['1305'],['467'],['3366'],['4257']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,English,English,English,English,English,Français,Français,English,Français,Français,Deutsch,Français,Français,Français,English,English,English,English,Français,Deutsch,English,Français,English,Français,English,English,English,English,English,English,Français,Deutsch,English,English,English,Français,Français,English,English,Deutsch,English,Français,English,Deutsch,English,English,English,English,English,English,English,English,English,Deutsch,Français,English,English,English,English,English,English,Français,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Jungle', 'Animal', 'Mufasa', 'Carnivore']","['Find', 'Richness', 'pirates', 'precious', 'GEMS', 'HUNTERS']","['spare', 'reaps', 'weapon', 'fish']","['Retail', 'Plug', 'discount-retail', 'shop']","['Pansy', 'Daisy', 'Petals', 'Clover', 'Virginity', 'Pretty']","['Gagarin', 'Armstrong', 'Aldrin', 'Spaceman']","['Vanessa', 'nuages', 'Ciel', 'Ange']","['asseoir', 'salon', 'Sofa', 'Angle', 'Banquette', 'Fauteuil']","['rick', 'walker', 'cranberries', 'Brains', 'undead', 'Undead']","['henn\\u00e9', 'Polyn\\u00e9sien', 'Indelebile', 'Mahori', 'piq\\u00fbre', 'Rock']","['paon', '\\u00e9quilibre', 'v\\u00e9lo', 'folle']","['Stallboden', 'Gelblich', 'Erntereste', 'Stoppelfeld', 'Webstuhl', 'Tierfutter']","['Rafiki', 'Mandrill', 'Kong', 'Capumain', 'Mammif\\u00e8re']","['D\\u00e9capitation', 'R\\u00e9volution', 'condamnation', 'trancher', 'Execution', 'XVI']","['piq\\u00fbre', 'insecte', 'Dengue', 'vecteur', 'Chikungunya', 'chikungunya']","['blow', 'exhale', 'Fresh', 'Alive']","['Rodent', 'Cheese', 'Trap', 'Trap']","['Tavern', 'Alcohol', 'Sommelier', 'Dive', 'rooftop', 'Tender']","['Fedora', 'fez', 'sombrero', 'head', 'Beret', 'Trick']","['Le', 'Emportera', 'Mistral', 'Tramontane']","['R\\u00fcckschlagspiel', 'Ballspiel', 'Federer', 'Ballsport', 'Ball', 'Schl\\u00e4ger']","['Nye', 'invoice', 'Gates', 'Cosby', 'Duck', 'duck\\u2019s']","['Dolly', 'Mannequin', 'cire', 'vaudou', 'Vaudou']","['round', 'Pi', 'Ring', 'Radius', 'venn', 'Inner']",['Frappee'],"['Cornet', 'ram', 'Claxon', 'French']","['Pointy', 'Neverland', 'Spielberg', 'Captain', 'Captain', 'Captain']","['Tail', 'Ride', 'Eeor', 'Grandad']","['accesorio', 'Se\\u00f1or', 'Boina', 'Limosna', 'Lana', 'Lana']","['tequila', 'headwear', 'Som', 'Brero']","['Rail', 'watch', 'Protect', 'protect']","['Mandrake', 'Oz', 'Baguette', 'Prestidigitation', 'Prestidigitateur', 'copperfield']","['Zeitschrift', 'Festk\\u00f6rperschaltkreis', 'Intel', 'Einkaufswagen', 'Computerbauteil', 'Computer']","['Choochoo', 'track', 'Transport', 'Rails', 'Shinkansen', 'rer']","['snow', 'Board', 'wet', 'Ice', 'Olympics', 'Olympic']","['Round', 'Clock', 'Radius', 'Shape']","['Bandit', 'palmip\\u00e8de', 'Cul-de-jatte', 'Pingouin', 'handicap\\u00e9', 'Bras']","['Routier', 'poubelle', 'Semi-remorque', 'fret', 'Pouet-Pouet', 'Pouet-pouet']","['Mystery', 'Time', 'Automated', 'Device', 'mechanical', 'advantage']","['sea', 'Flat', 'ship', 'magain', 'Yacht']","['Gewinnen', 'Preis', 'Sieger', 'Trinkgef\\u00e4\\u00df', 'DFB']","['graduation', 'Bundt', 'Wedding', 'Antoinette']","['Bebe', 'Diminutive', 'Cire', 'Barbie', 'jouet', 'Jouet']","['moby', 'Orca', 'Beluga', 'baluga']","['\\u00c4rzte', 'Randale', 'rockig', 'Rockmusik']","['Jungle', 'Elephant', 'african', 'Browser', 'Browser']","['12', 'Hanukah', 'sagittarius', 'Santa', 'Santa']","['\\u30c9\\u30ea\\u30c3\\u30d7', '\\u307e\\u3081', '\\u3059\\u305f\\u30fc\\u3070\\u3063\\u304f\\u3059', '\\u306b\\u304c\\u3044']","['Nutmeg', 'Cinnamon', 'Cinnamon']","['Cooker', 'Fan', 'Hot', 'Cooking']","['Safari', 'Machete', 'george', 'weeds', 'rainforest', 'rainforest']","['crossword', 'Printed', 'Headline', 'Journalist']","['African', 'grain', 'Moroccan', 'semolina', 'Seminola', 'Food']","['Shamu', 'Orca', 'moby', 'dick', 'Fishy', 'Baluga']","['Turmspringenfigur', 'Schreck-', 'locker', 'herausfallend', 'Gewinde', 'Befestigungselement']","['Beaut\\u00e9', 'Poulet', 'Ma\\u00efs', 'Morceau', 'Mais', 'Semence']","['jar', 'Sometimes', 'accept', 'monster', 'Monster', 'accept']","['Chew', 'Nicotine', 'Cigarette', 'Virginia']","['die', 'rubiks', 'Polyhedron', 'Ice']","['Getaway', 'Holiday', 'Out', 'Relax', 'Travel', 'Travel']","['Football', 'sewage', 'inflate', 'foot']","['Crutch', 'Sugar', 'Candy', 'Candy']","['outil', 'feuilles', 'B\\u00eache', 'Dents', 'Jardin', 'Pelle']","['Cake', 'Trophy', 'Drink', 'Mug', 'Tea', 'Tea']","['tiramis\\u00fa', 'danonino', 'brownie', 'fruit']","['Eleven', 'Pacific', 'Sea', 'fish', 'Water', 'water']","['operator', 'Sewing', 'Levine', 'answering', 'ghost', 'Head']"
Mystery Word,Lion,Treasure,Spear,Outlet,Flower,Astronaut,Paradis,Canap\u00e9,Zombie,Tatouage,Roue,Stroh,Singe,Guillotine,Moustique,Breath,Mouse,Bar,Hat,Vent,Tennis,Bill,Poup\u00e9e,Circle,Monnaie,Horn,Hook,Donkey,Hat,Sombrero,Guard,Magicien,Chip,Train,Skate,Circle,Manchot,Camion,Machine,Sail,Pokal,Cake,Poup\u00e9e,Whale,Punk,Safari,December,Coffee,Spice,Oven,Jungle,Newspaper,Couscous,Whale,Schraube,Grain,Cookie,Tobacco,Cube,Vacation,Pump,Cane,R\u00e2teau,Cup,Dessert,Ocean,Machine
Guess,lion,Treasure,fishing,Outlet,Flower,Astronaut,Paradis,Divan,Zombie,Tatouage,roue,Stroh,Singe,Guillotine,Moustique,breathe,Mouse,Wine,hat,Vent,Tennis,bill,Poup\u00e9e,circle,Boisson,horn,hook,Donkey,Hat,Mexico,,Magicien,Chip,train,ski,Circle,Manchot,Camion,clock,sail,Pokal,cake,Poup\u00e9e,whale,B\u00e4nd,Safari,December,coffee,Spice,fry,Scythe,Newspaper,couscous,whale,Schraube,Grain,Moon,tobacco,Cube,vacation,pump,Cane,r\u00e2teau,Cup,Dessert,Ocean,Machine
