ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69
Table Number,458460492,458462940,458310990,457976449,457962610,457762341,457698776,457635560,457623598,457589195,457235025,457101867,457075501,456915945,456881453,456811549,456810278,456727197,456725524,456721900,456608225,456558968,456487286,456435557,456328314,456126993,455970678,455954034,455435215,455168949,455045761,455042660,454971280,454968344,454922088,454694423,454581307,454540377,454365085,454347001,453839362,453780568,453630167,453589776,452780156,452704150,452674296,452531890,450631466,450449579,450216132,449210818,448202573,446514318,446155644,445975209,445628197,443958521,442007968,441488112,441032575,431028877,422619886,381777020,349338828,331907183,330654495,322628136,314877288
Move,['63'],['61'],['8'],['6'],['12'],['9'],['6'],['27'],['6'],['10'],['18'],['36'],['8'],['12'],['36'],['20'],['12'],['21'],['46'],['31'],['46'],['36'],['30'],['27'],['37'],['30'],['27'],['48'],['43'],['57'],['16'],['56'],['16'],['17'],['72'],['84'],['29'],['80'],['60'],['74'],['82'],['41'],['21'],['102'],['93'],['37'],['45'],['49'],['98'],['45'],['59'],['45'],['40'],['20'],['36'],['83'],['26'],['75'],['37'],['102'],['16'],['404'],['367'],['931'],['4321'],['875'],['1963'],['4065'],['3314']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Real-time • Normal speed (+,Real-time • Normal speed (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 12 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only
Language,English,Français,English,English,English,English,English,Français,English,Français,Deutsch,English,English,English,Français,English,English,English,English,English,Deutsch,English,English,Français,English,English,Deutsch,English,English,English,English,Français,English,Français,English,English,Deutsch,English,English,English,English,Français,English,Français,English,English,English,English,Français,English,English,English,English,Deutsch,English,English,Deutsch,Deutsch,English,English,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['yellow', 'car', 'Not', 'Uber', 'Paid', 'Drive']","['bouc', 'zodiaque', 'taureau', 'capricorne', 'Voiture', 'Ch\\u00e8vre']","['Tears', 'Alligator', 'Lyle', 'Alligator', 'Lyle']","['xylitol', 'aspartame', 'White', 'Candy', 'Sweet', 'Sweet']","['Shot', 'Rob', 'Coffee', 'Cup', 'Milk', 'Drini']","['Bridegroom', 'Vows', 'alliance', 'Matrimony', 'couple', 'union']","['Snore', 'Furniture', 'Sheets', 'Pillow', 'Bath', 'Beyond']","['Pise', 'magie', 'Eiffel', 'Donjon', 'Montparnasse', 'Montparnasse']","['Cologne', 'S\\u00fcskind', 'Chanel', 'spray', 'Fragrance', 'fragrance']","['Derri\\u00e8re', 'Maison', 'herbe', 'v\\u00e9g\\u00e9tation']","['Aguilera', 'Aladdin', 'Wahnsinn', 'verbummeltes', 'Einstein', 'Einstein']","['Krysten', 'previews', '-plex', 'verite', 'movies', 'Paradiso']","['Moat', 'Fillion', ""Peach's"", 'crenellation', 'rook']","['Lancelot', 'Round', 'LACK', 'Foosball', 'nightstand', 'nightstand']","['Eclair', 'Violent', '\\u00c9t\\u00e9', 'D\\u00e9sespoir', 'Temp\\u00eate', 'Zeus']","[""Meridia's"", 'Breakfast', 'Blink', 'Emit', 'Hope', 'signal']","['Succulent', 'Pricky', 'Pokey', 'Pokey', 'Plant', 'Plant']","['range', 'Peak', 'K2', 'Denali']","['amaranth', 'whole', 'wood', 'sorghum', 'Multi', 'Multi']","['flight', 'TripAdvisor', 'night', 'Bird', 'Night', 'Bird']","['Auftritt', 'Bretter', 'Theater', 'Theater']","['LouisXIV', 'Solomon', 'Luther', 'MJ', 'sovereign', 'AvaMax']","['soda', 'shaving', 'butterfat', 'Dairy', 'Milk', 'Ice']","['Russe', 'Ken', 'Chucky', 'Chiffon', 'Porcelaine', 'Porcelaine']","['Cast', 'Shape', 'Fungus', 'Mildrew']","['gold', 'trout', 'Swim', 'Hook', 'tuna', 'amberjack']","['Holzpferd', 'T\\u00fcrkei', 'Ilias', 'Ilias']","['yacht', 'trawler', 'Lusitania', 'Shrimping']","['merchants', 'vendors', 'Shop', 'place', 'Place']","['diamond', 'Wrist', 'Watch', 'anklet', 'bangel', 'bangle']","['precipitation', 'Dance', 'Downpour', 'Singing', 'Umbrella']","['Condiment', 'Amora', 'Mayonnaise', 'jaune', 'savora', 'Dijon']","['Septic', 'Drainage', 'Waste', 'Rats', 'Rats']","['Arr\\u00eat', 'endroit', 'Routi\\u00e8re', 'Montparnasse', 'bus']","['Arachnida', 'Webs', 'Huntsman', 'arachnid']","['Head', 'Cantalope', 'fruit', 'summer', 'Casaba', 'Casaba']","['Atom', 'Werk', 'Stromerzeugung', 'Plutonium']","['Wayne', 'Eastwood', 'Goldrush', 'genre', 'Genre']","['Scampi', 'Crustacean', 'Coconut', 'Coconut']","['Pounder', '0.25', '25p', 'Coin', 'fourth', 'Fourth']","['Relics', 'building', 'Artifacts']","['Stanley', 'Coiffeuse', 'Champagne', 'Champagne']","['tree', 'ginger', 'underground', 'underground']","['V\\u00e9hicule', 'fiat', 'Automatique', 'dacia', 'Course', 'Lada']","['wool', 'herder', 'Cotton', 'shepard', 'bah', 'Baah']","['Seven', 'Sneezy', 'Beard', 'Gnome', 'Dwalin', 'Star']","['nonmetallic', 'pebble', 'kernel', 'cobble', 'diamond', 'precious']","['Mu\\u017esk\\u00fd', 'Zdravotn\\u00edcka', 'Ergonomick\\u00e1', 'Axe', 'Kladivo', 'Hammer']","['Froide', 'arm\\u00e9e', 'Deuxi\\u00e8me', 'S\\u00e9cession', 'tuques']","['Billiards', 'Saltwater', 'chlorine', 'Chlorine']","['Bath', 'kitchen', 'Den', 'Living', 'Lounge']","['Sprint', 'Competition', 'Running', 'Duck']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Electrical', 'Tesla', 'Life', 'AAA']","['burrow', 'Meerkats', 'dig', 'Underground', 'Through', 'Through']","['Zigaretten', 'Rauchen', 'Pflanze', 'nikotin', 'Nikotinhaltig', 'pflanzlich']","['br\\u00fcten', 'Kuckuck', 'Vogel', 'Eier', 'Vogel', 'Eier']","['Rainforest', 'Habitat', 'Forest', 'Amazon']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Shot', 'ammunition', 'colt', 'bang', 'Slug', 'slug']","['Christ', 'The', 'Of', 'Of']","['Harvey', 'Maid', 'Shake', 'Dairy']","['Shower', 'slickback', 'Styling', 'bond', 'Paste']","['Aria', 'Sydney', 'Carmen', 'Phantom', 'Phantom', 'Phantom']","['Exterior', 'Ganso', 'Peteca', 'Pluma', 'cocar', 'Cocar']","['Roxanne', 'Force', 'Coppers', 'badge', 'Badge']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']"
Mystery Word,Taxi,B\u00e9lier,Crocodile,Sugar,Mug,Marriage,Bed,Tour,Perfume,Jardin,Genie,Cinema,Castle,Table,Orage,Beacon,Cactus,Mountain,Grain,Owl,B\u00fchne,King,Cream,Poup\u00e9e,Mold,Fish,Troja,Boat,Market,Bracelet,Rain,Moutarde,Sewer,Gare,Spider,Melon,Kernkraft,Western,Shrimp,Quarter,Museum,Coupe,Root,Voiture,Sheep,Dwarf,Stone,Tool,Guerre,Pool,Room,Race,Grape,Meerjungfrau,Battery,Tunnel,Tabak,Nest,Jungle,Anchor,Scale,Bullet,Passion,Milk,Gel,Opera,Feather,Police,Circle
Guess,taxi,astrologie,,Sugar,Latte,marriage,bed,tour,Perfume,Jardin,Genie,cinema,castle,Table,Orage,Light,Cactus,Mountain,grain,guide,B\u00fchne,king,cream,Poup\u00e9e,Mould,Fish,Trojaner,boat,,bracelet,rain,Moutarde,sewer,Gare,Spider,Melon,,Western,Shrim,Quarter,,Coupe,,Voiture,sheep,Dwarf,jewel,,Guerre,pool,room,track,,Meerjungfrau,Battery,Tunnel,Tabak,,deforestation,,,bullet,God,Milk,Gel,Opera,Feather,police,Circle
