ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70
Table Number,526988002,526625193,526576530,526517188,526246443,526375460,526224139,525733903,525572868,525436539,525274507,524782326,524883574,524684396,524776508,524772379,523678936,524426030,524276331,524095373,523544074,523631019,523603195,523534665,523341760,523392653,523169224,522976021,522917963,522168663,522043003,520973737,521586091,521036920,521576994,520391399,520589419,520775494,520664076,520413498,519556051,517973951,517678078,517095134,517039024,516738278,515518017,515417691,514749563,510522677,509897088,508761165,508116165,506713688,504783443,489266717,489194416,481212678,480162112,470247957,464921867,426921218,396307534,381826421,381777020,363390977,336562502,322726720,319065151,317609821
Move,['33'],['9'],['36'],['14'],['14'],['6'],['18'],['14'],['31'],['17'],['42'],['104'],['46'],['41'],['37'],['54'],['84'],['36'],['55'],['63'],['76'],['31'],['37'],['15'],['55'],['63'],['70'],['86'],['90'],['82'],['5'],['47'],['83'],['55'],['11'],['21'],['17'],['91'],['74'],['76'],['58'],['17'],['90'],['139'],['35'],['488'],['31'],['44'],['67'],['92'],['73'],['234'],['75'],['63'],['31'],['37'],['608'],['211'],['45'],['1551'],['144'],['907'],['590'],['957'],['1582'],['2003'],['1980'],['1305'],['467'],['2063']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,English,English,Français,Français,Français,Français,Français,English,Français,English,English,English,Français,Deutsch,English,English,English,English,Français,English,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,Deutsch,English,Deutsch,Français,English,English,Français,English,Deutsch,English,English,Français,English,Deutsch,English,English,Français,English,English,English,English,English,English,English,English,English,Français,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Retail', 'Plug', 'discount-retail', 'shop']","['Laogai', 'Tahoe', 'Mead', 'Erie', 'swim', 'swim']","['hairband', 'Band', 'stretchy', 'Stretchy']","['Kwai', 'Euchre', 'Terabithia', 'London', 'London', 'London']","['debit', 'Pop-up', 'birthday', 'Hallmark']","['Fiddle', 'Instrument', 'String', 'quartet', 'Strings', 'strings']","['Pliss\\u00e9e', 'Tutu', 'garment', '\\u00e9t\\u00e9', 'White', 'avocat']","['paon', '\\u00e9quilibre', 'v\\u00e9lo', 'folle']","['Slipknot', 'Fer', 'Rammstein', 'Rammstein', 'Acier', 'Acier']","['Goldblum', 'P\\u00eache', 'Bzzz', 'Tapette', 'Tapette']","['D\\u00e9capitation', 'R\\u00e9volution', 'condamnation', 'trancher', 'Execution', 'XVI']","['in', '\\u30e1\\u30ac\\u30cd', '\\u30ec\\u30fc\\u30c8', '\\u304b\\u304f\\u3068\\u3046\\u30b2\\u30fc\\u30e0', 'body', '\\u30e8\\u30ac']","['Boire', 'eau', 'Bouteille', 'Randonn\\u00e9e', 'Contenant', 'Cruche']","['Sandstorm', 'Pudding', 'cactus', 'Schorpioen', 'Droog']","['Wicker', 'jordan', 'Wooden', 'Container', 'Case']","['Popocat\\u00e9petl', 'Spews', 'active', 'Etna', 'Pompei', 'Pompeii']","['d\\u00e9vastatrice', 'spirale', 'Ouest', 'Casse', 'cyclone', 'tourbillon']","['R\\u00fcckschlagspiel', 'Ballspiel', 'Federer', 'Ballsport', 'Ball', 'Schl\\u00e4ger']","['cacao', 'Wonka', 'Milka', 'Lindt', 'Lindt', 'Lindt']","['Hare', 'Land', 'Galapagos', 'Galapagos', 'Turtle', 'Turtle']","['receipt', 'legislation', 'duck', 'Payment', 'payment', 'Payment']","['alcatraz', 'Azkaban', 'incarceration', 'location', 'cells', 'Cells']","['Michelin', 'serveur', 'menu', 'creperie', 'Date', 'Bocuse']","['and', 'cream', 'cobbler', 'tree']","['Drake', 'Wyvern', 'komodo', 'creature', 'Toothless', 'zodiac']","['Baleine', 'Mine', 'Adoucisseur', 'Condiment', 'Marais', 'Marais']","['Absorbant', 'Bob', 'Bob', 'Bob']","['Square', 'Azul', 'Carcassonne', 'Terracotta', 'mosaic', 'mosaic']","['Comice', 'Fruit', 'Poached', 'Bosc', 'seasonal', 'Prickly']","['seedling', 'Belgium', 'Brussels', 'Tiny', 'bean', 'bean']","['Tail', 'Ride', 'Eeor', 'Grandad']","['downpour', 'April', 'Rain', 'rinse', 'head', 'cleanse']","['Clippers', 'Grass', 'Sharp', 'Sheering', 'cut', 'Cut']","['tequila', 'headwear', 'Som', 'Brero']","['Rail', 'watch', 'Protect', 'protect']","['Choochoo', 'track', 'Transport', 'Rails', 'Shinkansen', 'rer']","['spannen', 'Abschleppen', 'Strick', 'Seil', 'Seil']","['nsp', 'Toy', 'Labubu', 'Barbie', 'Stuffed', 'handmade']","['Video', 'aufzeichnen', 'Aufnahmeger\\u00e4t', 'Aufnahmeger\\u00e4t', 'Aufnahmeger\\u00e4t']","['Jonagold', 'iMac', 'brand', 'cider', 'Honeycrisp', 'Envy']","['Stahl', 'rostig', 'Rohstoff', 'Element', 'Metall', 'Bahn']","['sea', 'Flat', 'ship', 'magain', 'Yacht']","['Gewinnen', 'Preis', 'Sieger', 'Trinkgef\\u00e4\\u00df', 'DFB']","['Magnum', 'Bouchon', 'Bulles', 'Mariage']","['graduation', 'Bundt', 'Wedding', 'Antoinette']","['Food', 'Time']","['Bebe', 'Diminutive', 'Cire', 'Barbie', 'jouet', 'Jouet']","['moby', 'Orca', 'Beluga', 'baluga']","['\\u00c4rzte', 'Randale', 'rockig', 'Rockmusik']","['12', 'Hanukah', 'sagittarius', 'Santa', 'Santa']","['\\u30c9\\u30ea\\u30c3\\u30d7', '\\u307e\\u3081', '\\u3059\\u305f\\u30fc\\u3070\\u3063\\u304f\\u3059', '\\u306b\\u304c\\u3044']","['Logement', 'Habitation', 'Construire', 'Domicile']","['Nutmeg', 'Cinnamon', 'Cinnamon']","['Tuareg', 'Dune', 'Heiss', 'Sand', 'Oase', 'Trocken']","['Cooker', 'Fan', 'Hot', 'Cooking']","['crossword', 'Printed', 'Headline', 'Journalist']","['longues', 'vues', 'tia', 'tamara']","['Vegetable', 'Orange', 'Snowman', 'nose', '14', 'Gold']","['Shamu', 'Orca', 'moby', 'dick', 'Fishy', 'Baluga']","['kielbasa', 'Roll', 'hotdog', 'Chorizo', 'democracy', 'Democracy']","['Japanese', 'assassins', 'Teenage', 'Mutant']","['Snickers', 'Twizzlers', 'Cane', 'Floss']","['Getaway', 'Holiday', 'Out', 'Relax', 'Travel', 'Travel']","['Football', 'sewage', 'inflate', 'foot']","['Crutch', 'Sugar', 'Candy', 'Candy']","['neuro', 'Cerebellum', 'amygdala', 'Tumor', 'Neuron']","['outil', 'feuilles', 'B\\u00eache', 'Dents', 'Jardin', 'Pelle']","['Cake', 'Trophy', 'Drink', 'Mug', 'Tea', 'Tea']","['tiramis\\u00fa', 'danonino', 'brownie', 'fruit']","['dur', 'Automatique', 'Verstaepen', 'F1', 'hamilton', 'Auto']"
Mystery Word,Outlet,Lake,Elastic,Bridge,Card,Violin,Robe,Roue,M\u00e9tal,Mouche,Guillotine,Frame,Gourde,Desert,Basket,Volcano,Tornade,Tennis,Chocolate,Tortoise,Bill,Prison,Restaurant,Peach,Dragon,Sel,Sponge,Tile,Pear,Sprout,Donkey,Shower,Shears,Sombrero,Guard,Train,Rope,Doll,Rekorder,Apple,Eisen,Sail,Pokal,Champagne,Cake,Meal,Poup\u00e9e,Whale,Punk,December,Coffee,Maison,Spice,W\u00fcste,Oven,Newspaper,Jumelles,Carrot,Whale,Sausage,Ninja,Candy,Vacation,Pump,Cane,Brain,R\u00e2teau,Cup,Dessert,Pilote
Guess,Outlet,Lake,,Bridge,Card,Violin,Jupe,roue,Metal,mouche,Guillotine,frame,Gourde,Dessert,Basket,Volcano,Tornade,Tennis,Chocolate,Rabbit,Bill,Prision,restaurant,Peach,dragon,sel,Sponge,tile,pear,sprouts,Donkey,Shower,Lawn,Mexico,,train,Car,doll,Recorder,Apple,Eisen,sail,Pokal,Champagne,cake,Dinner,Poup\u00e9e,whale,B\u00e4nd,December,coffee,Maison,Spice,W\u00fcste,fry,Newspaper,Jumelle,Carrot,whale,Sausage,Ninja,candy,vacation,pump,Cane,Brain,r\u00e2teau,Cup,Dessert,pilote
