ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61
Table Number,554730271,554724086,554526248,554382196,554454907,554340783,554237054,554094405,554041055,554044795,553033794,553654798,553593610,552920188,552857733,552600882,552574577,552566782,552498133,552422270,552165644,551949432,551736773,551709478,551350451,551305610,550670611,550240089,550327468,550178877,549941880,549689329,549999874,549857080,549768269,549461164,548826832,548964288,548378142,547967923,546080196,546021719,544035219,544337775,540361426,539937223,533993182,533904294,533093056,529393591,528436597,528022855,522327882,517125895,511221983,508762408,489194416,478910455,387173467,363390977,319065151
Move,['6'],['12'],['9'],['9'],['7'],['12'],['35'],['28'],['12'],['16'],['27'],['47'],['22'],['27'],['56'],['18'],['48'],['58'],['30'],['30'],['48'],['73'],['55'],['83'],['84'],['32'],['81'],['31'],['39'],['75'],['57'],['109'],['52'],['96'],['27'],['93'],['84'],['61'],['106'],['94'],['79'],['86'],['83'],['57'],['345'],['40'],['45'],['79'],['31'],['74'],['61'],['168'],['469'],['356'],['1465'],['532'],['808'],['330'],['2333'],['2342'],['545']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,Français,Deutsch,English,English,Français,English,English,Français,Deutsch,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,Deutsch,Français,English,Français,English,Deutsch,English,Français,English,English,English,Français,Français,English,English,English,Français,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Helicopter', 'Driver', 'cockpit', 'aircraft', 'Flier', 'Airplane']","['80smovie', 'Gutenberg', 'Butterfly', 'chrysalis', 'Metapod', 'Kakuna']","['Bouche', 'B\\u00e2tisse', 'Manoir', 'Palace', 'Ch\\u00e2teau', 'Ch\\u00e2teau']","['Schlager', 'Vogelhochzeit', 'Track', 'Gesang', 'Melodie', 'Hit']","['phenomenon', 'Dorothy', 'Rainning', 'Spinning']","['Cat', 'Scratch', 'pedicure', 'claw', 'Metal', 'Joining']","['francisco', 'f\\u00e9ri\\u00e9', 'Passerelle', 'Vecchio']","['occupation', 'braids', 'Theater', 'artiste', 'Hairdresser', 'Aesthetics']","['Liquid', 'Hip', 'Liquor', 'Vessel', 'Container', 'Container']","['Love', 'Hobby', 'Amour', 'Intense']","['Insel', 'Rebirth', 'Cage', 'AlCapone', 'SanFrancisco', 'SanFrancisco']","['Gauffre', 'Plate', 'suzette', 'Flamb\\u00e9e']","['Blaring', 'Disaster', 'Warning', 'Ringer']","['mesa', 'Columns', 'chair', 'index', 'Tennis', 'manners']","['Evil', 'Diablo', 'Beelzebub', 'Morningstar', 'Lucifer', 'Lucifer']","[""Orion's"", 'hold', 'safety', 'championship', 'Waist', 'waist']","['Vapour', 'Fuel', 'petrol', 'helium', 'Argon', 'Xenon']","['Ham', 'clicquot', 'Methode', 'Aoc']","['Dole', 'cream', 'tusk', 'trunk', 'Weapon', 'Leather']","['City', 'Downtown', 'Canary', 'Forge', 'Bird', 'Bird']","['Idiot', 'Screwdriver', 'Lathe', 'Scythe', 'pliers', 'mallet']","['pecan', 'pastry', 'Tart', 'Quiche', 'Cherry', 'Slices']","['news', 'Moor', 'Hold', 'Steady']","['carcassonne', 'bluebird', 'Ceramic', 'Mahjong', 'Mosaic', 'Placement']","['flame', 'spark', 'Ignite', 'Layoff', 'Hydrant', 'Ablaze']","['Friends', 'Baywatch', 'Display', 'name']","['mane', 'Gallop', 'Mare', 'centaur', 'Seabiscuit', 'Seabiscuit']","['Woven', 'Storage', 'Case', 'Ball', 'Case', 'Ball']","['Cell', 'Sentence', 'Alcatraz', 'riot', 'Supermax', 'supermax']","['Kick', 'Volley', 'sports', 'bocce', 'basket', 'basket']","['Shape', 'Spores', 'spores', 'Shape', 'spore']","['sing', 'wrapper', 'Under', 'under', 'Under', 'under']","['Coastal', 'Oil', 'Tree', 'Tree']","['wars', 'story', 'Past', 'Repeats', 'Browsing', 'School']","['Homok', 'Vill\\u00e1m', 'Hangos', 'Id\\u0151j\\u00e1r\\u00e1s']","['Rotten', 'Ketchup', 'marinara', 'Plant', 'Fruit', 'Fruit']","['Fish', 'Pounds', 'Lizard', 'Climb', 'Weighing', 'Weigh']","['Frite', 'Gateau', 'contenant', 'four', 'forme', 'silicone']","['Titan', 'Huge', 'tortoise', 'enermous', 'Great', 'Green']","['street', 'Illumination', 'Bulb', 'Light', 'Tiffany', 'Genie']","['Armee', 'Ukraine']","['Lucarne', 'Carreau', 'Volets', 'vitr\\u00e9e', 'Vitrail']","['Dopey', 'Midget', 'Dopey', 'Midget']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Tree', 'Cone', 'Cone', 'Tree']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Hemlock', 'Toxin', 'sick', 'Oak']","['Quichotte', 'Bras', 'mer', 'Cherbourg', 'set', 'revers']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['snapchat', 'busters', 'Casper', 'Boo', 'boo', 'casper']","['APPENDAGE', 'Twig', 'Trolls', 'Trunk']","['Inverse', 'Commencement', 'jours', 'sans']","['Boisson', 'Brun', 'Italie', 'Mojito', '\\u00c9pic\\u00e9', 'Pepsi']","['Village', 'Arts', 'Glasses', 'Picture', 'Crime', 'Bicycle']","['curds', 'Gruy\\u00e8re', 'Big', 'Feta', 'Camembert']","['Shock', 'Surfing', 'Tidal', 'Tidal']","['colonel', 'cluedo', 'ancienne', 'pique']","['mine', 'underground', 'Bat', 'Home', 'He', 'saw']","['Ceramic', 'Kitchen', 'Azul', 'Bathroom', 'bathroom', 'Azul']","['Obx', 'Sandbar', 'Virginia', 'Waikiki', 'Sand']","['migjorn', 'gregal', 'Air', 'Movement']"
Mystery Word,Pilot,Cocoon,Palais,Lied,Tornado,Nail,Pont,Stylist,Flask,Passion,Alcatraz,Cr\u00eape,Alarm,Table,Devil,Belt,Gas,Champagne,Whip,Pigeon,Tool,Pie,Anchor,Tile,Fire,Show,Horse,Basket,Prison,Ball,Mold,Cover,Palm,History,Storm,Tomato,Scale,Moule,Giant,Lamp,Krieg,Fen\u00eatre,Dwarf,Anneau,Pine,Asterix,Poison,Manche,Ocean,Ghost,Branch,Fin,Rhum,Frame,Cheese,Wave,Moutarde,Cave,Tile,Beach,Wind
Guess,Pilot,Cocoon,,Lied,tornado,Nail,Pont,stylist,,Passion,alcatraz,Cr\u00eapes,alarm,Table,devil,Belt,Gas,Champagne,whip,Pigeon,Tool,pie,flat,Tile,fire,Show,Horse,basket,prison,Ball,,Christmas,shell,History,Tornado,Tomato,Scale,moule,giant,Lamp,Krieg,,Dwarf,Anneau,Spruce,Asterix,Poison,Manche,Ocean,Ghost,tree,nuit,rhum,Frame,Cheese,Wave,Moutarde,cave,counter,Beach,Wind
