ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51
Table Number,586254172,586272263,586010459,585819657,585808972,585574372,585502879,585472940,585471535,585383755,584714078,584880646,584667084,584587098,584077115,584114603,583894886,583762506,583657818,583485750,583443864,583603715,582723668,582368626,582181955,581067387,581767722,580788243,580592436,580245345,578349815,578335080,576920182,576969736,577180892,576413622,575723606,575403846,575401862,571815545,571195661,570734438,569665701,568397159,560134917,517095134,516738278,511221983,466081205,464921867,319065151
Move,['9'],['12'],['28'],['5'],['9'],['12'],['36'],['19'],['12'],['64'],['37'],['63'],['47'],['39'],['60'],['60'],['64'],['8'],['46'],['66'],['17'],['13'],['47'],['30'],['83'],['67'],['9'],['61'],['56'],['73'],['57'],['109'],['10'],['119'],['91'],['19'],['41'],['44'],['328'],['89'],['37'],['38'],['80'],['169'],['387'],['849'],['1603'],['2250'],['776'],['778'],['718']
Mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode
Speed,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,English,English,English,Français,English,English,Deutsch,English,Deutsch,English,Français,English,English,Français,English,English,English,English,English,English,Français,English,English,English,English,Deutsch,English,English,English,English,English,English,Français,Deutsch,English,English,English,English,Deutsch,English,English,English,English,Français,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Juggalo', 'IT', 'Patchface', 'Gacy', 'posse', 'shoes']","['Sperm', 'Moby', 'Ocean', 'Spout', 'Orca', 'Gambler']","['Kebon', 'Watersprinkle', 'firefighter', 'Hydrant', 'Gardening', 'garden']","['steel', 'scrubber', 'sheep', 'clothes']","['Sauce', 'Tim', ""Adam's"", 'core', 'Newton', 'Cantplay']","['Lasvegas', 'Lieu', 'Machine', 'Sous', 'Poker', 'Poker']","['Were', 'Predator', 'Blitzer', 'Beo', 'Howl', 'Howl']","['Electrical', 'plug', 'mall', 'Bargins', 'store', 'outlet']","['Vaterfigur', 'Hosentr\\u00e4ger', 'Blond', 'Volkslieder', 'Sonnenbrille', 'Enzian']","['Hotman', 'naruhodo', 'lawyer', 'advocate', 'Law', 'Counselor']","['Hahnstandplatz', '\\u00c4rgerausdruck', 'gabel', 'Bauernhof', 'Afd', 'verdammter']","['Show', 'toy', 'Gepetto', 'Henson', 'Kermit', 'Kermit']","['b\\u00e2ton', 'festival', 'palmipede', 'femelle']","['lake', 'face', 'Donald', 'waterfowl']","['Eek', 'tail', 'Minnie', 'trap', 'Cheese', 'Rodent']","['Homme', 'Impressionnant', 'Vert', 'immense', 'Basketteur', 'Titan']","['Honeydew', 'Boobies', 'Midori', 'Fruit', 'Toph', 'toph']","['granule', 'Barley', 'Amber', 'silo', 'silo']","['lobby', 'California', 'Guest', 'Inn.', 'Hostel', 'Stars']","['fort', 'cushion', 'foam', 'sleep', 'Throw', 'case']","['Pocket', 'Self-winding', 'Look', 'Movie']","['Kleenex', 'mucus', 'epidermis', 'scar', 'Wipe', 'Roll']","['plume', 'Crini\\u00e8re', 'Raser', 'Pubien', 'pile', 'Fourrure']","['bird', 'Brood', 'Rookery', 'Crows']","['Cabaletta', 'house', 'NotreDame', 'falsetto', 'Rossini', 'Sing']","[""coward's"", 'uppercut', 'Rum', 'Kick', 'Hawaiian', 'Hawaiian']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['Londonerin', '007', 'S\\u00e4ngerin', 'Hello', 'Tottenham', 'Liedinterpretin']","['bite-sized', 'snack', 'Starter', 'eat', 'Food', 'potstickers']","['Patch', 'Smashing', 'Carve', 'Carving', 'carving', 'Carving']","['drapes', 'Glass', 'Singular', '2000', 'Vista', 'Vista']","['Desert', 'saguaro', 'Prickly', 'succulent', 'prickly', 'Succulent']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['Orbit', 'Lunar', 'Orbits', 'Landing', 'Craters', 'Craters']","['tuichi', 'George', 'Liane', 'Mowgli']","['Land', 'Nizza', 'Nachbar', 'Wei\\u00dfbrot', 'Hahn', 'Libert\\u00e9']","['Wolftrap', 'listen', 'Hollywood', 'Bowl']","['Jackie', 'Taekwondo', 'Smith', 'Jaden', 'Kid', 'kid']","['Jenson', 'bell', 'Men', 'stud', 'shy']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Bl\\u00fcte', 'Strauch', 'Titanic', 'Dornen', 'Dornen', 'Dornen']","['Fouton', 'Leather', 'Potato', 'Pull-Out', 'Sofa', 'Sofa']","['beating', 'pumps', 'shape', 'valve', 'barracuda', 'aeorta']","['Pale', 'species', 'Tree', 'Tree']","['Sarabi', 'Safari', 'Roar', 'Roar']","['Gyrophare', 'Jonathan', 'Swat', '101']","['Drives', 'Berry']","['visor', 'Concussion', 'Dark', 'hardhat', 'Hardhat']","['tinkerbell', 'species', 'wears', 'boots']","['Lindsey', 'Stirling', 'Paganini', 'instrument']","['ring', 'necklace', 'Gemstone', 'Precious']"
Mystery Word,Clown,Whale,Hose,Wool,Apple,Casino,Wolf,Outlet,Heino,Attorney,Mist,Puppet,Canne,Duck,Mouse,G\u00e9ant,Melon,Grain,Hotel,Pillow,Watch,Tissue,Poil,Nest,Opera,Punch,Medal,Adele,Appetizer,Pumpkin,Window,Cactus,Cup,Moon,Jungle,Frankreich,Concert,Karate,Button,Sting,Rose,Couch,Heart,Pine,Lion,Police,Cherry,Helmet,Fairy,Violin,Jewel
Guess,clown,whale,Hose,wool,blood,Casino,werewolf,outlet,Heino,Attorney,Mist,pinochio,Canne,duck,Mouse,Hulk,Melon,Beer,Hotel,Pillow,Watch,Tissue,poil,Nest,Opera,punch,medal,Adele,Appetizer,Pumpkin,light,Cactus,,Moon,Jungle,Frankreich,Music,kennedy,Button,Sting,Rose,Couch,Heart,,Lion,urgence,Cherry,Helmet,Fairy,Violin,Jewel
