ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59
Table Number,546836238,547173360,546837128,546773131,546699329,546376369,546253668,545382817,545589363,545560591,545722045,545236986,545214017,545270448,544878204,544817999,544892385,544646408,544337775,543853294,543377685,544032306,543665366,543581933,543442361,543335360,542741721,542091290,542166256,541433965,541494095,539937223,539056880,538590796,537913892,537264972,536949914,535380893,533993182,534528798,533904294,533093056,531294042,530819309,528822756,528244412,526405578,520583929,516738278,506189713,493662581,489194416,481212678,480055062,466793699,431028987,420552674,356959263,319065151
Move,['9'],['8'],['21'],['28'],['21'],['6'],['48'],['57'],['59'],['45'],['29'],['35'],['64'],['42'],['55'],['65'],['97'],['85'],['56'],['34'],['74'],['50'],['37'],['41'],['36'],['66'],['120'],['8'],['32'],['74'],['56'],['39'],['39'],['56'],['851'],['37'],['80'],['11'],['45'],['25'],['54'],['31'],['14'],['49'],['133'],['44'],['153'],['91'],['977'],['1069'],['67'],['781'],['278'],['724'],['511'],['1444'],['955'],['2005'],['530']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,Français,English,Français,English,English,Français,Deutsch,English,Français,English,Français,Français,English,English,Français,English,Français,English,Deutsch,English,English,Français,Français,English,Français,English,Français,English,English,Deutsch,Deutsch,English,English,English,English,Français,English,Deutsch,Français,English,Français,English,English,English,Français,English,English,English,English,Français,English,Deutsch,English,English,English,English,English
End,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['cover', 'Stamp', 'Mail', 'red', 'sticker', 'Mailer']","['recipiente', 'Pepe', 'Licor', 'vino', 'Contenedor']","['Technique', 'Mezerette', 'Spectacle', 'Lieu']","['Pawn', 'Squares', 'grandmaster', 'Checkered', 'gambit', 'Gambit']","['Dundee', 'Lacoste', 'Peau', 'Sac']","['thoroughbred', 'rocking', 'Hop', 'Ride', 'animal', 'race']","['Experiments', 'Chemistry', 'Nye', 'Social', 'Nobel', 'Subject']","['H\\u00eatre', 'Vie', 'For\\u00eat', 'G\\u00e9n\\u00e9alogique']","['Kopierrad', 'Burda', 'Nadel', 'fadenverwenden', 'Fadenverbindung', 'faden']","['poplar', 'Oak', 'pine', 'maple', 'stump', 'Bonsai']","['Cymbales', 'Baguette', 'djembe', 'instrument']","['Smith', 'Bridge', 'Hair', 'fastener']","['FFP2', 'carnaval', 'Fer', 'loup', 'Covid', 'Escrime']","['laver', 'D\\u00e9tergent', 'Etoile', 'Mer']","['Foxtrot', 'lets', 'Tango', 'break', 'boogie', 'Boogie']","['breakfast', 'Greeting', 'Vietnam', '6am', 'dawn', 'Rise']","['Tonte', 'A\\u00efd', 'm\\u00e9choui', 'shaun', 'Brebis']","['Colonel', 'Spicy', 'Condiment', 'Condiment']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Explosive', 'Terrorist', 'mario', 'Kaboom']","['Jubel', 'feierlich', 'LKW-Hupe', 'Trompete', 'Trompete']","['Medusa\\u2019s', 'Handiwork', ""Michelangelo's"", 'David', 'Monument', 'Esque']","['Boss', 'Vatican', 'Piety', 'Leader', 'Catholic', 'Catholic']","['Mesure', 'Tracer', 'Loi', 'Menstruations']","['\\u00e9glise', 'paques', 'ding', 'dong', 'cathedrale', 'tocsin']","['Aztec', 'gizeh', 'Egypt', 'Scheme', 'grave', 'Sphinx']","['Insecte', 'injection', 'Seringue', 'Infirmier', 'Dard', 'Dard']","['theatre', 'Hollywood', 'Paradiso', 'Paradiso']","['Costume', 'Obligatoire', 'vetements', 'police']","['Stake', 'Blood', 'Buffy', 'Nosferatu', 'Nosferatu']","['Straight', '2D', 'south', 'railway', 'Boundary', 'Twine']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Wertstoff', 'Umweltverschmutzung', 'Material', 'Recycle', 'M\\u00fcll', 'Meer']","['Place', 'Beauty', 'Slipper', 'tangoarena', 'Waltz', 'walzarea']","['Penny', 'Quentin', 'Illusionist', 'Copperfield', 'Hat', 'Rabbit']","['money', 'heist', 'TCF', 'wings', 'savings', 'funding']","['Tara', 'Cauldron', 'wand', 'Magician', 'broom', 'Broom']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Hemlock', 'Toxin', 'sick', 'Oak']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['\\u0152il', 'kobe', 'wagyu', 'matur\\u00e9', 'Charrue', 'charrue']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Restaurant', 'Maigre', 'Service', 'Choix', 'Carte', 'Carte']","['It', 'Bozo', 'Funny', 'Smaldini', 'circus', 'makeup']","['Bend', 'Phoenix', 'Seine', 'Nile']","['tuxedo', 'garfield', 'Nip', 'meow', 'meow', 'Meow']","['Gardien', 'Mac\\u00e9o', 'Dieu', 'Aur\\u00e9ole']","['Verbandsmaterial', 'Anzug', 'businessmen', 'weiberfastnacht', 'KNOTEN']","['Hearing', 'Organ']","['Carry-on', 'Emotional', 'Traveling', 'Claim', 'Luggage', 'Luggage']","['Cowrie', 'Snail', 'Petrol', 'Servo', 'Conch', 'Conch']","['albacore', 'Mayo', 'poisson', 'Poisson']","['Flowery', 'Neck', 'Fragrance', 'Exclamation', 'Lady', 'Spray']","['Downunder', 'Outback', 'Uluru', 'Aborigines', 'K\\u00e4nguruheimat', 'K\\u00e4ngurus']","['Food', 'Combo', 'Eat', 'corn', 'Linner', 'Feast']","['Chocolate', 'Pub', 'Drinks', 'stool']","['french', ""McDonald's"", 'McDonald\\u2019s', 'Potatoes', 'French', 'Potatoes']","['sobek', 'handbag', 'While', 'Dundee', 'tears', 'Tears']","['Rosebud', 'C', 'stick', 'support']"
Mystery Word,Envelope,Bottle,Sc\u00e8ne,Chess,Crocodile,Horse,Science,Arbre,N\u00e4hen,Tree,Tambour,Lock,Masque,\u00c9ponge,Dance,Morning,Mouton,Mustard,Anneau,Bomb,Fanfare,Statue,Pope,R\u00e8gle,Cloche,Pyramid,Piq\u00fbre,Cinema,Uniforme,Vampire,Line,Asterix,Plastik,Ballroom,Magician,Bank,Witch,Perle,Poison,Tempel,B\u0153uf,Ocean,Menu,Clown,River,Cat,Ange,Tie,Ear,Baggage,Shell,Thon,Perfume,Australien,Meal,Bar,Fries,Crocodile,Cane
Guess,letter,,sc\u00e8ne,chess,Crocodile,horse,Science,ARBRE,N\u00e4hen,Tree,percussion,Metal,Masque,,dance,Morning,Mouton,chicken,Anneau,Bomb,Tor,Statue,pope,Regle,Cloche,Pyramid,Piq\u00fbre,Studio,Uniforme,vampire,,Asterix,Plastik,Ballroom,magician,Bank,Witch,Perle,Poison,,boeuf,Ocean,Menu,clown,river,cat,,Tie,Ear,baggage,Shell,Thon,Perfume,Australien,Thanksgiving,Bar,x,crocodile,Cane
