ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63
Table Number,553204131,552686215,552596745,552853867,552969912,552834694,552701094,552711037,552511060,552574577,552509536,552466150,552415328,552395657,551736773,551534468,551182405,551429552,551020732,551309606,551051709,551030196,550791397,550732499,550484879,549623066,550189975,549440230,550010707,549679029,549638828,549999874,549656035,549497532,549451565,549292649,548638875,548197896,547467825,547537580,547212485,546021719,544852671,544734104,544337775,541324044,539937223,535380893,533993182,534528798,533093056,528822756,520583929,517095134,511221983,478910455,478416865,422619886,381826421,381777020,374138794,358827793,336562502
Move,['19'],['5'],['40'],['29'],['15'],['5'],['13'],['9'],['9'],['12'],['6'],['21'],['19'],['47'],['22'],['30'],['21'],['55'],['10'],['37'],['18'],['39'],['77'],['45'],['65'],['67'],['46'],['100'],['25'],['36'],['54'],['36'],['44'],['108'],['22'],['61'],['79'],['56'],['94'],['50'],['26'],['86'],['100'],['83'],['57'],['391'],['40'],['11'],['45'],['25'],['31'],['191'],['108'],['520'],['1464'],['324'],['1336'],['842'],['1022'],['1716'],['2097'],['2638'],['2127']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode
Speed,Fast Turn-based • 24 moves per day (+,Fast Turn-based • 24 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,Français,Français,English,Français,English,English,English,English,English,Français,English,English,English,English,English,Français,Français,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,Français,English,English,Français,English,English,English,English,Français,English,English,Français,English,Deutsch,Français,English,Deutsch,English,English,English,Français,English,English,Français,English,English,English,English,Français,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['nectarine', 'fuzzy', 'Schnapps', 'Cling', 'plum', 'princess']","['Starboard', 'Align', 'Left', 'O.K']","['Tombola', 'contremarque', 'composter', 'Quai', 'M\\u00e9tro', 'place']","['Wagon', 'Abbesses', 'Foule', 'rame', 'Souterrain', 'Souterrain']","['Leap', 'Start', 'Trampoline', 'Hop']","['De', 'Vip\\u00e8re', 'Anglaise', 'Espagnole']","['Jalape\\u00f1o', 'Spice', 'Lonely', 'Hearts', 'Salt', 'Grinder']","['Stripes', 'Tony', 'Woods', 'Sabertooth', 'Bengal', 'Bengal']","['Concerto', 'Stringed', 'Bowstring', 'String', 'Stradivarius', 'Stradivarius']","['sheath', 'cover', 'tattoo', 'Jacket', 'arm', 'Arm']","['harvest', 'tomatoes', 'Flower', 'Water', 'Vegetable', 'Vegetables']","['Orsay', 'Grevin', 'Exposition', 'Pompidou']","['Cheap', 'Clothing', 'Shop', 'Plug', 'Socket', 'Socket']","['Succulent', 'Agave', 'Leafless', 'Plant', 'Bristly', 'bristly']","['fastener', 'shirt', 'Benjamin', 'Benjamin']","['Hands', 'tea', 'Glass', 'Vessel', 'Drink', 'measurement']","['SnowWhite', 'Small', 'little', 'people']","['Sableuse', '\\u00c9cume', 'Vamos', 'Dunkerque']","['Tir', 'Bois', 'Chemin\\u00e9e', 'Chemin\\u00e9e']","['Gary', 'Lockwood', 'Nancy', 'Drew', 'Enola', 'Holmes']","['alloy', 'Queensryche', 'Gojira', 'material', 'Baby', 'Heavy']","['Easter', 'Breakfast', 'white', 'dumpty', 'Yolk', 'Bird']","['riverbed', 'Robbery', 'ATM', 'Account', 'teller']","['Lycan', 'Lupine', 'Dire', 'Lone', 'Were', 'Witcher']","['Slim', 'Aspartame', 'Keto', 'keto', 'Keto', 'Keto']","['Gr\\u00fcn', 'Schwiegermuttersitz', 'harmonists', 'W\\u00fcstenpflanze', 'W\\u00fcstenpflanze', 'W\\u00fcstenpflanze']","['Ricotta', 'Parmesan', 'comt\\u00e9', 'feta', 'havarti', 'Havarti']","['Poppins', 'Shield', 'Academy', 'Folding', 'Rihanna']","['Farm', 'shearing', 'ram', 'ewe', 'Wool', 'wool']","['entombed', 'pyramid', 'gauze', 'Body', 'Tutankhamun', 'Tutankhamen']","['udon', 'Egg', 'Rice', 'Drunken', 'Ramen', 'Ramen']","['Rabbit', 'Deceive', 'Hat', 'Hat']","['Hilarious', 'Club', 'Stand-up', 'Humour', 'Improv', 'genre']","['Fidelio', 'Carmen', 'Soap', 'Gateau', 'Garnier', 'Garnier']","['Building', 'Actors']","['Cyberpunk', 'Metal', 'Melody', 'Song']","['Gendarme', 'accoutrement', 'policier', 'Homog\\u00e8ne', 'Habillement', 'Habit']","['Above', 'Mouth', 'facial', 'hair', 'facial', 'hair']","['Cuckoo', 'Dolls', 'Eggs', 'Empty', 'empty']","['brim', 'Stovetop', 'Toque', 'fedora', 'fedora']","['Boat', 'in', 'Wind', 'wind']","['Lucarne', 'Carreau', 'Volets', 'vitr\\u00e9e', 'Vitrail']","['dental', 'Victoria', 'head', 'circlet', 'tiara', 'tiara']","['Mirage', 'Slot', 'Gambling', 'Royale', 'roulette']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['viper', 'cobra', 'Flower', 'Poison', '1989']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Hemlock', 'Toxin', 'sick', 'Oak']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Benjamin', 'Panic', 'Lives', 'Factory']","['Ka', 'kriechen', 'Boa', 'Lang', 'Giftig']","['souterrain', 'Dessous', 'Manche', 'Manche']","['curds', 'Gruy\\u00e8re', 'Big', 'Feta', 'Camembert']","['cool', 'bowser', 'cobbler', 'color', 'fruit', 'fruit']","['\\u00c9li', 'Bras', 'Tribal', 'Peau', 'Encre', 'Encre']","['Kids', 'The', 'List', 'Dishes']","['show', 'Water', 'Mud', 'Slip']","['Trowel', 'Gravedigger', 'Digging', 'Dig']","['jewellery', 'Pendant', 'choker', 'Choker']","['Sal\\u00e9', ""L'autre"", 'Feculent', 'Lent']","['Sprint', 'magasin', 'Marche', 'Rapide', 'Marathon', 'marathon']"
Mystery Word,Peach,Right,Ticket,M\u00e9tro,Jump,Langue,Pepper,Tiger,Violin,Sleeve,Garden,Mus\u00e9e,Outlet,Cactus,Button,Cup,Dwarf,Plage,Feu,Detective,Metal,Egg,Bank,Wolf,Diet,Kaktus,Cheese,Umbrella,Sheep,Mummy,Noodle,Trick,Comedy,Op\u00e9ra,Theater,Music,Uniforme,Mustache,Nest,Hat,Sail,Fen\u00eatre,Crown,Casino,Anneau,Snake,Asterix,Perle,Poison,Tempel,Ocean,Button,Snake,Tunnel,Cheese,Peach,Tatouage,Menu,Slide,Shovel,Necklace,Sucre,Course
Guess,Peach,Line,Transport,M\u00e9tro,Jump,Langue,Pepper,Tiger,Orchestra,Sleeve,Garden,Mus\u00e9e,Charity,cactus,Belt,cup,Dwarf,plage,Arc,Detective,metal,egg,Bank,Wolf,diet,Kaktus,Cheese,Umbrella,Cd,Mummy,Noodle,magician,comedy,Op\u00e9ra,Cinema,beat,UNIFORME,Mustache,baby,Hat,sail,,Crown,Casino,Anneau,snake,Asterix,Perle,Poison,,Ocean,Button,Schlange,Cave,Cheese,peach,Tatoo,Chores,slide,Shovel,necklace,Sucre,Course
