ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75
Table Number,493087817,493000572,492749675,492652530,492417472,492336626,492327438,492228017,492177338,492097225,491749709,491794414,491879054,491237606,491634055,491259847,490930383,490911758,490902897,490280100,490501898,490229920,490204805,490359670,490171816,489821243,489879311,490098881,489596628,489593998,489534385,489036043,489005659,488975321,488923850,487877056,487059129,486999494,486549446,485530531,483967058,484682575,484435490,481747388,480638723,480055062,479677325,478910455,478658601,478416865,475857014,471793759,466086694,466081205,466083684,466084384,465731184,465664137,465664095,465664206,465664286,465668656,465435499,445297184,444471586,426921218,422619886,420552674,417255169,405054016,337346134,336562502,322726720,319065151,317609821
Move,['25'],['7'],['9'],['18'],['13'],['16'],['19'],['36'],['18'],['15'],['18'],['45'],['45'],['20'],['59'],['43'],['45'],['56'],['56'],['37'],['73'],['93'],['49'],['50'],['57'],['26'],['37'],['31'],['72'],['56'],['55'],['38'],['51'],['21'],['102'],['60'],['69'],['86'],['104'],['81'],['39'],['96'],['55'],['73'],['16'],['158'],['82'],['116'],['63'],['248'],['10'],['74'],['42'],['48'],['49'],['46'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['47'],['57'],['592'],['614'],['631'],['1628'],['1722'],['4041'],['1679'],['1189'],['404'],['1729']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode
Speed,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,Deutsch,English,English,Français,Français,English,English,English,Français,Français,Français,English,English,English,English,Français,Français,English,Français,English,English,English,English,Français,Français,English,English,English,Français,English,English,English,English,English,English,English,English,English,Deutsch,Français,English,English,English,English,Deutsch,English,English,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,Deutsch,English,English,English,English,English,English,English,Français,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Femur', 'Skeleton', 'Skeleton', 'Femur', 'skeleton']","['Augen', 'Yahtzee', 'yahtzee', 'Yazzee']","['\\u041e\\u0442\\u0432\\u0435\\u0440\\u0442\\u043a\\u0430', 'drill', 'Gatgets', '\\u0421\\u0442\\u0440\\u043e\\u0438\\u0442\\u0435\\u043b\\u044c\\u043d\\u044b\\u0439', '\\u0421\\u0442\\u0440\\u043e\\u0439\\u043a\\u0430', '\\u043c\\u0443\\u0437\\u044b\\u043a\\u0430\\u043b\\u044c\\u043d\\u044b\\u0439']","['A.D.D.1.E.', 'generates', 'car', 'plug', ""Tesla's"", 'fascination']","['Blatte', 'Oggy', 'spleen', 'D\\u00e9prime']","['Levis', 'Viaduc', 'Millau', 'Aqueduc']","['siblings', 'Gemini', 'sisters', 'duplicate', 'Fraternal', 'identical']","['Discord', 'Sewing', 'instagram', 'Needle']","['Ritz', 'Dog', 'buttermilk', 'Gravy', 'Cookie', 'Cookie']","['Poule', 'Fumier', '\\u00c9table', 'Animaux']","['Grossesse', 'am\\u00e9norrh\\u00e9e', 'P\\u00e9rim\\u00e8tre', 'mur', 'Ronde', 'cl\\u00f4ture']","['Torgnolle', 'Tourte', 'Quiche', 'Clafoutis', 'Tatin', 'tatin']","['Never', 'Forgets', 'Trumpet', 'Dumbo', 'gentle', 'pachyderm']","['introduce', 'accounted', 'attendance', 'Receive', 'Birthday', 'Birthday']","['Pottery', 'flowers', 'Glaze', 'Bouquet', 'bouquet']","['Movie', 'Part', 'Stage', 'Props', 'Act', 'Ary']","['Yves', 'bourgeon', 'Morte', 'Verte', 'Branche', 'Ciseau']","['Rousse', 'Menton', 'ZZTOP', 'Moustache', 'Poils', 'Hipster']","['Guns', 'Sword', ""D'artagnan"", 'candy', 'Three', 'Three']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['Annual', 'Celebration', 'suit', 'Candles', 'party', 'party']","['Vehicle', 'beam', 'Farm', 'beam', 'Beam', 'Farm']","['Live', 'playhouse', 'Cinemark', 'drama', 'Acting']","['Alcatraz', 'Building', 'guard', 'crime', 'break', 'sentenced']","['chocolat', 'Raffin\\u00e9', 'bonbon', 'caramel', ""D'orge""]","['Legume', '\\u00c9chalotes', 'Larme', 'Jaune', 'Pleurer', 'Pleurer']","['performance', 'Tour', 'music', 'festival']","['Nickel', 'Currency', 'mint', 'cent', 'insert', 'quarter']","['Homing', 'urban', 'Dove', 'Rat', 'Dove', 'Rat']","['Sorbet', 'Pistache', 'Gel', 'Banquise', 'Miroir', 'miroir']","['Waddle', 'Lips', 'Quack', 'Cover', 'Donald', 'Anaheim']","['symbio', 'taronga', 'displayed', 'creatures']","['Bag', 'Bottle', 'Waste', 'Materials', 'Polythene', 'rubber']","['Baking', 'caramel', 'is', 'it']","['oregano', 'Parsley', 'Spice', 'Rosemary', 'Sage', 'thyme']","['Anker', 'glied', 'Saw', 'Saw']","['roof', 'rectangular', 'Grout', 'Bathroom', 'carcassonne', 'piece']","['refraction', 'Hallucination', 'Desert', 'Heatstroke', 'Illusion', 'oasis']","['Anniversary', 'Tense', 'Gift', 'now', 'cash', 'Here']","['Nektar', 'klebrig', 'Bl\\u00fcten', 'Milch', 'PuderB\\u00e4r']","['R\\u00e9paration', 'Bricolage', 'Tournevis', 'Marteau']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['sun', 'constellation', 'Movie', 'Astronomy', 'Polaris', 'Asterisk']","['blue', 'passcode', 'Hart', 'Smith']","['Arsen', 'Rattent\\u00f6tung', 'ungesund', 'Biowaffe', 'Strychnin', 'Schlangenzahnsekret']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['sea', 'trade', 'starboard', ""ships'nsailors"", 'au-Prince', 'Royal']","['Haystack', 'Pins', 'thread', 'Thread', 'vaccine', 'Vaccine']","['Laine', 'Animal', 'B\\u00eale', 'Noir', 'Noir', 'Noir']","['Newton', 'lab', 'biology', 'biology']","['Free', 'Bird', 'Nicolas', 'Bars', 'actor', 'avoidant']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['spicy', 'l\\u00e4nglich', 'rot', 'rot']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['letter', 'Seal', 'stamp', 'Stamp']","['Sofa', 'Potato', 'Big', 'Comfy']","['sporting', 'manchester', 'card', 'suit', 'Card', 'Suit']","['Buffalo', 'Capitol', 'Clinton', 'William', 'Nye', 'Nye']","['Octopedal', 'Small', 'Shelob', 'arachnid']","['Study', 'Otterbox', 'Box', 'enclosure', 'phone']","['contenant', 'Jeroboam', 'Naduchodonozor', 'Biere', 'eau', 'Eau']","['Early', 'Sunrise', 'Am', 'Dawn', 'Glory', 'Wood']","['...tail', 'dwarf', 'my', 'little']","['Soleil', 'Baudouin', 'badouin', 'Oeufs', 'valet', 'Sceptre']"
Mystery Word,Bone,W\u00fcrfel,Tool,Electricity,Cafard,Pont,Twins,Thread,Biscuit,Ferme,Enceinte,Tarte,Elephant,Present,Vase,Scene,Feuille,Barbe,Musketeer,Valise,Birthday,Tractor,Theater,Prison,Sucre,Oignon,Concert,Coin,Pigeon,Glace,Duck,Zoo,Plastic,Cake,Herb,Chain,Tile,Mirage,Present,Honig,Outil,Quarter,Root,Star,Lock,Gift,Guard,Port,Needle,Mouton,Science,Cage,Club,Coin,Bar,Stone,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Chili,Vegetable,Envelope,Couch,Club,Bill,Spider,Case,Bouteille,Morning,Pony,Roi
Guess,Holiday,Wimpern,tool,Spark,cafard,Pont,Twins,Thread,biscuit,Ferme,Enceinte,tarte,Elephant,present,Pot,Actor,feuille,Barbe,Musketeer,valise,Valentines,,Theater,Prison,Confiserie,Onion,Concert,Coin,Pigeon,glace,Duck,Zoo,plastic,Tart,herb,Kette,tile,Mirage,present,Honig,Outil,mix,,Star,lock,,guard,port,needle,Mouton,Science,cage,Club,Coin,Bar,Stone,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chilli,Vegetable,envelope,couch,club,Bill,Spider,case,Bouteille,Morning,Pony,Roi
