ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77
Table Number,450646453,450551548,450474638,450216132,450195456,450112496,450069435,449939587,449919490,449855370,449822899,449639325,449490894,449460451,449381411,449098708,449098245,448967874,448944300,448910094,448800998,448705290,448611183,448579291,448555622,448499497,448478666,448457902,448435020,448202573,448123335,448045026,448023856,447878868,447878128,447714414,447381665,447359043,447297035,447271305,447197952,447073159,446951295,446591963,446514318,446384335,446113288,445975209,445702967,445688637,445647568,445332276,445147317,444843544,443994643,443300228,443122626,443085305,442941057,442755037,442523856,442334438,441488112,441032575,440978972,440225058,435781132,430526833,429726886,422619886,420552674,374138794,350481361,328236739,322726720,314877288,314360735
Move,50,13,6,8,18,11,21,12,12,10,8,5,18,24,45,19,58,56,51,59,27,46,54,81,66,57,64,53,91,40,36,57,50,93,45,42,93,67,30,73,91,70,85,94,20,78,73,27,101,67,49,51,57,36,68,18,93,45,67,56,52,57,102,15,7,107,11,18,67,321,285,1065,3815,2851,991,3314,2643
Clues,"['salmon', 'Gills', 'angler', 'Mahi']","['\\u30c7\\u30ab\\u3044', '\\u30cf\\u30ea\\u30a6\\u30c3\\u30c9\\u3048\\u3044\\u304c', '\\u30c0\\u30a4\\u30a8\\u30c3\\u30c8', '\\u3057\\u304b\\u304f', '\\u304a\\u304a\\u304d\\u3044', '\\u3061\\u3044\\u3055\\u3044']","['Gotteshaus', 'Buddha', 'Kultst\\u00e4tte', 'S\\u00e4ulen', 'Budistischer......', 'G\\u00f6tter']","['straw', 'Ligation', 'vacuum', 'Telly', 'cylinder']","['Labrea', 'oubliette', 'sarlacc', 'olive', 'cherry', 'Pendulum']","['Triomphe', 'VOUTE', 'Fl\\u00e8che', 'salve', 'Bander', 'Arbal\\u00e8te']","['Cimeti\\u00e8re', 'St\\u00e8le', 'Cimeti\\u00e8re', 'St\\u00e8le']","['Bovine', 'Moo', 'spots', 'animal', 'Heifer', 'Holstein']","['Throw', 'Cover', 'Afghan', 'Quilt', 'Fleece', 'Fleece']","['007', 'KGB', 'Philby', 'Investigator', 'undercover', 'Undercover']","['Resupply', 'Broth', 'equity', 'GOOG', 'trading']","['Primat', 'Banane', 'Schimpanse', 'Lemur']","['m\\u00e9cano', 'Gazole', 'Machine', 'Propulsion', 'Piston', 'engrenages']","['Experiment', 'Procedure', 'Einstein', 'Fiction', 'Laboratory', 'Laboratory']","['Noire', 'Amazonie', 'broc\\u00e9liande', 'bucheron', 'Bois\\u00e9e', 'Bois']","['Brume', 'pied', 'Licorne', '..De-Brume', 'Muse', 'Biquette']","['Gallery', 'amphora', 'Curator', 'Fossils', 'Smithsonian', 'Smithsonian']","['3D', 'Square', 'Game', 'Magic', 'Equal', 'Sides']","['value', 'supper', 'Brunch', 'Brunch', 'Supper']","['Market', 'profession', 'Baker', 'Steak', 'meat', 'bloody']","['Reclining', 'chaise', 'Lazy', 'potato', 'Sit', 'La-Z-Boy']","['Paper', 'snotty', 'napkin', 'Runny-nose', 'sneeze', 'sneeze']","['Fleas', 'trashcan', 'Intelligent', 'scabbers', 'Atat', 'Ratatouille']","['Souterrain', 'Bouche', 'Transports', 'Boulot', 'Dodo', 'dodo']","['Zelda', 'Mii', 'Handheld', 'Wii', 'Wii', 'Wii']","['Adam', 'Eden', 'Schlange', 'Apfel']","['cause', 'Square', 'Canal', 'work', 'Base', 'Beer']","['Needle', 'And', 'Yarn', 'Pull', ""Ariadne's"", 'through']","['Emphysema', 'deathstick', 'Dart', 'Menthol', 'smoke', 'Kool']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Lord', 'Of', 'Fellowship', 'Power', 'Telephone', 'Diamond']","['fedora', 'Topper', 'Cap', 'Cap']","['Vitreous', 'Aqueous', 'joke', 'laughter', 'Gallows', 'Deadpan']","['Pruning', 'Clippers', 'Billy', 'Snips', 'Wool', 'wool']","['Canvas', 'Boat', 'Drift', 'wind', 'Ahead', 'mast']","['Princess', 'Castle', 'Building', 'royal', 'Versailles', 'Palatial']","['Kafka', 'D\\u00e9prim\\u00e9', 'M\\u00e9lancolie', 'tristesse', 'D\\u00e9prime', 'Ind\\u00e9sirable']","['Niet', 'fest', 'Hammer', 'Schraube', 'Finger', 'Horn']","['Or', 'Argent', 'Gourmette', 'Menottes']","['No\\u00ebl', 'Offert', 'pr\\u00e9sent', 'Pr\\u00e9sent', 'Pr\\u00e9sent', 'Offre']","['Prodigy', 'Baby', 'mensa', 'Brilliant', 'Brilliant']","['fruit', 'contraire', 'Haricot', 'Navet', 'Personne', 'V\\u00e9g\\u00e9tative']","['fruit', 'emotion', 'romance', 'Christ', 'Love', 'Gibson']","['i', 'R2D2', 'asimov', 'Automation', 'Wall-e', 'WALL-E']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['red', 'teeth', 'orifice', 'Gape', 'Speak', 'Speak']","['Olympic', 'prize', 'award', 'bronze', 'honor', 'achievement']","['Himalayan', 'Flats', 'sodium', 'seasoning', 'pinch', 'Deice']","['yellow', 'Star', 'Shining', 'bathe', 'Solar', 'Nova']","['Hubschrauber', 'Flugger\\u00e4t', 'Luftfahrzeug', 'Rotation', 'Senkrechtstarter', 'Rettung']","['barbouze', 'Nid', 'James', 'Secret']","['Glacier', 'Titanic', 'sink', 'cold', 'Melt', 'Lettuce']","['Occupation', 'slaughter', 'Cleaver', 'cleaver', 'Cleaver']","['Backsplash', 'Grout', 'Mosaic', 'Pattern', 'Ceramic', 'Ceramic']","['Frigate', 'Sail', 'Captain', 'Fishing', 'Ship', 'transport']","['Pink', 'Flying', 'Woolley', 'Mammoth', 'Horton', 'Babar']","['Dead', 'colt', 'Train', 'McQueen', 'Bang']","['S\\u00fcdpol', 'Happy', 'Feet', 'Kaiser', 'Vogel', 'Vogel']","['Respect', 'tie', 'tie', 'NA']","['Gibson', 'film', 'emotion', 'love', 'Fruit', 'Red']","['proxy', 'Storage', 'Terraria', 'apache']","['Belt', 'Pliers', 'Hammer', 'Wrench']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['cloth', 'Square', 'Bib', 'Wipe', 'towelette', 'Towelette']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['0', 'X', 'browser', 'Browser']","['Bath', 'Air', 'Toes', 'Pop', 'Snot']","['In', 'Pyjamas', 'Peel', 'Smoothie']","['stock', ""farmer's"", 'Agora', 'Flea', 'shares', 'food']","['fastener', 'chocolate', 'benjamin', 'moon']","['dawn', 'Leghorn', 'RWBY', 'Poultry']","['shower', 'Tub', 'relax', 'spa', 'bubble']","['Water', 'Nile', 'Stream', 'Running', 'Bed', 'Bend']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']","['Scissors', 'Hedge', 'wool', 'remove', 'Clips', 'Blades']"
Mystery Word,Fish,Scale,Tempel,Tube,Pit,Arc,Tombe,Cow,Blanket,Spy,Stock,Affe,Moteur,Science,For\u00eat,Corne,Museum,Cube,Meal,Butcher,Couch,Tissue,Rat,M\u00e9tro,Nintendo,Paradies,Root,Thread,Cigarette,Grape,Ring,Hat,Humor,Shears,Sail,Palace,Cafard,Nagel,Bracelet,Cadeau,Genius,L\u00e9gume,Passion,Robot,Meerjungfrau,Mouth,Medal,Salt,Sun,Helikopter,Espion,Iceberg,Butcher,Tile,Boat,Elephant,Bullet,Pinguin,Bow,Passion,Server,Tool,Anchor,Scale,Candle,Napkin,Poil,Safari,Bubble,Banana,Market,Button,Rooster,Bath,River,Circle,Shears
Guess,Fish,TV,,Tube,pit,arc,Crevette,Cow,Blanket,Spy,stock,Affe,Moteur,Science,For\u00eat,Corne,Museum,Cube,Bet,Butcher,lounge,Tissue,Rat,m\u00e9tro,Konsole,Paradies,Root,Thread,cigarette,,ring,Hat,humor,scissors,Sail,Palace,Cafard,Nagel,bracelet,Cadeau,Genius,L\u00e9gume,Passion,robot,Meerjungfrau,Mouth,Medal,Salt,Sun,Helikopter,espion,Iceberg,Butcher,Tile,Boat,Elephant,express,,artist,Apple,web,,,,,,Poil,,Bubble,Banana,market,Button,Rooster,bath,River,Circle,Cuts
