ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63
Table Number,459214960,459051026,458894035,458856141,458631532,458613772,458380991,457976449,457899899,457807283,457731333,457564681,457530704,457361999,457368390,457287935,457235025,457103577,457036000,456889982,456721900,456349555,455954034,455843676,455620922,455593196,455334723,455328020,455143990,455082060,455045761,455042660,454971280,454757031,454507210,454347001,454009839,453839362,453260594,452306141,452098399,451345518,451217602,450449579,449727973,449724610,448202573,447934583,446514318,446155644,445628197,443775902,442523856,441488112,441032575,381826421,374138794,366888891,357001162,344838144,330741642,314877288,312552889
Move,['9'],['9'],['22'],['16'],['13'],['15'],['18'],['6'],['38'],['25'],['29'],['18'],['74'],['55'],['46'],['48'],['18'],['45'],['9'],['39'],['51'],['82'],['58'],['63'],['91'],['101'],['67'],['85'],['45'],['43'],['16'],['56'],['32'],['40'],['32'],['83'],['102'],['82'],['47'],['94'],['98'],['97'],['65'],['45'],['48'],['79'],['40'],['69'],['20'],['36'],['26'],['704'],['67'],['102'],['16'],['587'],['1142'],['1123'],['1792'],['1457'],['2577'],['3314'],['2023']
Mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode
Speed,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,English,Français,English,English,Deutsch,English,English,Français,Français,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,Français,English,English,Français,Français,Français,English,English,Français,English,Français,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,Deutsch,English,Deutsch,Français,English,English,English,English,English,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Fee', 'Mauvaise', 'Fee', 'Mauvaise']","['Hand', 'Kaboom', 'Explotion', 'Explosive', 'bomb', 'Bomb']","['rame', 'boulot', 'boulot', 'Boulot']","['Car', 'Generator', 'sports', 'mouth']","['Shoe', 'Wedge', 'shoes', 'bad', 'Achilles', 'achilles']","['Bettzeit', 'D\\u00e4mmerung', 'Heilig', 'Sonnenuntergang']","['Flare', 'light', 'Bonfire', 'Shine', 'lighthouse', 'Lighthouse']","['xylitol', 'aspartame', 'White', 'Candy', 'Sweet', 'Sweet']","['Char', 'Tissu', 'Collants', 'mari\\u00e9e', 'Mari\\u00e9e', 'Mari\\u00e9e']","['Actes', 'Shakespeare', 'Moli\\u00e8re', 'sc\\u00e8ne']","['Vanilla', 'Hockey', 'Glacier', 'Frost', 'melts', 'Baby']","['Winnie', 'sweet', 'Yellow', 'Bear', 'Pooh', 'Manuka']","['smoke', 'cylindrical', 'snowboarder', 'half', 'gutter', 'hose']","['remy', 'Mouse', 'trap', 'rodent', 'Trump', 'sewer']","['gown', 'Scrubs', 'Emergency', 'surgery', 'patients', 'patients']","['Vampire', 'Pungent', 'Clove', 'Minced', 'Italian']","['Aguilera', 'Aladdin', 'Wahnsinn', 'verbummeltes', 'Einstein', 'Einstein']","['Treaty', 'Proudmoore', 'partnership', 'pact', 'amalgamation', 'NATO']","['satyr', 'flute', 'Gold', 'Peter', 'Peter', 'Peter']","['Bow', 'And', 'Arrowhead', 'Weapon']","['parsley', 'peber', 'Plant', 'Tea', 'Football', 'Ground']","['pre-heat', 'Broiler', 'Kiln', 'convection', 'convection', 'kiln']","['Mussel', 'ammo', 'Conch', 'conch']","['Randonn\\u00e9e', 'Sommet', 'Rocheuse', 'colline', 'Everest', 'Everest']","['Charlotte', 'Di', 'Mulan', 'Organa', 'buttercup', 'Grace']","['Krusty', 'Jester', 'Comedy', 'Wig', 'Bozo', 'Makeup']","['western', 'Cin\\u00e9', 'cellophane', 'Cin\\u00e9ma', 'Pellicule', 'Pellicule']","['Chenonceau', 'Azay-le-rideau', 'Manoir', 'Meurtri\\u00e8re', 'Mam\\u00e8re', 'Moulinsart']","['Caverne', 'Lascaut']","['Dancing', 'Place', 'Beauty', 'Beast']","['precipitation', 'Dance', 'Downpour', 'Singing', 'Umbrella']","['Condiment', 'Amora', 'Mayonnaise', 'jaune', 'savora', 'Dijon']","['Wax', 'Incense', 'Wick', 'Wick', 'Wick']","['Paix', 'But', 'Cerb\\u00e8re', 'Pierre', 'surveiller', 'entr\\u00e9e']","['Casper', 'Laken', 'Dood', 'Eng']","['City', 'Gangsters....', 'Perfect', 'Utopia', 'Walhalla', 'amusement']","['earring', 'Black', 'Iridescent', 'White', 'Oyster', 'oyster']","['Relics', 'building', 'Artifacts']","['samsung', 'stars', 'Andromeda', 'Milky']","['Sick', 'Hanky', 'mesentery', 'cells', 'sneeze', 'sneeze']","['Dig', 'Escape', 'Mole', 'Underground', 'underground']","['tut', 'Stack', 'Khufu', 'D4', 'Egypt', 'Pharaoh']","['oink', 'Wilbur', 'trotter', 'Guinea', 'Peppa', 'pork']","['Billiards', 'Saltwater', 'chlorine', 'Chlorine']","['Resist', 'Beatles', 'Dance', 'overthrow', 'overthrow']","['Plante', 'Aride', 'picots', 'd\\u00e9sert', 'supermarch\\u00e9', 'Luxembourg']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['cracker', 'Thins', 'plant', 'flour', 'bread', 'bread']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Electrical', 'Tesla', 'Life', 'AAA']","['Zigaretten', 'Rauchen', 'Pflanze', 'nikotin', 'Nikotinhaltig', 'pflanzlich']","['Benne', 'Pouetpouet', 'Pouet', 'Pouet']","['Carrey', 'luchadores', 'singer', 'Face']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Scouse', 'regional', 'Pronounce', 'Pronunciation']","['pepperoni', 'margherita', 'italian', 'dominos']","['connect', 'diode', 'interface', 'road', 'Pn', 'Highway']","['wizard', 'spells', 'Sorcery', 'fairy', 'Stick', 'stick']","['titanium', 'Shiny', 'copper', 'aluminum']","['Chrysalide', 'Insecte', 'Papillon', 'Cocon']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']","['Beading', 'spool', 'Needle', 'discussion', 'discussion']"
Mystery Word,Sorci\u00e8re,Grenade,M\u00e9tro,Motor,Heel,Abend,Beacon,Sugar,Voile,Th\u00e9\u00e2tre,Ice,Honey,Pipe,Rat,Hospital,Garlic,Genie,Alliance,Pan,Arrow,Herb,Oven,Shell,Montagne,Princess,Clown,Film,Ch\u00e2teau,Grotte,Ballroom,Rain,Moutarde,Candle,Gardien,Ghost,Paradise,Pearl,Museum,Galaxy,Tissue,Tunnel,Pyramid,Pig,Pool,Revolution,Cactus,Grape,Wheat,Meerjungfrau,Battery,Tabak,Camion,Mask,Anchor,Scale,Accent,Pizza,Junction,Wand,Metal,Chenille,Circle,Thread
Guess,Biere,Grenade,barque,Battery,heel,Abend,Fire,Sugar,Voile,Th\u00e9\u00e2tre,Ice,Honey,pipe,rat,Hospital,garlic,Genie,Agreement,pan,String,green,oven,Shell,Montagne,princess,clown,Film,Ch\u00e2teau,Grotte,Ballroom,rain,Moutarde,Candle,gardien,Ghost,Paradise,Paul,,Galaxy,,burrow,Mummy,pig,pool,Music,Cactus,,wheat,Meerjungfrau,Battery,Tabak,Camion,Mask,,,accent,pizza,Junction,Witch,metal,Chenille,Circle,Thread
