ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61
Table Number,524650839,524574647,524426030,523862861,524212235,524186293,524095373,523860272,523853462,523808027,523508263,523317704,523221173,523007045,523016337,522898329,522762765,522412507,522117108,522043003,521958247,521939464,521674356,521938924,521586091,520557474,521576994,520549329,520391399,521102703,520927803,520413498,519718885,520252230,520018819,518505563,518048802,517973951,517039024,516738278,516034788,515518017,515770821,515531482,513316968,512318901,509758557,510269410,509897088,509348231,508116165,504783443,489266717,484123113,480162112,466081205,431028987,422619886,420552674,402108912,348302073
Move,['7'],['8'],['12'],['65'],['5'],['27'],['18'],['24'],['36'],['30'],['18'],['33'],['28'],['29'],['38'],['37'],['48'],['44'],['66'],['5'],['61'],['42'],['46'],['72'],['55'],['44'],['11'],['44'],['21'],['36'],['57'],['57'],['98'],['97'],['68'],['72'],['65'],['17'],['35'],['455'],['70'],['31'],['69'],['10'],['64'],['67'],['37'],['33'],['73'],['420'],['75'],['31'],['37'],['655'],['45'],['126'],['1306'],['731'],['831'],['1624'],['3049']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+
Language,English,English,Deutsch,English,English,Français,English,Deutsch,English,English,Français,English,English,Français,Français,English,Français,English,English,English,Deutsch,English,English,Français,English,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,Français,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Gang', 'links', 'armour', 'Bike']","['Lecturer', 'volume', 'Subwoofer', 'Bose', 'Amplifier']","['B\\u00fchnenshow', 'Zauberfl\\u00f6te', 'B\\u00fchne', 'Klassic', 'Gesang', 'Gesang']","['Cadbury', 'Finger', 'Hersheys', 'Delicious', 'Milka']","['centurion', 'Defence', 'protect', 'Protect']","['cocorico', 'Gallinac\\u00e9', 'Embl\\u00e8me', 'Vin', 'Poule', 'Gaule']","['Hard', 'Container', 'Brief', 'Cold', 'study', 'suit']","['Bewegungsveranstaltung', 'ABBA', 'Danse', 'Tanzlokal', 'Tanzlokal']","['Sauna', 'woodstove', 'Warmth', 'sun', 'scorching', 'chauffage']","['\\u30c8\\u30eb\\u30cd\\u30b3', '\\u3057\\u308c\\u3093', '\\u3069\\u3046\\u304f\\u3064', '\\u305f\\u3093\\u3055\\u304f', '\\u30e9\\u30b9\\u30dc\\u30b9', '\\u3068\\u3046\\u306f']","['rasoir', 'Chabal', 'P\\u00e8re-No\\u00ebl', 'menton', 'poil', 'poils']","['roof', 'Ray', 'Cross', 'laser', 'take']","['Domicile', 'AirBnB', 'Abode', 'Dwelling']","['Oeuf', 'Moules', 'rangement', 'Basket', 'osier', 'Osier']","['Mais', 'Jardin', 'Temp\\u00eate', 'C\\u00e9r\\u00e9ale', 'riz', 'Malice']","['Geo', 'commute', 'Underground', 'Subway', 'Subway', 'Subway']","['faux', 'Irr\\u00e9el', '2000D', 'Hallucination', 'Hallucination', 'Hallucination']","['Toothless', 'Liviathon', 'Fury', 'Firebreathing', 'Knight', 'Knight']","['Eight', 'Redback', 'Arachnid', 'Radioactive', 'Tarantula']","['Tail', 'Ride', 'Eeor', 'Grandad']","['Amadeus', 'Klassik', 'Classical', 'Composer']","['Water', 'Tub', 'Bed', 'Beyond', 'Bubble', 'Wash']","['Viewing', 'Curtains', 'glass', 'Wall', 'Pane', 'Pane']","['Chucky', 'Ventriloque', 'Russe', 'Ken', 'Cire', 'Chiffon']","['precipitation', 'Man', 'Singing', 'Droplets', 'pouring', 'Purple']","['clouds', 'curtain', 'clean', 'standup', 'rain', 'wet']","['Rail', 'watch', 'Protect', 'protect']","['mouse', 'rodent', 'rizzo', 'poison', 'fink', 'fink']","['Choochoo', 'track', 'Transport', 'Rails', 'Shinkansen', 'rer']","['VW', 'Gilmor', 'Sunningdale', 'Boogie', 'Fore', '4']","['Box', 'juice', 'Egg', 'Egg']","['Emotional', 'carry-on', 'claim', 'claim', 'Suitcase', 'suitcase']","['Secure', 'Combination', 'Colloportus', 'Yale', 'Tumblers']","['Cu', 'Wire', 'Winding', 'Spring', 'Pocketmon', 'mat']","['derni\\u00e8re', 'demeure', 'squelette', 'ver', 'Catacombe', 'Lachaise']","[""Nile's"", 'Ruler', 'King', 'Egypt']","['turd', 'Excrement', 'poop', 'heap', 'Beetle', 'Beetle']","['sea', 'Flat', 'ship', 'magain', 'Yacht']","['graduation', 'Bundt', 'Wedding', 'Antoinette']","['Hampus', 'Dream']","['tais', 'toi', 'Tr\\u00e9buche', 'Tombe', 'Badaboum', 'Gamelle']","['Bebe', 'Diminutive', 'Cire', 'Barbie', 'jouet', 'Jouet']","['Bald', 'Noggin', 'Face', 'Brain', 'Mr', 'Potato']","['throwing', 'stabbing', 'polearm', 'danheng']","['Chinchilla', 'cuddly', 'Murder', 'Baby', 'eRMINE']","['cracker', 'Awwwwwwk', 'Dead', 'mimic', 'mimic']","['bj', 'trachea', 'esophagus', 'Sore', 'Esophagus', 'Sore']","['Camoflauge', 'Outdoor', 'Person', 'food', 'Tracking', 'tracking']","['\\u30c9\\u30ea\\u30c3\\u30d7', '\\u307e\\u3081', '\\u3059\\u305f\\u30fc\\u3070\\u3063\\u304f\\u3059', '\\u306b\\u304c\\u3044']","['volcano', 'windstorm', 'Twister', 'Dorothy']","['Nutmeg', 'Cinnamon', 'Cinnamon']","['Cooker', 'Fan', 'Hot', 'Cooking']","['crossword', 'Printed', 'Headline', 'Journalist']","['grooming', 'bristles', 'Hair', 'Comb', 'calligraphy', 'scrubber']","['Shamu', 'Orca', 'moby', 'dick', 'Fishy', 'Baluga']","['Said', 'Fred', 'not', 'left']","['Happy', 'Brunch', 'Food', 'Dinner']","['warp', 'mario', 'Long', 'Metal']","['university', 'High', 'Grading', 'Basic', 'college', 'College']","['hog', 'Fat', 'sty', 'squeal', 'SOW', 'Peppa']","['Film', 'Bullet', 'wagons', 'Rer', 'locomotive', 'Locomotive']"
Mystery Word,Chain,Speaker,Oper,Chocolate,Guard,Coq,Case,Disco,Heat,Dungeon,Barbe,Beam,House,Panier,Grain,Metro,Mirage,Dragon,Spider,Donkey,Mozart,Bath,Window,Poup\u00e9e,Rain,Shower,Guard,Rat,Train,Golf,Carton,Baggage,Lock,Coil,Cimeti\u00e8re,Pharaoh,Dung,Sail,Cake,Captain,Chute,Poup\u00e9e,Head,Spear,Fur,Parrot,Throat,Hunter,Coffee,Tornado,Spice,Oven,Newspaper,Brush,Whale,Right,Meal,Pipe,School,Pig,Train
Guess,chain,speaker,Oper,Chocolate,,Coq,Case,Musik,Heat,Labyrinth,Barbe,spotlight,House,panier,Ble,Metro,Illusion,Dragon,Spider,Donkey,Mozart,Bath,,poup\u00e9e,Rain,shower,,rat,train,Golf,Tetrapack,passion,Lock,coil,Tombe,pharaoh,manure,sail,cake,Captain,chute,Poup\u00e9e,Head,Spear,fur,Parrot,Throat,,coffee,hurricane,Spice,fry,Newspaper,brush,whale,Right,lunch,Pipe,school,pig,Train
