ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53
Table Number,563596599,563164570,563368518,563422455,562737570,562524435,562467402,561944791,561626374,561750919,561759056,561534650,560826873,561417593,561132043,561063949,560283584,560216464,560298054,560316074,560215188,559941530,559494013,559311799,559165548,558671887,558983329,558642603,558188337,558081825,557578622,556940256,555624853,555376965,555037234,553954916,552511060,546728758,546055893,542849457,537913892,534335856,517125895,508762408,493972187,489194416,481212678,387173467,374138794,363390977,319065151,317609821,313533300
Move,['5'],['18'],['15'],['10'],['51'],['17'],['14'],['26'],['36'],['51'],['31'],['18'],['57'],['45'],['84'],['50'],['51'],['24'],['46'],['72'],['93'],['61'],['90'],['67'],['68'],['63'],['10'],['109'],['57'],['39'],['86'],['121'],['27'],['37'],['57'],['42'],['78'],['454'],['291'],['616'],['1911'],['867'],['400'],['708'],['655'],['1017'],['340'],['2418'],['2192'],['2492'],['576'],['2355'],['4833']
Mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode
Speed,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,Deutsch,Français,Deutsch,English,Français,English,English,English,Deutsch,Français,English,Français,Français,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,Français,Français,Deutsch,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,Français,English
End,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['curved', 'Lure', 'Fishing', 'Fishing']","['Klatsche', '\\u00dcberlebensk\\u00fcnstler', 'Sch\\u00e4dling', 'Oggy', 'Schabe', 'Schabe']","['ramure', 'ch\\u00eanes', 'Bras', 'Feuillus']","['Pflanzenbeh\\u00e4ltnis', 'Herdplatte', 'Beh\\u00e4lter', 'kochen']","['locomotive', 'rail', 'Ticket', 'Preparing', 'Choochoo']","['Flaque', 'Ond\\u00e9e', 'Mouill\\u00e9', 'Perturbations', 'nuage']","['Hole', 'Smelly', 'Peach', 'Mosh']","['Jewish', 'hindu', 'Building', 'building']","['Macaw', 'Polly', 'Polly', 'Squawker', 'Squawk', 'macaw']","['Aschenbr\\u00f6del', 'gesund', 'Bestandteil', 'Nutella']","['St-Lazare', 'Montparnasse', 'station', 'train']","['broom', 'yard', 'Player', 'Leaves', 'scoundrel', 'Autumn']","['Berb\\u00e8re', 'harissa', 'Garbit', 'Semoule', 'semoule', 'Garbit']","['Roger', 'clapier', 'Hase', 'RDV']","['high', 'hoist', 'Roofing', 'Carry', 'origami', 'Origami']","['Hemp', 'twine', 'String', 'Jones', 'gallows', 'noose']","['Zugangsberechtigung', 'Eintritt', 'Eventim', 'Eventim']","['cover', 'throw', 'warm', 'cozy', 'Weighted', 'Heated']","['Toaster', 'Baking', 'Dutch', 'Stove', 'Broil', 'Broil']","['Bumble', 'winged', 'honey', 'Jazz', 'Hive', 'hive']","['Wipe', 'Handkerchief', 'serviette', 'Paper', 'Cloth', 'Cloth']","['FUNNY', 'Ronald', 'Sadistic', 'Killer', 'CLARABELL', 'Clarabelle']","['Length', 'Sea', 'Hello', 'Mexican', 'Ocean', 'Tidal']","['Mighty', 'Mickey', 'rodent', 'Modest', 'field']","['burning', 'infantry', ""pyromaniac's"", 'opposite', 'flame', 'waterer']","['Smaller', 'Seafood', 'Scampi', 'crustacean', 'Crustacean', 'crustacean']","['Alv\\u00e1s', '\\u00c1lom', 'K\\u00e9s\\u0151n', 'Vacsi']","['movie', 'Home', 'Semi', 'preview', 'preview', 'Preview']","['Huitre', 'bille', 'Bijou', 'bijoux']","['black', 'Fungus', 'Cheese', 'shape', 'fungi', 'fungi']","['dream', 'Plumber', 'Plumbing', 'Water', 'tobacco', 'Drainage']","['disposable', 'Sneeze', 'Toilet', 'roll', 'nose', 'Nose']","['Circus', 'Honk', 'Nose', 'car', 'Nose', 'car']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['Gypsie', 'goutti\\u00e8re', 'Aragog', 'Parker', 'toile', 'phobie']","['Roncalli', 'Zelt', 'Manege', 'Trapez']","['Manicotti', 'Pool', 'Ramyeon', 'Rigatoni', 'Spaghetti', 'Spaghetti']","['Shredded', 'buck', 'Grain', 'Crop', 'Rye', 'catan']","['Song', 'Coat', 'Stick', 'Golf', 'Rihanna', 'Rihanna']","['Milking', 'Rural', 'Tractor', 'Pigs', 'Goats', 'Agriculture']","['Gimli', 'Oakenshield', 'Star', 'Dopey', 'Diggy', 'Hole']","['Regal', 'Tiara', 'head', 'Casting', 'Jewels', 'jewels']","['Activate', 'Trap', 'Wild', 'Ace', 'Magic', 'Birthday']","['Uni', 'Spa', 'Obano', 'Bubble']","['Night', 'Errol', 'Burrowing', 'tree', 'Hedwig', 'Hedwig']","['Habanero', 'Guindilla', '-oiseau', 'jalapenos']","['Ocean', 'Hello', 'Lengths', 'Brain', 'Pageant', 'hand']","['hiding', 'Karma', 'Multicolor', 'lizard', 'Camouflage', 'Camouflage']","['dig', 'pit', 'Black', 'Divot']","['Mane', 'Mgm', 'Detroit', 'Cowardly', 'Oz']","['Lechugo', 'Cogombro', 'fruit', 'salad']","['F\\u00e9tu', 'Tortue', 'foin', 'Boire', 'sur', 'Poutre']","['invertebrate', 'wiggly', 'creepycrawler', 'Ear', 'bait', 'Bait']"
Mystery Word,Hook,Kakerlake,Branche,Topf,Train,Pluie,Pit,Temple,Parrot,Haselnuss,Gare,Rake,Couscous,Lapin,Crane,Rope,Ticket,Blanket,Oven,Bee,Napkin,Clown,Wave,Mouse,Firefighter,Shrimp,Evening,Trailer,Perle,Mold,Pipe,Tissue,Clown,Noisette,Araign\u00e9e,Zirkus,Noodle,Wheat,Umbrella,Farm,Dwarf,Crown,Card,Bath,Owl,Piment,Wave,Chameleon,Hole,Lion,Tomato,Paille,Worm
Guess,,Fliege,Branche,Topf,train,pluie,Pit,Religion,,Nuss,Gare,Rake,Couscous,Lapin,ladder,Rope,Ticket,blanket,oven,bee,Napkin,clown,wave,Mouse,Fireman,shrimp,Night,trailer,perle,Mold,Pipe,Tissue,geese,Noisette,Araign\u00e9e,Zirkus,Noodle,wheat,Umbrella,Farm,Dwarf,Crown,Card,Bath,owl,Piment,Wave,Chameleon,hole,Lion,Tomato,Paille,worm
