ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54
Table Number,502094774,501796472,501864319,500876135,501365809,501309738,500751003,501082636,500686195,500575047,500621128,500566078,500599453,500560257,500450610,500247091,500425374,500364468,500189448,500239570,500049560,499400159,499834322,499697763,499691194,499367583,499322746,498320868,498158851,497407451,497298050,497104006,496405272,496719857,496296277,495122405,495675336,494704846,493675456,491305856,490280100,490025575,488379380,484123113,484682575,479677325,444471586,423771261,405054016,356959263,348838927,348302073,341401520,319065151
Move,['12'],['9'],['14'],['6'],['27'],['16'],['36'],['12'],['9'],['51'],['91'],['18'],['31'],['25'],['35'],['25'],['31'],['78'],['21'],['18'],['29'],['25'],['12'],['18'],['56'],['50'],['63'],['32'],['29'],['66'],['76'],['86'],['9'],['68'],['104'],['50'],['37'],['81'],['7'],['39'],['37'],['91'],['78'],['222'],['98'],['82'],['57'],['2311'],['1929'],['1555'],['1675'],['2656'],['3010'],['420']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only
Language,Deutsch,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,Deutsch,English,English,English,English,English,English,English,Français,English,English,Français,English,English,English,English,Français,Français,English,Français,English,English,English,English,Deutsch,English,English,Français,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Cook', 'Serve', 'Vorgesetzter', 'Boss', 'Oberhaupt', '-etage']","['Twine', 'cord', 'Hang', 'Bow', 'pulley', 'Climbing']","['Santa', 'Christmastime']","['Amazon', 'Pile', 'shares', 'supply', 'Photo', 'Stash']","['place', 'projector', 'Lumi\\u00e8re', 'theatre', 'Film', 'film']","['...300', 'milky-way', 'space', 'space']","['night', 'Nightmare', 'vivid', 'Fantasy', 'fever', 'catcher']","['Gravy', 'Angus', 'Burger', 'Bovine', 'Cow', 'Mince']","['Caisse', 'b\\u00eache', 'Multifonction', 'Pioche', 'Tournevis', 'Tournevis']","['\\u3070\\u3044\\u304c\\u3048\\u3057', '\\u30ca\\u30f3\\u30c8', '\\u3064\\u3046\\u3061\\u3087\\u3046\\u304d\\u306b\\u3085\\u3046', '\\u3044\\u3051\\u3044\\u3069\\u3058\\u3085\\u3093', '\\u3068\\u3046\\u3069\\u308a', '\\u3064\\u3046\\u3061\\u3087\\u3046']","['breath', 'Dracula', 'pungent', 'vampire', 'Vampire', 'vampire']","['Slow', 'snapper', 'Shell', 'Hare', 'hare', 'Hare']","['Gatherer', 'Orian', 'bow', 'person', 'Trapper', 'Woods']","['Investigator', 'Officer', 'investigate', 'crime']","['Pit', 'Sapling', 'bio', 'apple', 'Watermelon']","['stormy', 'Cloudy', 'Forecast', 'Forecast', 'Forecast']","['Beach', 'Clothing', 'Pool', 'Atire', 'Water', 'Clothes']","[""Ronstadt's"", 'Different', 'rear', 'brakes', 'oil', 'barrel']","['Vert', 'Navet', 'Potager', 'Aliment']","['CBD', 'Fire', 'Vapour', 'Screen', 'Cigarette', 'Cigarette']","['VW', 'Spots', 'beetle', 'spotted']","['Invoice', 'beak', 'Itemized', 'Clinton', 'Lading']","['Duck', 'Medical', 'William', 'Receipt', 'Dollar', 'Dollar']","['Leichenkonservierung', 'Pyramide', '\\u00c4gypten', 'Toter', 'Sarkophag', 'Sarkophag']","['\\u30ad\\u30e3\\u30bf\\u30d4\\u30e9\\u30fc', '\\u3075\\u304f\\u3044', '\\u30b5\\u30a4\\u30ba', '\\u30c1\\u30e3\\u30f3\\u30d4\\u30aa\\u30f3', '\\u30b3\\u30f3\\u30d9\\u30a2\\u30fc', '\\u3053\\u3093\\u3079\\u3042\\u30fc']","['Pandemic', 'flu', 'Ahchoo', 'Bug', 'Trojan', 'Herpes']","['Double-glazed', 'Pane', 'opportunity', 'Bay', 'Glass', 'Glass']","['praline', 'Galaxy', 'bittersweet', 'Brown']","['Marionette', 'Elmo', 'strings', 'Ventriloquist']","['bright', 'Sun', 'Switch', 'Bulb', 'Illuminate', 'illuminate']","['Hairdresser', 'Image', 'snowwhite', 'Copy', 'vanity', 'silvered']","['Nocturne', 'Rapace', 'Hibou', 'Effraie', 'Effraie', 'Hibou']","['celluloid', 'Ebert', 'Kodak', 'screen', 'movie', 'Movie']","['Best', 'Football', 'Rest', 'Church', 'Church', 'Church']","['Trou', 'Galoche', 'Balayette', 'm\\u00eale', 'Tarte', 'tarte']","['Mane', 'Fur', 'tresses', 'spray']","['Pushup', 'Position', 'board', 'platform', 'timber', 'beam']","['Boat', 'flyer', 'Driver', 'airline', 'Airline', 'driver']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['Chimpanzee', 'Howler', 'banana', 'wrench', 'capuchin']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['ikebana', 'Flower', 'bouquet', 'container', 'Container', 'container']","['pizza', 'half', '15', '15minutes']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['Verdichten', 'Bau', 'Schwerlast', 'ich', 'ich']","['Twins', 'Shoes', 'Two', 'Couple']","['Chest', 'Trove', 'leprechaun', 'Hunt', 'Booty', 'booty']","['2000', 'Chaleur', 'vision', 'Concorde', 'Fouga', 'Illusion']","['Dictionnaire', 'Biblioth\\u00e8que', 'Bouquin', 'Roman', 'Bouquin', 'Roman']","['List', 'Choices', 'Meals', 'Restaurant', 'Options', 'Options']","['3D', 'square', 'rubik', '^3']"
Mystery Word,Chef,Rope,December,Stock,Cinema,Galaxy,Dream,Beef,Outil,Bank,Garlic,Tortoise,Hunter,Detective,Seed,Weather,Swimsuit,Drum,L\u00e9gume,Smoke,Ladybug,Bill,Bill,Mumie,Belt,Virus,Window,Chocolate,Puppet,Light,Mirror,Chouette,Film,Sunday,Pelle,Hair,Plank,Pilot,Heat,Baleine,Valise,Monkey,Poup\u00e9e,Vase,Quarter,Guard,Vegetable,Kran,Pair,Treasure,Mirage,Livre,Menu,Cube
Guess,Chef,rope,,Stock,movie,chocolatebar,dream,Beef,Outil,bank,garlic,Fish,hunter,Police,Fruit,Sky,Bathingsuit,drum,Chou,Sun,Bug,Bill,,Mumie,Kyoryu,virus,Window,Chocolate,Puppet,Light,,Hibou,film,Halftime,Pelle,Hair,plank,Radio,,Baleine,valise,Monkey,Poup\u00e9e,arrangement,,guard,Vegetable,Kran,Pair,treasure,Mirage,livre,Menu,Cube
