ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82
Table Number,496741909,496746682,496542707,496258198,496180958,495963450,496041089,495894974,495847278,495510159,494911866,495055043,495349332,495228715,495242253,494941622,495014669,494965811,494974137,494858490,494801385,494798544,494540885,494473652,494101307,494057122,493924887,493662581,493490598,493709600,493595501,493151089,493464230,493355144,492968882,492612503,491964501,492207414,490945085,491850991,491794414,491355517,491305856,491136219,491074895,490280100,490196833,489863383,489708035,489431284,489194416,486357111,484682575,484435490,484206945,482734999,479677325,475857014,471793759,465730124,465730355,465730615,465732005,465733714,465664095,465664286,465669875,465665695,465435499,464921867,462438853,444471586,431028987,426921218,396307534,381777020,343894377,337346134,336562502,322726720,314360735,313533300
Move,['38'],['64'],['16'],['9'],['12'],['11'],['20'],['10'],['30'],['14'],['30'],['32'],['21'],['27'],['47'],['43'],['45'],['27'],['38'],['55'],['12'],['52'],['37'],['32'],['11'],['74'],['37'],['24'],['27'],['75'],['63'],['37'],['77'],['73'],['48'],['72'],['66'],['48'],['30'],['79'],['117'],['53'],['39'],['82'],['109'],['37'],['100'],['93'],['56'],['40'],['130'],['77'],['98'],['55'],['96'],['43'],['82'],['10'],['74'],['48'],['43'],['43'],['43'],['48'],['44'],['43'],['42'],['43'],['366'],['51'],['682'],['57'],['909'],['614'],['483'],['1254'],['2545'],['4150'],['1704'],['1207'],['3166'],['3843']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Real-time • Normal speed (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,English,Français,Français,English,English,English,Deutsch,Français,English,Français,Français,Deutsch,English,Deutsch,English,English,Français,Français,Français,English,English,English,English,English,English,Français,Français,Deutsch,English,Français,English,English,Français,English,English,English,Français,Deutsch,Français,Français,English,Français,English,English,Français,English,Français,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,Français,English,English,English,English,English,English,English,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['bounce', 'Sky', 'Dive', 'hopscotch', 'leap', 'leap']","['always', 'right', 'purchaser', 'client', 'buyer', 'shopper']","['Nickel', 'Penny', 'Change', 'Penny', 'Change']","['Breakfast', 'Brunch', 'Corn', 'Supper', 'Happy', 'nutritious']","['who', 'Avian', 'bird', 'Hooter', 'Hooter', 'Bird']","['Arri\\u00e8re', 'Voiture', 'fort', 'malle']","['Matin', 'heure', 'Sonnerie', 'sonnerie']","['sister', 'brother', 'Shining', 'Gemini']","['Scramble', 'Rise', 'Ladder', 'Mountain', 'Ascend', 'Ascend']","['gaol', 'lockup', 'institution', 'zoo', 'convicted', 'convict']","['Stra\\u00dfe', 'Stra\\u00dfenabzweigung', 'Autos', 'Richtungen', 'Vier', 'Vier']","['ADN', 'Globule', 'Prison', 'Prison']","['Horn', 'Animation', 'Horse', 'Horse']","['Lancer', 'Bois', 'Tranchant', 'Tomahawk', 'Bucheron', 'Bucheron']","['Nettoie', 'Savonne', 'Coul\\u00e9e', '\\u00c9ruption']","['Verborgener', 'K\\u00e4mpfer', '-Schildkr\\u00f6te', 'Naruto', 'Turtles', 'Wurfstern']","['Transistors', 'Dell', 'turing', 'Electronic', 'Tower', 'Chip']","['Beruf', 'Kanzlei', 'Strafverteidiger', 'Gerechtigkeitsbeuger', 'Syndikus', 'Justiz']","['carousel', 'riding', 'farm', 'animal']","['Fatal', 'Gravitational', 'Fairground', 'naked', 'magnetic', 'magnetic']","['bain', 'pommeau', 'Froide', 'Arrosage', 'italienne', 'gel']","['Luzerne', 'Atout', 'Irlande', 'Embl\\u00e8me']","['Sucre', 'Charlot', 'P\\u00eache', 'deambulateur', 'B\\u00e9quille', 'b\\u00e9quille']","['tennis', 'Bat', 'Orb', 'Basket', 'bouncy']","['Tales', 'Scales', 'animal', 'fantasy']","['Fastner', 'Clippers', 'File', 'Pound', 'Hammer', 'Hammer']","['aviation', 'sitcom', 'Bic', 'Flight', 'Flyer', 'Lindbergh']","['Connection', 'Join', 'Conjoin', 'Crossroad', 'Intersection', 'Synonym']","['Szorakozas', 'Popcorn', 'Mozi', 'N\\u00e9zz\\u00fck']","['clapet', '\\u00c9go\\u00fbt', 'Visage', 'Gueule', 'Gencives', '\\u00e9dent\\u00e9e']","['humerus', 'Mo\\u00eblle', 'Chien', 'f\\u00e9mur', 'F\\u00e9mur', 'f\\u00e9mur']","['Zahn', 'Daunen', 'Amalgam', 'Amalgam', 'Amalgam', 'Amalgam']","['Seabiscuit', 'Gallop', 'Rocking', 'unicorn']","['dessert', 'givr\\u00e9e', '\\u00c2ge', 'Sorbet', 'Refroidi', 'C\\u00f4ne']","['episode', 'Goose', 'Fighter', 'Sulley', 'Captain']","['meal', 'Keg', 'Talcum', 'cannon', 'Baking', 'Dry']","['Grace', 'Sentbon', 'Azzaro', 'Nez']","['Polaris', 'twinkle', 'Constellation', 'Wars']","['Zwart', 'Miauwen', 'Huisdier', 'Nieuws']","['Tony', 'Predator', 'Striped', 'Stripes']","['Smaug', 'Eliott', 'Cracheur', 'Chevalier', 'Daenerys', 'Flamme']","['Britin', 'Grammy-Gewinnerin', 'Skyfall', 'Skyfall']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['Poudreuse', 'Haute-Savoie', 'Manteau', 'Carbonique', 'Verglas', 'Verglas']","['Seller', 'carrefour', 'Stalls', 'piggy', 'Open', 'farmers']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['Amtrak', 'transport', 'road', 'train', 'Tracks', 'Track']","['Costco', 'fart', 'Pass', 'Argon', 'Flatulence', 'toots']","['Restaurant', 'Carte', 'Restaurant', 'Carte']","['italian', 'linguine', 'Springy', 'Flour']","['plante', 'jaune', 'huile', 'huile']","['Einstein', 'lab', 'physics', 'Information', 'Fiction']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['vampire', 'Cooking', 'Italian', 'Bread', 'breath', 'Breath']","['Gleit', 'Styling', 'Haarschmiere', 'Haar-', 'Festigend']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Newton', 'lab', 'biology', 'biology']","['Free', 'Bird', 'Nicolas', 'Bars', 'actor', 'avoidant']","['Bird', 'KungFu', 'karate', 'kick']","['Titanic', 'ship', 'Killer', 'killer']","['Furry', 'bear', 'Two-toned', 'two-tone']","['Cashew', 'Brazil', 'squirrel', 'treat']","['Crimson', 'and', 'lucky', 'irish']","['Mean', 'Girls', 'kardashian', 'face']","['Dish', 'Liquid', 'sudsy', 'clean']","['Miniature', 'Prep', 'my', 'job']","['Great', 'desire', 'fruit', 'love']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['Engagement', 'gold', 'circus', 'perimeter']","['Reggae', 'Ambiance', 'Orchestre', 'Eurovision', 'Partition', 'Partition']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['Spanner', 'Wrench', 'Milner', 'Hammer']","['gravy', 'Dog', 'cookie', 'Cookie']","['eruption', 'Mana-Loa', 'Vesuvius', 'effusive', 'Lava', 'Haleakala']","['Rope', 'Rock', 'Scale', 'Ascend']","['Of', 'Salt', 'Barley', 'Wheat']","['no.one.here', 'Commandeer', 'plane', 'flyh', 'Aviator']","['Mont\\u00e9e', 'Falaise', 'Baudrier', 'Corde', 'Ascension', 'Cime']","['Print', 'Frame', 'Oil', 'Tent', 'Easel', 'Painting']","['Bunch', 'monkey', 'peel', 'Potassium', 'Custard', 'Custard']","['mail', 'lorry', 'Tonka', 'flatbed', 'Uhaul', 'Haul']"
Mystery Word,Jump,Dragon,Coin,Meal,Owl,Coffre,R\u00e9veil,Twins,Climb,Prison,Kreuzung,Cellule,Unicorn,Hache,Lave,Ninja,Computer,Anwalt,Pony,Attraction,Douche,Tr\u00e8fle,Canne,Ball,Dragon,Nail,Pilot,Junction,Film,Bouche,Os,F\u00fcllung,Horse,Glace,Pilot,Powder,Parfum,Star,Cat,Tiger,Dragon,Adele,Baleine,Neige,Market,Valise,Rail,Gas,Menu,Noodle,Tournesol,Science,Quarter,Root,Garlic,Gel,Guard,Science,Cage,Crane,Iceberg,Panda,Nut,Clover,Plastic,Soap,Painting,Passion,Poker,Ring,Musique,Vegetable,Tool,Biscuit,Volcano,Climb,Grain,Pilot,Escalade,Canvas,Banana,Truck
Guess,skydiving,customer,Coin,meal,Flu,coffre,R\u00e9veil,Twins,Climb,Cage,Ampel,Sang,,H\u00e2che,Lave,Ninja,Computer,Anwalt,Horse,,Douche,Tr\u00e8fle,Canne,Ball,Dragon,nail,Pilot,Junction,Film,Bouche,Os,Kopfkissen,Horse,Glace,Pilot,Powder,Parfum,Star,Cat,Tiger,Dragon,Adele,Baleine,Neige,market,valise,Rail,Gas,oeuf,Rotini,Mimosa,Science,,,Garlic,Gel,guard,Science,cage,Crane,Lifeboat,Grizzly,Nut,Clover,Cosmetics,Soap,Paint,Passion,Poker,Ring,Festival,Vegetable,tool,Train,volcano,Climb,Grain,Pilot,Escalade,Art,Banana,Truck
