ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49
Table Number,564009733,563835977,563432821,563368518,562911036,563020485,562737570,562524435,562381562,561626374,561750919,561759056,561700422,561534650,561440098,561111634,561417593,561063949,560283584,560216464,559411991,559165548,559300850,559111285,558671887,558983329,558429523,558188337,558081825,557578622,556940256,555635469,555376965,555037234,553954916,552511060,546728758,542849457,535201906,517125895,493972187,489194416,481212678,478416865,374138794,356959263,319065151,317609821,313533300
Move,['6'],['10'],['27'],['15'],['10'],['24'],['51'],['17'],['64'],['36'],['51'],['31'],['50'],['18'],['66'],['65'],['45'],['50'],['51'],['24'],['85'],['68'],['85'],['82'],['63'],['10'],['37'],['57'],['39'],['86'],['121'],['63'],['37'],['57'],['42'],['78'],['454'],['616'],['67'],['400'],['655'],['1017'],['340'],['1444'],['2192'],['2161'],['576'],['2355'],['4833']
Mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,Deutsch,English,Français,English,English,English,Français,English,English,Deutsch,Français,English,English,English,English,Français,English,Deutsch,English,English,English,Français,English,English,English,English,Français,English,English,English,English,Français,Français,Deutsch,English,English,English,English,English,English,Français,English,Français,English,English,English,Français,English
End,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Vincent', 'mutilation', 'corn', 'unit', 'Ferengi', 'oo-mox']","['Internet', 'suchen', 'Maps', 'Chrome']","['sum', 'Calculus', 'procedure', 'Apendectomy', 'Surgery', 'planned']","['ramure', 'ch\\u00eanes', 'Bras', 'Feuillus']","['Ceramic', 'holder', 'police', 'photo']","['Root', '...soup', 'Carrot', 'Lettuce', 'broccoli']","['locomotive', 'rail', 'Ticket', 'Preparing', 'Choochoo']","['Flaque', 'Ond\\u00e9e', 'Mouill\\u00e9', 'Perturbations', 'nuage']","['butter', 'Allergy', 'Snoopy', 'Gallery']","['Macaw', 'Polly', 'Polly', 'Squawker', 'Squawk', 'macaw']","['Aschenbr\\u00f6del', 'gesund', 'Bestandteil', 'Nutella']","['St-Lazare', 'Montparnasse', 'station', 'train']","['dead', 'Pharaons', 'Daddy', 'Cleopatra', 'preserved']","['broom', 'yard', 'Player', 'Leaves', 'scoundrel', 'Autumn']","['Nut', 'scallops', 'Beach', 'Exoskeleton', 'Esso']","[""'McClintock'"", 'Best', 'Great', 'Legends', 'Cowboys', 'Cowboy']","['Roger', 'clapier', 'Hase', 'RDV']","['Hemp', 'twine', 'String', 'Jones', 'gallows', 'noose']","['Zugangsberechtigung', 'Eintritt', 'Eventim', 'Eventim']","['cover', 'throw', 'warm', 'cozy', 'Weighted', 'Heated']","['Amigos', 'fiesta', 'Mexico', 'Headwear']","['burning', 'infantry', ""pyromaniac's"", 'opposite', 'flame', 'waterer']","['Attrape', 'Dormir', 'wish', 'fantasme', 'Onirisme', 'Onirisme']","['curds', 'Burger', 'Pizza', 'TomandJerry', 'tom-and-jerry', 'Jerry']","['Smaller', 'Seafood', 'Scampi', 'crustacean', 'Crustacean', 'crustacean']","['Alv\\u00e1s', '\\u00c1lom', 'K\\u00e9s\\u0151n', 'Vacsi']","['suture', 'fabric', 'Coal', 'Stitches', 'Join', 'Sew']","['Huitre', 'bille', 'Bijou', 'bijoux']","['black', 'Fungus', 'Cheese', 'shape', 'fungi', 'fungi']","['dream', 'Plumber', 'Plumbing', 'Water', 'tobacco', 'Drainage']","['disposable', 'Sneeze', 'Toilet', 'roll', 'nose', 'Nose']","['Trapeze', 'Soleil', 'Barnum', 'Barnum']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['Gypsie', 'goutti\\u00e8re', 'Aragog', 'Parker', 'toile', 'phobie']","['Roncalli', 'Zelt', 'Manege', 'Trapez']","['Manicotti', 'Pool', 'Ramyeon', 'Rigatoni', 'Spaghetti', 'Spaghetti']","['Shredded', 'buck', 'Grain', 'Crop', 'Rye', 'catan']","['Milking', 'Rural', 'Tractor', 'Pigs', 'Goats', 'Agriculture']","['mate', 'ewe', 'Isaac', 'Sacrifice', 'Horns', 'Battering']","['Activate', 'Trap', 'Wild', 'Ace', 'Magic', 'Birthday']","['Night', 'Errol', 'Burrowing', 'tree', 'Hedwig', 'Hedwig']","['Habanero', 'Guindilla', '-oiseau', 'jalapenos']","['Ocean', 'Hello', 'Lengths', 'Brain', 'Pageant', 'hand']","['8', 'Noir', 'Jeu', 'Boule', 'Table', 'Table']","['dig', 'pit', 'Black', 'Divot']","['vent', 'powerpoint', 'dogthe', 'Shopping', 'Currents', 'mall']","['Lechugo', 'Cogombro', 'fruit', 'salad']","['F\\u00e9tu', 'Tortue', 'foin', 'Boire', 'sur', 'Poutre']","['invertebrate', 'wiggly', 'creepycrawler', 'Ear', 'bait', 'Bait']"
Mystery Word,Ear,Google,Operation,Branche,Mug,Vegetable,Train,Pluie,Peanut,Parrot,Haselnuss,Gare,Mummy,Rake,Shell,Western,Lapin,Rope,Ticket,Blanket,Sombrero,Firefighter,R\u00eave,Cheese,Shrimp,Evening,Seam,Perle,Mold,Pipe,Tissue,Circus,Noisette,Araign\u00e9e,Zirkus,Noodle,Wheat,Farm,Ram,Card,Owl,Piment,Wave,Billard,Hole,Outlet,Tomato,Paille,Worm
Guess,ear,Google,Operation,Branche,Mug,Vegetable,train,pluie,Peanut,,Nuss,Gare,Mummy,Rake,shell,,Lapin,Rope,Ticket,blanket,Sombrero,Fireman,Reve,Cheese,shrimp,Night,mend,perle,Mold,Pipe,Tissue,Cirque,Noisette,Araign\u00e9e,Zirkus,Noodle,wheat,Farm,ram,Card,owl,Piment,Wave,Billard,hole,Air,Tomato,Paille,worm
