ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80
Table Number,492996795,492968945,492602673,492404058,492327438,492248075,490945085,491092635,491879054,491800599,491237606,491604854,491355517,490682524,491209348,491327147,490950810,490911758,490750625,490751315,490280100,489924165,490601549,490501898,490229920,490359670,489879311,490098881,489457635,489534385,489443486,489036043,488977589,489017392,489005659,488975321,488596188,487877056,487944392,487721649,487334270,486549446,484975019,483967058,484400810,484682575,484435490,484206945,483994780,481747388,480638723,479677325,479232973,478658601,478416865,475857014,473773078,471793759,466081205,466083684,466084384,465731184,465733714,465664137,465664095,465664206,465664286,465668656,465435499,445297184,444471586,443775902,431028877,422619886,417255169,405054016,374138794,348838927,322726720,319065151
Move,['5'],['27'],['18'],['31'],['19'],['73'],['5'],['7'],['51'],['36'],['20'],['37'],['11'],['45'],['11'],['45'],['39'],['56'],['45'],['37'],['37'],['106'],['29'],['73'],['93'],['50'],['37'],['31'],['32'],['55'],['70'],['38'],['43'],['90'],['51'],['21'],['86'],['60'],['77'],['73'],['66'],['104'],['67'],['39'],['29'],['96'],['55'],['57'],['54'],['73'],['16'],['82'],['1580'],['63'],['254'],['10'],['368'],['74'],['48'],['49'],['46'],['38'],['48'],['40'],['44'],['38'],['43'],['40'],['366'],['47'],['57'],['1729'],['854'],['614'],['1628'],['1722'],['1409'],['1600'],['1189'],['404']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,English,English,Français,English,English,English,Deutsch,English,English,English,English,Deutsch,Français,English,Français,English,Français,Français,Français,Français,Deutsch,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,Deutsch,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,Deutsch,English,Français,English,English,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Cire', 'Senteur', 'Cierges', '\\u00c9glise']","['Yeti', 'precipitation', 'Weather', 'Plow', 'Drift', 'melt']","['wimbledon', 'sport', 'Elbow', 'Deuce', 'Table', 'Court']","['Virginie', 'Fiat', 'Bambou', 'Bambou']","['siblings', 'Gemini', 'sisters', 'duplicate', 'Fraternal', 'identical']","['Treasure', 'Gemstone', 'Zales', 'diamond', 'pendant']","['Economie', 'Euro', 'Dollar', 'Dollar']","['McCartneyzeit', 'Vergangenheit', 'Beatlessong', 'K\\u00e4fer']","['Bloodsucker', 'Annoying', 'bugs', 'summer', 'Vampire', 'Malaria']","['Ball', 'rock', 'Fruit', 'Catalope', 'honeydew', 'Honeydew']","['introduce', 'accounted', 'attendance', 'Receive', 'Birthday', 'Birthday']","['king', 'royalty', 'Fort', 'Siege', 'Moat', 'Moat']","['Piano', 'Tasteninstrument', 'keyboard', 'klimpern']","['Protection', 'Livre', 'Plaid', 'Toiture', 'Couette', 'Drap']","['Dust', 'Constellation', 'Movie', 'Sky']","['Tombereau', 'Agriculture', 'Ferme', 'locomoteur', 'Massey', 'Massey']","['blouse', 'closure', 'Benjamin', 'cufflink', 'fastener', 'push']","['Rousse', 'Menton', 'ZZTOP', 'Moustache', 'Poils', 'Hipster']","['Pochette', 'sp\\u00e9culer', 'Direct', 'Testicules', 'budget', 'actions']","['Grotte', 'Vin', 'Nick', 'bat', 'Sous-sol', 'Sous-sol']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['Flower', 'Regenbogenhaut', 'Lilienart', 'Name', 'Berben']","['Illusionist', 'Tricks', 'performance', 'supernatural', 'Blaine', 'Copperfield']","['Annual', 'Celebration', 'suit', 'Candles', 'party', 'party']","['Vehicle', 'beam', 'Farm', 'beam', 'Beam', 'Farm']","['Alcatraz', 'Building', 'guard', 'crime', 'break', 'sentenced']","['performance', 'Tour', 'music', 'festival']","['Nickel', 'Currency', 'mint', 'cent', 'insert', 'quarter']","['Guckloch', 'T\\u00fcrkuckloch', 'Geheimdienst', 'JamesBond', 'Geheim']","['Waddle', 'Lips', 'Quack', 'Cover', 'Donald', 'Anaheim']","['Toadstool', 'Enoki', 'mario', 'Sautee', 'topping', 'Topping']","['symbio', 'taronga', 'displayed', 'creatures']","['massage', 'henge', 'boulder', 'pebble', 'rock', 'rock']","['Armstrong', 'Tidal', 'Lunar', 'Craters', 'Satellite', 'Landing']","['Bag', 'Bottle', 'Waste', 'Materials', 'Polythene', 'rubber']","['Baking', 'caramel', 'is', 'it']","['Block', 'Guarding', 'Self', 'military', 'Shield', 'Shield']","['Anker', 'glied', 'Saw', 'Saw']","['Drawings', 'nook', 'unobvious', 'stalactite', 'Wrapping', 'damp']","['Bundt', 'Frosting', 'sponge', 'Easy', 'Cup', 'cup']","['grist', 'general', 'Pepper', 'Flour', 'Wind', 'Water']","['Anniversary', 'Tense', 'Gift', 'now', 'cash', 'Here']","['Sporicidal', 'Mildew', 'Penicillin', 'Vile', 'infestation']","['R\\u00e9paration', 'Bricolage', 'Tournevis', 'Marteau']","['Qualmen', 'kippe']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Steps', 'Gown', 'Dancing', 'Waltz', 'Fancy', 'Foxtrot']","['T\\u00e1rgy', 'Christmas', 'Sz\\u00fclinap', 'Birthday']","['sun', 'constellation', 'Movie', 'Astronomy', 'Polaris', 'Asterisk']","['blue', 'passcode', 'Hart', 'Smith']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Bright', 'Shine', 'Solar', 'Star']","['Haystack', 'Pins', 'thread', 'Thread', 'vaccine', 'Vaccine']","['Trois', 'Alexandre', 'Dumas', 'Dartagnan', '\\u00c9p\\u00e9e', '\\u00c9p\\u00e9e']","['Newton', 'lab', 'biology', 'biology']","['fence', 'ark', 'captivity', 'Topia', 'Spectacular', 'animalkeeper']","['Free', 'Bird', 'Nicolas', 'Bars', 'actor', 'avoidant']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['happy', 'annually', 'another', 'year']","['Crimson', 'and', 'lucky', 'irish']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['spicy', 'l\\u00e4nglich', 'rot', 'rot']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['chaussure', '\\u00e0', 'Aiguille', 'Achille']","['Dinner', 'Cat', 'Chairs', 'tennis', 'chair', 'Tennis']","['Sofa', 'Potato', 'Big', 'Comfy']","['Buffalo', 'Capitol', 'Clinton', 'William', 'Nye', 'Nye']","['Octopedal', 'Small', 'Shelob', 'arachnid']","[""toymakers'"", 'factory', 'Santas', 'cave']","['Baraque', 'Lambersartoise', 'Moules', 'V\\u00e9g\\u00e9taline', 'Huile', 'McCain']","['Early', 'Sunrise', 'Am', 'Dawn', 'Glory', 'Wood']","['...tail', 'dwarf', 'my', 'little']"
Mystery Word,Bougie,Snow,Tennis,Panda,Twins,Jewel,Currency,Yesterday,Mosquito,Melon,Present,Castle,Klavier,Couverture,Star,Tracteur,Button,Barbe,Bourse,Cave,Valise,Iris,Magician,Birthday,Tractor,Prison,Concert,Coin,Spion,Duck,Mushroom,Zoo,Stone,Moon,Plastic,Cake,Defense,Chain,Grotto,Cake,Mill,Present,Mold,Outil,Zigarette,Quarter,Root,Ballroom,Present,Star,Lock,Guard,Sun,Needle,Mousquetaire,Science,Zoo,Cage,Coin,Bar,Stone,Birthday,Clover,Envelope,Plastic,Card,Soap,Mill,Poker,Chili,Vegetable,Talon,Table,Couch,Bill,Spider,Grotto,Frites,Morning,Pony
Guess,bougie,Snow,Tennis,,Twins,jewelry,,Yesterday,mosquito,Round,present,Castle,Klavier,Couverture,,Tracteur,Button,Barbe,,,valise,Iris,Magician,Valentines,,Prison,Concert,Coin,Spion,Duck,Mushroom,Zoo,stone,moon,plastic,Tart,Defense,Kette,Cave,Cake,Mill,present,Bacteria,Outil,Zigarette,mix,,Ballroom,,Star,lock,guard,Sun,needle,Mousquetaire,Science,zoo,cage,Coin,Bar,Stone,Birthday,Clover,Bag,Cosmetics,Card,Soap,Mill,Poker,Chilli,Vegetable,Talon,tuna,couch,Bill,Spider,grotto,Frite,Morning,Pony
