ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78
Table Number,474045761,474077866,473954600,474013322,474067568,473538476,473760555,473778812,472984391,473530228,473652641,473416095,473357607,472375458,472767188,472679267,472597677,472811422,472014796,472827452,472491678,472534582,472317073,472389809,471945811,471806145,472041231,471997814,471212025,472021556,471856560,471555173,470924700,471168377,471325342,470986442,470762680,470582954,469750424,469698127,470400881,470370160,470164957,470134481,470129046,470059345,469607092,468687660,468369802,468063879,467974821,467408855,466084294,465665365,465666075,465668036,465668546,462553646,459279309,458716764,457064795,454586755,453839362,451463411,449145581,446155644,445628197,423771261,421549329,396307534,381777020,348302073,344838144,341401520,337346134,336562502,321888448,319065151
Move,['11'],['18'],['9'],['10'],['11'],['12'],['49'],['18'],['25'],['6'],['56'],['36'],['27'],['41'],['47'],['27'],['13'],['19'],['16'],['41'],['46'],['6'],['54'],['49'],['36'],['38'],['73'],['46'],['58'],['43'],['44'],['46'],['65'],['82'],['83'],['66'],['36'],['45'],['42'],['12'],['67'],['101'],['101'],['37'],['56'],['67'],['62'],['43'],['73'],['67'],['63'],['61'],['22'],['17'],['17'],['17'],['18'],['108'],['40'],['19'],['36'],['11'],['82'],['40'],['73'],['37'],['75'],['1579'],['95'],['430'],['1061'],['2340'],['1486'],['2531'],['3633'],['1530'],['3102'],['355']
Mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode
Speed,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,Français,Deutsch,English,Deutsch,English,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,Français,English,English,English,English,English,Deutsch,Français,Deutsch,English,English,English,Français,English,English,English,English,English,Français,English,English,English,English,English,Français,Deutsch,Français,English,Français,English,English,English,English,English,English,Deutsch,Français,English,English,English,English,English,English,English,Deutsch,Deutsch,English,English,English,Français,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['kr\\u00e1\\u013e', 'zvierat', 'Hriva', '\\u017dlt\\u00fd']","['Copyright', 'Somalia', 'Caribean', 'chest', 'sea', 'Sea']","['transport', 'Aeronef', 'Gyropode', 'v\\u00e9hicule', 'h\\u00e9lices', 'Volant']","['Marzipankugel', 'Amadeus', 'Nachtmusik', 'Wien']","['Novel', 'Reserve', 'Biblio', 'pages']","['Tintenfisch', 'Oktopus', 'achtf\\u00fc\\u00dfig', 'Klammerer', 'Seeungeheuer', 'Noppen']","['Sars-CoV-2', 'Influensa', 'Ebola', 'Hepatitis']","['errors', 'tv', 'Funny', 'show', 'Humor', 'Central']","['karate', 'black', 'Leather', 'accessory', 'Buckle', 'buckle']","['Pumpernickel', 'Rye', 'Yeast', 'Flour', 'Roll', 'Loaf']","['perry', 'gadget', 'clue', 'Benoit', 'Sherlock', 'Jekyll']","['Mirror', 'Onion', 'Cup', 'Mug', 'Shatter', 'Window']","['drink', 'window', 'Break', 'toast', 'Cup', 'Cup']","['Rob', 'Brains', 'Romero', 'walker', 'Walker']","['Blustery', 'Gust', 'Flatulence', 'Turbine', 'turbine', 'Turbine']","['complain', 'berate', 'NS', 'Arriva', 'track', 'Tracks']","['Pruneau', 'Centre', 'Pepin', 'Coeur', 'Fruit', 'Fruit']","['show', 'tulip', 'Rose', 'Bees', 'Chrysanthemum', 'Bee']","[""Let's"", 'Thrill', 'rollercoaster', 'mount', 'skitch']","['Colorfull', 'Talking', 'pirate', 'shoulder']","['Adjective', 'sakuraki', 'Idiot', 'Talent', 'Prodigy', 'Einstein']","['leek', 'scallion', 'satire', 'website', 'Layers', 'Eye-watering']","['cong\\u00e8re', 'Avalanche', 'Blanche', 'Blanche', 'Blanc', 'Blanc']","['clay', 'Fungus', 'deadly', 'Rot', 'JELLO']","['peter', 'Francis', 'Catholic', 'Catholic', 'Vatican', 'vatican']","['Wyrmspan', 'Mythology', 'Polunga', 'Mitologic', 'Fire', 'Romania']","['tube', 'champagne', 'Woodwind', 'Skinny', 'pipe', 'pipe']","['Survival', 'Survivors', 'Pest', 'palmetto', 'exoskeleton', 'Cucaracha']","['Handschmeichler', 'Steinchen', 'Zierstein', 'Splitt', 'Flussufer', 'Klein']","['Cuisson', 'Sauce', '\\u00c9t\\u00e9', 'Saucisse']","['Jahreswechsel', 'Jahresende', 'Raclette', 'Weihnachten']","['tefiti', 'Kilimanjaro', 'Krakatoa', 'pompeii', 'Vesuvius', 'Vesuvius']","['Blade', 'Rapier', 'Excalibur', 'Sabre']","['appetizer', 'Toppings', 'paper', 'Options', 'specials', 'main']","['Jeu', 'Cowboy', 'diamant', 'Plaisir', 'Carte', 'Cartes']","['skillet', 'all', 'Frying', 'Muffin', 'Peter', 'Peter']","['PowerPoint', 'Land', 'Show', 'Slippery', 'baseball', 'playground']","['Wall', 'Support', 'man', 'Humanbeing', 'Timber', 'Plasterboard']","['Roman', 'Ice', 'Bubble', 'Bubble']","['Sky', 'Water', 'condensation', 'drizzle', 'Cloud', 'Wet']","['bagnole', 'Cadillac', 'Audi', 'Citroen', 'course', 'Automobile']","['Sun', 'Howl', 'landing', 'Armstrong', 'Satellite', 'moonlight']","['Traitor', 'Trump', 'Vermin', 'mouse', 'splinter', 'sewer']","['mugiwara', 'yarhar', 'Hunter', 'Zoro']","['melody', 'Band', 'Bird', 'carol', 'verse', 'Lullaby']","['Spades', 'Credit', 'Game', 'Credit', 'credit', 'Games']","['Apero', 'Fromage', 'Volume', 'Forme', 'Carr\\u00e9', 'Carr\\u00e9']","['Schnell', 'Sheldon', 'JLA', 'Ming', 'Lichtgeschwindigkeit', 'Licht']","['Vote', 'D\\u00e9bats', 'Scrutin', 'Municipale', 'Municipal', 'Municipale']","['Purple', 'Precipitation', 'Forest', 'Drips', 'puddle', 'wet']","['Goji', 'Airelle', 'Cochons', 'Rio', 'Echancrure', 'Myrtille']","['Poutine', 'Tater', 'french', 'curly', 'Potato', 'Waffle']","['Roger', 'eminem', 'Jessica', 'jessica']","['Maker', 'chef', 'Cake', 'cake']","['Sch\\u00f6nbrunn', 'Buckingham', ""Jafar's"", 'home']","['-rat', 'tunnels', ""it's"", 'home']","['nailed', 'tree', 'mad', '-roads']","['Einsatz', 'Sirene', 'Hydrant', 'Schlauch', 'Tat\\u00fctata', 'Qualm']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['gumiho', 'Vixen', 'Scully', 'Inari', 'Mulder', 'experiment']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['Trompete', 'Signalton', 'Blasinstrumente', 'Signal', 'Einritt', 'Instrument']","['Stapler', 'Mist', 'Salat', 'Dreizack', 'Dreizack']","['male', 'Annoying', 'Morning', 'chicken', 'Chicken', 'Chicken']","['cartoon', 'Paper', 'card-board', 'milk', 'milk', 'milk']","['Bratz', 'Bobblehead', 'House', 'Porcelain']","['Agent', 'Secret', 'Oss', '117', 'KGB', 'CIA']","['putter', 'association', 'Discotheque', 'Golf']","['Valor', 'Honor', 'Silver', 'Bronze', 'Olympic', 'Award']","['Seamen', 'blackbeard', 'Falcon', 'crunch', 'Crunch']","['Roi', 'GengisKhan', 'royaume', 'mulan', 'Napol\\u00e9on', 'Napol\\u00e9on']","['Mariposa', 'Avenue', 'Road', 'Type', 'Croissant', 'Curve']","['Vania', 'colegiata', 'sand', 'king']"
Mystery Word,Lion,Pirate,H\u00e9licopt\u00e8re,Mozart,Book,Krake,Virus,Comedy,Belt,Bread,Detective,Glass,Glass,Zombie,Wind,Rail,Noyau,Flower,Ride,Parrot,Genius,Onion,Neige,Mold,Pope,Dragon,Flute,Cockroach,Kiesel,Barbecue,Silvester,Volcano,Sword,Menu,Solitaire,Pan,Slide,Stud,Bath,Rain,Voiture,Moon,Rat,Pirate,Song,Card,Cube,Flash,\u00c9lection,Rain,Baie,Fries,Rabbit,Baker,Palace,Sewer,Cross,Feuerwehr,Bande,Pearl,Fox,Crescent,Museum,Ninja,Dungeon,Battery,Fanfare,Gabel,Rooster,Carton,Doll,Espion,Club,Medal,Captain,Empereur,Crescent,Castle
Guess,Lion,Africa,H\u00e9licopt\u00e8re,Mozart,Book,Kraken,Virus,Comedy,Belt,Bread,detective,Glass,coffee,Zombie,Wind,rail,Noyau,Garden,Jet,Parrot,genius,Onion,Neige,Mold,pope,Dragon,Flute,Bug,Kies,Barbecue,Silvester,Volcano,Sword,menu,,fries,Slide,stud,Gelato,Rain,Voiture,Moon,rat,pirate,song,Suit,Cube,Dynastie,\u00c9lection,rain,Baie,Fries,run,baker,Palace,Sewer,Cross,Feuerwehr,,mussel,Fox,Crescent,,,dungeon,Battery,Horn,Gabel,DJ,pinata,Doll,Espion,club,Medal,captain,Empereur,Crescent,Castle
