ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54
Table Number,460147903,459935640,459870654,459532429,459341737,459342553,459307884,459200060,458716764,458595887,458179925,458150207,457899899,457876955,457697748,457698776,457623598,457019141,455944000,455938067,455805973,455544760,455460040,455303315,455143990,455042660,454586755,454507210,453839362,453260594,452674296,451217602,450449579,449716212,448792679,448202573,446514318,446155644,445297184,443403998,441488112,431028987,420552674,405054016,358827793,357001162,343894377,331907183,330741642,328236739,322726720,321888448,317609821,314877288
Move,['8'],['5'],['8'],['27'],['7'],['15'],['11'],['5'],['18'],['19'],['51'],['19'],['47'],['51'],['78'],['12'],['30'],['29'],['52'],['109'],['45'],['92'],['44'],['56'],['45'],['56'],['11'],['37'],['82'],['57'],['58'],['66'],['52'],['27'],['79'],['40'],['20'],['36'],['15'],['76'],['102'],['423'],['347'],['1090'],['1644'],['1799'],['2043'],['884'],['2587'],['3050'],['1063'],['2881'],['1480'],['3314']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,Real-time • Normal speed (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only
Language,Français,Français,Français,English,English,English,English,English,English,Deutsch,English,English,Français,English,English,English,English,English,Deutsch,English,Français,English,Français,English,Français,Français,English,English,English,English,English,English,English,English,English,English,Deutsch,English,Deutsch,English,English,English,English,English,Français,English,English,English,Français,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Lait', 'Bl\\u00e9', 'bol']","['Gants', 'Coups', 'Anglaise', 'Tiozzo']","['Sissi', 'Reine', 'Diana', 'Diana', 'Diana']","['Jab', 'boxing', 'line', 'card', 'drunk', 'Box']","['Oil', 'Fart', 'Fart', 'Fart']","['Dining', 'Periodic', 'planking', 'square']","['myself', 'looking-glass', 'Copy', 'Reflection', 'bathroom', 'silvery']","['Chucker', 'Pointy', 'Poking', 'Weapon']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['Bauch', 'Schnur', 'BAuch', 'Schnur']","['Chitty', 'Gong', 'cock', 'bing']","['snooze', 'Morning', 'Clock', 'monoxide', 'Siren', 'siren']","['Prison', 'D\\u00e9grisement', 'Grise', 'Procaryote', 'Mitose', 'mitose']","['skein', 'shearing', 'Merino', 'Cashmere']","['biscuit', 'Snickerdoodle', 'Browser', 'newjeans', 'Subway', 'Oreo']","['Barclays', 'HSBC', 'robbery', 'Gringotts', 'depository', 'cash']","['treaty', 'pact', 'Coalition', 'united', 'Accord', 'accord']","['wedding', 'long', 'Tutu', 'Garment', 'Fancy', 'Fancy']","['Hanuta', 'Strauch', 'Nougat', 'M\\u00f6belholz']","['ardor', 'Bach', 'crucifixion', 'drive', 'Christ', 'Christ']","['Dunes', 'Car\\u00eame', 'Sahara', 'Mirage', 'Scorpion', 'Dakar']","['Carrot', 'Tuber', 'beet', 'Liquirizia', 'Beer', 'Cause']","['escalade', 'Electrique', 'Courant', 'Judo']","['Rabbit', 'DBD', 'Train', 'Euro', 'Vision', 'Vision']","['Caverne', 'Lascaut']","['Condiment', 'Amora', 'Mayonnaise', 'jaune', 'savora', 'Dijon']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Nazeggen', 'Veelkleurig', 'Kooi', 'Praten']","['Relics', 'building', 'Artifacts']","['Frontal', 'Lobe', 'michael', 'tanya']","['3D', 'Granite', 'Of', 'Liberty', 'Bust', 'Chiseled']","['oink', 'Wilbur', 'trotter', 'Guinea', 'Peppa', 'pork']","['dice', 'Euro', 'Box', 'rail']","['Defense', 'esquire', 'Woo', 'General', 'Ace', 'Legal']","['Truss', 'Metal', 'Solar', 'Hyper', 'ray', 'light']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Electrical', 'Tesla', 'Life', 'AAA']","['Fels', 'klein', 'Autonome', 'werfen']","['Filter', 'Snu', 'baseball', 'Chewing', 'Pipe', 'nicotine']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['ABC', 'Write', 'alphabet', 'Post']","['expensive', 'eggs', 'costly', 'seafood', 'Salted', 'Roe']","['Roger', 'Fluffy', 'Velveteen', 'Thumper']","['habit', 'mari\\u00e9e', 'Alezan', 'Fourreau']","['Up', 'prison', 'pad', 'down', 'Smith', 'smith']","['Pig', 'Oil', 'Mushroom', 'Mushroom']","['Tractor', 'Ranch', 'Crops', 'McDonald', 'Barn', 'Agriculture']","['Vegetarien', 'Public', 'Conclu', 'Fruitier']","['mojito', 'BACARD\\u00cd', 'Cane', 'Daiquiri', 'pirates']","['Material', 'Straw', 'Fake', 'Recyclable', 'Pipe', 'Bag']","['Cracked', 'Monk', 'Tiny', 'Gravel', 'poker', 'dip']","['Party', 'game', 'daiquiri', 'Margarita', 'molotov', 'Sauce']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']"
Mystery Word,C\u00e9r\u00e9ale,Boxe,Princesse,Punch,Gas,Table,Mirror,Spear,Pearl,Nabel,Bang,Alarm,Cellule,Wool,Cookie,Bank,Alliance,Dress,Haselnuss,Passion,D\u00e9sert,Root,Prise,Tunnel,Grotte,Moutarde,Crescent,Parrot,Museum,Brain,Statue,Pig,Cube,Attorney,Beam,Grape,Meerjungfrau,Battery,Stein,Tobacco,Anchor,Letter,Caviar,Rabbit,Robe,Lock,Truffle,Farm,March\u00e9,Rum,Plastic,Chip,Cocktail,Circle
Guess,vache,Boxe,Imp\u00e9ratrice,punch,,Table,mirror,Dagger,mussel,,Bang,Alarm,Cellule,Wool,Cookie,bank,Alliance,Dress,Haselnuss,passion,Oasis,root,Prise,tunnel,Grotte,Moutarde,Crescent,Papegaai,,brain,statue,pig,Game,attorney,Beam,,Meerjungfrau,Battery,Stein,Tobacco,,Letter,caviar,rabbit,Robe,Jumpsuit,Byproduct,Farm,March\u00e9,caribbean,Paper,Chip,Cocktail,Circle
