ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65
Table Number,506127566,506133386,505931729,506080714,506014456,505904321,505770708,505724592,505681893,505662940,505572343,505476685,504361594,505356470,504932333,504986038,504815717,504927732,504638925,504426483,504209186,504486514,504544568,504234513,503953488,504127845,503942598,504054929,503612876,503888108,503753424,503720064,503394382,503296921,503333095,501891319,501889987,500920253,500452237,500686195,499939612,499822950,499679877,499252684,498938279,497407451,495122405,493769667,493675456,492358188,491305856,490280100,488975321,488379380,484682575,479232973,473773078,466081205,426921218,420552674,417255169,348302073,336562502,313533300,312552889
Move,['8'],['6'],['10'],['19'],['7'],['28'],['36'],['30'],['7'],['28'],['33'],['19'],['52'],['27'],['37'],['46'],['37'],['60'],['10'],['32'],['59'],['56'],['85'],['67'],['42'],['41'],['51'],['37'],['62'],['66'],['31'],['46'],['23'],['44'],['47'],['63'],['32'],['85'],['67'],['72'],['36'],['100'],['52'],['90'],['606'],['104'],['79'],['57'],['7'],['92'],['39'],['37'],['53'],['79'],['98'],['2832'],['545'],['80'],['723'],['713'],['1881'],['2725'],['1771'],['3988'],['2269']
Mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode
Speed,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,Français,English,Français,English,Deutsch,English,English,English,Deutsch,English,Deutsch,Français,English,Deutsch,Deutsch,English,Français,English,Français,English,Français,English,Deutsch,English,English,English,English,English,Français,Français,Français,Deutsch,Français,English,English,Français,Deutsch,Français,English,English,Français,Français,English,English,English,English,English,English,Français,Français,English,Français,English,English,English,English,English,English,English,Français,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Band', 'piper', 'Lizzo', 'Woodwind', 'woodwind']","['Orchestra', 'Blowhard', 'Bigger', 'Large', 'Piccolo', 'Piccolo']","['Veau', 'Pis', 'Brique', 'Dent']","['coddler', 'soft-boiled', 'incubate', 'hen', 'Scrambled', 'Chicken']","['Confiserie', 'Friandise', 'Sucrerie', 'Sucrerie']","['Nose', 'splinter', 'Grasp', 'Cut', 'Tool', 'Tool']","['Nordgermane', 'Halvar', 'Terrorist', 'Lagertha', 'Krieger', 'Nordisch']","['tube', 'dachshund', 'Tapas', 'BBQ']","['Britney', 'Dill', 'Stab', 'weapon']","['Home', 'Structure', 'Birdhouse', 'Twigs', 'Egg', 'Eggs']","['Inglorious', 'Basterds', 'Schie\\u00dffilm', '\\u00fcbertrieben']","['Explore', 'Pathway', 'Bowie', 'Pan\\u2019s', 'Minotaur', 'minotaur']","['Peniskopf', 'obst', 'Wald', 'Braun', 'Baum', 'Baum']","['Parking', 'Metro', 'billet', 'amoureux']","['Money', 'Loonie', 'Penny', 'Purse']","['Badewanne', 'Schokokuss', 'Duschen', 'Wei\\u00df']","['Melodie', 'Aramsamsam', 'Mtv', 'Hitster', 'Klassische', 'Lalala']","['sunscreen', 'shore', 'volleyball', 'Assateague']","['Toscane', 'Mont-Saint-Michel', 'Groseille', 'Bois']","['Clocktower', 'Chime', 'Ring', 'Ring']","['dents', 'Couvert', 'chronopost']","['Red', 'Bakewell', 'stone', 'Blossom', 'Blossom', 'BLOSSOM']","['surface', 'Diner', 'Langer', 'Bureau', 'basse', 'Chaise']","['Beefeaters', 'Coast', 'Protect', 'Point', 'Protect', 'Point']","['Reinecke', 'G\\u00e4nsedieb', 'rot', 'listig', 'Waldtier', 'Tier']","['Rose', 'Pollen', 'Daffodil', 'Daffodil']","['Crossing', 'Kwai', 'Severn', 'Iron']","['Transformers', 'Bumble', 'Queen', 'Hive', 'Killer', 'Honeycomb']","['Japanese', 'Berserk', 'graphic', 'Novel', 'Anime', 'Com8c']","['24k', 'BugsBunny', 'orange', 'vegetable', 'Vegetable']","['raider', 'chute', 'Muet', 'Comme', 'Recueillement', 'Chutte']","['Dirigeant', 'Cuissot', 'patron', 't\\u00eate']","['Dur', 'pr\\u00e9nom', 'Roche', 'roche']","['Vesuv', 'Wein', 'Pizza', 'Mittelmeer', 'Garibaldi', 'Forza']","['Luth', 'Caouane', 'li\\u00e8vre', 'lent']","['moat', 'manor', 'Windsor', 'Hever', 'gothic', 'building']","['Festival', 'Heringe', 'Party', 'Schlafplatz', 'Camping', 'Camping']","['Coffre', 'Carton', 'conserve', 'Nuit', 'Outils', 'Allumette']","['Gummifigur', 'Matell', 'RosaFilm2023', 'Film']","['patissier', 'Artisan', 'p\\u00e9trir', 'Pain', 'P\\u00e9trin', 'P\\u00e9trin']","['shimmy', 'tap', 'Waltz', 'ballet']","['Show', 'Queue', 'Rock', 'Tour', 'Music', 'Loud']","['Lumi\\u00e8res', 'Voiture', 'Bateau', 'Lumi\\u00e8re']","['Squelette', 'Tr\\u00e9buche', 'Familiale', 'silencieux', 'Cimeti\\u00e8re', 'Caveau']","['royalty', 'male', 'Henry', 'England', 'CharlesIII', 'Monarch']","['Pregnancy', 'Infant']","['bOLT', 'Spiral', 'Phillips', 'Driver']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Handles', 'silverware', 'Knife', 'You', 'prongs', 'Prongs']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['judy', 'fight', 'Karate', 'Drink']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pizza', 'half', '15', '15minutes']","['Hospitality', 'Marriott', 'accommodation', 'star']","['confectioner', 'sweet', 'creamy', 'r\\u00e1k\\u00f3czi', 'dessert', 'dessert']","['rip', 'cord', 'Paratrooper', 'Saver']","['Bangle', 'Armband', 'Friendship', 'Jewellery']","['business', 'tell', 'just', 'for', 'Pickaboo', 'Discover']","['Wedding', 'Carat', 'Rock', 'backs', 'clarity', 'Neil']","['flatulence', 'pet', 'Mode', 'Chauffage', 'Propane', 'Hydrog\\u00e8ne']","['Connaissance', 'Naturelle', 'Logique', 'Univers', 'Po', 'Po']","['love', 'us-open', 'Sampras', 'Federer', 'court', 'Court']","['Stop', 'villain', 'Achilles', 'Balm', 'obey']"
Mystery Word,Flute,Flute,Lait,Egg,Bonbon,Pliers,Wikinger,Sausage,Spear,Nest,Tarantino,Labyrinth,Eichel,Ticket,Coin,Schaum,Musik,Beach,Baie,Bell,Fourchette,Cherry,Table,Guard,Fuchs,Flower,Bridge,Bee,Manga,Carrot,Tombe,Chef,Pierre,Italien,Tortue,Castle,Tent,Bo\u00eete,Barbie,Boulanger,Dance,Concert,Phare,Tombe,King,Baby,Screw,Spider,Heat,Fork,Baleine,Valise,Punch,Poup\u00e9e,Quarter,Hotel,Cake,Parachute,Bracelet,Show,Diamond,Gaz,Science,Tennis,Heel
Guess,flute,Tuba,Lait,Egg,bonbon,Tweezers,Wikinger,Sausage,Spear,nest,Tarantino,Labyrinth,Eichel,Ticket,Coin,Schaum,Musik,Beach,,becon,Argent,brick,Table,Guard,Fuchs,Flower,Bridge,Bee,manga,Carrot,Silence,chef,Pierre,Italien,Tortue,Castle,Camping,Bo\u00eete,Barbie,Boulanger,dance,concert,Phare,tombeau,King,Baby,Screw,Spider,,cutlery,Baleine,valise,Punch,Poup\u00e9e,,Hotel,Cake,Parachute,bracelet,,Diamond,Gaz,Astronomie,tennis,Heel
