ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62
Table Number,509997894,509979754,509545345,509509203,509393764,509085681,508912001,508722739,508565028,508761165,508470737,508181465,508116165,507982780,507837268,507832390,507427229,506942519,507221262,507025156,506453655,506378449,506335856,506189713,506130349,506014207,505803967,504783443,505531145,505178592,504670748,505313146,504815717,504721368,504705518,504676752,504102561,503767286,503636736,503684985,502794447,503273217,502555488,501283844,499617694,499697763,498938279,497964824,497475123,493972187,493769667,491305856,488379380,484682575,462438853,443775902,405054016,402108912,374138794,348838927,319065151,313533300
Move,['5'],['5'],['7'],['10'],['11'],['7'],['19'],['16'],['12'],['39'],['26'],['37'],['66'],['26'],['56'],['10'],['103'],['62'],['21'],['74'],['37'],['49'],['61'],['91'],['93'],['55'],['60'],['15'],['67'],['31'],['39'],['46'],['109'],['67'],['103'],['74'],['100'],['62'],['79'],['83'],['67'],['22'],['53'],['113'],['73'],['117'],['834'],['84'],['307'],['271'],['57'],['39'],['79'],['98'],['878'],['2275'],['2134'],['1521'],['1584'],['1765'],['435'],['4024']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,Deutsch,Deutsch,English,English,English,Français,Français,English,Français,English,English,English,English,Deutsch,English,Français,English,Français,Français,Français,English,English,English,English,English,English,English,Français,English,English,English,Deutsch,Français,Français,English,English,Français,English,English,English,Français,English,English,Français,Deutsch,English,English,English,English,English,Français,Français,English,Français,Français,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['alcohol', 'White', 'red', 'Red']","['T\\u00e4t\\u00e4\\u00e4', 'Jecken', 'K\\u00f6lle', 'Meenz']","['Metallbeschichtung', 'Schneewittchen', 'Badezimmer', 'Nachrichtenmagazin']","['Ballot', 'choice', 'presidential', 'POLL', 'Vote']","['Jeugd', 'Achttien', 'Jongere', 'Junior']","['Braces', 'cavity', 'Hygienist', 'Hygienist']","['Morricone', 'Diligence', 'Spaghetti', 'Wayne', 'Cowboy', 'Cow-boy']","['Combustion', 'Incendie', 'Bois', 'Chaud']","['Q', 'Top', 'End', 'Landfill', 'Cue', 'Dump']","['Blanche', 'Arbre', 'Morte', 'Morte']","['go', 'move', 'oil', 'cade', 'Eyes', 'Transport']","['microsoft', 'Peek', 'Sill', 'shopping', 'Glazier', 'skylight']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['Final', 'Hay', 'Man', 'Hat', 'Camels', 'Back']","['\\u00d6se', 'Wolle', 'roter', 'Verlieren', 'Garn', 'Garn']","['spade', 'diamond', 'UNO', 'Deck']","['Poker', 'supermarch\\u00e9', 'Cartes', 'Jeux', 'croupier', 'roulette']","['Marathon', 'Relay', 'Drag', 'Culture', 'Ethnicity', 'Ethnicity']","['Prison', 'Case', 'D\\u00e9grisement', 'capteur']","['Donkey', 'Pr\\u00e9nom', 'Caillou', 'Rocher', 'Rocher', 'Caillou']","['Arm\\u00e9e', 'chaise', 'Barbossa', 'MORGAN', 'Koivu', 'Hadock']","['Lachen', 'Show', 'Entertainment', 'Central', 'Standup', 'Standup']","['Tissue', 'wipe', 'Bounty', 'Towel', 'mouth', 'mouth']","['Downpour', 'Raining', 'wind', 'Ororo', 'Thunder', 'Thunder']","['Rotors', 'engine', 'Energy', 'Energy', 'generator', 'Generator']","['Vision', 'Fence', 'Surf', 'chess', 'Game', 'Black']","['Weekend', 'Finals', 'Bloody', 'Church', 'Bloody', 'Church']","['Cell', 'Jailbird', 'Jail', 'Jail']","['Proute', 'Colombes', 'Calme', 'Guerre', 'Guerre', 'Peace']","['glazier', 'Bottle', 'windows', 'Window']","['Rodent', 'Turophile', 'Minnie', 'Jerry']","['Bury', 'Dig', 'Knight', 'spade', 'spade', 'spade']","['Village', 'Kuscheltiere', 'Verreckt', 'Grab', 'Urne', 'Urne']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['Hennessy', 'Ange', 'parfait', 'Nirvana', 'Vanessa', 'Vanessa']","['Bratwurst', 'Chorizo', 'Hotdog', 'Link', 'porc', 'Pork']","['Cavalry', 'mount', 'Hoops', 'mare', 'centaur']","['Tatamis', 'Kids', 'kid', 'judo']","['bing', 'Fornicate', 'Loud', 'Loud']","['Sunny', 'atmosphere', 'report', 'storm', 'Storm', 'Storm']","['Saber', 'incisor', 'Enamel', 'Dental', 'Cavity']","['Fardeau', 'Obstacle', 'canon', 'munition']","['Copper', 'Transformer', 'Electric', 'Rope']","['Sufragio', 'paso', 'Fraudulenta', 'Comicio', 'Democracia', 'Politica']","['L\\u00e8ve', 'chinook', 'Mistral', '\\u00c9ole', 'Sirocco']","['Troja', 'Sklavenaufstand', 'R\\u00f6mischersklavenaufstand', 'Gladiator', 'Gladiator', 'Gladiator']","['Past', 'Dusk', 'Night', 'Dress', 'supper', 'time']","['Stark', 'Soldier', 'Wonderland', 'Hibernation', 'Season', 'December']","['spectacle', 'Chemistry', 'Interested', 'allure', 'magnetic', 'Magnet']","['charmer', 'Rope', 'fakir', 'Viper', 'Python', 'phobie']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pizza', 'half', '15', '15minutes']","['Diamant', 'Nouilles', 'Pendentif', 'Chat', 'P\\u00e2tes', 'Perles']","['Joconde', 'Pot', 'splatoon', 'munition']","['Rollerblade', 'Wheels', 'Figure', 'Blade']","['Rain', 'fudge', 'fondue', 'sweet', 'cocoa', 'Cake']","['pie', 'orange', 'Cinderella', 'Carriage']","['Cancre', 'manga', 'Papale', 'Sp\\u00e9culative', 'BD', 'Champagne']","['Sinatra', 'La', 'Hugo', 'Hurley']","['wagons', 'Circumference', 'unending', 'shape', 'jerk', 'revolve']"
Mystery Word,Wine,Karneval,Spiegel,Election,Minor,Dentist,Western,Feu,Tip,Feuille,Motor,Window,Fox,Straw,Faden,Card,Casino,Race,Cellule,Pierre,Capitaine,Comedy,Napkin,Storm,Turbine,Board,Sunday,Prison,Paix,Glass,Mouse,Shovel,Friedhof,Vache,Paradis,Sausage,Horse,Karat\u00e9,Bang,Weather,Tooth,Boulet,Coil,Election,Vent,Spartacus,Evening,Winter,Attraction,Snake,Spider,Baleine,Poup\u00e9e,Quarter,Collier,Peinture,Skate,Chocolate,Pumpkin,Bulle,Boss,Circle
Guess,Wine,Karneval,Spiegel,Nominate,Puber,Dentist,Western,Charbon,Tip,Feuille,motor,Window,immigrant,Straw,Masche,Cards,Jeton,Race,,\u00c2ne,Capitaine,Comedy,Paper,storm,,Board,,Prison,Paix,bottle,Mouse,spade,Friedhof,Vache,paradis,Sausage,horse,Karate,Cherry,noon,tooth,D\u00e9fense,Coil,Vote,Vent,Spartacus,evening,winter,Love,Cobra,Spider,Baleine,Poup\u00e9e,,Collier,Peinture,Skate,Chocolate,pumpkin,Bulle,Voice,Circle
