ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73
Table Number,446837104,446753981,446521625,446503684,446414331,446295648,446260069,446115468,446054177,445979721,445868423,445742197,445581035,445563476,445534312,445529601,445500987,445297184,445146504,445005527,444843544,444566721,444183811,443870122,443819359,443775902,443746698,443699613,443635699,443530152,443493318,443497166,443360595,443203411,443154204,443080096,443085305,443073822,443056669,442987439,442941057,442859216,442523856,442252464,442099463,442051748,441745463,441288303,441185330,441032575,440978972,440912825,440689753,440543522,440225058,440183793,440036382,439675484,438717097,438284391,435781132,434942915,433612231,432865949,430526833,411382679,408307697,387173467,366888891,348838927,336562502,319065151,314877288
Move,7,9,18,7,18,25,5,10,26,19,38,21,13,46,6,19,43,5,32,66,12,29,36,28,45,204,54,78,65,93,73,46,63,39,36,91,45,22,67,65,67,91,14,65,121,78,41,51,65,15,7,82,91,93,106,102,106,44,62,78,11,110,67,20,18,505,52,963,1068,1347,1321,277,3314
Clues,"['mesquite', 'Smoker', 'Ribs', 'Cookout']","['Doctorate', 'Einstein', 'Academic', 'teacher', 'Snape', 'Layton']","['R\\u00f6ntgen', 'Kotzen', 'Lichtflut', 'Tintendrucker', 'Taschenlampe', 'protonen']","['Ink', 'Color', 'picasso', 'finger']","['jetty', 'drink', 'suck', 'Soda', 'Cigarette', 'Cafe']","['bird', 'island', 'relaxation', 'Nirvana', 'Eden', 'Eden']","['Marie', 'Douche', 'Moussant', 'Vapeur']","['Bread', 'Grain', 'Noodles', 'thins', 'Wholemeal', 'ciliac']","['Korb', 'Henne', 'Gockel', 'Kikeriki']","['Flair', 'Tarin', 'Cyrano', 'Narines', 'Odeue', 'oenologue']","['playground', 'water', 'Slip', 'Land', 'Powerpoint', 'Ice']","['Predator', 'Fudd', 'Safari', 'Gunpowder']","['axis', 'WW2', 'x-wing', 'Rebel', 'tactical', 'treaty']","['ORange', 'Concentrate', 'squeeze', 'Squeezed']","['Aid', 'Pogues', 'Rock', 'Group', 'Metal', 'Metal']","['Wheat', 'Grain', 'Mine', 'Fan', 'Grind', 'Grinder']","['Relict', 'Graverobber', 'exhibition', 'ethnology']","['Suizid', 'Oman', 'DJ', 'Schwede']","['measurement', 'Metric', 'Ounces', 'baking', 'Grams']","['Ranpataplan', 'Percussion', 'Boooom', 'Trompette', 'caisse', 'Caisse']","['Desert', 'Arachnid', 'Pincer', 'Venom', 'black', 'Sub-Zero']","['chicken', 'Milk', 'boy', 'Moo', 'Heifer', 'Heifer']","['Slalom', 'Moguls', 'Winter', 'lift', 'Sport', 'sport']","['pillow', 'duvet', 'pled', 'Knitt', 'security', 'Smallpox']","['stoolie', 'narc', 'Infestation', 'Plague', 'Wood', 'Trap']","['Arc', 'Robin', 'carquois', 'Cupidon']","['Incision', 'Appendectomy', 'Surgeon', 'Overload', 'Mincemeat', 'business']","['alimentaire', 'Avengers', 'propagande', 'acteur', 'Cin\\u00e9ma', 'cin\\u00e9ma']","['Archer', 'Bodkin', 'Green', 'castle', 'Direction', 'head']","['Girafe', 'Jeep', 'Elephant', 'sauvages', 'Photo', 'photo']","['equestrian', 'whinny', 'Mane', 'Quadruped', 'Pony', 'Race']","['Criniere', 'Animal', 'Jungle', 'Roi']","['No\\u00ebl', 'D\\u00e9sert', 'Dutronc', 'Opuntia', 'x\\u00e9rophytes', 'mexique']","['Mensa', 'Newton', 'Hawking', 'Gifted', 'Learned', 'IQ']","['carota', 'vegetable', 'betacarotene', 'bunny']","['Sun', 'Phaser', 'Shine', 'laser', 'Laser', 'laser']","['S\\u00fcdpol', 'Happy', 'Feet', 'Kaiser', 'Vogel', 'Vogel']","['Biggest', 'Mammal', 'Sea', 'Sperm']","['windshield', 'pane', 'Water', 'Bottle', 'shatter', 'Shatter']","['Chaplin', 'Barber', 'Facial', 'Shave', 'Beard', 'beard']","['Respect', 'tie', 'tie', 'NA']","['chaleur', 'Bi\\u00e8re', 'Gonfle', 'Pistolet', 'hydraulique', 'Traction']","['Conan', 'Biden', 'Square', 'Glory']","['circus', 'shell', 'Snoopy', 'bean', 'elephant', 'Allergy']","['rabot', 'Ustensile', 'Tournevis', 'Maillet', 'Scie', 'Scie']","['Chime', 'Tinker', 'Cow', 'Taco', 'Taco', 'Taco']","['Tableau', 'Chef', 'Carr\\u00e9', 'Carr\\u00e9']","['Gum', 'Pop', 'Pop', 'Gum']","['Tea', 'Ceramic', 'Coffee', 'Cup', 'Cup', 'coffee']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['Wax', 'rubber', 'Square', 'emboss', 'Postage', 'postage']","['Croutons', 'vinaigrette', 'Romaine', 'Fruit', 'point', 'Raw']","['gluten', 'Grain', 'Cereal', 'mill', 'Whole', 'grind']","['cloth', 'Square', 'Bib', 'Wipe', 'towelette', 'Towelette']","['gap', 'Connect', 'Truss', 'Troll', 'Viaduct', 'London']","['Restrictive', 'Calories', 'Keto', 'Keto', 'atkins', 'Atkins']","['Fish', 'Figure', 'Roller', 'Roller']","['Lonely', 'Meditation', 'Secluded', 'Loner', 'remote', 'Living']","['travel', 'trip', 'Recreation', 'holiday', 'Weekend', ""Lampoon's""]","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['Mince', 'Cow', 'Meat', 'Cattle', 'Bovine', 'Argument']","['nightsky', 'constellations', 'Vega', 'Hollywood', 'Celestial', 'David']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['0', 'X', 'browser', 'Browser']","['Caribbean', 'Japan', 'Coney', 'Mana', 'mana']","['Package', 'knife', 'Meat', 'Meat']","['Cap', 'Twatinthe', 'Beanie', 'Headwear', 'Top', 'top']","['Website', 'Browser', 'Gingerman', 'jar', 'monster', 'Monster']","['fleuret', 'Belladonne', 'Gourdin', '\\u00c9gales', 'Blanche', 'Blanche']","['Bzzzzz', 'Vole', 'Maya', ""l'"", 'insecte', 'butiner']","['Garrotxa', 'Pompeii', 'Peak', ""Dante's""]","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']"
Mystery Word,Barbecue,Professor,Strahl,Painting,Straw,Paradise,Bain,Wheat,Hahn,Nez,Slide,Hunter,Alliance,Juice,Band,Mill,Museum,Avicii,Scale,Tambour,Scorpion,Cow,Ski,Blanket,Rat,Fl\u00e8che,Operation,Film,Arrow,Safari,Horse,Lion,Cactus,Genius,Carrot,Beam,Pinguin,Whale,Glass,Mustache,Bow,Pompe,Hunter,Peanut,Outil,Bell,Cadre,Bubble,Mug,Scale,Candle,Stamp,Salad,Wheat,Napkin,Bridge,Diet,Skate,Hermit,Vacation,Poil,Beef,Star,Lamb,Safari,Island,Butcher,Hat,Cookie,Arme,Abeille,Volcano,Circle
Guess,barbeque,Professor,Strahlen,Painting,milk,Paradise,Bain,flour,Hahn,Nez,Slide,Hunter,War,juice,First,Shaft,Mummy,Avicii,scale,,Scorpion,cow,ski,Blankt,Rat,Fl\u00e8che,operation,film,Arrow,Safari,Horse,Lion,Cactus,Genius,Carrot,ray,,Whale,glass,moustache,artist,Pompe,,peanut,Outil,bell,\u0152uvre,Cloud,china,,,stamp,salad,Wheat,,bridge,diet,Out,Alone,vacation,Poil,Beef,star,,,Island,Amazon,Tweed,honey,Armes,Abeille,Volcano,Circle
