ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73
Table Number,541652192,541437175,541131533,541032519,541200331,540991425,540897993,540642421,540650123,540406780,540712613,540448425,540361426,540302526,540217751,539479780,539553380,539870134,539877940,539851030,539616675,539617948,539180348,538825471,538510157,538195162,538179423,538076587,537722907,537713044,537725271,537606961,537264972,537143207,536284732,536688608,536420443,535977963,536326956,536323155,535380893,535293267,534898626,534528798,534271855,534141449,533093056,531294042,531017180,530603148,530819309,528624330,527754035,528244412,528022855,526405578,526272417,523793465,521791242,517125895,515531482,498938279,489469138,481212678,478416865,470247957,464921867,431028987,422619886,381777020,374138794,358827793,319065151
Move,['5'],['10'],['8'],['12'],['7'],['39'],['7'],['18'],['27'],['7'],['15'],['12'],['16'],['12'],['30'],['37'],['18'],['24'],['20'],['83'],['33'],['36'],['67'],['32'],['51'],['35'],['84'],['55'],['57'],['18'],['63'],['58'],['25'],['71'],['57'],['64'],['56'],['103'],['68'],['43'],['11'],['91'],['101'],['25'],['108'],['59'],['30'],['13'],['60'],['35'],['49'],['52'],['74'],['44'],['90'],['153'],['24'],['85'],['38'],['227'],['53'],['2725'],['987'],['253'],['1181'],['1876'],['537'],['1444'],['800'],['1667'],['1996'],['2566'],['515']
Mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode
Speed,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,Deutsch,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,Français,Français,English,Français,English,English,Deutsch,Deutsch,English,Français,Français,English,Français,Deutsch,English,English,English,Français,English,Français,English,English,English,English,Français,Français,Français,English,English,English,English,English,Français,English,Français,English,English,English,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['granules', 'dish', 'semolina', 'Food']","[""Pan's"", 'maze', 'Trapped', 'Faun', 'Hedges']","['Salt', 'Capsaicin', 'Chili', 'Condiment', 'Serrano']","['Walleye', 'Grouper', 'Branzino', 'Sushi', 'Cod', 'Mackerel']","['wet', 'Comfort', 'Snuggie', 'afghan']","['monalisa', 'RollerFrame', 'Draw', 'Picture', 'Colors', 'Beautiful']","['Paris', 'tube', 'transport', 'massive']","['black', 'fungus', 'Sand', 'Casting', 'spores', 'bacteria']","['Sylvestre', 'boum', 'M\\u00e8che', 'Vacarme', 'Artifice', 'Artifice']","['Sanitize', 'Bubbles', 'Dawn', 'wash']","['Ohm', 'Green', 'Harmony', 'Harmony']","['Dolphin', 'sperm', 'orca', 'blowhole', 'Baleen', 'baleen']","['Vehicle', 'Sedan', 'vroom', 'seatbelt']","['Thames', 'Styx', 'nile', 'amazon', 'Stream', 'Yangtze']","['Lyft', 'hail', 'cab', 'Fare', 'Uber', 'Uber']","['Lillifee', 'k\\u00f6niglich', 'Peach', 'Peach']","['beefsteak', 'soup', 'Red', 'basil', 'Rotten', 'Cherry']","['Detector', 'Secondhand', 'alarm', 'mist', 'lit', 'Tiparillo']","['snoop', 'sleuth', 'espionage', 'Espionage']","['Licorice', 'Treats', 'cane', 'wonka', 'Jawbreakers', 'Jawbreaker']","['Ara', 'Perruche', 'Boisson', 'Oiseau']","['Starboard', 'usb', 'harbor', 'harbor', 'Wine', 'wine']","['oak', 'Bolt', 'acorn', 'Pecan', 'cashew', 'cashew']","['Liquid', 'Receptacle', 'djinn', 'Coke', 'glass', 'reusable']","['Pistol', 'Gun', 'Rifle', 'Projectile', 'Projectile', 'Rifle']","['Brush', 'Follicle', 'Braid', 'Locks']","['Samurai', 'Sneaky', 'Japanese', 'Donatello', 'shuriken', 'Stealth']","['Yeast', 'Flour', 'Rye', 'Sourdough', 'Toast', 'Butter']","['Container', 'Volumetric', 'thermos', 'Quaff', 'erlenmeyer', 'Erlenmeyer']","['outfit', 'Attire', 'Same', 'clothing', 'police', 'police']","['course', 'textile', 'sol', 'sol']","['Epargne', 'outils', 'Enregistreuse', 'Allocations', 'Emporter', 'Charge']","['fishing', 'hook', 'nightcrawler', 'bait', 'meal', 'slimy']","['Illusionniste', 'Garcimore', 'Majax', 'Prestidigitateur']","['samantha', 'Bread', 'patisserie', 'Josephine']","['Drunk', 'Jab', 'boxing', 'sucker', 'fruit', 'Fruit']","['Wasserwerk', 'Geld', 'Gef\\u00e4ngnis', 'LOS', 'Brettspiel', 'Brettspiel']","['Nuss...', 'Winkel', '90', 'Kante', 'Kante', 'Kante']","['Cranium', 'noggin', 'hair', 'Skull', 'skull', 'skull']","['Anniversaire', 'Offrande', 'Emballage', 'Papier', 'Pr\\u00e9sent', 'Pr\\u00e9sent']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Pennywise', 'drain', 'Pipes', 'Rats', 'Plumbing', 'Trench']","['Black', 'Rocaille', 'Enfiler', 'Hu\\u00eetre', 'Hu\\u00eetre', 'Hu\\u00eetre']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['Holes', 'Slotted', 'dirt', 'digger', 'tilling', 'driveway']","['flake', 'Cold', 'skiing', 'Flurry']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Restaurant', 'Maigre', 'Service', 'Choix', 'Carte', 'Carte']","['Eerst', 'Medaille', 'Waardevol', 'Staven']","['Windows', 'Microprocesseur', 'Ibm', 'Lenovo']","['It', 'Bozo', 'Funny', 'Smaldini', 'circus', 'makeup']","['toothpaste', 'container', 'pipe', 'soft', 'you', 'inner']","['Blank', 'Game', 'Stretched', 'Painting', 'Converse']","['tuxedo', 'garfield', 'Nip', 'meow', 'meow', 'Meow']","['scoville', 't\\u00e9l\\u00e9scopique', 'courte', 'monter']","['Gardien', 'Mac\\u00e9o', 'Dieu', 'Aur\\u00e9ole']","['Concert', 'Notes', 'note', 'm\\u00e9lodie']","['Paste', 'off', 'Hair', 'bristle', 'groom', 'paint']","['wool', 'mehhhh', 'Count', 'grass', 'soft', 'Animal']","['Conure', 'Mimic', 'Repeat', 'Pirate', 'Repeat', 'Pirate']","['Underage', 'Small', 'ursa', 'major']","['Emphasis', 'Drawl', 'Speak', 'Highlight', 'Brooklyn', 'lisp']","['Pique', 'Foin', 'chas', 'chas', 'couture', 'Couture']","['Front', 'Hand', 'unbranched', 'Sunday', 'tree', 'Tree']","['Show', 'Repr\\u00e9sentation', '\\u00c9v\\u00e9nement', 'Billet', 'Magie', 'Sc\\u00e8ne']","['Louboutin', 'Yokosuna', 'Hindfoot', 'Stiletto', 'Spur', 'Toe']","['invisible', 'power', 'Teslas', 'Passion']","['Chocolate', 'Pub', 'Drinks', 'stool']","['Volcano', 'rock', 'Molten', 'molten']","['Dry', 'Dark', 'Comedy', 'Comedy']","['Board', 'bird', 'Monopoly', 'chess']","['maillons', 'accroch\\u00e9s', 'Nebulaire', 'String']","['light', 'onion', 'Edison', 'Copy']"
Mystery Word,Couscous,Labyrinth,Pepper,Fish,Blanket,Painting,Metro,Mold,P\u00e9tard,Soap,Peace,Whale,Car,River,Taxi,Prinzessin,Tomato,Smoke,Spy,Candy,Perroquet,Port,Nut,Bottle,Bullet,Hair,Ninja,Bread,Flask,Uniform,Tapis,Caisse,Worm,Magicien,Baker,Punch,Monopoly,Ecke,Head,Cadeau,Perle,Sewer,Perle,Tempel,Shovel,Snow,Ocean,Menu,Gold,Ordinateur,Clown,Tube,Canvas,Cat,\u00c9chelle,Ange,Musique,Brush,Sheep,Parrot,Minor,Accent,Aiguille,Palm,Spectacle,Heel,Electricity,Bar,Lava,Humor,Game,Cha\u00eene,Bulb
Guess,risotto,Labyrinth,Pepper,fish,blanket,Painting,tunnel,mold,Bombe,Soap,,Whale,car,River,taxi,Prinzessin,Tomato,Radar,Detective,Candy,perroquet,port,nut,Bottle,police,Hairs,ninja,Bread,bottle,matching,tapis,Caisse,worm,Magicien,Baker,Punch,Monopoly,Ecke,head,Cadeau,Perle,Sewer,bas,,Plow,Snow,Ocean,Menu,Gold,Ordinateur,clown,toothbrush,canvas,cat,Echelle,,Musique,,sheep,Parakeet,minor,Accent,Aiguille,Palm,Spectacle,Heel,Electricity,Bar,Lava,Humor,game,Chaine,Bulb
