ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54
Table Number,528976915,528746343,528145981,528244412,528440602,528415366,528393510,528129711,528001631,528053058,527960671,526648467,527464647,527346836,526871925,527029597,526594990,526250626,526008211,525458917,525545587,525686422,525657769,524601661,524772379,523904835,523951720,523793465,523602163,523534665,523388276,522534931,522983864,522043003,521576994,520391399,517973951,517039024,515518017,515417691,508116165,504783443,496712411,489469138,489266717,484123113,480162112,431028877,426921218,420552674,381777020,374138794,338553253,322726720
Move,['9'],['12'],['9'],['6'],['16'],['15'],['9'],['6'],['18'],['19'],['5'],['27'],['29'],['68'],['42'],['5'],['38'],['25'],['58'],['96'],['49'],['44'],['9'],['40'],['111'],['74'],['95'],['85'],['36'],['25'],['19'],['18'],['36'],['5'],['11'],['21'],['17'],['35'],['31'],['58'],['75'],['31'],['465'],['738'],['37'],['728'],['45'],['1302'],['927'],['861'],['1596'],['1820'],['2028'],['1311']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only
Language,English,English,English,English,English,Français,English,Français,English,Français,Deutsch,Deutsch,English,English,English,English,English,English,Français,English,English,Français,Deutsch,English,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Curl', 'Door', 'Secure', 'Ness', 'deadbolt', 'Combination']","['delicacy', 'garlic', 'Slimey', 'Shell', 'Slimy', 'Shell']","['bounce', 'Peter', 'Bugs', 'Hopping', 'Roger', 'Hare']","['intersection', 'ff8', 'system', 'spaghetti', 'crossing', 'crossing']","['100.4', 'Sweltering', 'Crazy', 'dream', 'Temperature']","['Fouett\\u00e9e', 'Hydratante', 'Hydratante']","['bibu', 'Building', 'iCU', 'pwh', 'Nethersole', 'facility']","['anneau', 'carat', 'Facettes', 'Perceuse', '60', 'mariage']","['bill', 'Dynasty', 'Goose', 'quack', 'Mallard', 'Surface']","['Cheveux', 'T\\u00e9tons', 'pingre', 'monseigneur', 'Linge', 'linge']","['B\\u00fchne', 'Musikveranstaltung', 'Violine', 'Orchester']","['Tafelrunde', 'Jedi', 'Schwert', 'R\\u00fcstung', 'Mittelalter', 'Mittelalter']","['Bird', 'Fly', 'origami', 'Construction', 'Construction', 'origami']","['Tgi', 'Diner', 'Caffrello', 'Chef']","['place', 'Bondi', 'towel', 'Baywatch', 'seaside', 'seaside']","['spare', 'reaps', 'weapon', 'fish']","['Andromeda', 'Guardians', 'nebula', 'Theatre', 'theater', 'Theater']","['Paperback', 'Fantasy', 'Novel', 'Story', 'club', 'signing']","['renouveau', '\\u00c9quinoxe']","['silky', 'Ovid', 'Egg', 'Kakuna', 'Envelope', 'butterfly']","['\\u3067\\u3093\\u3071\\u306b\\u3093\\u3052\\u3093\\u305f\\u3063\\u304f\\u308b', '\\u3042\\u3064\\u307e\\u3063\\u3066\\u3068\\u3046\\u307f\\u3093', '\\u30df\\u30e9\\u30ad\\u30e5\\u30e9\\u30b9', '\\u30ca\\u30ca\\u30db\\u30b7', '\\u30b3\\u30ed\\u30b3\\u30ed\\u30b3\\u30df\\u30c3\\u30af', '\\u305f\\u3093\\u3053\\u3046\\u307c\\u3093']","['Br\\u00fbl\\u00e9e', 'Anglaise', 'Fouett\\u00e9e', 'Fouett\\u00e9e']","['Handschuhe', 'K\\u00e4mpfe', 'Lautsprecher', 'Schlagen']","['Healthy', 'Garden', 'Soup', 'Broccoli']","['Heat', 'Respite', 'water', 'Wonderwall', 'Gallagher', 'Supernova']","['Fraction', '0.25', 'Back', 'Fourth', 'Fourth', 'Fourth']","['Instrument', 'Whirl', 'Blows', 'Chinook', 'Mill', 'kite']","['Paste', 'off', 'Hair', 'bristle', 'groom', 'paint']","['Patisserie', 'Indiana', 'cravache', 'martinet', 'Martinet', 'Cravache']","['afghan', 'duvet', 'Fleece', 'Wet']","['wasps', 'Ray', 'Bee', 'Bee', 'Ray', 'Bee']","['Yam-tat-wah', 'Popcorn', 'AllAroundYou', 'Film', 'boardway', 'Boardway']","['Connect', 'Islands', 'Under', 'The', 'London', 'falling']","['Tail', 'Ride', 'Eeor', 'Grandad']","['Rail', 'watch', 'Protect', 'protect']","['Choochoo', 'track', 'Transport', 'Rails', 'Shinkansen', 'rer']","['sea', 'Flat', 'ship', 'magain', 'Yacht']","['graduation', 'Bundt', 'Wedding', 'Antoinette']","['Bebe', 'Diminutive', 'Cire', 'Barbie', 'jouet', 'Jouet']","['recepticle', 'Goblet', 'mug', 'mug']","['Nutmeg', 'Cinnamon', 'Cinnamon']","['Cooker', 'Fan', 'Hot', 'Cooking']","['Last', 'Waltz', 'halftime', 'College', 'Beatles', 'Rock']","['Haut-de-forme', 'Bravo', 'Magicien', 'melon', 'Couvre-chef', 'couvre-chef']","['crossword', 'Printed', 'Headline', 'Journalist']","['bathtub', 'wash', 'lather', 'Camay', 'hypoallergenic', 'Dreft']","['Shamu', 'Orca', 'moby', 'dick', 'Fishy', 'Baluga']","['shackles', 'connect', 'prison', 'slave', 'Link', 'Necklace']","['mattress', 'Rattlesnake', 'spring', 'Spring']","['device', 'earphone', 'soundbar', 'talker', 'talker', 'talker']","['Half', 'Undersea', 'Pirates', 'Andersen']","['Ramses', 'shine', 'newspaper', 'hot']","['Honor', 'Bronze', 'Participation', 'olympic', 'Olympic']","['Grinder', 'Corn', 'Flakes', 'Spicy', 'Sneeze', 'Black']"
Mystery Word,Lock,Snail,Rabbit,Junction,Fever,Cr\u00e8me,Hospital,Diamant,Duck,Pince,Konzert,Ritter,Crane,Restaurant,Beach,Spear,Galaxy,Book,Printemps,Cocoon,Ladybug,Cr\u00e8me,Boxen,Vegetable,Oasis,Quarter,Wind,Brush,Fouet,Blanket,Sting,Cinema,Bridge,Donkey,Guard,Train,Sail,Cake,Poup\u00e9e,Cup,Spice,Oven,Band,Chapeau,Newspaper,Soap,Whale,Chain,Coil,Speaker,Mermaid,Sun,Medal,Pepper
Guess,Safe,Shrimp,Bunny,,fever,Cr\u00e8me,Hospital,Diamant,duck,pince,Guitar,Ritter,Wing,Restaurant,Beach,fishing,Galaxy,Book,Printemps,Pop,Ladybug,cr\u00e8me,,Salad,Oasis,Quarter,Wind,,flan,blanket,Swarm,Movie,bridge,Donkey,,train,sail,cake,Poup\u00e9e,cup,Spice,fry,band,Chapeau,Newspaper,soap,whale,chain,,Speaker,Mermaid,sun,Award,Pepper
