ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57
Table Number,510858611,510539771,510779723,510564854,510728018,510788693,510518366,510519202,510376074,510234757,509765993,509994524,509531723,509595025,509667079,509426448,508912001,508928205,509211925,508740938,508699652,508634717,508030633,508130373,508116165,507088910,507832390,507660714,507334076,506713688,505741993,506287422,506120988,505769983,505662940,504670748,505476685,505313146,505109239,504721368,504876059,503273217,502153915,500879536,500762018,499553464,496926213,496712411,493769667,489194416,488379380,484682575,481212678,480055062,466081205,417255169,387173467
Move,['9'],['8'],['27'],['6'],['12'],['30'],['5'],['40'],['39'],['9'],['24'],['20'],['32'],['42'],['57'],['43'],['28'],['25'],['47'],['18'],['65'],['54'],['53'],['73'],['66'],['36'],['10'],['74'],['45'],['19'],['46'],['38'],['40'],['51'],['100'],['44'],['93'],['56'],['52'],['67'],['24'],['28'],['90'],['60'],['71'],['73'],['92'],['247'],['57'],['377'],['79'],['98'],['143'],['367'],['95'],['1936'],['1675']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+
Language,English,English,English,Deutsch,English,Deutsch,Français,English,Français,Deutsch,Deutsch,Français,English,English,English,English,Français,English,English,English,Français,English,Deutsch,English,English,English,English,Français,English,Deutsch,English,English,English,Deutsch,English,English,English,English,Français,Français,English,Français,English,Deutsch,English,English,English,English,English,Français,Français,English,English,Deutsch,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Soar', 'Swatter', 'Paper', 'swat', 'Wings', 'maggot']","['cordobes', 'Cordobes', 'tilde', 'tilde', 'Cordob\\u00e9s', 'Cordob\\u00e9s']","['Hammer', 'Cross', 'Polish', 'file', 'Toe', 'Toe']","['Kungfu', 'Schwarzwei\\u00df', 'Taotao', 'Katjes', 'Takenoko', 'Fiattyp']","['Thunder', 'Mcqueen', 'Sky', 'Bolt', 'Electricity', 'Electricity']","['Schauspiel', 'Broadway', 'Amphit', 'Auff\\u00fchrung']","['Appartement', 'Habitation', 'E.t', 'T\\u00e9l\\u00e9phon....']","['Squawk', 'Macaw', 'Squawks', 'Iago', 'Repeat']","['Pirate', 'R\\u00e9p\\u00e9ter', 'P\\u00e9ruche', '...', 'K\\u00e9a', 'Kakapo']","['Kirche', 'W\\u00e4chterin', 'Feuerfalle', 'Parthenon', 'Hinduistischer', 'Karnak']","['Eselsmilchbad', 'K\\u00f6nigin', 'Nase', 'Cesar', 'Asterix', 'Pyramide']","['Coupant', 'Herbe', 'Rasoir', 'Pelouse']","['Colour', 'fruit', 'valencia', 'Netherlands', 'Zest']","['germinated', 'newborn', 'plant', 'bean', 'seed', 'seedling']","['Mitochondria', 'Mitosis', 'Meiosis', 'Membrane', 'Jail', 'Jail']","['\\u3068\\u3089\\u306b\\u3064\\u3070\\u3055', '\\u3066\\u3093\\u3073\\u3093', '\\u3055\\u3044\\u3070\\u3093', '\\u3072\\u3053\\u304f', '\\u3044\\u304e\\u3042\\u308a', '\\u304e\\u3083\\u304f\\u3066\\u3093']","['Zazie', 'Rame', 'Station', 'Souterrain', 'RER', 'RER']","['water', 'surrounded', 'madagascar', 'Hawaii', 'Japan', 'Japan']","['Young', 'Major', 'cHORd', 'Slight', 'Teenager', 'Teenager']","['military', 'sleeve', 'school', 'cop', 'same', 'sameness']","['R\\u00e9gion', 'Prosecco', 'Vin', 'Epernay', 'Mousseux', 'Mousseux']","['Boulette', 'Semoule', 'Semolina', 'Pearls']","['Merlot', 'Chardonnay', 'Alkohol', 'K\\u00e4se']","['sniff', 'Pick', 'Pinocchio', 'Bridge', 'blow', 'aquiline']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['Shrek', 'Layers', 'cooking', 'crying', 'Bunnings', 'Sausage']","['spade', 'diamond', 'UNO', 'Deck']","['PVC', 'Esth\\u00e9tique', 'Recyclable', 'Alimentaire', 'Bertrand', 'Bertrand']","['#2', 'Fecal', 'Faeces', 'excrement', 'beetle', 'beetle']","['Ohrloch', 'Gotthard', 'Dunkel', 'Geheim', 'Gothard', 'Agility']","['Saphire', 'Staite', 'heist', 'emerald', 'crown', 'Crown']","['Solidify', 'Hair', 'coalesce', 'Harden', 'thicken', 'Thicken']","['Plantain', 'split', 'Chiquita', 'Monkey']","['Flugzeugsprung', 'Sturzsicherung', 'Adrenalinschub', 'Schleudersitz']","['Bouncy', 'Lucille', 'Tennis', 'Shpere', 'PingPong', 'Gown']","['Parthenon', 'Stonehenge', 'Genesis', 'Church']","['Gills', 'Chips', 'Betta', 'Salmon', 'Salmon', 'Salmon']","['battle', 'Lumberjack', 'lochaber', 'Guitar', 'Chop', 'chop']","['Transylvania', 'Mercure', 'Continental', 'California', 'Monopoly', 'Ibis']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']","['Chaussette', 'Main', 'Manipuler', 'Fil']","['Carriage', 'Conductor', 'Steam', 'Choochoo', 'Choochoo']","['Regenbogen', 'Fabelwesen', 'Glitzer', 'Fantasiewesen']","['fork', 'clothing', 'Electricity', 'Grocery']","['Cardboard', 'Packing', 'Check', 'Cube']","['fall', 'Projector', 'Chutes', 'skid', 'Playground', 'Park']","['solstice', 'Glau', 'cookout', 'Adder', 'Hot', 'Hot']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['-a2mains', 'sklibur', 'arme', 'bouclier']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pizza', 'half', '15', '15minutes']","['Cleaver', 'Animals', 'Baker', 'Candlestick', 'CHOPS', 'STEAK']","['Ketzerverbrennungsort', 'viele', 'Baumteile', 'Hexe', 'Mittelalter', 'Mittelalter']","['Smalltalk', 'Topic', 'zacs', 'colder']","['Keratin', 'tortoise', 'Barbershop', 'Blonde', 'homonym', 'Bald']","['Hiphop', 'Disco', 'Piano', 'Jazz', 'Eurovision', 'Eurovision']"
Mystery Word,Fly,Accent,Nail,Panda,Lightning,Theater,Maison,Parrot,Perroquet,Tempel,Kleopatra,Tondeuse,Orange,Sprout,Cell,Attorney,M\u00e9tro,Island,Minor,Uniform,Champagne,Couscous,Wein,Nose,Fox,Onion,Card,Plastique,Dung,Tunnel,Jewel,Gel,Banana,Fallschirm,Ball,Temple,Fish,Axe,H\u00f4tel,Vache,River,Marionnette,Train,Einhorn,Outlet,Box,Slide,Summer,Spider,\u00c9p\u00e9e,Poup\u00e9e,Quarter,Butcher,Scheiterhaufen,Weather,Hair,Music
Guess,Fly,,Nail,Panda,Lightning,Theater,Maison,Parrot,Perroquet,Tempel,Cleopatra,Tondeuse,Orange,spprout,Cell,lawyer,M\u00e9tro,Island,Minor,,Champagne,dumpling,Wein,Nose,immigrant,onion,Cards,Plastique,Poop,Tunnel,Gem,Set,Banana,Fallschirm,Ball,History,Fish,Axe,H\u00f4tel,Vache,river,Marionnette,Train,Einhorn,Store,Box,Ladder,summer,Spider,Epee,Poup\u00e9e,,Butcher,Scheiterhaufen,Weather,Hair,Music
