ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81
Table Number,492628062,492299365,491964501,492177338,492241175,492021018,491996031,491966363,491794414,491570803,491705934,491448352,491209348,491024641,491371573,491052585,490814407,490908341,490280100,490555540,490646369,490686525,490288305,490240657,489712176,489534385,489221823,488977589,489101634,489167856,488396760,488480710,487442469,487420404,487275447,487645326,487559215,486999494,486844060,486753041,486226243,486124151,484606827,484141066,483967058,484989975,484400810,484682575,484435490,483994780,481747388,480162112,480638723,479677325,478658601,478694363,475857014,473319518,471793759,471179574,465912719,466086694,466081205,466083684,466084384,465731184,465664137,465664095,465664206,465664286,465668656,465435499,445297184,444471586,423771261,411382679,387173467,381777020,363390977,322726720,319065151
Move,['15'],['19'],['14'],['9'],['12'],['24'],['36'],['57'],['36'],['14'],['38'],['18'],['5'],['23'],['19'],['25'],['18'],['30'],['37'],['38'],['45'],['68'],['68'],['27'],['56'],['46'],['21'],['37'],['110'],['73'],['31'],['84'],['103'],['48'],['42'],['62'],['94'],['77'],['85'],['83'],['51'],['92'],['26'],['209'],['39'],['118'],['19'],['96'],['55'],['48'],['73'],['19'],['16'],['82'],['63'],['606'],['10'],['36'],['74'],['92'],['51'],['42'],['48'],['49'],['46'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['47'],['57'],['2025'],['742'],['1389'],['1219'],['1673'],['1189'],['404']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode
Speed,Real-time • Slow speed (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only
Language,English,Français,Français,English,English,English,English,Deutsch,Français,English,Français,English,English,English,English,Français,English,English,Français,English,Français,English,Deutsch,English,English,English,Français,English,Français,English,English,Français,English,English,English,Deutsch,Français,English,English,English,Deutsch,English,Deutsch,English,Français,Français,Deutsch,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,Deutsch,English,Deutsch,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Boat', 'Wind', 'Wind', 'Bateau']","['Rouge', 'Sir\\u00e8ne', 'Pipe', 'pyromane', 'caserne', 'caserne']","['\\u00c9t\\u00e9', 'Mer', 'Sable', 'Sable']","['Sports', 'Volley', 'chain', 'game', 'Soccer', 'Bounce']","['Hogwarts', 'horticulturist', 'infant', 'plant', 'emerge', 'bean']","['100.4', 'Tylonal', '38', 'Celcius', 'Saturday', 'Night']","['Underground', 'Hidden', 'Mountain', 'Drive', 'Gotthard', 'Base']","['Semmel', 'Geographie-Unterricht', 'frittiert', 'Fleisch']","['acacia', 'Reine', 'ruche', 'Abeille', 'Nectar', 'Nectar']","['doll', 'Ventriloquism', 'Pinocchio', 'Muppet']","['Moulin', 'Epautre', 'Bl\\u00e9', 'Bl\\u00e9']","['Band', 'instrument', 'Batterie', 'Snare', 'snare', 'Snare']","['King', 'Dynasty', 'Roman', 'Mayan']","['effect', 'Monarch', 'milkweed', 'Capistrano']","['Bulgar', 'Grain', 'Food', 'Semolina', 'Spicy', 'Rice']","['Cheshire', 'Moustache', 'Siamois', 'Vibrisses']","['\\u0411\\u0430\\u0442\\u0430\\u0440\\u0435\\u044f', '\\u0417\\u043d\\u043e\\u0439', '\\u041e\\u0433\\u043e\\u043d\\u044c', '\\u0416\\u0430\\u0440\\u043a\\u043e', '\\u0447\\u0430\\u0439\\u043d\\u0438\\u043a', '\\u0441\\u0430\\u0445\\u0430\\u0440\\u0430']","['award', 'gold', 'of', 'Honor', 'platinum', 'titanium']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['asistencia', 'time', 'Prometido', 'ahora', 'ahora', 'Ahora']","['Casper', 'Flottant', 'ectoplasme', 'Mort', 'Quasi-Sans-T\\u00eate', 'Poltergeist']","['Jungle', 'Perkusja', 'kowade\\u0142ko', 'brzuchol']","['Achselhaare', '99', 'Luftballons', 'Luftballons', '99', 'Luftballons']","['Booze', 'Spirits', 'Rum', 'ouzo', 'Breathalyzer', 'Percentage']","['snooker', 'puddle', 'table', 'dive', 'swimming', 'swimming']","['Boise', 'Bosc', 'Double', 'shape', 'Avocado', 'Bradford']","['Blagues', 'Sens', 'Spectacle', 'Humoriste']","['Florida', 'plant', 'tree', 'coconut', 'tree', 'coconut']","['roquette', 'javelot', 'Longinus', 'Armstrong', 'amstrong', 'Amstrong']","['gregorian', 'Mayan', 'wall', 'month', 'Month']","['Brown', 'Puma', 'Cat', 'Cat']","['pucerons', 'Chance', 'Mexico', 'Choupette', 'Volkswagen', 'Volkswagen']","['Counter', 'monkey', 'Gymnastics', 'chocolate', 'Chocolate']","['Limp', 'Gravy', 'sea', '-racehorse', 'ENGLISH', 'COOKIE']","['Comforter', 'Furniture', 'Purple', 'Serta', 'Sleep', 'Sleep']","['Schmetterling', 'H\\u00fclle', 'Puppennest', 'Raupe', 'Metamorphose', 'Geh\\u00e4use']","['Souterrain', 'Bout', 'Saint-Gothard', 'Manche', 'Eurostar', 'Couloir']","['Dippitydo', 'ultrasound', 'Wax', 'Goo', 'Aloe', 'lube']","['Faraday', 'Batting', 'Nicholas', 'prison', 'bird', 'wire']","['Oyster', 'Black', 'Bead', 'Harbour', 'Harbour', 'Harbor']","['Gl\\u00e4ser', 'Ohren', 'Kontaktlinsen', 'Monokel', 'Nase', 'Nase']","['Sun', 'Movie', 'mesh', 'Visual', 'saver', 'Gadgets']","['Seide', 'Verwandlung', 'Schmetterling', 'Schmetterling']","['Surgery', 'synthetic']","['R\\u00e9paration', 'Bricolage', 'Tournevis', 'Marteau']","['Foudre', 'Zeus', 'Assourdissant', 'Brest', 'Brest', 'Brest']","['Carcassonne', 'Glocken-']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Testv\\u00e9r', 'Ember', 'Gyerek', 'Kett\\u0151']","['sun', 'constellation', 'Movie', 'Astronomy', 'Polaris', 'Asterisk']","['Smoke', 'House', 'Earth', 'wind', 'Works', 'Pookie']","['blue', 'passcode', 'Hart', 'Smith']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Haystack', 'Pins', 'thread', 'Thread', 'vaccine', 'Vaccine']","['Penny', 'nickel', 'Dime', 'dime']","['Newton', 'lab', 'biology', 'biology']","['staubig', 'Pulver']","['Free', 'Bird', 'Nicolas', 'Bars', 'actor', 'avoidant']","['Duck', 'Nye', 'clinton', 'Ted', 'Kill']","['Poker', 'Greeting', 'Hoyle', 'joker']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['spicy', 'l\\u00e4nglich', 'rot', 'rot']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['Blatt', 'Doppel', '-Kreislauferkrankung', 'Aortenklappe', 'Love']","['Oil', 'SPider-verse', 'snack', 'Malone', 'Malone']","['Hydroelectricity', 'Waterwheel', 'Propeller', 'driveSHAFT', 'Windmill', 'wind']","['Royal', 'Duchess', 'Peach', 'Peach']","['Billiards', 'Combine', 'Swim', 'Applicant', 'Noodle']","['Early', 'Sunrise', 'Am', 'Dawn', 'Glory', 'Wood']","['...tail', 'dwarf', 'my', 'little']"
Mystery Word,Sail,Pompier,Plage,Ball,Sprout,Fever,Tunnel,Schnitzel,Miel,Puppet,Farine,Drum,Emperor,Butterfly,Couscous,Chat,Heat,Medal,Valise,Present,Fant\u00f4me,Drum,Nena,Alcohol,Pool,Pear,Humour,Palm,Lance,Calendar,Cougar,Coccinelle,Bar,Biscuit,Bed,Kokon,Tunnel,Gel,Cage,Pearl,Brille,Screen,Kokon,Plastic,Outil,Tonnerre,Spiel,Quarter,Root,Twins,Star,Fire,Lock,Guard,Needle,Coin,Science,Puder,Cage,Bill,Card,Club,Coin,Bar,Stone,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Chili,Vegetable,Herz,Sunflower,Turbine,Princess,Pool,Morning,Pony
Guess,Grape,allume,Vacances,Ball,sprout,Fever,Tunnel,Schnitzel,Miel,Puppet,farine,Drum,Empire,butterfly,,Chat,inferno,Medal,valise,Turno,fant\u00f4me,B\u0119benek,Nena,Alcohol,Billiards,Pear,Drole,palm,Lance,Calendar,Shoes,Coccinelle,,Biscuit,Bed,Kokon,Tunnel,gel,Cage,Pearl,Brille,Solar,Konkon,Gloves,Outil,Tonnerre,turm,mix,,Twin,Star,iron,lock,guard,needle,Coin,Science,Russ,cage,Bill,CARD,Club,Coin,Bar,Stone,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chilli,Vegetable,herz,bagel,Power,Princess,Pool,Morning,Pony
