ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55
Table Number,583745850,583443864,583332262,582865844,582806135,582637562,582368626,581970799,582161139,582064913,581710448,581423250,581343883,581767722,580268249,580910537,580701548,580606024,580618187,580393620,580146743,579934037,579683076,578349815,579215113,578998654,578837567,578570399,577852826,576920182,577451098,576873341,577106637,575705821,576545693,576415268,576413622,575798268,574192970,574705157,571508244,571815545,571195661,570734438,569665701,568064462,567969300,566662988,546837128,542849457,528822756,517125895,470247957,466081205,464921867
Move,['76'],['5'],['9'],['6'],['19'],['19'],['7'],['60'],['58'],['31'],['47'],['27'],['15'],['9'],['37'],['73'],['63'],['20'],['43'],['64'],['54'],['16'],['36'],['48'],['25'],['101'],['73'],['97'],['25'],['10'],['99'],['24'],['112'],['33'],['43'],['38'],['19'],['20'],['36'],['78'],['83'],['89'],['37'],['38'],['62'],['57'],['197'],['56'],['386'],['1154'],['390'],['478'],['2725'],['770'],['773']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Real-time • Normal speed (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+
Language,Français,English,English,English,English,English,English,English,English,Français,English,Français,English,English,English,English,English,English,Deutsch,English,Deutsch,English,Français,English,Français,Français,Deutsch,Français,Français,English,Français,English,English,English,English,English,Deutsch,English,Français,English,English,English,Deutsch,English,English,Deutsch,English,English,Français,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Bardot', 'coin', 'Poupon', 'Bambin', 'descendance', 'spa']","['choker', 'pearl', 'Chain', 'Pendant']","['Sheep', 'merino', 'Warm', 'Material', 'Steel', 'sweater']","['Exposure', 'Fuji', 'Camera', 'Video', 'Record', 'Record']","['rotor', 'Wind', 'vortex', 'windy', 'Engine', 'engine']","['Flame', 'wind', 'Wax', 'Torch', 'Light', 'Blowing']","['Naruto', 'Read', 'Comic', 'Comic']","['Candle', 'Gone', 'Weathervane', 'Anemometer', 'Chinook', 'Gale']","['RIP', 'Arlington', 'Funeral', 'death']","['air', 'Ouragan', 'Vent', 'Tempete', 'Tournoyante', 'tourbillon']","['Love', 'Serve', 'Backhand', 'Racket', 'Federer', 'Federer']","['D\\u00e9tecteur', 'Chemin\\u00e9e', 'Evaporation', 'Cigarette', 'brouillard', 'Brouillard']","['American', '1776', 'Rebel', 'Guillotine']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['KRUSTY', 'Horrifying', 'honk', 'Bozo', 'Gacy', 'Jester']","['Loud', 'Rumble', 'Rainstorm', 'Lightning', 'Song', 'Shock']","['Wellington', 'Wagyu', 'Hamburger', 'Steak', 'Stroganoff', 'Angus']","['up', 'stratosphere', 'Atmosphere', 'Blue', 'Blue', 'blue']","['griechisch', 'quadriennal', 'Ringe', 'Gro\\u00dfereignis', 'Wettbewerb', 'Frankreich']","['Container', 'Alcoholic', 'Erlenmeyer', 'Bottle']","['Stadt', 'Holzpferd', 'Odyssee', 'Hintert\\u00fcr', 'Blockbuster']","['Mouse', 'Tire', 'Wagon', 'cycle', 'Axel']","['Bague', 'contrat', 'Mariage', 'mariage', 'badge', 'mariage']","['malaria', 'Culicoidea', 'Wooden-Wonder', 'Vector-borneDisease', 'annoying', 'vampire']","['Mickey', 'gris', 'Chat', 'chat']","['Pilier', 'taverne', 'Cocktails', 'Troquet', 'Poisson', 'Estaminet']","['zugeh\\u00f6rig', 'Stimmberechtigter', 'Clubeigent\\u00fcmer', 'Vereinssportler', 'Verein', 'Vereins']","['Somnoler', 'Couverture', 'Gigogne', 'baldaquin', 'Draps']","['Natte', 'Tresse', 'Dodo', 'Duvet', 'Queue', 'Cheval']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['7', 'journ\\u00e9e', 'Messe', 'Messe', 'messe', 'messe']","['Look', 'Rear', 'View', 'Witch', 'Reflection', 'Reflect']","['Thorns', 'Royal', 'Queen', 'Head', 'Prince', 'coronation']","['Fifth-wheel', 'Truck', 'Movie', 'Hitch', 'hitch']","['Ward', 'Twig', 'Tree', 'Bank', 'smaller', 'limb']","['Alarm', 'Rising', 'Glory', 'early', 'sunrise', 'sunrise']","['Land', 'Nizza', 'Nachbar', 'Wei\\u00dfbrot', 'Hahn', 'Libert\\u00e9']","['Jesus', 'Jewelery', 'Easter', 'Redemption']","['Tortue', 'Niak', 'Warrior', 'Niac']","['Insect', 'Polka-dots']","['sledge', 'shark', 'Thor', 'Gavel', 'nail']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Bl\\u00fcte', 'Strauch', 'Titanic', 'Dornen', 'Dornen', 'Dornen']","['Fouton', 'Leather', 'Potato', 'Pull-Out', 'Sofa', 'Sofa']","['Cork', 'grapes', 'vineyard', 'moscato', 'Merlot', 'merlot']","['Lichtschein', 'K\\u00fcstenn\\u00e4he', 'Leuchtsignal', 'Ozean', 'W\\u00e4rter', 'W\\u00e4rter']","['championship', 'Jewelry', 'Toroidal', 'Bilbo', 'Engagement']","['Internet', 'Deacon', 'restaurant', 'computer', 'waitress', 'waiter']","['\\u00c9picerie', 'Boomin', 'STM', 'STM']","['Magma', 'Dormant', 'Eruption', 'Ash', 'Pompeii', 'Pompeii']","['Drink', 'Vessel', 'Hope', 'Water']","['Winter', 'Vine', 'Boob', 'Cucumber', 'Baller', 'Water']","['Orchestra', 'Stave', 'Playlist', 'melodic', 'pop', 'Orchestral']","['Film', 'House', 'fancy', 'theater']","['for', 'less', 'to', 'impress']"
Mystery Word,B\u00e9b\u00e9,Necklace,Wool,Film,Turbine,Candle,Manga,Wind,Cemetery,Tornade,Tennis,Fum\u00e9e,Revolution,Medal,Clown,Thunder,Beef,Sky,Olympiade,Flask,Troja,Wheel,Alliance,Mosquito,Souris,Bar,Mitglied,Lit,Couette,Cup,Dimanche,Mirror,Crown,Trailer,Branch,Morning,Frankreich,Cross,Ninja,Ladybug,Hammer,Sting,Rose,Couch,Wine,Leuchtturm,Ring,Server,M\u00e9tro,Volcano,Cup,Melon,Music,Cinema,Dress
Guess,Bebe,Necklace,Wool,Photograph,Tornado,candle,Manga,wind,cemetery,Tornade,tennis,Fum\u00e9e,Revolution,medal,Clown,Thunder,Beef,Clouds,Olympia,Flask,Troja,Wheel,Mariage,mosquito,Souris,bar,Mitglied,Lit,Coiffe,,dimanche,Mirror,Crown,Monster,Branch,Morning,Frankreich,cross,Ninja,ladybug,hammer,Sting,Rose,Couch,Wine,Leuchtturm,ring,,metro,Volcano,Cup,Globe,Music,Studio,Dress
