ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66
Table Number,463051734,462961262,462908870,462619024,462593479,462476866,462437977,462292729,462216945,461574032,461527906,461514671,461483497,461359677,461078968,461060555,460920121,460820116,460788703,460667801,460047866,459932702,459737750,459714052,459690704,459645657,459471977,459279309,459200060,459000971,458716764,458631532,458296038,458063347,457962610,457761732,457749670,457589195,457272728,457105347,456915945,456811549,456769561,456479972,456191515,455805973,455168949,455143990,455042660,454968344,454586755,454190406,453839362,448202573,446155644,441488112,431028987,426921218,358827793,357001162,348838927,344838144,341401520,336562502,322726720,317609821
Move,['6'],['9'],['6'],['23'],['20'],['19'],['10'],['64'],['13'],['48'],['9'],['37'],['37'],['28'],['4'],['28'],['56'],['11'],['78'],['74'],['52'],['106'],['57'],['28'],['32'],['31'],['72'],['39'],['32'],['76'],['18'],['60'],['38'],['36'],['55'],['56'],['55'],['42'],['65'],['73'],['55'],['78'],['96'],['81'],['64'],['91'],['102'],['45'],['57'],['65'],['11'],['101'],['82'],['40'],['36'],['102'],['473'],['354'],['1654'],['1799'],['1413'],['1485'],['2376'],['1436'],['1084'],['1507']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,Français,Français,English,Français,English,Français,English,Deutsch,Français,English,Français,Deutsch,English,Français,Français,Français,English,English,Français,Français,Deutsch,Français,Deutsch,Français,Français,English,English,English,English,English,English,English,English,Deutsch,Français,English,English,English,English,Français,English,English,Français,English,Français,Français,Français,English,English,English,English,English,English,English,English,Français,English,Français,English,English,Français,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Hump', 'Dromedary', 'sigarets', 'Animal', 'desert', 'Desert']","['shades', 'Season', 'Hot', 'August', 'Donna', 'Donna']","['yellow', 'dream', 'thermometer', 'hot', 'Saturday', 'Night']","['culte', 'Oracle', 'bouddhiste', 'Divinit\\u00e9']","['parure', 'Dentaire', 'Roi', 'Galette']","['Star', 'telescope', 'Milkyway', 'NASA', 'Universe', 'Universe']","['Cravache', 'Martinet', 'Esclave', 'Latex']","['Polievre', 'Selection', '2025', 'Federal', 'Presidential', 'chad']","['Vis', 'Spectacle', 'Planche', 'Pointe', 'Marteau', 'Marteau']","['Family', 'Wristwatch', 'Crown', 'Glitter']","['Hamas', 'Milit\\u00e4r', 'Ukraine', 'Gefecht', 'Soldaten', 'FElDzug']","['Gnome', 'blanche-neige', 'Petit', 'Grincheux', 'Simplet', 'Poney']","['Halloween', 'horns', 'Beelzebub', 'diabolic', 'Lucifer', 'Wicked']","['Cercueil', 'Enterr\\u00e9', 'Catacombes', 'Chute', 's\\u00e9pulture', 'Caveau']","['Dreieck', 'Instrument', 'Dreieck', 'Instrument']","['manners', 'Hair', 'Violin', 'Curtsy', 'Arrow', 'Arrow']","['piailler', 'Moineau', 'Passereau', 'Piaf', 'Pie', 'Pie']","['Boucane', 'Saumon', 'Saucisses', 'Lunettes']","['Artifice', 'Chatterton', 'Briquet', 'Br\\u00fble', 'incendie', 'Joie']","['Love', 'ship', 'aqueous', 'Mooring', 'Relay', 'Newscaster']","['Imatge', 'Invertida', 'Espill', 'Blancaneu', 'Blancaneus', 'Madrastra']","['Prairie', 'demeure', 'Habitat', 'toit', 'Habitation', 'Habitation']","['House', 'Maboul', 'Strange', 'Who', 'Etudes', 'Metier']","['Rosen', 'Fl\\u00fcssig', 'Chypre', 'Buchtitel', 'herznote', 'S\\u00fc\\u00dfkind']","['Animal', 'Pr\\u00e9historique', 'T-rex', 't-rex']","['Raubkatze', 'Marke', 'Adidas', 'Bruder']","['Nuggets', 'Volaille', 'Keufs', 'Frites', 'Coquelet', 'Flic']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['NaCl', 'Sal', 'Flavor', 'Crystals']","['Nicknack', 'Trunk', 'grey', 'Ivory', 'African', 'Pachyderm']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['Hair', 'master', 'butt', 'Face', 'Brain', 'skull']","['sicily', 'rainbow', 'round', 'citrus', 'fruit', 'fruit']","['Liberty', 'Monument', 'Sculpture', 'Sculpture']","['Powerful', 'Swirl', 'Texas', 'Tag', 'Wind', 'Wind']","['conflict', 'Forever', 'gem', 'Engagement', 'carbon', 'Carbon']","['Kleine', 'Arielle', 'Disney', 'Seemannsgarn', 'Flosse', 'Kopenhagen']","['Carte', 'Postale', 'philat\\u00e9lie', 'marianne']","['Purple', 'umbrella', 'Precipitation', 'Drizzle', 'Drizzle']","['Fashion', 'dressor', 'barber', 'Dye', 'Designer', 'Designer']","['bobble', 'melon', 'noggin', 'Skull', 'Tail', 'Helmet']","['grey', 'Musth', 'African', 'mammoth', 'Ear', 'Mammal']","['Matraque', 'Violence', 'Munitions', 'Poing', 'Arc', 'Hallebarde']","['bar', 'Orangutan', 'Brains', 'George', 'Abu', 'capuchin']","['Azul', 'Scrabble', 'grout', 'Azulejos', 'mosaic', 'mosaic']","['\\u00e9lite', 'Diplomate', 'Lait', 'Hydratante', 'Fra\\u00eeche', 'Fraiche']","['phaser', 'Gymnastics', 'girder', 'timber', 'Grin', 'Ray']","['Caverne', 'Lascaut']","['Condiment', 'Amora', 'Mayonnaise', 'jaune', 'savora', 'Dijon']","['Manchot', 'Empereur', 'Oeuf', 'smoking', 'banquise']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Season', 'Coming', 'wonderland', 'green', 'Solstice', 'solstice']","['Relics', 'building', 'Artifacts']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Electrical', 'Tesla', 'Life', 'AAA']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Bratwurst', 'Snag', 'Salami', 'Kielbasa']","['suntan', 'sand', 'sex', 'on']","['ping-pong', 'grand', 'Federer', 'Djoko']","['Up', 'prison', 'pad', 'down', 'Smith', 'smith']","['Cristal', 'Equateur', 'm\\u00e9lasse', 'Canne', 'Cassonade', 'Casson']","['putter', 'association', 'Discotheque', 'Golf']","[""Lovin'"", 'Doughnuts', 'Stove', 'Baking', 'Bun', 'Bun']","['margharita', 'Capricciosa', 'Trapizzino', 'Italie', 'calzone', 'Calzone']","['Clay', 'Silicone', 'Black', 'Fungi', 'Damp', 'Damp']","['Poulet', 'F\\u00e9culent', 'Semoule', 'Taboul\\u00e9', 'Mergez', 'Merguez']"
Mystery Word,Camel,Summer,Fever,Temple,Couronne,Galaxy,Fouet,Election,Clou,Jewel,Krieg,Nain,Devil,Tombe,Triangel,Bow,Oiseau,Fum\u00e9e,Feu,Anchor,Mirror,Maison,Docteur,Parfum,Dinosaure,Puma,Poulet,Bande,Salt,Elephant,Pearl,Head,Orange,Statue,Tornado,Diamond,Meerjungfrau,Timbre,Rain,Stylist,Head,Elephant,Arme,Monkey,Tile,Cr\u00e8me,Beam,Grotte,Moutarde,Pingouin,Crescent,Winter,Museum,Grape,Battery,Anchor,Sausage,Beach,Tennis,Lock,Sucre,Club,Oven,Pizza,Mold,Couscous
Guess,Camel,Summer,sun,bouddha,Couronne,Space,Sadomasochiste,Election,Clou,,Krieg,nain,Demon,Tombe,,queen,oiseau,Fum\u00e9e,Feu,Boat,Mirror,Maison,Docteur,Parf\u00fcm,Dinosaure,Puma,Poulet,,Salt,elephant,mussel,,Orange,Statue,Border,Match,Meerjungfrau,Timbre,rain,Hair,head,Elephant,arme,Monkey,tile,Cr\u00e8me,Beam,Grotte,Moutarde,Pinguin,Crescent,Winter,,,Battery,,sausage,Beach,tennis,Jumpsuit,Sucre,club,Oven,pizza,Mould,couscous
