ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74
Table Number,484679550,484682575,484267829,483888132,483801692,484109823,483588725,483707849,483717581,483302127,483310386,483171105,482955686,482797082,481793224,482395733,482639555,482728725,482542862,482501943,482466409,481815788,482421951,482219118,482122492,481680435,481625206,480688827,481143717,481025697,480731766,480028057,479553934,479740646,479108774,478633691,478747392,478712941,478709172,478269717,477997297,477477285,475857014,475769386,475748509,475763612,475235402,473604955,473319518,473890082,468164131,468125819,466086694,466081205,466083684,466084384,465621249,465731184,465664137,465664095,465664206,465664286,465668656,465435499,463714023,461036696,451463411,431028987,420552674,405054016,381826421,346689693,321888448,317609821
Move,['9'],['96'],['18'],['19'],['24'],['18'],['15'],['28'],['24'],['28'],['19'],['37'],['10'],['30'],['90'],['73'],['44'],['67'],['36'],['26'],['52'],['74'],['62'],['58'],['51'],['73'],['76'],['99'],['86'],['54'],['45'],['69'],['68'],['50'],['92'],['38'],['62'],['57'],['49'],['32'],['64'],['109'],['10'],['60'],['47'],['52'],['105'],['84'],['36'],['9'],['43'],['73'],['42'],['48'],['49'],['46'],['70'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['57'],['68'],['40'],['764'],['564'],['1554'],['730'],['2730'],['3245'],['1683']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,English,Français,Français,English,Français,English,English,English,English,English,Français,English,English,Français,Français,English,English,Deutsch,Français,Deutsch,English,English,English,Français,English,Français,English,Français,English,English,Français,Français,English,Français,Français,Français,English,English,English,English,English,Français,English,Français,Français,English,Deutsch,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,Deutsch,Français,English,English,English,English,English,English,Français,English,Français
End,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Sofa', 'loveseat', 'Potato', 'divan', 'lounge', 'Surfing']","['pizza', 'half', '15', '15minutes']","['Vaults', 'River', 'rupt', 'Robber', 'Deposit', 'Vault']","['Haigner\\u00e9', 'Aldrin', 'pesquet', 'NASA', 'Armstrong', 'Armstrong']","['Attache', 'Amarres', 'Accroche', 'Bateau', 'B\\u00e2teau', 'Bateau']","[""repulsion's"", 'complement', 'Magnetism', 'Pheromones', 'positive', 'negative']","['de', 'carotte', 'rasoir', 'cheveux']","['Superhero', 'wet', 'Tuxedo', 'bowtie', 'Tie', 'leisure']","['Round', 'Currency', 'legal', 'tender', 'create', 'word']","['Silkworm', 'Butterfly', 'Pupa', 'Waiting', 'Wrap', 'Catipiler']","['Daddy', 'Brendan', 'Parent', 'Caregiver', 'Nursing', 'Tomb']","['Singer', 'Gem', 'bedazzle', 'Emerald']","['AAA', 'Plate', 'Face', 'Batterie']","['scared', 'feathers', 'Kentucky', 'Fried']","['Chills', 'Pitch', '100.4', '103', 'Pyretic', '38.7f']","['Loto', 'Concert', 'repas', 'Papier', 'billet', 'Metro']","['Disney', 'Crapaud', 'Altesse', 'cendrillon']","['Sofa', 'Bend', 'square', 'angle', 'street', 'Street']","['Ororo', 'Mutant', 'Cloud', 'Lightning', 'Hurricane', 'Gewehr']","['K\\u00e4stchen', 'Diadem', 'Ring', 'Diamant', 'Kette', 'Kette']","['Sac', 'Ceinture', 'Insulte', 'Jaune', 'Singe', 'R\\u00e9gime']","['Irgendwie', 'Pops\\u00e4ngerin', 'Achselhaare', 'weiblich', 'getr\\u00e4umt', 'Getr\\u00e4umt']","['Gorgon', 'Snakes', 'Mythology', 'hair', 'Reflection', 'Statue']","['Godiva', 'cocoa', 'Hersheys', 'Hersheys', 'Sweet', 'Sweet']","['Cyril', 'profession', 'Wand', 'wand']","['Pourpre', 'Sarre', 'Cano\\u00eb', 'Milieucoule', 'Oise', 'Eau']","['Paddy', 'lucky', 'honeybees', 'Leprechaun', 'Shamrock', 'shamrock']","['Blatte', 'Saudade', 'Oggy', 'D\\u00e9pression', 'Insecte']","['Swallows', 'Cuckoo', 'Eagles', 'Twigs', 'bird', 'Cookoo\\u2019s']","['Morgan', 'Bacardi', 'alcool', 'Baba', 'Capitaine', 'agricole']","['Muscovey', 'Mallard', 'Daffy', 'Mallard', 'Daffy', 'Mallard']","['Kamelle', 'geworfen', 'crush', 'Zucker']","['Pi\\u00e8ces', 'euro', 'Payer', 'Esp\\u00e8ces', '\\u00e9cu', 'Change']","['sc\\u00e8ne', 'rideaux', 'Rideau', 'Acteur']","['Danforth', 'stay', 'attach', 'Secure', 'newscaster', 'ship']","['serrure', 'Passe-Partout']","['T-shirt', 'Jaune', 'Habit', 'Natation']","['Marie', 'Casque', 'Moussant', 'Tourbillon', 'Tourbillon', 'Tourbillon']","[""Adam's"", 'Macintosh', 'Kanzi', 'NY']","['Drinking', 'Last', 'Drink', 'Tube', 'Bucatini']","['Blastoise', 'Mechanicalseal', 'Fluids', 'Power', 'Hydro', 'Hydro']","['Dove', 'Treaty', 'Freedom', 'calm', 'Tranquility', ""namaste'""]","['Newton', 'lab', 'biology', 'biology']","['B\\u00e9do', 'Dynamite', 'explosion', 'poudre', 'Feu', 'Explosif']","['shirt', 'remote', 'Circular', 'Sewing']","['Vapeur', 'Cigarette', 'Signaux', 'Flamme']","['Ballon', 'Soif', 'Fendre', 'Bosc', 'Digestif']","['Movie', 'Stub', 'Airfare', 'Admission', 'Speeding']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Vier', 'Vrienden', 'Soldaat', 'Drie']","['Tropical', 'Guam', 'Tahiti', 'Atoll', 'Indonesia', 'Mackinac']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Sediment', 'Geode', 'granite', 'actor', 'salt', 'Gneiss']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['Gun', 'Woods', 'Green', 'Gatherer']","['wall-e', 'pet', 'crawly', 'filthy', 'vermin', 'kitchen']","['Fold', 'Cut', 'sewing', 'shirt']","['alley', 'columbine', 'pins', 'Pins']","['priorit\\u00e9', 'moindre', 'rumble', 'sombrefer']","['Camilla', 'Spouse', 'Bed', 'Monarch', 'In', 'Charge']","['Puer', 'Ours', 'Paslamoustache', 'Vampire', 'vampire', 'vampire']"
Mystery Word,Couch,Quarter,Bank,Astronaute,Ancre,Attraction,Poil,Suit,Coin,Cocoon,Mummy,Jewel,Pile,Chicken,Fever,Ticket,Princesse,Corner,Storm,Schmuck,Banane,Nena,Medusa,Chocolate,Magician,Rivi\u00e8re,Clover,Cafard,Nest,Rhum,Duck,Candy,Monnaie,Th\u00e9\u00e2tre,Anchor,Cl\u00e9,Maillot,Bain,Apple,Straw,Pump,Peace,Science,P\u00e9tard,Button,Fum\u00e9e,Poire,Ticket,Puder,Dress,Musketeer,Island,Club,Coin,Bar,Stone,Patron,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Bouclier,Rock,Ninja,Hunter,Cockroach,Seam,Bowling,Mineur,King,Ail
Guess,Couch,mix,Bank,Espace,ancre,attraction,Poil,Aquaman,coin,Cocoon,Mummy,Rhinestone,pile,Chicken,fever,Ticket,princesse,Couch,storm,Schmuck,Banane,Nena,Medusa,Chocolate,Politician,Rivi\u00e8re,clover,Cafard,nest,Rhum,duck,Candy,Argent,Th\u00e9atre,Anchor,Clef,Maillot,Bain,Apple,Straw,,Peace,Science,bombe,Button,Fum\u00e9e,,ticket,Russ,,Musketier,island,Club,Coin,Bar,Stone,Coin,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chevalier,rock,,hunter,Cockroach,Crease,back,Mineur,king,Ail
