ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54
Table Number,509128013,508632568,508819213,508565028,508699652,508634717,508513001,508321063,508151957,508116165,507982780,507514787,507759971,507651738,507521700,507417735,507278971,507025156,506554291,506133386,506014207,505825213,505803967,505178592,504670748,505356470,505085244,504721368,504705518,502794447,503321246,503273217,502911543,502946233,502153915,501283844,500015426,496712411,493769667,493675456,491305856,488379380,484682575,480638723,478910455,466081205,462438853,396307534,381777020,374138794,363390977,358827793,319065151,317609821
Move,['6'],['9'],['7'],['12'],['27'],['21'],['49'],['36'],['5'],['65'],['20'],['9'],['18'],['74'],['75'],['56'],['19'],['67'],['51'],['49'],['46'],['47'],['54'],['25'],['33'],['27'],['75'],['67'],['84'],['67'],['103'],['22'],['84'],['73'],['73'],['103'],['85'],['211'],['57'],['7'],['39'],['79'],['98'],['52'],['198'],['90'],['858'],['534'],['1360'],['1584'],['1799'],['2210'],['435'],['1890']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,English,English,English,Français,English,English,English,English,English,English,English,English,English,Deutsch,English,English,Français,English,English,English,Français,English,English,English,Français,English,Français,Français,English,English,Français,Français,English,English,English,English,English,English,English,Français,Français,English,English,English,English,Français,English,English,English,English,Français,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Tournevis', 'Truelle', 'Perceuse', 'Caisse', 'Marteau', 'Marteau']","['Sabertooth', 'Lily', 'Bengal', 'strip', 'cat', 'Feline']","['Nimbus', 'Kinton', 'Algod\\u00f3n', 'Rain']","['Q', 'Top', 'End', 'Landfill', 'Cue', 'Dump']","['Adolescent', 'Coron', 'Superficiel', 'Majeur', 'Charbon', 'Charbon']","['Wax', 'Light', 'Birthday', 'Flame']","['Mint', 'Tea', 'Grass', 'Green']","['eight', 'Widow', 'Invertebrate', 'Tarantella', 'web', 'Web']","['Kaars', 'Sigaret', 'Voorwerp', 'Licht']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['Nose', 'Vegetable', 'Top', 'Stick', 'Incentive', 'Orange']","['cones', 'sap', 'yearn', 'Prickly', 'brook', 'nut']","['Necropolis', 'Grave', 'Burial', 'Plots', 'masoleum', 'Mausoleum']","['tub', 'Bubbles', 'Sun', 'Jacuzzi', 'Roman']","['Erdapfel', 'P\\u00fcrree', 'Festkochend', 'Linda', 'Brei', 'Kn\\u00f6del']","['Feature', 'Length', '12', '36', 'thin', 'layer']","['Sucker', 'Blood', 'Drinker', 'Hotel', 'Transylvania', 'Transylvania']","['Tonerre', 'Dessert', 'Lumi\\u00e8re', 'Buzz', 'Lumi\\u00e8re', 'Buzz']","['Matboard', 'Wood', 'A', 'sturdy']","['Restaurant', 'Back', 'On', 'Meal', 'List', 'List']","['blue', 'Pod', 'Beluga', 'blowhole', 'orca', 'Orca']","['f\\u00eate', 'Voyage', 'Romaines', '\\u00c9t\\u00e9', 'Colonies', 'No\\u00ebl']","['Fresh', 'Needle', 'Chris', 'Apple', 'Cone', 'Cone']","['Ruby', 'Diamond', 'ring', 'juwelery']","['IHaveNoIdea', 'HEHEHEEHHEHe', 'Flashing', 'Locator']","['Parking', 'Metro', 'billet', 'amoureux']","['Oiled', 'Robot', 'washing', 'computer', 'Engine', 'vehicle']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['bateau', 'Albator', 'poitrine', 'Crochet', 'Booty', 'Copyright']","['Saber', 'incisor', 'Enamel', 'Dental', 'Cavity']","['Eight', 'Ink', 'Teacher', 'Legs', 'squid', 'Squid']","['Fardeau', 'Obstacle', 'canon', 'munition']","['nuit', 'Illusion', 'Psychique', 'Cauchemar', 'songe', 'songe']","['Poll', 'Primaries', 'vote', 'Campaign', 'Candidates', 'Candidates']","['Nuttie', 'Witch', ""squirel's"", 'Nutella', 'Toffifee']","['autodefensa', 'Dengue', 'S\\u00edntoma', 'Disco', 'Termometro', 'Sabado']","['bang', 'Train', 'Silver', 'Projectile', 'Casing', 'Casing']","['Olaf', 'crystal', 'white', 'cold', 'Cocaine', 'Blizzard']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pizza', 'half', '15', '15minutes']","['Here', 'Gift', 'now', 'birthday']","['salad', 'toast', 'noodle', 'surprise', 'fish', 'sandwich']","['Wedding', 'Tiered', 'them', 'eat']","['Volant', 'Moquette', 'Bernard', 'Moquette', 'Bernard', 'Moquette']","['White', 'Halloween', 'paranormal', 'haunted', 'busters', 'Caspar']","['Sunscreen', 'Sunshade', 'Umbrella', 'Shade']","['pie', 'orange', 'Cinderella', 'Carriage']","['Pearls', 'Ruby', 'Choker', 'Pendant', 'Pendant']","['bandelette', 'egyptienne', 'Bandelettes', 'Mort']","['Sinatra', 'La', 'Hugo', 'Hurley']","['Outil', 'Shining', 'Nain', 'tomahawk', 'Tronconneuse', 'Tranchant']"
Mystery Word,Outil,Tiger,Cloud,Tip,Mineur,Candle,Herb,Spider,Lighter,Fox,Carrot,Pine,Cemetery,Bath,Kartoffel,Film,Vampire,\u00c9clair,Frame,Menu,Whale,Vacances,Pine,Jewel,Beacon,Ticket,Machine,Vache,Pirate,Tooth,Octopus,Boulet,R\u00eave,Election,Hazel,Fever,Bullet,Snow,Spider,Heat,Baleine,Poup\u00e9e,Quarter,Present,Tuna,Cake,Tapis,Ghost,Parasol,Pumpkin,Necklace,Momie,Boss,Hache
Guess,Travaux,tiger,Cloud,Tip,Mineur,candle,Herb,Spider,Aansteker,immigrant,Carrot,Pine,Corpse,Bath,Kartoffel,film,vampire,Eclair,Frame,Bacon,Whale,,Pine,gem,Indicator,Ticket,Machine,Vache,pirate,tooth,Octopus,D\u00e9fense,R\u00eave,Election,Hazel,Fiebre,Bullet,snow,Spider,,Baleine,Poup\u00e9e,,Present,tuna,cake,Voiture,ghost,Canopy,pumpkin,Necklace,Momie,Voice,Hache
