ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65
Table Number,449245785,449159052,449136918,448876762,448820332,448792679,448784063,448716024,448551683,448555622,448435020,448229159,448202573,448161194,448122908,448123335,447991917,447854774,447718071,447616638,447552243,447332571,447209769,447194071,447157793,447127358,447116429,447073159,446893723,446892113,446572141,446514318,446291423,446260069,446191646,446150832,446113288,445868423,445702967,444760349,444566721,444468376,444086725,443819359,443746698,443624161,443300228,443203411,443085305,442941057,442758627,442217871,441032575,440978972,440225058,438717097,435781132,430526833,429726886,426921218,402108912,350584338,319065151,314877288,312175859
Move,12,39,9,5,8,12,45,10,10,36,36,31,40,14,37,24,67,20,67,45,66,53,47,110,72,18,63,64,57,82,50,20,48,26,60,75,42,69,74,88,56,55,111,63,100,86,18,69,45,67,76,84,15,7,106,62,11,18,67,211,678,2784,277,3314,1654
Clues,"['Detergent', 'Supernatural', 'Pixie', 'Winx', 'Cleffa', 'Lights']","['phospholipid', 'bilayer', 'erythrocyte', 'hepatocyte', 'organelles', 'home']","['Linen', 'sanitary', 'mouth', 'Cloth', 'Wipe', 'Wipe']","['part', 'plant', 'Olive', 'Tree']","['Surplus', 'bouillon', 'Market', 'AAPL', 'Leftovers']","['Tankobon', 'comics', 'Japanese', 'Anime', 'Book', 'Book']","['Sauce', 'Blanche-Neige', 'c\\u0153ur', 'bon', 'mauvais', 'violeur']","['Gendarme', 'Voiture', 'Ecriture', 'Commissariat']","['Cozy', 'Fuzzy', 'Quilt', 'Quilt']","['gef\\u00e4hrlich', 'Flusstier', 'Schnappi', 'Aligator', 'sumpftier', 'Kaiman']","['diver', 'Inlay', 'Earrings', 'Tapioca', 'Bruce', 'Bruce']","['Spooky', 'Ethereal', 'Boo', 'buster', 'Haunted', 'haunt']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Blanc', 'Zapatta', 'ballon', 'Cirque']","['Insect', 'Zodiac', 'October', 'Sting', 'pincers', 'pincers']","['Slow', 'Slime', 'housed', 'slug', 'Garden', 'Crawler']","['Samuel', 'Prof', 'Conte', 'Fable', 'Guerre', 'Enseignement']","['Kids', 'Toy', 'Lunch', 'Happy']","['Quiet', 'Loans', 'Building', 'Free', 'Reading', 'Periodicals']","['Fire', 'Tube', ""fireman's"", 'waterer']","['tonfa', 'pistol', 'Dagger', 'Shiv', 'Arms', 'Siege']","['Cleaner', 'Bong', 'Plumbing', 'Tubes']","['square', 'Ring', 'Fastfood', 'Lap', 'Cloth', 'Cloth']","['Deux', 'bougon', 'Sahara', 'Bosses', 'D\\u00e9sert', 'Dromadaire']","['Hitmonchan', 'Beverage', 'brawling', 'Haymaker', 'Fruit', '-drunk']","['Tyre', 'Third', 'steering', 'Hubcap', 'Spokes', 'Spokes']","['overcoat', 'pan', 'gordon', 'flood', 'flood', 'Gordon']","['Baudet', 'Peau', 'Hiiiihan', 'Gris', 'Bonnet', 'Bonnet']","['Artistique', 'Glisse', 'Chausson', 'galoche', 'Hockey', 'Roulette']","['invincibility', 'Vega', 'Arcturus', 'celebrity', 'twinkle', 'Betelgeuse']","['Ford', 'VW', 'diesel', 'wheels', 'Ferrari', 'Ferrari']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['monster', 'F350', 'lorry', 'Tonka', 'Freight', 'driver']","['Olympique', 'Gagnant', 'Troph\\u00e9e', 'Prix']","['Puma', 'Lynx', 'Panther', 'Panther']","['Melbourne', 'Kontinent', 'Tasmanien', 'K\\u00e4nguru', 'Albanese', 'Land']","['train', 'fuel', 'FM', 'AM', 'Grand', 'Central']","['Captain', 'Kidd', 'Caribbean', 'Blackbeard', 'Yo-ho', 'JollyRoger']","['trip', 'Getaway', 'relax', 'cruise', 'Sabbatical', 'Sabbatical']","['underground', 'dark', 'Boring', 'Subway', 'Visiom', 'Through']","['Cayman', 'Kauai', 'archipelago', 'Australia', 'Hawaii', 'Love']","['Wrappings', 'Sarcophagus', 'Bandages', 'Pyramid', 'unwind', 'Anubis']","['Competition', 'horse', 'Speedrun', 'lemanz', 'daytona', 'Daytona']","['Worsted', 'Alpaca', 'Spun', 'Steel', 'Merino', 'Merino']","['newscaster', 'Cast', 'Ship', 'Relay', 'Hold', 'Tattoo']","['Gale', 'air', 'gaseous', 'horn', 'weather', 'TORNADE']","['Pink', 'Flying', 'Woolley', 'Mammoth', 'Horton', 'Babar']","['of', 'Nile', 'Ruby', 'Emerald', 'Kilcher', 'Singer']","['S\\u00fcdpol', 'Happy', 'Feet', 'Kaiser', 'Vogel', 'Vogel']","['Respect', 'tie', 'tie', 'NA']","['Innie', 'Outie', 'ocean', 'officer', 'button', 'mid-rise']","['Peach', 'toadstool', 'Diana', 'zelda', 'Bride', 'bed']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['cloth', 'Square', 'Bib', 'Wipe', 'towelette', 'Towelette']","['Lonely', 'Meditation', 'Secluded', 'Loner', 'remote', 'Living']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['0', 'X', 'browser', 'Browser']","['Bath', 'Air', 'Toes', 'Pop', 'Snot']","['Fashion', 'salon', 'Hair', 'hair']","['Inmate', 'jail', 'Carandiru', 'clink', 'Break', 'Azkaban']","['Planete', 'Rouge', 'Avril', 'Avant']","['Garrotxa', 'Pompeii', 'Peak', ""Dante's""]","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']","['Mandala', 'Gra', 'Szary', 'Twardy']"
Mystery Word,Fairy,Cell,Napkin,Branch,Stock,Manga,Chasseur,Police,Blanket,Krokodil,Pearl,Ghost,Grape,Clown,Scorpion,Snail,Histoire,Meal,Library,Hose,Weapon,Pipe,Napkin,Chameau,Punch,Wheel,Flash,\u00c2ne,Patin,Star,Car,Meerjungfrau,Truck,M\u00e9daille,Cougar,Australien,Station,Pirate,Vacation,Tunnel,Island,Mummy,Race,Wool,Anchor,Wind,Elephant,Jewel,Pinguin,Bow,Navel,Princess,Scale,Candle,Napkin,Hermit,Poil,Safari,Bubble,Stylist,Prison,Mars,Volcano,Circle,Stone
Guess,,Cell,,,Stock,Manga,Chasseur,Police,Blanket,Krokodil,pearl,Ghost,,clown,Scorpion,Snail,Histoire,Meal,Library,Hose,weapon,Pipe,Toilet,Chameau,Punch,Wheel,jacket,\u00e2ne,patin,star,Car,Meerjungfrau,Truck,Medaille,Cat,Australien,Station,Pirate,vacation,tunnel,island,Mummy,Race,wool,Anchor,blow,Elephant,Jewel,,artist,belly,Princess,,,,Alone,Poil,,Bubble,Hair,Prison,Mars,Volcano,Circle,Stone
