ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76
Table Number,450610059,450474638,450311858,450276875,450251399,450195456,449982507,449919490,449724610,449639325,449579261,449391002,449381411,449361717,448967874,448944300,448910094,448800998,448756375,448611183,448579291,448478666,448474632,448457902,448435020,448202573,448110631,448023856,447878868,447714414,447381665,447365084,447297035,447073159,446669959,446614677,446514318,446384335,446291423,446113288,445975209,445702967,445612883,445581035,445332276,445180975,445147317,444843544,444566721,443994643,443819359,443300228,443122626,443085305,442941057,442523856,442334438,441488112,441032575,440978972,440225058,435781132,431028987,430526833,429726886,426921218,422619886,374138794,350481361,349338828,348302073,344838144,341401520,324381970,314877288,314360735
Move,5,6,9,12,9,18,18,12,12,5,18,45,45,27,56,51,59,27,36,54,81,64,56,53,91,40,56,50,93,42,93,91,30,70,83,27,20,78,66,73,27,101,88,61,51,72,57,36,65,68,75,18,93,45,67,52,57,102,15,7,107,11,294,18,67,227,321,1065,3815,3998,2093,1386,2215,1547,3314,2643
Clues,"['Bun', 'InThe', 'Easy', 'Bake']","['Gotteshaus', 'Buddha', 'Kultst\\u00e4tte', 'S\\u00e4ulen', 'Budistischer......', 'G\\u00f6tter']","['Surround', 'Loop', 'Curved', 'Ring', 'Ball', 'pizza']","['spade', 'dig', 'Uncomplicated', 'Backhoe', 'big', 'trowel']","['wipe', 'Puffs', 'sneeze', 'Kleenex', 'kleenex', 'Sneeze']","['Labrea', 'oubliette', 'sarlacc', 'olive', 'cherry', 'Pendulum']","['Roosevelt', 'Leader', 'Obama', 'Eisenhower', 'Carter', 'boss']","['Throw', 'Cover', 'Afghan', 'Quilt', 'Fleece', 'Fleece']","['Candico', 'Candy', 'Cassonade', 'glucose', 'Tirlemont', 'Tirlemont']","['Primat', 'Banane', 'Schimpanse', 'Lemur']","['Sail', 'Row', 'Frigate', 'Sloop', 'SCHOONER', 'watercraft']","['Pit', 'Pork', 'Meat', 'Charcoal', 'Brisket', 'brisket']","['Noire', 'Amazonie', 'broc\\u00e9liande', 'bucheron', 'Bois\\u00e9e', 'Bois']","['flatland', '2D', 'passengers', 'Jet', 'Jetstream', 'Jet']","['3D', 'Square', 'Game', 'Magic', 'Equal', 'Sides']","['value', 'supper', 'Brunch', 'Brunch', 'Supper']","['Market', 'profession', 'Baker', 'Steak', 'meat', 'bloody']","['Reclining', 'chaise', 'Lazy', 'potato', 'Sit', 'La-Z-Boy']","['Pipe', 'Cloaca', 'Waste', 'Drainage', 'Rats', 'Rat']","['Fleas', 'trashcan', 'Intelligent', 'scabbers', 'Atat', 'Ratatouille']","['Souterrain', 'Bouche', 'Transports', 'Boulot', 'Dodo', 'dodo']","['cause', 'Square', 'Canal', 'work', 'Base', 'Beer']","['Verladung', 'Baustelle', 'Hochhausbau', 'Wolkenkratzer', 'Wasserhahn', 'Wasserhahn']","['Needle', 'And', 'Yarn', 'Pull', ""Ariadne's"", 'through']","['Emphysema', 'deathstick', 'Dart', 'Menthol', 'smoke', 'Kool']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Sol', 'aster', 'Trek', 'sirius', 'super', 'supernova']","['Vitreous', 'Aqueous', 'joke', 'laughter', 'Gallows', 'Deadpan']","['Pruning', 'Clippers', 'Billy', 'Snips', 'Wool', 'wool']","['Princess', 'Castle', 'Building', 'royal', 'Versailles', 'Palatial']","['Kafka', 'D\\u00e9prim\\u00e9', 'M\\u00e9lancolie', 'tristesse', 'D\\u00e9prime', 'Ind\\u00e9sirable']","['catan', 'Bread', 'Bulgar', 'Harvest', 'Golden', 'Flour']","['Or', 'Argent', 'Gourmette', 'Menottes']","['fruit', 'contraire', 'Haricot', 'Navet', 'Personne', 'V\\u00e9g\\u00e9tative']","['Autumn', 'Konoha', 'Fall', 'Branch', 'Clover', 'Page']","['nuke', 'Da', 'explosive', 'Explosive']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['red', 'teeth', 'orifice', 'Gape', 'Speak', 'Speak']","['speckled', 'Coccinellidae', 'tomatoes', 'beetle', 'Miraculous', 'feminine']","['Olympic', 'prize', 'award', 'bronze', 'honor', 'achievement']","['Himalayan', 'Flats', 'sodium', 'seasoning', 'pinch', 'Deice']","['yellow', 'Star', 'Shining', 'bathe', 'Solar', 'Nova']","['Cosy', 'metamorphasise', 'Movie', 'Silk', 'Envelop']","['kitchen', 'scrub', 'Sqarepants', 'Bob', 'Porous', 'Aquatic']","['Glacier', 'Titanic', 'sink', 'cold', 'Melt', 'Lettuce']","['Timber', 'horse', 'macho', 'belt', 'breeding', 'Finder']","['Occupation', 'slaughter', 'Cleaver', 'cleaver', 'Cleaver']","['Backsplash', 'Grout', 'Mosaic', 'Pattern', 'Ceramic', 'Ceramic']","['Batman', 'tuxedo', 'villain', 'Publisher', 'flightless', 'Flightless']","['Frigate', 'Sail', 'Captain', 'Fishing', 'Ship', 'transport']","['Treat', 'Cards', 'ruse', 'ploy', 'Hat', 'Magic']","['Pink', 'Flying', 'Woolley', 'Mammoth', 'Horton', 'Babar']","['Dead', 'colt', 'Train', 'McQueen', 'Bang']","['S\\u00fcdpol', 'Happy', 'Feet', 'Kaiser', 'Vogel', 'Vogel']","['Respect', 'tie', 'tie', 'NA']","['proxy', 'Storage', 'Terraria', 'apache']","['Belt', 'Pliers', 'Hammer', 'Wrench']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['cloth', 'Square', 'Bib', 'Wipe', 'towelette', 'Towelette']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['Tell', 'Theatre', 'Broadway', 'Broadway']","['0', 'X', 'browser', 'Browser']","['Bath', 'Air', 'Toes', 'Pop', 'Snot']","['toot', 'trombone', 'honk', 'honk']","['In', 'Pyjamas', 'Peel', 'Smoothie']","['fastener', 'chocolate', 'benjamin', 'moon']","['dawn', 'Leghorn', 'RWBY', 'Poultry']","['Canoe', 'Ship', 'Gravy', 'Galleon', 'Yacht']","['Canine', 'Carie', 'Gencive', 'pr\\u00e9molaire', 'Incisive', 'incisive']","['certified', 'Emery', 'Chalk', 'chalk']","['Francis', 'Miter', 'Catholic', 'Fish', 'Pius', 'Pious']","['bas', 'couilles', 'caf\\u00e9', 'cochon', 'bidet', 'lavabo']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']","['Scissors', 'Hedge', 'wool', 'remove', 'Clips', 'Blades']"
Mystery Word,Oven,Tempel,Circle,Shovel,Tissue,Pit,President,Blanket,Sucre,Affe,Boat,Barbecue,For\u00eat,Plane,Cube,Meal,Butcher,Couch,Sewer,Rat,M\u00e9tro,Root,Kran,Thread,Cigarette,Grape,Star,Humor,Shears,Palace,Cafard,Wheat,Bracelet,L\u00e9gume,Leaf,Bomb,Meerjungfrau,Mouth,Ladybug,Medal,Salt,Sun,Cocoon,Sponge,Iceberg,Stud,Butcher,Tile,Penguin,Boat,Trick,Elephant,Bullet,Pinguin,Bow,Server,Tool,Anchor,Scale,Candle,Napkin,Poil,Show,Safari,Bubble,Horn,Banana,Button,Rooster,Boat,Dent,Board,Pope,Lait,Circle,Shears
Guess,Oven,,circle,shovel,Tissue,pit,president,Blanket,sucre,Affe,boat,bbq,For\u00eat,,Cube,Bet,Butcher,lounge,Sewer,Rat,m\u00e9tro,Root,Kran,Thread,cigarette,,star,humor,scissors,Palace,Cafard,Wheat,bracelet,L\u00e9gume,Leaf,Bomb,Meerjungfrau,Mouth,Ladybug,Medal,Salt,Sun,cocoon,Sponge,Iceberg,Lumberjack,Butcher,Tile,Penguin,Boat,Trick,Elephant,express,,artist,web,,,,,,Poil,Perform,,Bubble,Trumpet,Banana,Button,Rooster,boat,dent,board,Saint,Lait,Circle,Cuts
