ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80
Table Number,494245920,494059177,493885264,493490598,493438350,492968882,492984027,492996795,492968945,492631273,492888752,492677863,492612503,492278181,492329828,492138736,492241175,492103050,492085316,492009132,492013303,491567848,491570803,491706632,490834543,491305856,491316758,491298421,491327664,491327147,491136219,491074895,490280100,490640744,490501898,490498748,490039944,490106662,489961752,489457635,488977589,489005659,488396760,487703450,487721649,486226243,484975019,485530531,483967058,484682575,484435490,481747388,481212678,480638723,480055062,479677325,479232973,478658601,475857014,473773078,471793759,466081205,466083684,466084384,465731184,465733714,465664137,465664095,465664206,465664286,465668656,465435499,445297184,444471586,426921218,417255169,405054016,341401520,338553253,336562502
Move,['54'],['5'],['6'],['5'],['19'],['16'],['20'],['21'],['65'],['46'],['44'],['13'],['36'],['54'],['76'],['49'],['24'],['91'],['40'],['51'],['30'],['57'],['43'],['38'],['17'],['38'],['62'],['76'],['64'],['64'],['37'],['64'],['37'],['73'],['92'],['37'],['18'],['101'],['87'],['40'],['49'],['57'],['48'],['64'],['91'],['71'],['67'],['89'],['39'],['96'],['55'],['73'],['54'],['16'],['176'],['82'],['1702'],['63'],['10'],['377'],['74'],['48'],['49'],['46'],['38'],['48'],['40'],['44'],['38'],['43'],['40'],['366'],['47'],['57'],['602'],['1637'],['1738'],['2789'],['1781'],['1685']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode
Speed,Real-time • Normal speed (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only
Language,Français,English,English,English,English,English,Français,Français,English,Français,English,Français,English,English,English,English,English,Français,English,English,Français,Deutsch,English,Français,English,Français,English,English,Français,Français,Français,English,Français,Français,English,English,English,English,English,Deutsch,English,English,English,Français,English,Deutsch,English,Deutsch,Français,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,Deutsch,English,English,English,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['policier', 'tir', 'lance', 'boken']","['Southpole', 'Bird', 'Iceage', 'Blackwhite']","['fancy', 'dresses', 'waltz', 'theatre', 'BLITZ', 'SONG']","['Medve', 'Hegy', 'S\\u00f6t\\u00e9ts\\u00e9g', 'Csontv\\u00e1z']","['911', 'Rescue', 'Accident', 'ambulance', 'urgent', 'climate']","['Butter', 'Wall', 'ointment', 'Goldblum', 'Baxter']","['\\u00e9puration', 'canalisation', 'Canal', 'Souterrain']","['Morts', 'Histoire', 'Mondiale', 'Mondial']","['Sister', 'Girl', 'Brownish', 'Color', 'Which-', 'Eyes']","['Tapette', 'Rat', 'Jerry', 'Grignoter', 'Rongeur', 'Rongeur']","['Ageing', 'Candles', 'yearly', 'Yearly']","['Box', 'Office', 'Sortie', 'Film', 'Salle', 'Popcorn']","['Mountain', 'high', 'Muscles', 'Ladder', 'Boulder', 'Bouldering']","['Round', 'Database', 'Legs', 'Dining', 'Furniture', 'Card']","['poolside', 'cell', 'blue', 'Pilgrimage', 'Cave', 'park']","['Mythical', 'Horse', 'creature', 'magical', 'Cutesy', 'Point']","['green', 'sheath', 'arm', 'tattoos', 'limb', 'wrap']","['Tonerre', 'Vitesse', 'Chocolat', 'Chocolat', 'Caf\\u00e9', 'Caf\\u00e9']","['season', 'Discontent', 'solstice', 'Groundhog', 'Wonderland']","['Song', 'Headphones', 'Auditory', 'Craft', 'Band', 'Play']","['Hotdog', 'Charcuterie', 'Francfort', 'Chipolatas']","['Piratenschiff', 'M\\u00fcnchhausen', 'Haubitze', 'Gesch\\u00fctz']","['Terrorist', 'Explosive', 'Boom', 'Explode']","['Tabac', 'Tabourets', 'Bistrot', 'Verre', 'poisson', 'poisson']","['Pie', 'Brulee', 'Yumm', 'Pastry', 'Souffle']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['Weight', 'Gradation', 'fish', 'Libra', 'weigh', 'Weigh']","['clue', 'poirot', 'Luther', 'Sherlock', 'Sherlock', 'Sherlock']","['noisetier', 'Erable', 'Cerisier', 'Bouleau', 'Peuplier', 'f\\u00f4ret']","['olfactif', 'andouille', 'Odorat', 'champignon', 'Museau', 'museau']","['Marguerite', 'P\\u00e9tales', 'orchid\\u00e9e', 'Plante', 'Tulipe', 'Odeur']","['pirates', 'plate', 'wooden', 'walk', 'Board', 'Board']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['giligan', 'Isthme', 'Maurice', 'Robinson', 'Palmier', 'Ol\\u00e9ron']","['Bathers', 'Water', 'Wetsuit', 'speedos', 'bikini', 'bikini']","['surround', 'support', 'Outside', 'Photo', 'picture', 'door']","['Crunch', 'Morgan', 'Picard', 'Ahab', 'Planet', 'Phillips']","['Prison', 'unite', 'Mitochondria', 'chloroplast', 'terrorist', 'biology']","['chin', 'Shaving', 'Vandyke', 'Goatee', 'hair', 'Facehair']","['RobinsonCrusoe', 'Kar..', 'Kar....', 'Kar...', 'Kar...']","['hair', 'forehead', 'universe', 'beginning', 'bomb', 'shrimp']","['Pick', 'cherish', 'raisin', 'fruit', 'Blossom', 'blossom']","['Applebees', 'Starter', 'Shareable', 'Sampler']","['Cuill\\u00e8re', 'Go\\u00fbter', 'Porcelaine', 'Speculoos', 'Lu', 'LU']","['racket', 'Court', 'federer', 'serve', 'Djokovic', 'Djokovic']","['Joe', 'Schmarrn', 'Roland', 'Japan', 'K\\u00f6nig', 'K\\u00f6nig']","['Sporicidal', 'Mildew', 'Penicillin', 'Vile', 'infestation']","['\\u00c4cker', 'H\\u00fchner', 'Scheune', 'Landleben', 'Landwirtschaft']","['R\\u00e9paration', 'Bricolage', 'Tournevis', 'Marteau']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['sun', 'constellation', 'Movie', 'Astronomy', 'Polaris', 'Asterisk']","['Twilight', 'Edward', 'Bella', 'Bat', 'chocula', 'sparkle']","['blue', 'passcode', 'Hart', 'Smith']","['Undstein', 'Wanderhilfe', 'Stecken', 'Etage', 'Gehhilfe', 'Gehhilfe']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Gigarettes', 'Container', 'Milk', 'Milk']","['Haystack', 'Pins', 'thread', 'Thread', 'vaccine', 'Vaccine']","['Newton', 'lab', 'biology', 'biology']","['Beak', 'fly', 'Feather', 'Dinosaur', 'flying', 'chicken']","['Free', 'Bird', 'Nicolas', 'Bars', 'actor', 'avoidant']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['happy', 'annually', 'another', 'year']","['Crimson', 'and', 'lucky', 'irish']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['spicy', 'l\\u00e4nglich', 'rot', 'rot']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['japanese', 'comic', 'Anime', 'Cartoon']","['Cosmo', 'Neil', 'Aldrin', 'Lightyear', 'Cosmonaut', 'Space']","['Smee', 'Crocodile', 'Captain', 'Neverland']","['Love', 'Agassi', 'Court', 'Williams', 'Serena', 'Federer']","['Friend', 'Head', 'honeydew', 'Baller', 'Honeydew', 'baller']","['Napperon', 'P\\u00eacheur', 'parenth\\u00e8se', 'accolade', 'Capitaine', 'Pan']"
Mystery Word,Arme,Penguin,Ballroom,Cave,Emergency,Fly,\u00c9go\u00fbt,Guerre,Hazel,Souris,Birthday,Cin\u00e9ma,Climb,Table,Grotto,Unicorn,Sleeve,\u00c9clair,Winter,Music,Saucisse,Kanone,Bomb,Bar,Dessert,Baleine,Scale,Detective,Arbre,Truffe,Fleur,Plank,Valise,\u00cele,Swimsuit,Frame,Captain,Cell,Beard,Freitag,Bang,Cherry,Appetizer,Biscuit,Tennis,Kaiser,Mold,Bauernhof,Outil,Quarter,Root,Star,Vampire,Lock,Stock,Guard,Carton,Needle,Science,Bird,Cage,Coin,Bar,Stone,Birthday,Clover,Envelope,Plastic,Card,Soap,Mill,Poker,Chili,Vegetable,Manga,Astronaut,Hook,Tennis,Melon,Crochet
Guess,pompier,Pingu\u00efn,Ballroom,Cave,disaster,Fly,Egout,guerre,Hazel,Souris,Sixteen,Cin\u00e9ma,Climb,Table,,Unicorn,sleeve,\u00e9clair,Winter,Music,saucisse,Kanone,Bomb,Bar,Cream,Baleine,Scale,Mystery,Arbre,Truffe,Fleur,Plank,valise,Ile,Swimsuit,frame,Captain,Cell,Beard,,bang,Grape,Appetizer,Biscuits,Tennis,Kaiser,Bacteria,Bauernhof,Outil,mix,,Star,Vampire,lock,stock,guard,tray,needle,Science,bird,cage,Coin,Bar,Stone,Birthday,Clover,Bag,Cosmetics,Card,Soap,Mill,Poker,Chilli,Vegetable,Pokemon,Astronaut,Hook,Tennis,Best,
