ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69
Table Number,484861209,484682575,484340535,484265429,484158116,483888132,484158608,484078046,484109823,483520101,483707849,483617867,483717581,483070348,483302127,483310386,482981866,482955686,482797082,482766831,481793224,482639555,482542862,482311702,482421951,481731894,481556552,481625206,481143717,481025697,480965835,480899997,479916058,479740646,479677325,479108774,478712941,478668337,478269717,477899787,477477285,476564427,475857014,475748509,475235402,473319518,473890082,468125819,466086694,466081205,466083684,466084384,465621249,465731184,465664137,465664095,465664206,465664286,465668656,465435499,463714023,461036696,451463411,405054016,381826421,346689693,321888448,317609821,314360735
Move,['6'],['96'],['30'],['14'],['24'],['19'],['29'],['9'],['18'],['41'],['28'],['30'],['24'],['64'],['28'],['19'],['56'],['10'],['30'],['33'],['90'],['44'],['36'],['57'],['62'],['43'],['58'],['76'],['86'],['54'],['72'],['65'],['77'],['56'],['72'],['92'],['57'],['101'],['32'],['75'],['109'],['49'],['10'],['47'],['105'],['36'],['9'],['73'],['42'],['48'],['49'],['46'],['70'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['57'],['68'],['40'],['1554'],['730'],['2730'],['3245'],['1683'],['3047']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,Deutsch,Français,English,English,English,Deutsch,English,Français,English,Deutsch,English,English,Français,Français,English,English,English,Français,English,Français,English,English,Français,English,English,Français,English,Français,English,Français,English,English,Français,English,English,English,English,English,English,English,Français,Deutsch,English,English,English,English,English,English,Français,English,English,English,English,English,English,Deutsch,Français,English,English,English,English,Français,English,Français,English
End,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Blades', 'France', 'Dumas', 'Three', 'Three', 'Dumas']","['pizza', 'half', '15', '15minutes']","['Me', 'Up', 'Plank', 'Ray', 'Of', 'Light']","['orthodontist', 'orthodontics', 'driller', 'Mouth']","['Hacke', 'Schuhanzieher', 'Achilles', 'Absatz', 'Hinterfu\\u00df']","['Haigner\\u00e9', 'Aldrin', 'pesquet', 'NASA', 'Armstrong', 'Armstrong']","['Trick', 'Head', 'Fedora', 'berret']","['swimming', 'lagoon', 'Olympic', 'chlorine', 'Snooker', 'Snooker']","[""repulsion's"", 'complement', 'Magnetism', 'Pheromones', 'positive', 'negative']","['Edvunternehmen', 'Softwareunternehmen', 'Windows', 'Gates']","['Superhero', 'wet', 'Tuxedo', 'bowtie', 'Tie', 'leisure']","['d\\u00e9', 'carr\\u00e9e', 'Rubik', '3']","['Round', 'Currency', 'legal', 'tender', 'create', 'word']","['Hammer', 'Raubfisch', 'Horrorfilm', 'R\\u00fcckenflosse', 'Ozean', 'Weisser']","['Silkworm', 'Butterfly', 'Pupa', 'Waiting', 'Wrap', 'Catipiler']","['Daddy', 'Brendan', 'Parent', 'Caregiver', 'Nursing', 'Tomb']","['rodeo', 'Trinita', 'Ouest', 'Wayne', 'Texas', 'Saloon']","['AAA', 'Plate', 'Face', 'Batterie']","['scared', 'feathers', 'Kentucky', 'Fried']","['Accesories', 'Silver', 'Diamond', 'Gem']","['Chills', 'Pitch', '100.4', '103', 'Pyretic', '38.7f']","['Disney', 'Crapaud', 'Altesse', 'cendrillon']","['Ororo', 'Mutant', 'Cloud', 'Lightning', 'Hurricane', 'Gewehr']","['illusionniste', 'Turlututu', 'Garcimore', 'majax', 'Sorcier', 'sorcier']","['Gorgon', 'Snakes', 'Mythology', 'hair', 'Reflection', 'Statue']","['Wateroppervlakte', 'Vijf', 'Zee', 'Water']","['close', 'Apparemment', 'Domicile', 'Habitation', 'Buanderie']","['Paddy', 'lucky', 'honeybees', 'Leprechaun', 'Shamrock', 'shamrock']","['Swallows', 'Cuckoo', 'Eagles', 'Twigs', 'bird', 'Cookoo\\u2019s']","['Morgan', 'Bacardi', 'alcool', 'Baba', 'Capitaine', 'agricole']","['Strong', 'Aluminium', 'Weld', 'Heavy', 'braces', 'Bronze']","['M\\u00e9canique', 'langage', 'Coudre', 'COUDRE']","['Margarita', 'Sodium', 'Seasonings', 'Exorcism']","['Feuilles', 'Herbe', 'Ramasser', 'Ramasser']","['Seals', 'Mallet', 'caveman', 'Dance', 'Discotheque', 'music']","['Danforth', 'stay', 'attach', 'Secure', 'newscaster', 'ship']","['Marie', 'Casque', 'Moussant', 'Tourbillon', 'Tourbillon', 'Tourbillon']","['vegetable', 'Flavorful', 'ring', 'Round', 'Layers', 'Layers']","['Drinking', 'Last', 'Drink', 'Tube', 'Bucatini']","['Crimson', 'Sovereign', 'Mighty', 'regal', 'monarchy', 'monarch']","['Dove', 'Treaty', 'Freedom', 'calm', 'Tranquility', ""namaste'""]","['Hamburger', 'Jerky', 'Dinner', 'Cow']","['Newton', 'lab', 'biology', 'biology']","['shirt', 'remote', 'Circular', 'Sewing']","['Ballon', 'Soif', 'Fendre', 'Bosc', 'Digestif']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Tropical', 'Guam', 'Tahiti', 'Atoll', 'Indonesia', 'Mackinac']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Sediment', 'Geode', 'granite', 'actor', 'salt', 'Gneiss']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['Fold', 'Cut', 'sewing', 'shirt']","['alley', 'columbine', 'pins', 'Pins']","['priorit\\u00e9', 'moindre', 'rumble', 'sombrefer']","['Camilla', 'Spouse', 'Bed', 'Monarch', 'In', 'Charge']","['Puer', 'Ours', 'Paslamoustache', 'Vampire', 'vampire', 'vampire']","['Cancer', 'Stick', 'Tobacco', 'smoking', 'Lighter', 'lighter']"
Mystery Word,Musketeer,Quarter,Beam,Dentist,Ferse,Astronaute,Hat,Pool,Attraction,Microsoft,Suit,Cube,Coin,Hai,Cocoon,Mummy,Western,Pile,Chicken,Jewel,Fever,Princesse,Storm,Magicien,Medusa,Ocean,Maison,Clover,Nest,Rhum,Metal,Machine,Salt,R\u00e2teau,Club,Anchor,Bain,Onion,Straw,King,Peace,Beef,Science,Button,Poire,Puder,Dress,Island,Club,Coin,Bar,Stone,Patron,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Bouclier,Rock,Ninja,Seam,Bowling,Mineur,King,Ail,Cigarette
Guess,Saber,mix,beam,braces,Ferse,Espace,Hat,Pool,attraction,Microsoft,Aquaman,Cube,coin,Hai,Cocoon,Mummy,cowboy,pile,Chicken,necklace,fever,princesse,storm,Magie,Medusa,,Maison,clover,nest,Rhum,Metal,Signe,Salt,Fleurir,,Anchor,Bain,Onion,Straw,Emperor,Peace,Beef,Science,Button,,Russ,,island,Club,Coin,Bar,Stone,Coin,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chevalier,rock,,Crease,back,Mineur,king,Ail,Cigarette
