ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54
Table Number,556002030,555712449,555893789,556269424,556221941,556005090,555658473,554757174,555276251,555519516,555497898,555257258,555066907,555049154,554925225,554878034,554163028,554786150,554819656,554158338,553981424,554041055,554044795,552867560,553700790,553281408,552408247,552788681,552834694,552904963,552744519,552511060,552548398,552523469,551910881,551020732,550010707,549941880,549177953,548474553,544337775,542091290,539937223,539412516,533993182,534335856,528436597,528022855,508762408,506189713,489266717,431028877,422619886,319065151
Move,['9'],['9'],['20'],['10'],['54'],['26'],['18'],['27'],['25'],['49'],['12'],['53'],['12'],['18'],['38'],['70'],['14'],['24'],['7'],['27'],['56'],['36'],['59'],['71'],['25'],['122'],['43'],['72'],['46'],['14'],['56'],['19'],['104'],['111'],['50'],['21'],['51'],['65'],['39'],['62'],['57'],['82'],['40'],['79'],['45'],['687'],['61'],['184'],['561'],['1450'],['51'],['1479'],['859'],['545']
Mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,Deutsch,English,English,English,Français,Deutsch,Français,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,Français,English,Français,English,Français,English,Français,English,English,English,Français,English,English,Français,English,English,English,English,Français,English,Deutsch,English,English,English,English,Français,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Standard,Infinite,Infinite,Infinite
Clues,"['cookware', 'Shinobi', 'Naruto', 'kakashi', 'raizo', 'Raizo']","['Faschingsumzug', 'S\\u00fc\\u00dfigkeit', 'Karnevalumzug', 'gut', 'Lutschen', 'Lutschen']","['\\u00cdzlel\\u0151', 'Testr\\u00e9sz', 'Nyalni', '\\u00cdzlel\\u00e9s', 'Smaci', 'Ny\\u00e0las']","['Johnny', 'Fox', 'saw', 'woman']","['Zorro', 'The', 'N95', 'Gas', 'Incognito', 'Facial']","['Filmer', 'Film', 'Appareil', 'Appareil']","['Hirnleistung', 'Vorstellung', 'Geistesblitz', 'gr\\u00fcbeln', 'Frei', '\\u00dcberlegung']","['dada', 'poney', 'mule', 'Maison-Laffitte', 'Canasson', '\\u00c9quitation']","['bamboo', 'raccoon', 'china', 'china', 'bear', 'bear']","['edulcorante', 'Terr\\u00f3n', 'Refinada', 'Sacarosa', 'Glac\\u00e8', 'Caramel']","['partnership', 'shared', 'NATO', 'Friendly', 'friends', 'NATO']","['zeal', 'entusiasm', 'fruit', 'crime']","['Excalibur', 'Blade', 'big', 'dagger', 'Oathkeeper', 'Longclaw']","['Music', 'chacha', 'Rumba', 'Lambada', 'Mambo', 'tutu']","['BRQ', 'hotdog', 'chorizo', 'Weiner']","['Film', 'screen', 'Theatre', 'Flicks', 'classic']","['Sleep', 'REM', 'Sweet-', 'nightmare']","['wrap', 'Container', 'Manilla', 'Stationery', 'letter', 'Letter']","['Capone', 'Gang', 'Familia', 'Sopranos']","['Emma', 'Sharon', 'fourteen', 'pounds']","['Geb\\u00e4ck', 'R\\u00fchr...', 'Marmor', 'Sahne', 'Labamba']","['connection', 'link', 'crossroads', 'Traffic', 'intersection', 'Intersection']","['Lame', 'Excalibur', 'Engarde', 'Knight']","['Monks', 'bubbly', 'Brut', 'Fizz']","['Ingre', 'Vivaldi', 'Stradivarius', 'contrebasse', 'Contrebasse', 'Contrebasse']","['Back', '25', 'section', 'ONE-FOURTH', 'horse', 'century']","['gratter', 'Tombola', 'Metro', 'Caisse']","['Dresscode', 'military', 'Military', 'Military']","['pitre', 'cirque', 'Nez', 'Rouge']","['Ariel', 'Cavern', 'Italian', 'Stone']","['Dip', 'starters', 'First', 'Shareables', 'Entree', 'Entree']","['Dame', 'Wingspan', 'tweets', 'Feather', 'tweety', 'Tweety']","['Poly\\u00e8dre', 'Hexa\\u00e8dre', 'Solide', 'Trois', 'Rubis', 'Rubik']","['prison', 'security', 'Protect', 'Protect', 'Security', 'Protect']","['Slopes', 'Olympic', 'Jet', 'jet']","['Fille', 'Roi', 'Peach', 'Daisie']","['Billy', 'ewe', 'Kid', 'Graze', 'Ram', 'ram']","['Thaw', 'Coil', 'Coiled', 'coiled', 'coil']","['yucca', 'Reader', 'hand', 'Hand']","['Wave', 'Sunny', 'Miami', 'Warmth', 'fireplace', 'stovetop']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Spank', 'money', 'Deposit', 'note']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Ability', 'Laugh', 'wit', 'sense']","['Hemlock', 'Toxin', 'sick', 'Oak']","['Anisometropia', 'monocle', 'nearsighted', 'Reading', 'wine', 'spectacles']","['APPENDAGE', 'Twig', 'Trolls', 'Trunk']","['pasteque', 'orange', 'porto', 'serrano']","['camouflage', 'Telephone', 'Reptile', 'Karma']","['Dining', 'Breakfast', 'legs', 'Occasional', 'Tennis', 'Coffee']","['Recyclable', 'Bottle', 'Figurine', 'Hard']","['Plant', 'Globe', 'eighty', 'watt', 'Light', 'Light']","['stone', 'seed', 'Hollow', 'Hole']","['migjorn', 'gregal', 'Air', 'Movement']"
Mystery Word,Ninja,Bonbon,Tongue,Magician,Mask,Cam\u00e9ra,Gedanke,Cheval,Panda,Sugar,Alliance,Passion,Sword,Dance,Sausage,Cinema,Dream,Envelope,Mafia,Stone,Kuchen,Junction,\u00c9p\u00e9e,Champagne,Violon,Quarter,Ticket,Uniform,Clown,Grotto,Appetizer,Bird,Cube,Guard,Ski,Princesse,Goat,Spring,Palm,Heat,Anneau,Bank,Asterix,Humor,Poison,Glasses,Branch,Melon,Chameleon,Table,Plastic,Bulb,Pit,Wind
Guess,ninja,Kamelle,Tongue,magic,Mask,Acteur,Gedanke,Cheval,Panda,Sugar,marriage,zest,Sword,Dance,Sausage,Movie,dream,Carton,mafia,stone,Kuchen,Intersection,Epee,Champagne,Violon,quarter,,formal,Clown,grotto,appetizer,Bird,G\u00e9om\u00e9trie,Cell,Ski,princesse,Sheep,,Kindle,Heat,Anneau,Bank,Asterix,Intelligence,Poison,Glasses,tree,Melon,Chameleon,Table,Wood,bulb,Pit,Wind
