ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55
Table Number,553584018,552936633,552965212,552408247,552969912,552834694,552717527,552701094,552712717,552842629,552511060,552301278,552339240,551860307,551739848,551572084,550508615,551472158,551259677,550259893,550791397,550178877,550187728,549857080,549768269,549575135,549451565,549449060,549185052,549292649,549003633,547537580,547212485,546187313,546021719,545618695,544734104,544035219,544337775,542060223,539937223,539056880,537929434,535380893,533993182,534528798,533093056,528822756,528042758,520583929,511221983,506189713,417255169,396307534,319065151
Move,['9'],['24'],['21'],['7'],['25'],['10'],['18'],['13'],['20'],['31'],['9'],['37'],['66'],['84'],['34'],['50'],['50'],['43'],['55'],['62'],['85'],['57'],['36'],['78'],['21'],['55'],['31'],['80'],['91'],['61'],['77'],['50'],['26'],['73'],['86'],['43'],['83'],['77'],['57'],['31'],['40'],['64'],['75'],['11'],['45'],['25'],['31'],['191'],['52'],['108'],['1464'],['1330'],['2716'],['693'],['545']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,English,Français,English,Français,English,English,English,Français,English,English,Français,Deutsch,English,English,Deutsch,English,English,English,English,English,Français,English,English,Français,English,English,English,English,English,English,English,English,Français,Français,English,English,Français,English,Deutsch,Deutsch,English,Français,English,Deutsch,English,English,Deutsch,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Gravedigger', 'dead', 'haunted', 'Headstones', 'Graveyard', 'Tomb']","['Zebra', 'Enclosures', 'Lander', 'Exhibits', 'Cages', 'Wild']","['Bedside', 'Chimney', 'bulb', 'Genie']","['Eden', 'Dieu', 'Vanessa', 'Ange']","['Sun', 'Gown', 'Wedding', 'Maxi']","['flotte', 'Pluie', 'protection', 'Protection']","['ice', 'trombone', 'Slip', 'SLIP', 'PowerPoint', 'PowerPoint']","['Jalape\\u00f1o', 'Spice', 'Lonely', 'Hearts', 'Salt', 'Grinder']","['Basketball', 'Vest', 'Sweater', 'blouse', 'arm', 'sheathe']","['Permis', 'Majorette', 'hotwheels', 'Moteur', 'Pneu', 'Essuieglace']","['Concerto', 'Stringed', 'Bowstring', 'String', 'Stradivarius', 'Stradivarius']","['thorn', 'juicy', 'desert', 'Botany', 'plant', 'spiny']","['Imite', 'guenon', 'Bonobo', 'Monnaie', 'Rafiki']","['Krippenunterlage', 'Stallbodenbelag', 'Weizenabfall', 'Trockengras', '-rum', 'rum']","['Sock', 'Doll', 'Show', 'Doll', 'Show']","['Saturday', 'Night', '104', 'Fahrenheit', 'Flu', 'Temperature']","['Stimmenverst\\u00e4rker', 'Gesang', 'Aufnahme', 'Verst\\u00e4rker', 'B\\u00fchne', 'Auftritt']","['chanel', 'fancy', 'smell', 'Toilette', 'colonge', 'Cologne']","['Cruella', 'satan', 'Pitchfork', 'Horns', 'Horns', 'Horns']","['Bridge', 'Alternative', 'Shawshank', ""crawlin'"", 'underground', 'passage']","['Yellow', 'Fare', 'Cab', 'NYC', 'Uber']","['roll', 'Hard', 'Dwayne', 'Boulder', 'Stone', 'Stone']","['Miterrand', 'Obama', 'Fromage', 'Marque', 'Camembert', 'Camembert']","['game', 'Boardgame', 'Go', 'bishop', 'Kasparov', 'kasparov']","['F\\u00e1j', 'Hegyes', 'M\\u00e9h', 'M\\u00e9h']","['Carnutes', 'Racine', 'VIERGE', 'Bor\\u00e9ale', 'Paimpont', 'Broc\\u00e9liande']","['T-Rex', 'Velociraptor']","['fruit', 'mario', 'persica', 'cobbler', 'princess', 'princess']","['Cochlear', 'muffs', 'Drum', 'plug', 'q-tip', 'canal']","['Cyberpunk', 'Metal', 'Melody', 'Song']","['dusk', 'Pm', 'moon', 'Night', 'Sunset', 'bedtime']","['brim', 'Stovetop', 'Toque', 'fedora', 'fedora']","['Boat', 'in', 'Wind', 'wind']","['Express', 'Little', 'Foal', 'EQUESTRIA', 'Equine', 'Shetland']","['Lucarne', 'Carreau', 'Volets', 'vitr\\u00e9e', 'Vitrail']","['Poisson', 'Fente', 'peigne', 'Cheveux']","['Mirage', 'Slot', 'Gambling', 'Royale', 'roulette']","['Twister', 'Cyclone', 'Iowa', 'EF5']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['sweets', 'cane', 'sourpatch', 'kitkat']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Hitze', 'Verwirrt', 'Haluzinazion', 'T\\u00e4uschung', 'W\\u00fcste', 'W\\u00fcste']","['kneading', 'Gravy', 'cracker', 'Southern', 'Cookie', 'cookie']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Hemlock', 'Toxin', 'sick', 'Oak']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Benjamin', 'Panic', 'Lives', 'Factory']","['Eingewickelt', '\\u00c4gypten', '\\u00c4gyptisch', 'Toilettenpapier']","['Ka', 'kriechen', 'Boa', 'Lang', 'Giftig']","['curds', 'Gruy\\u00e8re', 'Big', 'Feta', 'Camembert']","[""Mother's"", 'Oreos', 'homogenized', 'Soy', 'shake', 'Lactose']","['Click', 'taste', 'Licker', 'Muscle', 'Lingual', 'Enunciation']","['Climb', 'Tool', 'climbing', 'Up', 'step', 'extension']","['migjorn', 'gregal', 'Air', 'Movement']"
Mystery Word,Cemetery,Zoo,Lamp,Paradis,Dress,Parapluie,Slide,Pepper,Sleeve,Voiture,Violin,Cactus,Singe,Stroh,Puppet,Fever,Mikrofon,Perfume,Devil,Tunnel,Taxi,Rock,Pr\u00e9sident,Chess,Sting,For\u00eat,Dinosaur,Peach,Ear,Music,Evening,Hat,Sail,Pony,Fen\u00eatre,Raie,Casino,Tornado,Anneau,Candy,Asterix,Fata Morgana,Biscuit,Perle,Poison,Tempel,Ocean,Button,Mumie,Snake,Cheese,Milk,Tongue,Ladder,Wind
Guess,Ghost,Zoo,Lamp,Eve,Dress,Parapluie,Slip,Pepper,,Voiture,Orchestra,cactus,Singe,heu,Puppet,fever,Microphon,Perfume,Devil,tunner,Taxi,Rock,Pr\u00e9sident,Chess,Needle,,Dinosaur,Peach,Ear,beat,Evening,Hat,sail,Pony,,Raie,Casino,Tornado,Anneau,Candy,Asterix,Illusion,Bisquits,Perle,Poison,,Ocean,Button,Mumie,Schlange,Cheese,milk,Tongue,ladder,Wind
