ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67
Table Number,527600898,527659982,527185612,527098388,526842700,527080808,527046211,527029597,526882439,526658594,526625193,526519778,526681109,525807648,526375460,526128458,525733903,525939276,525722050,525572868,525592590,525524355,525436539,525452109,524934527,525089802,524650839,524916428,524416990,524276331,524205674,523853462,523665640,523664450,523534665,522762765,522043003,521036920,521576994,520391399,520820103,520467015,520154633,517973951,517039024,515518017,514749563,514377397,513316968,512318901,509897088,508116165,504783443,489266717,480162112,480055062,464921867,462438853,431028877,420552674,396307534,387173467,381826421,381777020,374138794,348302073,336562502
Move,['9'],['33'],['9'],['48'],['33'],['18'],['12'],['5'],['43'],['46'],['36'],['37'],['18'],['18'],['12'],['63'],['21'],['36'],['50'],['50'],['61'],['42'],['43'],['58'],['36'],['32'],['51'],['68'],['36'],['83'],['65'],['65'],['79'],['74'],['20'],['96'],['5'],['55'],['11'],['21'],['79'],['68'],['73'],['17'],['35'],['31'],['67'],['295'],['80'],['75'],['73'],['75'],['31'],['37'],['45'],['550'],['176'],['1261'],['1284'],['855'],['590'],['1943'],['957'],['1589'],['1800'],['3086'],['1986']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 4 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only
Language,English,Français,English,English,English,English,English,English,English,English,English,Français,English,English,English,Français,Français,English,Français,Français,Français,Français,Français,Français,English,English,English,Deutsch,Français,English,Français,English,Deutsch,English,English,Français,English,English,English,English,Français,Français,English,English,English,Français,Deutsch,English,English,English,English,English,English,English,English,Deutsch,English,Français,English,English,English,English,English,English,English,Français,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Funday', 'Sabbath', 'church', 'Saturday', 'weekend', 'weekend']","['Ap\\u00e9ritif', 'beurre', 'Arachide', 'arachide']","['Fragile', 'Eye', 'sand', 'window', 'beaker', 'Transparent']","['chlpy', 'hitler', 'Dal\\u00ed', 'vykr\\u00facal', 'Poirot', 'Poirot']","['Vermintide', 'Mouse', 'Cat', 'Warhammer', 'Mickey']","['Digestive', 'Gravy', 'Cookie', 'Gravy', 'Cookie', 'cookie']","['glass', 'Snow', 'White', 'Image', 'reflection', 'Reflection']","['spare', 'reaps', 'weapon', 'fish']","['FERVOR', 'fruit', 'fruit', 'fruit']","['Capone', 'Boss', 'gangsta', 'Mob']","['Chopsticks', 'Pool', 'slurp', 'Pasta', 'Ramen', 'ramen']","['Jaune', 'Fleur', 'Huile', 'Castafiore', 'Graine', 'Champs']","['Twenty-five', 'Half', '.25', 'district', 'Fourth', 'Fourth']","['Erhart', 'Lindberg', 'airplane', 'ride', 'delta', 'flying']","['Cashew', 'crazy', 'Brazil', 'Hazel', 'Macadamia', 'Macadamia']","['orgeat', 'Cod\\u00e9ine', 'Antitussif', 'Sucre', 'grenadine', 'Grenadine']","['lit', 'fleuve', 'poker', 'p\\u00eache']","['pair', 'Dobby', 'Toes', 'Warm']","['Enchant\\u00e9e', 'Pipeau', 'Piccolo', 'Traversi\\u00e8re', 'Mince', 'Crotte']","['Bataille', 'Matelas', 'Dodo', 'Dodo', 'T\\u00eate', 'T\\u00eate']","['Vert', 'Grand', 'Diplodocus', 'Tric\\u00e9ratops', 'Denver', 'L\\u00e9zard']","['Musiciens', 'Arachnide', 'Novembre', 'Astrologie', 'Balance', 'Capricorne']","['Pirate', 'bombasse', 'Tank\\u00e9e', 'Boulet', 'Boulet']","['creux', 'surf', 'D\\u00e9ferlante', 'Nazar\\u00e9']","['Link', 'choice', 'Meeting', 'Tuxedo', 'intersection', 'Join']","['gargantuan', 'massive', 'shoulders', 'squid', 'Andre']","['spiky', 'painful', 'prickly', 'desert']","['pokemon', '...kinese', 'Film', 'Dusche', 'Movie', 'Hitchcock']","['Cravate', 'd\\u00e9guisement', 'd\\u00e9guisement', 'D\\u00e9guisement']","['Moment', 'Attending', 'tense', 'Perfect', 'Currently', 'Gift']","['Cesar', 'Ni\\u00e7oise', 'Laitue', 'batavia', 'Roquette', 'Mesclun']","['leafy', 'Vinaigrette', 'ambrosia', 'Vegetarian', 'Caesar', 'Chef']","['Reiter', 'Kopfschutz', 'Kopfschutz', 'Kopfschutz']","['dove', 'Doves', 'Truce', 'harmony', 'international', 'pacific']","['Woodwind', 'Silver', 'riley', 'band']","['Tape', 'Orifice', 'bruit', 'L\\u00e8vres', 'L\\u00e8vres', 'L\\u00e8vres']","['Tail', 'Ride', 'Eeor', 'Grandad']","['tequila', 'headwear', 'Som', 'Brero']","['Rail', 'watch', 'Protect', 'protect']","['Choochoo', 'track', 'Transport', 'Rails', 'Shinkansen', 'rer']","['Pardon', 'Martin', 'hame\\u00e7on', 'Hame\\u00e7on']","['Musulman', 'Cataracte', 'catamaran', 'tchador', 'spi', 'foc']","['rosin', 'square', '15625', 'six']","['sea', 'Flat', 'ship', 'magain', 'Yacht']","['graduation', 'Bundt', 'Wedding', 'Antoinette']","['Bebe', 'Diminutive', 'Cire', 'Barbie', 'jouet', 'Jouet']","['\\u00c4rzte', 'Randale', 'rockig', 'Rockmusik']","['zach\\u00f3d', 'brunet...', '...por\\u0105', 'P\\u00f3\\u017ano', 'pora', 'Pora']","['kernal', 'Gallery', 'brittle', 'Snoopy', 'Snoopy']","['belt', 'shovel', 'screwdriver', 'awl', 'Awl']","['\\u30c9\\u30ea\\u30c3\\u30d7', '\\u307e\\u3081', '\\u3059\\u305f\\u30fc\\u3070\\u3063\\u304f\\u3059', '\\u306b\\u304c\\u3044']","['Nutmeg', 'Cinnamon', 'Cinnamon']","['Cooker', 'Fan', 'Hot', 'Cooking']","['crossword', 'Printed', 'Headline', 'Journalist']","['Shamu', 'Orca', 'moby', 'dick', 'Fishy', 'Baluga']","['Gekr\\u00f6nt', 'FelipeVI', 'Artus', 'L\\u00f6wenherz', 'CharlesIII', 'CharlesIII']","['Floating', 'Glacier', 'Titanic', 'Lettuce']","['Montparnasse', 'Ferroviaire', 'Austerlitz', 'Sncf', 'Trains', 'Trains']","['forceps', 'tweezers', 'gripping', 'Pincers', 'tool', 'Tool']","['tongue', 'teeth', 'Lips', 'Jaw', 'face', 'eat']","['Getaway', 'Holiday', 'Out', 'Relax', 'Travel', 'Travel']","['Heaven', 'Surfers', 'Welcometo', 'Dream', 'Coldplay', 'Charles.wont.make.it']","['Football', 'sewage', 'inflate', 'foot']","['Sludge', 'Mutants', 'Manhole', 'Wastewater']","['mother', 'pat', 'Egyptian', 'Embalming']","['Culture', 'R\\u00e9colte', 'D\\u00e9jeuner', 'Lait', 'Agriculture', 'Avoine']","['Clafoutis', 'P\\u00e2te', 'Claque', 'Meringu\\u00e9e', 'P\\u00e2tisserie', 'Fruits']"
Mystery Word,Sunday,Cacahu\u00e8te,Glass,Mustache,Rat,Biscuit,Mirror,Spear,Passion,Mafia,Noodle,Tournesol,Quarter,Flight,Nut,Sirop,Rivi\u00e8re,Sock,Fl\u00fbte,Oreiller,Dinosaure,Scorpion,Canon,Vague,Junction,Giant,Cactus,Psycho,Costume,Present,Salade,Salad,Helm,Peace,Flute,Bouche,Donkey,Sombrero,Guard,Train,P\u00eacheur,Voile,Cube,Sail,Cake,Poup\u00e9e,Punk,Evening,Peanut,Tool,Coffee,Spice,Oven,Newspaper,Whale,K\u00f6nig,Iceberg,Gare,Pliers,Mouth,Vacation,Paradise,Pump,Sewer,Mummy,C\u00e9r\u00e9ale,Tarte
Guess,Sunday,gras,glass,Fuzy,rats,System,Mirror,fishing,Monk,mafia,,Colza,quarter,flight,nut,Sirop,rivi\u00e8re,Socks,Fl\u00fbte,Oreiller,dinosaure,Scorpion,Canon,Vague,Wedding,,Cactus,Psycho,noeud,Present,Salade,Salad,Pferd,Peace,flute,,Donkey,Mexico,,train,Excuse,voile,Cube,sail,cake,Poup\u00e9e,B\u00e4nd,,Peanut,tool,coffee,Spice,fry,Newspaper,whale,K\u00f6nig,Iceburg,Gare,pliers,mouth,vacation,Paradise,pump,Sewer,mummy,c\u00e9r\u00e9ales,tarte
