ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80
Table Number,491745664,491209348,491305856,490950810,490917776,490280100,490771660,490555540,489924165,490501898,490497665,490498748,490229920,490252001,490171816,490196833,489373277,489884111,489828316,489645812,489534209,489499928,489054748,489429921,489431284,489221823,489167856,488879114,488588237,488826031,489024456,488805223,488849876,488624573,488569471,488443426,487297911,486624292,486625208,486357111,485758263,485824861,485628314,484606827,484123113,484682575,484435490,484426235,483352966,480162112,480638723,479677325,478910455,478658601,478694363,475857014,473319518,471793759,465912719,466086694,466081205,466083684,466084384,465731184,465664137,465664095,465664206,465664286,465668656,465435499,445297184,444471586,431028877,420552674,374138794,348838927,348302073,319065151,314360735,313533300
Move,['9'],['5'],['9'],['12'],['57'],['36'],['32'],['28'],['57'],['46'],['38'],['12'],['55'],['78'],['40'],['27'],['16'],['37'],['48'],['48'],['45'],['42'],['56'],['102'],['25'],['13'],['57'],['46'],['80'],['67'],['25'],['75'],['66'],['51'],['55'],['36'],['72'],['32'],['117'],['59'],['91'],['60'],['120'],['26'],['78'],['96'],['55'],['100'],['112'],['19'],['16'],['82'],['103'],['63'],['574'],['10'],['36'],['74'],['51'],['42'],['48'],['49'],['46'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['47'],['57'],['835'],['613'],['1399'],['1571'],['2561'],['404'],['3116'],['3780']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Deutsch,English,Français,English,English,Français,Français,English,Deutsch,English,Français,English,English,English,Français,English,English,English,Français,English,Français,English,English,English,English,Français,English,English,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,Français,Deutsch,English,English,English,Français,Français,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,Deutsch,English,English,English,English,Français,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Mahatma', 'Revolution\\u00e4r', 'Unabh\\u00e4ngigkeitsk\\u00e4mpfer', 'Pazifist', 'Indien', 'Salzmarsch']","['King', 'Dynasty', 'Roman', 'Mayan']","['Chemin', 'INRI', 'X', 'Multiplication', 'Clous', 'rouge']","['sushi', 'raw', 'scaly', 'fatty-oil', 'mackerel', 'guppy']","['Genre', '\\u00d8gendahl', 'Standup', 'Stand-up']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['Belgique', 'Jaune', 'Belge', 'Mcdo', 'pomme-de-terre', 'huile']","['sol', 'miop\\u00eda', 'jeta', 'Objeto', 'aumento', 'Aumento']","['Mystisch', 'Regenbogenpups', 'Pummelfee', 'Fantastiewesen', 'Fabelwesen']","['craft', 'hull', 'Catamaran', 'raft', 'Love', 'Ship']","['Conflit', 'Arm\\u00e9e', 'Troie', 'Territoire', 'Mondiale', 'Bataille']","['fire', 'light', 'shade', 'Light', 'Shade', 'light']","['carrier', 'Dove', 'Messenger', 'Toed', 'Bird', 'stool']","['Stalactites', 'Hobbits', 'Cave', 'Cave']","['Naissance', 'b\\u00e9b\\u00e9', 'epidural', 'Embryon', 'Gestation']","['flowers', 'pottery', 'Ceramic', 'Urn', 'Porcelain', '-line']","['Midgie', 'Net', 'Malaria', 'Dengue']","['City', 'Johnson', 'grey', 'Aggregate', 'roll', 'Roll']","['Oiseau', 'Super', 'Hibou', 'formidable', 'Formidable', 'Hibou']","['aurora', 'Switch', 'shine', 'bright', 'sabre', 'flashing']","['BD', 'chewing-gum', 'savon', 'savon']","['Stump', 'Ships', 'Bellybutton', 'Umbilical', 'Umbilical', 'Umbilical']","['Skate', 'Playground', 'Spiral', 'Slippery', 'Slip']","['Ricin', 'Apple', 'Toxic', 'Lethal', 'Deadly', 'Deadly']","['layers', 'pungent', 'allium', 'green']","['d\\u00e9m\\u00e9nagement', 'Carton', 'Carton', 'D\\u00e9m\\u00e9nagement']","['Blood', 'Punctuation', 'Sentence', 'Menstruation', 'Monthly']","['Dig', 'Spade', 'spade', 'Spade']","['prostitute', 'Treat', 'Taking', 'Pony']","['c\\u00e9phalopode', 'Kraken', 'Tentacules', 'Octopus', 'Marine', 'poulpe']","['Tepee', 'Tipi', 'overnight', 'woods', 'Camping', 'Camping']","['Card', 'Rhein', 'joaquin', 'Nile', 'nile']","['Camels', 'Slims', 'butt', 'Relaxant', 'Carton']","['Transmit', 'Ray', 'load', 'bearing', 'stream', 'light']","['Scalped', 'Raffle', 'Keno', 'parking', 'Pass', 'Paper']","['Monolith', 'bust', 'Liberty', 'Monument']","['Negroni', 'Dress', 'Molotov', 'Mixer', 'Screwdriver']","['Fire', 'Services', 'Police', 'Police']","['Krusty', 'it', 'jester', 'comic', 'Ronald', 'Bozo']","['Teepee', 'Sleeping', 'triangle', 'Camping', 'camping']","['Fried', 'Popeyes', 'poultry', 'Nugget', 'Kiev', 'scared']","['Fievel', 'Jerry', 'Minnie', 'rodent']","['Tr\\u00e8ve', 's\\u00e9r\\u00e9nit\\u00e9', 'S\\u00e9curit\\u00e9', 'colombe', 'R\\u00e9conciliation', 'Alliance']","['Seide', 'Verwandlung', 'Schmetterling', 'Schmetterling']","['digger', 'spade', 'unearth', 'dig', 'tool', 'tool']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Monopoly', 'Kyriad', 'Lits', 'Chambre', 'Nuit\\u00e9e', 'Nuit\\u00e9es']","['\\u00c9rection', 'pansement', 'Originale', 'velcro', 'Originale', 'Velcro']","['Smoke', 'House', 'Earth', 'wind', 'Works', 'Pookie']","['blue', 'passcode', 'Hart', 'Smith']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['tangy', 'meat', 'wings', 'sauce', 'sauce', 'sauce']","['Haystack', 'Pins', 'thread', 'Thread', 'vaccine', 'Vaccine']","['Desert', 'Bug', 'Stinger', 'Tail']","['Newton', 'lab', 'biology', 'biology']","['staubig', 'Pulver']","['Free', 'Bird', 'Nicolas', 'Bars', 'actor', 'avoidant']","['Poker', 'Greeting', 'Hoyle', 'joker']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['spicy', 'l\\u00e4nglich', 'rot', 'rot']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['ballad', 'composition', 'Theatre', 'Pavarotti', 'Tosca', 'soprano']","['cafeteria', 'diners', ""mcdonald's"", ""wendy's"", 'Chineese', 'French']","['daniels', 'Soprendo', 'Penn', 'Teller']","['physique', 'Naturelle', 'Biologie', 'Occulte', 'Infuse', 'Pas']","['auberge', 'chambre', 'Ibis', 'Mercure', 'California', 'Dormir']","['...tail', 'dwarf', 'my', 'little']","['Person', 'Sculpture', 'still', 'tall', 'Decoration', 'Art']","['Mediterranean', 'Atkins', 'vegetarian', 'ketogenic', 'aspartame', 'Aspartame']"
Mystery Word,Gandhi,Emperor,Croix,Fish,Comedy,Valise,Frites,Glasses,Einhorn,Boat,Guerre,Lamp,Pigeon,Grotto,Enceinte,Vase,Mosquito,Rock,Chouette,Light,Bulle,Navel,Slide,Poison,Onion,Bo\u00eete,Period,Shovel,Trick,Pieuvre,Tent,River,Cigarette,Beam,Ticket,Statue,Cocktail,Emergency,Clown,Tent,Chicken,Mouse,Paix,Kokon,Shovel,Quarter,Root,H\u00f4tel,Bande,Fire,Lock,Guard,Barbecue,Needle,Scorpion,Science,Puder,Cage,Card,Club,Coin,Bar,Stone,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Chili,Vegetable,Opera,Restaurant,Magician,Science,H\u00f4tel,Pony,Statue,Diet
Guess,Gandhi,Empire,Croix,fish,Comedy,valise,frites,Anteojos,Einhorn,boat,Guerre,fireworks,Pigeon,cave,accouchement,Vase,Fly,manchester,Aile,light,Bulle,Naval,park,Cyanide,Onion,Carton,period,Fossil,Trick,pieuvre,camping,House,Cigarette,beam,Ticket,Statue,cocktail,Emergency,Clown,Tent,Chicken,Mouse,paix,Konkon,Shovel,mix,,h\u00f4tel,sang,iron,lock,guard,IDK,needle,Scorpion,Science,Russ,cage,CARD,Club,Coin,Bar,Stone,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chilli,Vegetable,opera,Restaurant,magician,Science,H\u00f4tel,Pony,Statue,diet
