ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54
Table Number,562422572,562328713,561984919,561626374,561750919,561913662,561660353,561471436,560946607,561504864,561574462,561187034,561119824,561132043,560950545,560915111,560557559,560529715,560168180,559983312,559941530,559660754,559586570,559369299,558891617,558983329,557504133,558481236,557923673,558178570,557890730,557045103,556940256,556270645,555624853,556032942,555376965,555066907,555049154,554160523,552600882,551020732,546837128,544337775,543879156,539412516,521199099,511221983,484123113,481212678,417255169,387173467,319065151,317609821
Move,['6'],['9'],['5'],['18'],['15'],['33'],['8'],['38'],['10'],['27'],['12'],['9'],['9'],['37'],['38'],['39'],['47'],['75'],['91'],['58'],['43'],['65'],['33'],['64'],['49'],['10'],['24'],['99'],['104'],['53'],['28'],['82'],['92'],['37'],['18'],['60'],['37'],['62'],['105'],['65'],['74'],['36'],['214'],['57'],['192'],['116'],['586'],['1524'],['1294'],['334'],['2845'],['2409'],['576'],['2346']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,Français,English,Deutsch,English,Français,Deutsch,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,Français,English,English,English,English,Français,Français,Français,Français,English,Français,English,English,English,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Bing', 'Rainier', 'pit', 'blossom', 'Small', 'Red']","['Man', 'Sugar', 'Halloween', 'Cane', 'Cane', 'cane']","['octopode', 'tentacules', 'Ventouse', 'Mollusque']","['Queen', 'Ace', 'Highness', 'Canute', 'Charles', 'Draughts']","['Brian', 'May', 'ElisabethII.', 'F.Mercury']","['Disneyland', 'suitcase', 'family', 'Griswold', 'Griswolds']","['Blackjack', 'Magasin', 'Sous', 'Roulette', 'Roulette']","['Boskop', 'Ringe', 'Iphone', 'Paradeiser', 'Schorle', 'Elstar']","['retirement', 'money', '\\u30c0\\u30fc\\u30a6\\u30a3\\u30f3\\u30ba\\u30b8\\u30e3\\u30fc\\u30cb\\u30fc', 'posting', 'Brown']","['terracotta', 'Azul', 'Scrabble', 'Mosaic', 'Roof', 'Bathroom']","['shower', 'gel', 'Gimli', 'Weapon', 'Chop', 'Tool']","['Coloretto', 'camouflage', 'multicolor', 'reptiles', 'karma', 'karma']","['Mallard', 'Feed', 'Dagobert', 'Peking', 'Waterbird', 'water']","['Queen', 'Ramses', 'Tut', 'Grabkammer', 'Ruler', 'Desert']","['biscoff', 'Buttermilk', 'wafer', 'Butter', 'gravy', 'cookie']","['Montreal', 'subterranean', 'Transit', 'Authority', 'Portland', 'Bus']","['unkastriert', 'Pferd', 'm\\u00e4nnlich', 'm\\u00e4nnlich']","['Valhalla', 'Vacation', 'Milton', 'Eva', 'Eden', 'ecstasy']","['Peanut', 'Tent', 'smirkus', 'Carnival', 'flea', 'Barnum']","['afara', 'link', 'Golden', 'Gate', 'river', 'river']","['small', 'docile', 'tiny', 'RED', 'beetle', 'BEETLE']","['Twilight', 'Sunset', 'Dusk', 'sunset', 'Dusk', 'dusk']","['Cheesecake', 'Tiramisu', 'Karakum', 'Arid', 'Dry', 'Hot']","['U', 'Canoe', 'Water', 'Afloat', 'Vessel', '-floating']","['Rivers', 'Edge', 'Sperm', 'Robbery', 'Money', 'Holders']","['Alv\\u00e1s', '\\u00c1lom', 'K\\u00e9s\\u0151n', 'Vacsi']","['Beer', 'Shiny', 'Olympic', 'honor', 'honorable']","['Booty', 'Treasure', 'Pectoral', 'Mimic', 'Plunder']","['Green', 'plant', 'orchard', 'separation', 'fruit', 'fruit']","['hidden', 'Island', 'Chest', 'Find', 'X', 'X']","['Degrees', 'Appliance', 'Bun', 'Bake']","['Americano', 'Espresso', 'Starbucks', 'Grounds', 'Folgers', 'macchiato']","['Moon', 'sweet', 'manuka', 'beevomit', 'Sticky', 'Pooh']","['Militaire', 'Aviateur', 'Sauvetage', 'A\\u00e9rien', 'Saut', 'Saut']","['horse', 'Dark', 'Steed', 'paladin', 'shining', 'Shining']","['Amber', 'maid', 'Witch', 'eyes', 'creamer']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['Railway', 'Facility', 'FM', 'channel', 'Caltrain', 'Sunnyvale']","['Buttered', 'dog', 'Biscoff', 'chocolate', 'Dinner', 'RichTea']","['clove', 'Saut\\u00e9', 'bread', '-bread']","['Water', 'factory', 'grinding', 'flour', 'stone', 'Cyder']","['Abeille', 'Tartines', 'Apiculteur', 'Apiculteur']","['Froid', 'Antarctique', 'Manchot', 'Manchot']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Delphinid\\u00e9', 'Aquatique', 'echo', 'Mer', 'Flipper', 'Animal']","['Tug', 'War', 'string', 'skipping']","['Tocsin', 'intrusion']","['dewey', 'speechless', 'archives', 'Catalogue', 'Quiet']","['Halloween', 'or', 'treat', 'or', 'Treat', 'Treat']","['Dollar', 'Clinton', 'Murray', 'Paxton', 'Nye', 'Gates']","['Twin', 'Eternal', 'On', 'Retardant', 'Fire', 'Ablaze']","['Pendant', 'Singapore', 'Koh-i-noor', 'Gold', 'crown', 'Crown']","['Lechugo', 'Cogombro', 'fruit', 'salad']","['DonkeyKong', 'Plantain', 'Lio', 'bread', 'Chiquita', 'Sourire']"
Mystery Word,Cherry,Candy,Pieuvre,King,Queen,Vacation,Casino,Apfel,Envelope,Tile,Axe,Chameleon,Duck,Pharaoh,Biscuit,Metro,Hengst,Paradise,Circus,Bridge,Ladybug,Evening,Desert,Boat,Bank,Evening,Medal,Chest,Pear,Treasure,Oven,Coffee,Honey,Parachute,Knight,Hazel,Noisette,Station,Biscuit,Garlic,Mill,Miel,Pingouin,Anneau,Dauphin,Rope,Alarme,Library,Trick,Bill,Flame,Jewel,Tomato,Banane
Guess,Cherry,sweets,Pieuvre,King,Queen,Vacation,Casino,Apfel,ElderlyPerson,Tiles,axe,chameleon,Duck,Pharaoh,Biscuit,Metro,Hengst,Heaven,Circus,Bridge,Ladybug,Dusk,Dessert,Boat,Bank,Night,Trophy,Chest,Pear,treasure,oven,Coffee,honey,parachute,Knight,Tea,Noisette,Station,Biscuit,,Mill,miel,polaire,Anneau,Dauphin,Rope,Cloche,Library,pumpkin,Bill,Flame,Jewel,Tomato,Banane
