ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67
Table Number,473385677,473292430,472563203,472584209,472273399,472333626,472079237,471806145,471856560,471595519,471668754,471450962,471123855,471403469,470924700,471325342,470986442,471021839,470733012,470708473,469750424,470400881,470192675,469206158,469564616,469220736,469154900,469006869,468250337,468727085,468191722,467570723,468125230,467653339,467212152,466350705,465693104,465730615,465732005,465619295,464743592,464921867,463059537,463053389,461078968,459714052,459609832,459279309,458716764,457064795,454586755,453839362,451463411,449145581,446155644,445297184,426921218,421549329,411382679,405054016,393621459,363390977,357001162,344838144,338553253,328236739,319065151
Move,['47'],['5'],['22'],['6'],['24'],['19'],['43'],['25'],['29'],['45'],['50'],['18'],['18'],['27'],['44'],['65'],['48'],['46'],['24'],['65'],['35'],['58'],['94'],['104'],['67'],['69'],['46'],['47'],['42'],['92'],['65'],['39'],['92'],['67'],['68'],['55'],['42'],['12'],['12'],['38'],['93'],['17'],['49'],['53'],['34'],['96'],['91'],['39'],['19'],['36'],['11'],['82'],['40'],['73'],['37'],['32'],['447'],['95'],['700'],['1319'],['1079'],['1523'],['1824'],['1486'],['1653'],['3234'],['355']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Real-time • Normal speed (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only
Language,Français,Français,Deutsch,Français,English,English,Français,English,Deutsch,English,English,Deutsch,English,English,English,Français,English,English,Français,English,English,Français,Français,Français,English,English,Français,English,Français,Français,English,English,Français,English,English,Deutsch,English,English,English,English,English,English,Français,Français,Deutsch,Deutsch,Deutsch,Français,English,English,English,English,English,English,English,Deutsch,English,English,English,English,Français,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Saison', 'Chaleur', 'Avant', 'Automne']","['Automne', 'Solstice', 'Saison', 'Saison']","['Spielplatz', 'W\\u00fcstenmaterial', 'Burg', 'Burg']","['Memoire', 'Intel', 'Mac', '\\u00c9cran', 'Clavier', 'Clavier']","['tyre', 'Unmotorized', 'circle', 'BMX', 'Armstrong']","['browser', 'iphone', 'Sightseeing', 'gazelles', 'Trek', 'Desert']","['Sous-sol', 'Stockage', 'cigare', 'tournante', 'Vin', 'Vin']","['Thermodynamics', 'Warmy', 'Carsgame', 'Racing', 'Boardgame', 'Boardgame']","['guter', 'Scherz', 'Emotion', 'Witz']","['Wedding', 'Learned', 'Railcar', 'Mexican', 'Elevated', 'Locomotive']","['Separation', 'Guide', 'Road', 'Train', 'train']","['Klappert', 'NichtSchach', 'Mehl', 'schwarzwei\\u00df', 'Brettspiel', 'Brettspiel']","['XL', 'matt', 'NTUGayChat', '183', '183', '183']","['Wrath', 'fruit', 'Vine', 'Vino', 'Gilbert', 'gilbert']","['heffer', 'Milk', 'Bovine', 'Bovine']","['Ticket', 'sous-terrain', 'RER', 'Station', 'Boulot', 'Boulot']","['shelter', 'Sleep', 'festival', 'canvas', 'Camping', 'Camping']","['Drift', 'tire', 'spokes', 'Fortune', 'Cart', 'Spoke']","['Mouche', 'Chasse', 'James', 'G\\u00e9ante', 'Ligne', 'Ligne']","['Gump', 'Woods', 'Woodland', 'Trees', 'Whitaker', 'Sherwood']","['Rock', 'Skipping', 'Rolling', 'Henge']","['Deferre', 'cable', 'P\\u00eache', 'Couture', 'Ariane', 'Ariane']","['Calcaneum', 'Aiguille', 'Achille', 'Coin', 'Ch\\u00e8que', 'Ch\\u00e8que']","['Louane', 'boutoir', 'coup', 'Signe', 'Famille', 'Famille']","['genre', 'Gundam', 'Chainsaw', 'Man', 'Japanese', 'Cartoons']","['Bronzewing', 'post', 'feed', '-toed']","['Smith', 'Mort', 'Monstre', 'Fatigu\\u00e9', 'Cranberries', 'Cranberries']","['Friendship', 'Amulet', 'Ankle', 'Wrist', 'Wrist', 'Wrist']","['Bleu', 'Attrape', 'Inception', 'Inception']","['Insecte', 'Cancrelat', 'Oggy', 'Bestiole', 'Blatte', 'Blatte']","['Invertebrate', 'Turbo', 'slimey', 'shell', 'escargot', 'Slimy']","['Waste', 'Tunnels', 'Manhole', 'PoopHome']","['lorgnons', 'Monocle', 'Verres', 'T\\u00e9lescopes', 'Varilux', 'Toilettes']","['cheap', 'wings', 'Inline', 'Yamaguchi', 'ice', 'ice']","['Breeze', 'Air', 'Sock', 'gust', 'Turbine', 'turbine']","['spartakus', 'Russell', 'Arenaheld', 'Rom', 'Schaukampf', 'sparta']","['gamey', 'mountain', 'Billy', 'Gruff']","['Barley', 'whole-', 'Wheat', 'wheat']","['Motorized', 'Plow', 'littlegreen', 'johndeer']","['Yellow', 'Condiment', 'Grey', 'Poupon', 'seed', 'colonel']","['Piercing', 'Taste', 'Twister', 'haunter', 'Sensory']","['elixir', 'tipsy', 'bourbon', 'vodka']","['Trous', 'Balles', 'Swing', 'Caddie', 'green', 'putter']","['Yaourt', 'Fraise', 'Anniversaire', 'P\\u00e2tisserie']","['Picasso-Taube', 'Sicherheit', 'Taube', 'NelsonMandela']","['second', 'Kadeschschlacht', '\\u00c4gypten', 'Nil', 'Herrscher', 'Kindersegen']","['Feuerwerksk\\u00f6rper', 'V2', 'Ariane....', 'Mondtaxi', 'Saturn-5']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['gumiho', 'Vixen', 'Scully', 'Inari', 'Mulder', 'experiment']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['Cowboy', 'Filmgenre', 'eastwood', 'indianer']","['ardor', 'fruit', 'romance', 'desire']","['male', 'Annoying', 'Morning', 'chicken', 'Chicken', 'Chicken']","['Crate', 'Patient', 'Basket', 'Corsair', 'Closed']","['Aspirin', 'Tylenol', 'Syrup', 'Pills']","['planeur', 'Mig', 'Airbus', 'stewart', 'crash']","['Ducat', 'Master', 'Scalper', 'Ride', 'Pass']","['Farming', 'Vehicle', 'farmer', 'wagob', 'Con', 'Ex']","['putter', 'association', 'Discotheque', 'Golf']","['Strep', 'Craw', 'esophagus', 'Swallow', 'esophagus', 'Swallow']","['Torx', 'driver', 'driver', 'driver', 'Driver']","['Vania', 'colegiata', 'sand', 'king']"
Mystery Word,\u00c9t\u00e9,\u00c9t\u00e9,Sand,Ordinateur,Bicycle,Safari,Cave,Heat,Humor,Train,Rail,M\u00fchle,Club,Grape,Cow,M\u00e9tro,Tent,Wheel,P\u00eache,Forest,Stone,Fil,Talon,B\u00e9lier,Manga,Pigeon,Zombie,Bracelet,R\u00eave,Cafard,Snail,Sewer,Lunettes,Skate,Wind,Gladiator,Goat,Grain,Tractor,Mustard,Tongue,Alcohol,Golf,G\u00e2teau,Frieden,Ramses,Rakete,Bande,Pearl,Fox,Crescent,Museum,Ninja,Dungeon,Battery,Western,Passion,Rooster,Case,Medicine,Avion,Ticket,Tractor,Club,Throat,Screw,Castle
Guess,\u00c9t\u00e9,Hiver,Sand,Ordinateur,bike,Safari,Cave,Heat,Lachen,train,Cross,M\u00fchle,Bar,Grape,Cow,M\u00e9tro,,wheel,P\u00eache,Forest,Stone,fil,talon,B\u00e9lier,Anime,Pigeon,FRANKENSTEIN,Bracelet,Balle,cafard,snail,sewer,Lunettes,Skate,Wind,Gladiator,Goat,Grain,Tractor,mustard,Tongue,Drink,Golf,g\u00e2teau,Frieden,Ramses,Rakete,,mussel,Fox,Crescent,,,dungeon,Battery,Western,Strawberry,DJ,Case,Medicine,Avion,ticket,Tractor,club,Throat,tool,Castle
