ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52
Table Number,511109990,511350276,510562654,510734812,510616599,510762337,510643525,510588907,510466742,510302310,509984871,510234757,510212466,509634591,510270235,509780283,509595025,509257460,508853595,509416152,509085681,508497451,508632568,508161670,508116165,507832390,507759971,507660714,507334076,506713688,506435502,506120988,505623552,505476685,504721368,504876059,503521596,500892294,498240290,497964824,497475123,496712411,493769667,489194416,488379380,484682575,478910455,473773078,466081205,431028877,422619886,348838927
Move,['7'],['6'],['6'],['18'],['37'],['8'],['18'],['36'],['12'],['18'],['28'],['9'],['47'],['25'],['38'],['73'],['55'],['44'],['8'],['36'],['14'],['50'],['36'],['18'],['66'],['10'],['73'],['74'],['45'],['19'],['51'],['45'],['54'],['93'],['67'],['24'],['233'],['92'],['90'],['93'],['356'],['247'],['57'],['377'],['79'],['98'],['216'],['627'],['95'],['1102'],['682'],['1792']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,Deutsch,Français,Français,Deutsch,English,English,Français,English,English,Deutsch,English,Deutsch,English,Français,English,Deutsch,English,English,English,English,English,Français,English,English,English,Français,English,Deutsch,English,English,English,English,Français,English,English,English,English,English,English,English,English,Français,Français,English,English,English,English,English,English,Français
End,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Up', ""Jacob's"", 'climb', 'climb']","['Turn', 'Direction', 'exactly', 'affirmative', 'hand', 'yes']","['Mogli', 'Tarzan', 'Liane', 'Regenwald', 'Lianen', 'Lianen']","['Bananes', 'Maigrir', 'Hypocalorique', 'l\\u00e9gume', 'di\\u00e8te', 'Di\\u00e8te']","['Encastrable', 'cuire']","['Troph\\u00e4e', 'Meister', 'Trinkgef\\u00e4\\u00df', 'Preis', 'Pott']","['ugly', 'ceramic', 'beverage', 'stein', 'assault', 'stoneware']","['Copper', 'Maid', 'wood', 'eyes']","['Rafales', 'Spirale', 'ouragan', 'tempete', 'Vent', 'Tourbillon']","['Girls', 'Wolf', 'cumin', 'cardamom', 'curry', 'Seasoning']","['Follicle', 'afro', 'head', 'stylist', 'ball', 'Bouffant']","['Kirche', 'W\\u00e4chterin', 'Feuerfalle', 'Parthenon', 'Hinduistischer', 'Karnak']","['Board', 'turning', 'Chain', 'Unlocks', 'don', 'Port-']","['Durchsichtig', 'Klar', 'Trinkgef\\u00e4\\u00df', 'Fenster', 'Sand', 'Befleckt']","['Betelgeuse', 'Neutron', 'galaxy', 'Trek', 'celebrity', 'Vega']","['Veuve', 'toile', 'Gypsy', 'Fil', 'Huit', 'Phobie']","[""Minotaur's"", 'mansion', 'path', 'life-sized', 'maze', 'maze']","['Vespucci', 'Columbus', 'Kontinent', 'Kontinent']","['\\u3082\\u3050\\u3089', '\\u3084\\u3076\\u308c', '\\u30a8\\u30eb\\u30b5', '\\u30c9\\u30fc\\u30ca\\u30c4', '\\u30b4\\u30eb\\u30d5']","['Rings', 'teary', 'Spring', 'Scallion', 'Garlic', 'Pickled']","['Mercury', 'Lion', 'Americas', 'Robinson']","['mail', 'pace', 'Spiral', 'trail', 'Slug', 'Slug']","['fertilizer', 'greenery', 'Tree', 'Gathering', 'Kate', 'Kate']","['Volatile', 'Ara', 'Rio', 'Oiseau', 'Repetition', 'R\\u00e9p\\u00e9tition']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['spade', 'diamond', 'UNO', 'Deck']","['court', 'Defence', 'Cochran', 'Representation', 'Lawyer', 'law']","['PVC', 'Esth\\u00e9tique', 'Recyclable', 'Alimentaire', 'Bertrand', 'Bertrand']","['#2', 'Fecal', 'Faeces', 'excrement', 'beetle', 'beetle']","['Ohrloch', 'Gotthard', 'Dunkel', 'Geheim', 'Gothard', 'Agility']","['Liquor', 'Pirate', 'Bacardi']","['lightning', 'power', 'voltage', 'current']","['kiddie', 'water', 'swimming', 'chlorine', 'swim', 'chlorine']","['Gills', 'Chips', 'Betta', 'Salmon', 'Salmon', 'Salmon']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']",['Per-second'],"['Shardblade', 'Dagger', 'Attack', 'Numchucks', 'sword', 'Sword']","['emotion', 'Eros', 'Zeal', 'sexual', 'Christ', 'Christ']","['Material', 'egg', 'Homeless', 'Drink', 'Container', 'Container']","['yellow', 'Spice', 'ghost', 'Potts', 'Sgt', 'Sgt.']","['solstice', 'Glau', 'cookout', 'Adder', 'Hot', 'Hot']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['-a2mains', 'sklibur', 'arme', 'bouclier']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pizza', 'half', '15', '15minutes']","['sage', 'rosemary', 'spice', 'idk', 'plant', 'plant']","['Hemingway', 'dugovics', 'Church', 'Tinker', 'Temple', 'Loud']","['Smalltalk', 'Topic', 'zacs', 'colder']","['homogenized', 'Baby', 'race', 'skimmed', 'breast', 'Breastfeeding']","['finder', 'buff', 'Animal', 'Breeding']","['\\u00f4rth\\u00f4graphe', 'Belge', 'Tonique', 'Chantant', 'Circonflexe', 'Circonflexe']"
Mystery Word,Ladder,Right,Dschungel,R\u00e9gime,Four,Pokal,Mug,Hazel,Tornade,Spice,Hair,Tempel,Key,Glas,Star,Araign\u00e9e,Labyrinth,Amerika,Hole,Onion,Cougar,Snail,Moss,Perroquet,Fox,Card,Attorney,Plastique,Dung,Tunnel,Rum,Electricity,Pool,Fish,Vache,River,Frame,Weapon,Passion,Carton,Pepper,Summer,Spider,\u00c9p\u00e9e,Poup\u00e9e,Quarter,Herb,Bell,Weather,Milk,Stud,Accent
Guess,Coat,Right,Dschungel,Regime,four,Pokal,Mug,,Orage,Spice,Hair,Tempel,key,Glas,Star,Araign\u00e9e,labyrinth,Amerika,ana,Onion,defeated,Snail,moss,Perroquet,immigrant,Cards,attorney,Plastique,Poop,Tunnel,Rum,Electricity,pool,Fish,Vache,river,,Weapon,Attraction,Eggnog,Pepper,summer,Spider,Epee,Poup\u00e9e,,herb,bell,Weather,milk,Stud,Accent
