ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56
Table Number,590918606,590799889,590950647,590849040,589664090,588997196,590118122,589322801,589346455,589070085,589741275,589780936,588872448,589125575,588781056,589038539,589052079,587711332,588639679,588131818,587842041,587882766,587756766,587783205,587236744,587553829,587259086,587257186,586800594,586948891,586854758,586310211,586388110,586164018,585897434,585236668,585040326,585472940,585177550,581767722,579557069,577852826,576920182,577180892,576762350,571815545,570734438,543879156,539412516,534335856,516738278,493972187,481212678,466081205,464921867,381826421
Move,['5'],['9'],['13'],['12'],['43'],['79'],['49'],['19'],['38'],['42'],['20'],['47'],['8'],['54'],['66'],['30'],['37'],['31'],['15'],['32'],['39'],['54'],['52'],['95'],['25'],['58'],['84'],['75'],['34'],['84'],['101'],['72'],['38'],['47'],['146'],['38'],['96'],['85'],['106'],['9'],['184'],['50'],['10'],['91'],['26'],['90'],['38'],['267'],['276'],['1839'],['1723'],['861'],['401'],['786'],['788'],['1108']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode
Speed,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,Deutsch,English,English,Deutsch,Deutsch,Français,English,Français,English,English,Français,English,English,English,Deutsch,English,English,English,English,English,English,Français,English,Français,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,Français,English,Français,English,English,English,Français,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Ballet', 'Phantom', 'Singer', 'Puccini']","['Sch\\u00e4del', 'Geist', 'einstein', 'Frontallappen', 'Neurologie', 'denken']","['Stone', 'Shield', 'Gladius', 'Blacksmith', 'sharp', 'dagger']","['Earth', 'Lava', 'Molten', 'Overflow', 'Explosive', 'Explosion']","['Trump', 'Macron', 'Wulff', 'Lincoln', 'Lincoln']","['Zahnr\\u00e4der', '\\u00dcberbegriff', 'Industrie', 'Apparat', 'Technik', 'Automatisch']","['Fl\\u00e8che', 'Arme', 'Cible', 'Barde']","['Sahara', 'dromedary', 'Toe', 'Hump', 'benign', 'lumps']","['Venteux', '\\u00c9clair', 'Foudre', 'Temp\\u00eate', 'Chaleur', 'Electricit\\u00e9']","['\\u3080\\u304f', '\\u306b\\u3093\\u305f\\u3044\\u308a\\u3087\\u304f', '\\u3075\\u3063\\u304d\\u3093', '\\u3068\\u3093', '\\u30c8\\u30f3']","['Hobby', 'Reel', 'salmon', 'rod']","['Magasin', 'Cher', 'Citi', 'Rompoyn']","['headstone', 'tomb', 'dire', 'serious', 'Robber']","['methane', 'Petroleum', 'Butane', 'mask', 'Hydrogen', 'Fuel']","['Mexican', 'Straw', 'Mariachi', 'Hat', 'hat']","['Stadtplan', 'Visiten', 'Pappe', 'Atlas', 'Eintrittserlaubnis', 'eintrittsticket']","['boxing', 'Jab', 'Out', 'Drink', 'fist', 'fist']","['Apple', 'Pe\\u010denie', 'Sladk\\u00fd', 'Jablkov\\u00fd', 'American', 'American']","[""Beast's"", 'Beauty', 'pepper', 'red']","['Galahad', 'Medieval', 'Perceval', 'Chess', 'Michael']","['Formal', 'Sun', 'prom', 'clothing', 'Gown', 'Gown']","['Silver', 'Casing', 'ball', 'Shoot', 'gun', 'gun']","['Paires', 'sosies', 'Identiques', 'identiques']","['Send', 'Postage', 'Post', 'letter', 'Mail', 'Stamp']","['Blonde', 'Oenobiol', 'Tiff', 'Tif', 'Natte']","['PUBG', 'Oven', 'with', 'cook', 'Fawn', 'God']","['tarantula', 'marvel', 'Anansi', 'Web', 'Arachnid', 'Arachnophobia']","['Bludgeon', 'Dagger', 'Defense', 'knife', 'Sword', 'sword']","['that', 'driver', 'Tool', 'Hammer']","['vine.', 'Gilbert', 'pamplemousse', 'Rasin', 'Concord', 'concord']","['Greens', 'Celery', '...soup', 'Asparagus', 'Cauliflower', 'Cauliflower']","['Navigation', 'Lumi\\u00e8re', 'B\\u00e2teau', 'gyro', 'Guide']","['Stunning', 'Nutella', 'Nut', 'Hue', 'Iris', 'Iris']","['Mayday', 'Trauma', 'fire', 'accident', 'Room', 'Protocol']","['C', 'Zuul', 'Blinky', 'Marley', 'busters', 'Swayze']","['Forceps', 'pincers', 'wrench', 'extractors']","['T-shirt', 'Coffee', 'Shirt', 'Cover', 'Arm', 'arm']","['Ribs', 'brisket', 'Grill', 'Grill', 'brisket', 'Grill']","['cilindro', 'Encender', 'mecha', 'aromaticas', 'Iluminaci\\u00f3n']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['Fruit', 'Warhol', 'Minions', 'Curved', 'Cavendish']","['Cochon', 'Th\\u00e9', 'Abri', 'Maison', 'Bateaux', 'Bateau']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['tuichi', 'George', 'Liane', 'Mowgli']","['kleenex', 'Therapist', 'Soft', 'Mucus', 'Skin', 'Apchi']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Fouton', 'Leather', 'Potato', 'Pull-Out', 'Sofa', 'Sofa']","['coron', 'grisou', 'Mines', 'Charbon', 'Majeur', 'Majeur']","['favourite', 'animal', 'cockadoodledoo', 'KFC']","['appendectomy', 'desertstorm', 'Cataract', 'Function', 'wolf', 'wolf']","['Movie', 'Theater']","['Magritte', 'Sewer', 'Popeye', 'Smoke', 'Tube', 'tube']","['Sheep', 'Socks', 'lamb', 'fiber', 'Lanolin', 'Steel']","['Bread', 'Grain', 'From', 'Chaff']","['Egg', 'Resident', 'Baby', 'Hen']","['Monopoly', 'venison', 'pheasant', 'Board']"
Mystery Word,Opera,Gehirn,Sword,Volcano,Pr\u00e4sident,Maschine,Arc,Camel,Orage,Plank,Fishing,Carrefour,Grave,Gas,Sombrero,Karte,Punch,Pie,Bell,Knight,Dress,Bullet,Jumelles,Envelope,Cheveux,Pan,Spider,Weapon,Screw,Grape,Vegetable,Phare,Hazel,Emergency,Ghost,Pliers,Sleeve,Barbecue,Candle,Medal,Banana,Port,Cup,Jungle,Tissue,Sting,Couch,Mineur,Chicken,Operation,Cinema,Pipe,Wool,Wheat,Chick,Game
Guess,Opera,Gehirn,sword,Volcano,Pr\u00e4sident,Maschine,Arc,camel,Orage,muscle,Fishing,Carrefou,Grave,Gas,Sombrero,Karte,Knock,pie,bell,Knight,Dress,Steel,Jumeaux,note,Cheveux,Thanksgiving,,Weapon,Stig,grape,vegetable,Phare,hazel,hospital,Ghost,Pliers,Cloth,Beef,Candle,medal,Banana,cabane,,Jungle,Tissue,Sting,Couch,Nord,Chicken,Operation,Cinema,Boat,Wool,Wheat,Chick,Game
