ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82
Table Number,492207414,492021018,491538408,491982589,491567848,491207686,491866111,491657169,491706632,491525219,491506692,491209348,490945092,491327664,491052585,491136219,490930383,490908341,490280100,489924165,490640744,490288305,490264755,490196833,489879311,489961752,488922504,488756060,489534209,489054748,489194416,489158294,488796428,488805223,488656905,487940879,487297911,487645326,487368222,486844060,485206219,485530531,485628314,485536550,484606827,484400810,484682575,484435490,482313791,481844555,481747388,480162112,480638723,479677325,478658601,478416865,475857014,473319518,471793759,465912719,466086694,466081205,466083684,466084384,465731184,465664137,465664095,465664206,465664286,465668656,465435499,462438853,445297184,444471586,426921218,417255169,381826421,363390977,343894377,336562502,321888448,319065151
Move,['5'],['18'],['9'],['9'],['14'],['14'],['26'],['7'],['9'],['30'],['36'],['5'],['8'],['27'],['25'],['19'],['27'],['24'],['36'],['65'],['46'],['62'],['74'],['36'],['29'],['48'],['91'],['92'],['50'],['65'],['78'],['54'],['57'],['84'],['74'],['57'],['72'],['62'],['81'],['85'],['64'],['72'],['120'],['111'],['26'],['12'],['96'],['55'],['45'],['89'],['73'],['19'],['16'],['82'],['63'],['242'],['10'],['36'],['74'],['51'],['42'],['48'],['49'],['46'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['617'],['47'],['57'],['582'],['1619'],['775'],['1673'],['2482'],['1666'],['3397'],['404']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,Français,Français,Deutsch,Français,English,English,Français,Français,English,English,English,Français,Français,Français,Français,English,Français,Deutsch,Français,Deutsch,English,English,English,English,Français,Deutsch,Français,English,Français,Français,English,English,Français,English,English,Deutsch,English,English,English,Deutsch,Français,English,Deutsch,Deutsch,English,English,Français,English,English,English,English,English,English,Français,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,Français,Deutsch,English,English,English,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Swallowtail', 'insect', 'lepidopteran', 'flutter']","['Lobster', 'Venom', 'Pinchers', 'Desert', 'Stinger', 'Band']","['Coulrophobie', 'Cirque', '\\u00e7a', 'Pitre', 'Auguste', 'Auguste']","['France', 'Cyclisme', 'Infernale', 'Pise', 'Eiffel', 'Eiffel']","['Schwiegermutterstuhl', 'W\\u00fcste', 'Balkon', 'Opuntien']","['Chopine', 'Vert', 'Verre', 'Verre']","['Bifocals', 'Champagne', 'Spectacles', 'Sun']","['Partial', 'Croissant', 'Curved', 'Moon']","['Bonheur', 'irlande', 'Luzerne', 'Chance', 'leprechaun', 'Feuilles']","['39', 'Malade', 'Sympt\\u00f4me', 'Front']","['Side', 'Forehead', 'above', 'ear', 'shul', 'Mount']","['King', 'Dynasty', 'Roman', 'Mayan']","['Harvest', 'Daffodil', 'Coiled', 'Boing', 'Boing']","['Acier', 'Mercure', 'Cuivre', 'heavy', 'Zinc', 'mati\\u00e8re']","['Cheshire', 'Moustache', 'Siamois', 'Vibrisses']","['Rouge', 'Bigarreau', 'Groupama', 'Clafoutis', 'Marasquin', 'noyau']","['dune', 'Olonne', 'Mouvant', 'Fin', 'Grain', 'Grain']","['Excaliber', 'Zulfiqar', 'Katana', 'Claymore', 'rapier', 'samurai']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['Christofer', 'Bell-UH-1d', 'Hubschrauber', 'Senkrechtstarter', 'Flugger\\u00e4t']","['Blague', 'Tomate', 'Canular', 'tour', 'Attrape', 'Thanksgiving']","['Musikstil', 'USA', 'Rhythmisch', 'Eminem', 'Sprechgesang', 'Sprechgesang']","['Bug', 'Soar', 'Ointment', 'Agaric', 'Wings']","['hanging', 'Noose', 'tie', 'String', 'Lasso', 'lasso']","['Join', 'Outside', 'stitches', 'thread']","['Enchanter', 'Rabbit', 'Penn', 'Performer', 'sorcerer', 'sorcery']","['Groupama', 'kirsch', 'Kirsh', 'Griotte', 'Noyau', 'Noire']","['Toxin', 'Rattenkiller', 'Schlangenbisssekret', 'Hexe', 'Arsen', 'Arsen']","['carie', 'docteur', 'Menteur', 'Fraiseuse']","['Strictly', 'waltz', 'Flamenco', 'Blitz', 'Event']","['reflet', 'glace', 'blanche-neige', 'maratre']","['Terrain', 'Boulodrome', 'Fanny', 'Cochonnet', 'Boules', 'Boules']","['Onamotapoeia', 'shag', 'Rosie', 'Boardgame', 'hairstyle', 'Hairstyle']","['Against', 'Wheat', 'Cereal', 'Barley', 'Barley']","['Ombilic', '\\u00e9gocentrique', 'cordon', 'Ventre', 'Centre', 'Spirale']","['Bottle', 'Stum', 'Cork', 'connoisseur', 'grape', 'Grapes']","['Negroni', 'Dress', 'Molotov', 'Mixer', 'Screwdriver']","['Schmetterling', 'H\\u00fclle', 'Puppennest', 'Raupe', 'Metamorphose', 'Geh\\u00e4use']","['Sewing', 'tailor', 'Stich', 'clothing', 'Less', '-less']","['Faraday', 'Batting', 'Nicholas', 'prison', 'bird', 'wire']","['Universe', 'Smartphone', 'Andromeda', 'Cosmos']","['Reaktor', 'Grafenrheinfeld', 'Fukushima', 'Nukleonen', 'Werk']","['Tr\\u00e8ve', 's\\u00e9r\\u00e9nit\\u00e9', 'S\\u00e9curit\\u00e9', 'colombe', 'R\\u00e9conciliation', 'Alliance']","['Limelights', 'Stage', 'Rehearsal', 'viewing', 'Cinema', 'Performance']","['Seide', 'Verwandlung', 'Schmetterling', 'Schmetterling']","['Gottschalk', 'Dass', 'Vorhersage', 'Einsatz', 'Wahrscheinlichkeiten']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['bouche', 'puanteur', 'Fra\\u00eeche', 'R\\u00e9veil']","['Handlebar', 'Handlebar', 'Facial', 'Facial', 'Handlebar']","['sun', 'constellation', 'Movie', 'Astronomy', 'Polaris', 'Asterisk']","['Smoke', 'House', 'Earth', 'wind', 'Works', 'Pookie']","['blue', 'passcode', 'Hart', 'Smith']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Haystack', 'Pins', 'thread', 'Thread', 'vaccine', 'Vaccine']","['Mat', 'Tour', 'Fou', 'D\\u00e9ception', 'Pion', 'Pion']","['Newton', 'lab', 'biology', 'biology']","['staubig', 'Pulver']","['Free', 'Bird', 'Nicolas', 'Bars', 'actor', 'avoidant']","['Poker', 'Greeting', 'Hoyle', 'joker']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['Typhon', 'Ouragan', 'Iloan', 'Chasseur', 'Tourbillon', 'Roucool']","['spicy', 'l\\u00e4nglich', 'rot', 'rot']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['Radisson', 'Bellagio', 'holiday', 'inn']","['Cow', 'sicle', 'Clapton', 'Cheese', 'Whipping', 'whipped']","['sneezing', ""Johnson's"", 'baby', 'Washing']","['Billiards', 'Combine', 'Swim', 'Applicant', 'Noodle']","['Dorset', 'Suffolk', 'Baaa', 'Black']","['Total', 'ordinateur', 'Cathodique', 'Verre', 'TV', 'tv']","['Tighten', 'Safety', 'Harness', 'Rope', 'Waist', 'Waist']","['...tail', 'dwarf', 'my', 'little']"
Mystery Word,Butterfly,Scorpion,Clown,Tour,Kaktus,Bouteille,Glasses,Crescent,Tr\u00e8fle,Fi\u00e8vre,Temple,Emperor,Spring,M\u00e9tal,Chat,Cerise,Sable,Sword,Valise,Helikopter,Farce,Rap,Fly,Rope,Seam,Magician,Cerise,Gift,Dentiste,Ballroom,Miroir,P\u00e9tanque,Bang,Grain,Nombril,Wine,Cocktail,Kokon,Seam,Cage,Galaxy,Kernkraft,Paix,Theater,Kokon,Wette,Quarter,Root,Haleine,Mustache,Star,Fire,Lock,Guard,Needle,\u00c9chec,Science,Puder,Cage,Card,Club,Coin,Bar,Stone,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Tornade,Chili,Vegetable,Hotel,Cream,Powder,Pool,Sheep,\u00c9cran,Belt,Pony
Guess,Butterfly,Scorpion,Clown,Tour,Kaktus,Irlande,Glasses,crescent,Trefle,Fievre,temple,Empire,sunflower,M\u00e9tal,Chat,Cerise,Sable,Sword,valise,Helikopter,Farce,Rap,Fly,Knot,sew,Magician,Cerise,Gift,dentiste,Dance,Miroir,P\u00e9tanque,,grain,Nombril,Wine,cocktail,Kokon,thread,Cage,Android,Atom,paix,Theater,Konkon,Wette,mix,,Haleine,Robot,Star,iron,lock,guard,needle,\u00c9chec,Science,Russ,cage,CARD,Club,Coin,Bar,Stone,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Temp\u00eate,Chilli,Vegetable,Hotel,Cream,powder,Pool,Sheep,Ecran,belt,Pony
