ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72
Table Number,515006325,514643573,514565841,514401272,514342135,514377397,514381694,514339808,513511996,514190233,514056553,513785097,513492249,513607109,513879745,513897638,513796379,513639422,513543835,513156747,512758549,513265597,513189022,512980717,512593105,512433163,512757859,512668090,512633377,512252385,512084356,512142272,511757036,511546171,511733177,511489359,511221983,511194442,510824818,510858611,510466742,509900139,510269410,509411011,509085593,508497451,508762408,508116165,507864886,507088910,507064247,507278971,507298592,506453655,505741993,505623552,504783443,505196983,505313146,504721368,504876059,499939612,493769667,488379380,473773078,470247957,431028987,387173467,381777020,374138794,363390977,341401520
Move,['5'],['9'],['22'],['20'],['19'],['6'],['36'],['21'],['12'],['12'],['38'],['7'],['33'],['43'],['6'],['19'],['45'],['24'],['27'],['10'],['27'],['43'],['18'],['19'],['22'],['48'],['36'],['72'],['46'],['55'],['25'],['40'],['18'],['44'],['86'],['65'],['254'],['44'],['81'],['120'],['58'],['54'],['33'],['100'],['48'],['105'],['114'],['66'],['39'],['72'],['99'],['68'],['66'],['83'],['65'],['72'],['31'],['83'],['92'],['67'],['24'],['72'],['57'],['79'],['703'],['1241'],['1160'],['1722'],['1455'],['1667'],['1873'],['3361']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode
Speed,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+
Language,English,Français,Français,Français,English,English,Français,Deutsch,English,English,English,English,Deutsch,Deutsch,English,Français,English,English,English,Français,English,Français,English,Français,Français,Deutsch,English,Français,English,Français,Français,Français,English,English,Français,Français,English,English,Français,English,Français,English,English,Français,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,Français,English,English,English,Français,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Man', 'Outside', 'Forecast', 'Forecast']","['Lear', 'Soleil', 'Tr\\u00f4ne', 'Arthur', 'Valet', 'As']","['De', 'couper', 'Cuisine', 'cuisine']","['Venimeux', 'Desert', 'D\\u00e9sert', 'Araign\\u00e9e']","['Catcher', 'Head', 'sleeping', 'vision', 'fever', 'sweet']","['Konklawe', 'jp2', 'Jan', 'Pawe\\u0142', 'Watykan', 'watykan']","['Barbecue', 'Jambon', 'Air', 'Br\\u00fbl\\u00e9es']","['Bart', 'Gemeinsam', ""D'Artagnan"", 'Franzosen']","['pantheon', 'sacristy', 'rabbi', 'headache', 'gods', 'Dendur']","['Committee', 'Snow', 'Surf', 'Game', 'Game', 'Surf']","['underground', 'prisoners', 'Monsters', 'Loot', 'Prison', 'Dragons']","['Conservative', 'News', 'Clever', 'Animal', 'Clever', 'animal']","['Shaun', 'Lamm', 'Wollelieferant', 'Wolle', 'Wolle']","['Fadenkreuz', 'Urmel', 'PUPPENKISTE', 'Puppentheater']","['booth', 'movie', 'to', 'ride', 'transport', 'paper']","['C\\u00e9r\\u00e9ale', 'Entier', 'baguette', 'pain', 'Moissons', '\\u00c9peautre']","['romantique', 'SNL', 'jokes', 'act', 'genre', 'Genre']","['Butterfly', 'Crysalida', 'Metapod', 'Metamorphosis', 'Kakuna', 'Kakuna']","['gazing', 'Supernova', 'twinkle', 'Vega', 'diva', 'Delphinus']","['Donjon', '\\u00c9checs', 'Guet', 'Ch\\u00e2teau']","['Pool', 'rubber', 'sea', 'donut', 'Water', 'water']","['Pile', 'Cuisine', 'Instrument', 'Cymbale']","['Color', 'Changer', 'Blends', 'Blend', 'Lizard', 'Lizard']","['Silicone', 'G\\u00e2teau', 'Bouchot', 'Chatte', 'frite', 'coquillage']","['marais', 'Dundee', 'Reptile', 'Ca\\u00efman']","['Dreieck', 'Stimmgabelinstrument', 'Musikunterricht', 'Klang']","['Clove', 'Bulb', 'Vampires', 'Vampire']","['Lunettes', 'ciseaux', 'jumelles', 'Au', 'Benoit', 'Poker']","['Wax', 'Ache', 'Pods', 'Phones', 'Hearer', 'Listener']","['brasser', 'Cuisine', 'Cuir', 'sadomasochisme']","['Dressing', 'Garde', 'Bal', 'Tenue', 'Mari\\u00e9e', 'Mari\\u00e9e']","['Bulle', 'Lait', 'Dessert', 'Chocolat', 'Matelot', 'Matelot']","['Head', 'Bathe', 'Waterfall', 'Indoors', 'april', 'baby']","['Rane', 'Acqua', 'Formica', 'Cicala', 'Trevi', 'Trevi']","['Escargot', 'Enveloppe', 'Oeuf', 'Oeuf']","['Intervalle', 'Piquer', 'Couteau', 'Trident', 'Couvert', 'couvert']","['serviette', 'Handkerchief', 'square', 'Paper', 'Cloth']","['Stardust', 'Belagio', 'Vegs', 'Vegas']","['R\\u00e9compence', 'Cannes', ""D'or"", 'Laurier', 'Plong\\u00e9e', 'Huile']","['Finger', 'engagement', 'circle', 'Wedding', 'Wedding', 'Circle']","['Arc', 'Ville', 'Plusieurs', 'Ciel', 'sur', 'ciel']","['Jesus', 'Iwankofu', 'lengthen', 'L']","['Camoflauge', 'Outdoor', 'Person', 'food', 'Tracking', 'tracking']","['M\\u00e9tier', 'Pain', 'P\\u00e9trir', 'Darty', 'Darty', 'Darty']","['Lawyer', 'Advisor', 'Cochran', 'Matlock', 'Matlock']","['Hand', 'sugar', 'Sunday', 'Frond', 'Beach', 'Oil']","['Horseback', 'Horse', 'Rollercoaster', 'Cowgirl']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['Mankind', 'pollypocket', 'Living', 'Barbie', 'Pussycat', 'Bratz']","['Rolling', 'Pictures', 'celluloid', 'analogue', 'hollywood', 'acting']","['Blow', 'Unicorn', 'French', 'french', 'Unicorn', 'French']","['Snowman', 'Nose', 'Rabbit', 'Food', 'Rabbit', 'Food']","['Rubber', 'Band', 'briefs', 'Stretch', 'Stretching', 'stretchy']","['H\\u00e9lice', 'vire-vent', 'Pales', 'Venteux', 'turbine', 'turbinne']","['Chantrel', 'porcini', 'Fungi', 'cap', 'Chanterelle', 'chanterelle']","['flesh', 'blob', 'duckling', 'fawn', 'infant', 'endearment']","['Cooker', 'Fan', 'Hot', 'Cooking']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['episode', 'volumes', 'sequence', 'Netflix', 'Mini', 'Narnia']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']","['Swine', 'Wilbur', 'oink', 'oink']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['oink', 'Pepa', 'Fat', 'Hentai', 'Babe', 'Babe']","['Physics', 'Donatello', 'Laboratory', 'Fiction', 'experiment', 'Experiment']","['Comedy', 'Good', 'Funny', 'Joke']","['Metro', 'protect', 'Train', 'Trainspotters', 'Machnist', 'Metal']","['Mermaid', 'Playboy', 'Cavern', 'Lotto']","['$', '\\u00a3', 'euro', 'money']","['Mimicker', 'Gecko', 'Colors', 'Shapeshifter', 'Lizard']","['Spicy', 'Sushi', 'Starkist', 'Melt', 'Toro', 'Toro']"
Mystery Word,Weather,Roi,Couteau,Scorpion,Dream,Pope,Fum\u00e9e,Musketier,Temple,Board,Dungeon,Fox,Schaf,Marionette,Ticket,Bl\u00e9,Comedy,Cocoon,Star,Tour,Tube,Batterie,Chameleon,Moule,Crocodile,Triangel,Garlic,Paire,Ear,Fouet,Robe,Mousse,Shower,Fountain,Coquille,Fourchette,Napkin,Casino,Palme,Ring,Corde,Nail,Hunter,Boulanger,Attorney,Palm,Ride,Fox,Doll,Film,Horn,Carrot,Elastic,\u00c9olienne,Mushroom,Baby,Oven,Pilot,Series,Vache,River,Pig,Spider,Poup\u00e9e,Pig,Science,Humor,Rail,Grotto,Currency,Chameleon,Tuna
Guess,Bat,roi,Cheveux,Mygale,Eye,Papiez,Fum\u00e9e,Musketiere,temple,,Dungeon,Political,Schaf,,Ticket,Bl\u00e9,Comedy,Moth,STAR,Tour,tube,Batterie,Paint,moule,Crocodile,Triangel,Garlic,,Ear,Fouette,Robe,mousse,Shower,Fontana,Coquille,Fourchette,Napkin,casino,palme,ring,Monument,comic,,Boulanger,Attorney,palm,Riding,immigrant,toys,Cinema,Wind,frosty,,,Mushroom,baby,fry,Pilot,Series,Vache,river,prg,Spider,Poup\u00e9e,pig,Mutant,laugh,Subway,Grotto,currency,salamander,Candy
