ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57
Table Number,504322549,503181350,503849753,503674132,503636736,503690824,503394382,503691874,503333095,503273217,503063996,502969756,503107355,502955507,502527562,502480831,502337768,501891319,501956544,501753890,500892294,500088115,500239570,500208762,499438978,498300910,499001295,498403224,498439609,498136926,498224999,498108109,497577135,496533291,496970715,495675336,494478774,493675456,492435846,492358188,491305856,490280100,488379380,484682575,478910455,470247957,466086694,466081205,466084294,465731184,465664137,465664206,465668656,444471586,422619886,336562502,312552889
Move,['38'],['8'],['9'],['9'],['7'],['13'],['13'],['12'],['10'],['5'],['10'],['11'],['38'],['57'],['60'],['67'],['47'],['30'],['46'],['28'],['27'],['39'],['46'],['58'],['43'],['110'],['76'],['65'],['55'],['73'],['103'],['74'],['30'],['67'],['76'],['61'],['394'],['7'],['75'],['83'],['39'],['37'],['79'],['98'],['173'],['972'],['57'],['65'],['53'],['53'],['56'],['53'],['55'],['57'],['662'],['1753'],['2253']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,Real-time • Normal speed (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only
Language,Français,English,English,English,English,Français,Français,English,Français,Français,Français,Français,Deutsch,English,English,Français,Français,English,English,English,English,Français,English,English,Français,Français,English,English,English,Français,English,Français,Français,English,Français,English,English,English,Deutsch,English,Français,Français,Français,English,English,English,English,English,English,English,English,English,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite
Clues,"['moche', 'saucisse', 'pommes', 'Noir', 'Andouillette', 'gonflable']","['Luxury', 'Premium', 'Eggs', 'delicacy', 'Delicacy']","['Duvet', 'plaid', 'Page', 'Band', 'blanket', 'blanket']","['Bracelet', 'Timepiece', 'pocket', 'guard', 'time', 'Look']","['Treat', 'Impressive', 'prank', 'Prank']","['Compote', 'Granny', 'Api', 'Reinette', 'Fruit', 'Cidre']","['V\\u00e9hicule', 'Maison', 'Raphael', 'Gitan', 'Rapha\\u00ebl', 'Gitan']","['Lily', 'Protestors', 'bullet', 'daisy', 'Tulip', 'tulip']","['R\\u00e9curante', 'Vaisselle', 'Bob', 'Bob']","['Speed', 'Tropical', 'tarzan', 'mowgli']","['paysagiste', 'Potager', 'fleuri', 'Fleur']","['D\\u00e9but', 'Terminus', 'Contraire', 'Debut']","['Tier', 'Gorilla', 'Animalisch', 'Delfinshow', 'Kiosk', 'Elefantenhaus']","['Basilisk', 'Animal', 'long', 'venom', 'Poison', 'poison']","['yellow', 'Midas', 'Richness', 'Precious']","['radin', 'Poignee', 'Linge', 'Crabe', 'Crabe', 'Crabe']","['carton', 'Roulettes', 'Voyage', 'Cerne', 'Bagage', 'Attach\\u00e9-caisse']","['Source', 'Light', 'light', 'bulb', 'bulb', 'light']","['Drink', 'Apple', 'Steroids', 'Squeezed', 'fruit', 'Fruit']",['point'],"['Berg', 'Rocks', 'Age', 'celsius', 'Tray', 'cream']",['Sahara'],"['Crampons', 'Carabiner', 'Rock', 'Fall', 'Cliffhanger', 'lift']","['Movies', '\\u30aa\\u30da\\u30e9', '\\u307d\\u3063\\u3077\\u3053\\u30fc\\u3093', '\\u30dd\\u30c3\\u30d7\\u30b3\\u30fc\\u30f3']","['Math\\u00e9matique', 'Overlord', 'Intervention', 'Chirurgicale', 'Chirurgien', 'CHirurgicale']","['F\\u00e9lin', 'Fauve', 'Panth\\u00e8re', 'Bengale', 'Bengale', 'Bengale']","['Bansuri', 'Instrument', 'champagne', 'Woodwind']","['cards', 'tailored', 'formal', 'birthday', 'Zoot', 'Zoot']","['Store', 'Savings', 'Loans', 'River', 'Money', 'Money']","['Compote', 'Ballon', 'Sifflet', 'Fruit', 'Asiatique', 'Barlett']","['-nut', 'Auburn', 'Nut', 'Woman', 'Eyes', 'Witch']","['Rose', 'Condiment', 'Sodium', 'Sucre', 'Poivre', 'Poivre']","['Nugget', 'KFC', 'flic', 'volaille', 'basquaise', 'boucanet']","['Flipper', 'mammal', 'dorsal', 'echolocation', 'bottle', 'nosed']","['Iris', 'farine', 'P\\u00e9tunia', 'Bouquet', 'P\\u00e2querette', 'Paquerette']","['shul', 'shrine', 'Philly', 'University', 'sanctuary', 'Hebrew']","['Ferris', 'Automobile', 'disc', 'Circle', 'Circle']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Zielkarten', 'Bahnhof', 'Gleis', 'Brettspiel', 'Lift']","['skip', 'Trampoline', 'Er', 'Bungee', 'Boo', 'hop']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pizza', 'half', '15', '15minutes']","['Duke', 'Blue', 'evil', 'spirit', ""God's"", 'enemy']","['c3po', 'I', 'Mazinger', 'Bicentennial', 'Kryten', 'Bender']","['barley', 'rye', 'Wheat', 'Sand']","['college', 'lecturer', 'Jones', 'Evil']","['Desktop', 'Laptop', 'Antikythera', 'Mechanism']","['Wingspan', 'spam', 'Arrived', 'Second']","['cha-cha', 'smooth', 'Shutup', 'And']","['investment', 'certificate', 'Take', '-Re-']","['kiddie', '-swimming-', 'Dirty', 'Billiards']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['African', 'Lion', 'Dubai', 'Desert']","['Homard', 'Actionne', 'Linge', 'Crabe', 'Crabe', 'Linge']","['Flash', 'Stamp', 'Tribal', 'regretted', 'Parlour']"
Mystery Word,Boudin,Caviar,Cover,Watch,Trick,Pomme,Caravane,Flower,\u00c9ponge,Jungle,Jardin,Fin,Zoo,Snake,Gold,Pince,Valise,Lamp,Juice,Show,Ice,D\u00e9sert,Climb,Theater,Op\u00e9ration,Tigre,Flute,Suit,Bank,Poire,Hazel,Sel,Poulet,Dolphin,Fleur,Temple,Wheel,Heat,Zug,Jump,Baleine,Valise,Poup\u00e9e,Quarter,Devil,Robot,Grain,Professor,Computer,Egg,Dance,Stock,Pool,Vegetable,Safari,Pince,Tattoo
Guess,boudin,Caviar,cover,Watch,Eclair,pomme,caravan,,\u00e9ponge,Jungle,Jardinier,fin,Zoo,Snake,gold,Panier,Valise,code,Juice,compass,ice,d\u00e9sert,Climb,theater,Calcul,Jaguar,Flute,suit,Bank,Poire,Hazel,Sel,Poulet,dolphin,Fleur,Temple,wheel,,Zug,Jump,Baleine,valise,Poup\u00e9e,,demon,Robot,Grain,Professor,Computer,Egg,Dance,Stock,Pool,Vegetable,Safari,Pince,tattoo
