ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49
Table Number,569664890,569524697,569029167,569388116,569386194,569278700,569276510,568716970,568825592,567919658,568010964,567928849,567654830,567516188,567381566,567291905,566945144,566668380,566462339,566273197,565990861,565677681,565773436,565677534,564964740,565236218,563661446,563368518,562911036,563137425,562524435,562133986,561960544,561355348,561187034,559495932,556715277,555376965,546837128,528822756,528042758,527775627,522327882,517095134,511221983,478416865,470247957,422619886,312552889
Move,['6'],['7'],['5'],['8'],['20'],['9'],['6'],['18'],['12'],['66'],['12'],['12'],['46'],['18'],['27'],['59'],['19'],['37'],['24'],['104'],['92'],['38'],['93'],['56'],['32'],['75'],['101'],['67'],['30'],['58'],['17'],['11'],['65'],['55'],['72'],['84'],['56'],['37'],['293'],['301'],['59'],['542'],['658'],['702'],['1710'],['1524'],['2491'],['910'],['2514']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,Français,Français,Français,English,English,English,English,English,Français,English,English,English,Deutsch,English,English,Deutsch,English,English,English,English,Français,English,English,Français,English,English,Français,English,English,Français,English,English,English,English,English,English,Français,Français,English,Deutsch,English,Français,Français,English,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Dairy', 'Boob', 'Liquid', 'Cheese', 'Cow', 'Cow']","['F\\u00e9minin', 'Jupe', 'V\\u00eatement', 'Pelage']","['Sol', 'Magma', 'volcan', 'crat\\u00e8re']","['Boite', 'M\\u00e9n\\u00e9', 'Conserve', 'Poison', 'Canne']","['Peace', 'Police', 'Avian', 'Dove', 'Coo', 'dialect']","['Ball', 'Alice', 'reflect', 'Shattered', 'bathroom', 'looking']","['building', 'roulette', 'Royale', 'Croupier', 'guessing', 'bingo']","['Movement', 'Ointment', 'moth', 'Bug', 'Insect', 'insect']","['Rod', 'Lake', 'Bass', 'Bait', 'Harpoon', 'Aquatic']","['Soissons', 'Contenant', 'Boue', 'Poterie', 'communiquant', 'Mar\\u00e9cage']","['stasis', 'pharaoh', 'Daddy', 'Sunny', 'British', 'mama']","['Mcdonalds', 'potato', 'Ronald', 'soggy', 'Chips', 'chips']","['Era', 'Four', 'Fourth', 'Fall', 'pepper', 'Salt']","['Motorrad', 'Haube', 'Kopfschutz', 'Kopfschutz', 'Bauarbeiterhut', 'Baustelle']","['Alcatraz', 'monopoly', 'Shiv', 'warden', 'Folsom', 'guard']","['catamount', 'cat', 'huntress', 'Puma', 'Kitty']","['Adel', 'Thron', 'Diana', 'K\\u00f6nigstochter', 'Erbse', 'Erbse']","['Sashimi', 'can', 'sushi', 'elephant', 'Salad', 'Casserole']","['Sport', 'Alley', 'gutter', 'split', 'Spare', 'Shoes']","['Tidal', 'gesture', 'Radiation', 'Tsunami', 'surfing', 'Surf']","['Bolshevik', 'Viva', 'American', 'Spin', 'Redcoats', 'Haitian']","['pointu', 'toutankhamon', 'Barjabulle', 'Briques']","['Ignite', 'Flickering', 'Orange', 'blue', 'Firefighter', 'Fire']","['History', 'Louvre', 'Smithsonian', 'artefact', 'Gallery', 'Gallery']","['Chance', 'Fortune', 'Voiture', 'Acrobatie', 'De', 'Secours']","['Shortcake', 'Red', 'juicy', 'June-bearing', 'summer', 'fruit']","['Crop', 'Cheese', ""Coffee's"", 'Whip', 'Dairy', 'Paste']","['Triple', 'Longeur', '-parachute', '-parapente']","['Not', 'Peace', 'God', 'Ares']","['seedless', 'concord', 'soda', 'vines', 'Grenache', 'Bunch']","['Flaque', 'Ond\\u00e9e', 'Mouill\\u00e9', 'Perturbations', 'nuage']","['Milky', 'Way', 'far', 'away']","['Singularity', 'Same', 'outfit', 'Standardized']","['Neurons', 'Pinky', 'Noggin', 'Cerebellum', 'Smart', 'Smart']","['Booze', 'rubbing', 'breathalyzer', 'hooch', 'Tequila', 'Beer']","['Fermented', 'Merlot', 'Claret', 'Chardonnay']","['veins', 'Hamlet', 'Fallopian', 'Trachea', 'Inflatable']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['Cr\\u00e9ature', 'Arc-en-ciel', 'Cheval', 'Corne']","['Beluga', 'Sperm', 'blubber', 'willy']","['Pinky', 'Denken', 'Sch\\u00e4del', 'Gr\\u00fctze']","['JOPO', 'penis', 'pump', 'chump', 'inflate']","['Froid', 'Blanc', 'pointe', 'Laitue', 'Glace', 'Flottant']","['Aiguille', 'Cath\\u00e9ter', 'Insecte', 'Insecte']","['duty', 'Dog', 'warden', 'Protect', 'protect']","['Mammif\\u00e8re', 'Pr\\u00e9dateur', 'Cochonnets', 'Alpha', 'Garou', 'Garou']","['Excrement', 'Fertiliser', 'Beetle', 'Faeces', 'poop', 'Poop']","['Sheet', 'Comforter', 'Warm', 'fuzzy']","['Leaves', 'Cad', 'tool', 'tool', 'cad']"
Mystery Word,Milk,Robe,Lave,Sardine,Pigeon,Mirror,Casino,Fly,Fishing,Vase,Mummy,Fries,Season,Helm,Prison,Cougar,Prinzessin,Tuna,Bowling,Wave,Revolution,Pyramide,Flame,Museum,Roue,Strawberry,Cream,Saut,War,Grape,Pluie,Galaxy,Uniform,Brain,Alcohol,Wine,Tube,Noisette,Licorne,Whale,Gehirn,Pump,Iceberg,Piq\u00fbre,Guard,Loup,Dung,Blanket,Rake
Guess,Milk,Robe,Lave,Sardine,Pigeon,mirror,palace,,Fishing,Vase,mummy,Fries,quarter,Helm,Prison,tiger,Prinzessin,tuna,Bowling,Wave,Revolution,Pyramide,extinguisher,museum,Roue,strawberry,Cream,Saut,war,Grape,pluie,galaxy,,Brain,alcohol,Wine,tube,Noisette,licorne,Whale,Gehirn,blow,iceberg,Perfusion,Guard,Loup,dung,blanket,Autumn
