ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67
Table Number,542549569,541902504,541879063,541874549,541651817,541652192,541117818,541434875,541162190,541100652,541085521,540551995,541074317,540913641,540784207,539816519,540448425,540302526,540118150,540159016,539870134,539877940,539851030,539746804,539502547,539517909,538900204,539348932,539125934,538704149,537929434,538329024,537730552,538331576,537722907,537713044,537675646,537725271,537606961,536949914,536707316,535380893,535293267,533993182,534528798,533758544,533904294,533093056,531294042,531017180,530819309,529245447,528624330,528244412,528022855,526405578,526272417,523793465,521791242,504783443,489469138,465728930,431028987,374138794,358827793,319065151,313533300
Move,['5'],['19'],['32'],['9'],['53'],['22'],['18'],['8'],['25'],['45'],['12'],['38'],['21'],['24'],['24'],['27'],['18'],['18'],['48'],['54'],['24'],['20'],['112'],['46'],['67'],['52'],['62'],['55'],['39'],['78'],['27'],['95'],['58'],['55'],['67'],['18'],['44'],['63'],['71'],['55'],['40'],['11'],['109'],['36'],['25'],['71'],['30'],['30'],['14'],['60'],['49'],['62'],['52'],['44'],['107'],['153'],['24'],['85'],['38'],['38'],['1006'],['615'],['1444'],['2001'],['2566'],['515'],['4518']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode
Speed,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,English,English,Français,English,Français,English,English,Deutsch,English,English,English,Français,English,English,English,English,English,English,English,English,English,English,Français,Français,English,Deutsch,English,English,Français,English,English,English,English,Français,Français,English,English,Français,English,English,Deutsch,English,Français,English,Français,English,English,Français,English,English,Français,Français,Français,English,English,English,Français,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Castle', 'High', 'Master', 'Jail']","['steak', 'kogatana', 'stab', 'cleaver', 'Chopping', 'dagger']","['Tiny', 'Microscope', 'Inside', 'Blood', 'excel', 'bee']","['Carcassonne', 'Azul', 'grout', 'Bathroom', 'Square', 'mosaic']","['Hit', 'Door', 'Fringe', 'Hairstyle']","['Body', 'Bust', 'treasure', 'box']","['T\\u00eate', 'Fleurs', 'diad\\u00e8me', 'Dentaire', 'Royaut\\u00e9', 'royale']","['Surround', 'sound', 'person', 'House', 'Bose']","['Cinema', 'Repr\\u00e9sentation', 'Scene', 'Sc\\u00e8ne']","['maze', 'Daedalus', 'minotaur', 'wander', 'Bowie', 'Bowie']","['meow', 'garfield', 'snowball', 'rat', 'Paws', 'Kitten']","['Turnier', 'Duell', 'Stangenaffe', 'Ritter', 'Ritter', 'Stangenwaffe']","['Robespierre', 'Shortener', 'hack', 'blade']","['Pinocchio', 'Kasperle', 'show', 'ventriloquist', 'Marionette', 'marionette']","['Titania', 'sprite', 'Tinkerbell', 'Godmother', 'Godmother']","['Temp\\u00eate', 'Proute', 'Brise', 'Eole', 'Tramontane', 'Tramontane']","['Daedalus', 'Catacombs', 'hawara', 'maze', 'Maze', 'maze']","['doll', 'piggy', 'Gonzo', 'Sock', 'Punch', 'Judy']","['television', 'radio', 'Terminal', 'Depot', 'Train', 'Subway']","['Elegant', 'origami', 'raise', 'building', 'Bird', 'bird']","['Detector', 'Secondhand', 'alarm', 'mist', 'lit', 'Tiparillo']","['snoop', 'sleuth', 'espionage', 'Espionage']","['Noir', 'popcorn', 'strip', 'layer', 'Layer', 'Layer']","['Affirmative', 'baseball', 'Left', 'Hand', 'Correct', 'correct']","['po', 'China', 'KungFu', 'Express', 'Meimei', 'Endangered']","['Lighter', 'candle', 'Flicker', 'flicker']","['Percussion', 'Fanfare', 'Afrique', 'Instrument']","['Torche', 'Abat-jour', 'G\\u00e9nie', 'lux', 'Ampoule', 'Ampoule']","['Of', 'Fortune', 'spoke', 'Circular', 'Uni', 'Cycle']","['Artus', 'Schach', 'Recke', 'Kokosnuss']","['Muffin', 'Butch', 'horse', 'Hottie', 'piercing', 'Bolt']","['African', 'Bushveld', 'Jeep', 'Jeep', 'jeep', 'Jeep']","['Caverne', 'Ourse', 'Cavit\\u00e9', 'chauve-souris', 'hibernation']","['3.14', 'dessert', 'Mincemeat', 'Crust', 'lattice', 'crumb']","['Goose', 'Ugly', 'bath', 'Daffy', 'Daffy', 'Daffy']","['outfit', 'Attire', 'Same', 'clothing', 'police', 'police']","['late', 'calming', 'Sofa', 'Pullout', 'Twin', 'Queen']","['course', 'textile', 'sol', 'sol']","['Sable', 'Mer', 'Bronzette', 'Vacances', 'Serviette', 'Cr\\u00e8me']","['Eating', 'breakfast', 'Pasta', 'Lunch', 'Supper', 'supper']","['Air', 'Pilot', 'Chopper', 'Rescue']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Warmth', 'Ultraviolet', 'Hot', 'Astrology', 'shine', 'Shine']","['Color', 'brownish', 'brown-green', 'Nutella']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['Bongo', 'Beat', 'Snare', 'bongo', 'beat', 'snare']","['Grain', ""d'Olonne"", 'dune', 'plage', 'D\\u00e9sert', 'desert']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Restaurant', 'Maigre', 'Service', 'Choix', 'Carte', 'Carte']","['Eerst', 'Medaille', 'Waardevol', 'Staven']","['It', 'Bozo', 'Funny', 'Smaldini', 'circus', 'makeup']","['cumulonimbus', 'pluie', 'Ciel', 'Forme', 'stratus', 'cumulus']","['toothpaste', 'container', 'pipe', 'soft', 'you', 'inner']","['tuxedo', 'garfield', 'Nip', 'meow', 'meow', 'Meow']","['papier', 'chasse', 'vol', 'airbus']","['Gardien', 'Mac\\u00e9o', 'Dieu', 'Aur\\u00e9ole']","['Concert', 'Notes', 'note', 'm\\u00e9lodie']","['Paste', 'off', 'Hair', 'bristle', 'groom', 'paint']","['wool', 'mehhhh', 'Count', 'grass', 'soft', 'Animal']","['Pipe', 'Garden', 'sprinklers', 'nozzle']","['Ariel', 'Diana', 'jeune', 'cendrillon', 'Le\\u00efa', 'Zelda']","['Crusoe', 'Rebecca', 'Rebecca']","['Chocolate', 'Pub', 'Drinks', 'stool']","['bow', 'mac', 'Singing', 'Dancing']","['maillons', 'accroch\\u00e9s', 'Nebulaire', 'String']","['light', 'onion', 'Edison', 'Copy']","['Upton', 'breakbeat', 'Gym', 'Mowgli', 'tropical', 'Kipling']"
Mystery Word,Dungeon,Knife,Cell,Tile,Bang,Chest,Couronne,Speaker,Spectacle,Labyrinth,Cat,Lanze,Guillotine,Puppet,Fairy,Vent,Labyrinth,Puppet,Station,Crane,Smoke,Spy,Film,Right,Panda,Flame,Tambour,Lampe,Wheel,Ritter,Stud,Safari,Grotte,Pie,Duck,Uniform,Bed,Tapis,Plage,Meal,Helicopter,Perle,Sun,Hazel,Tempel,Drum,Sable,Ocean,Menu,Gold,Clown,Nuage,Tube,Cat,Avion,Ange,Musique,Brush,Sheep,Hose,Princesse,Friday,Bar,Rain,Cha\u00eene,Bulb,Jungle
Guess,dungeon,Knife,Cell,tile,Bangs,,Couronne,speaker,Th\u00e9\u00e2tre,labyrinth,cat,,guillotine,Puppet,Fairy,Vent,Cemetary,Puppet,Station,,Radar,Detective,Theatre,,Panda,Flame,Tambour,Lampe,Wheel,K\u00f6nig,lightning,Egypt,Grotte,Pie,duck,matching,bed,tapis,plage,Meal,helicopter,Perle,Light,Ochre,,Sailboat,Sable,Ocean,Menu,Gold,clown,nuage,toothbrush,cat,Avion,,Musique,,sheep,Hose,Princesse,Castaway,Bar,rain,Chaine,Bulb,jungle
