ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61
Table Number,537536808,537725271,537036300,537264972,536841597,537181363,536923591,536352706,536682617,536688608,536896608,536637471,536361307,536050302,536035697,535260135,535286304,535253586,534335326,534869337,535113050,534809696,534714511,534504287,534603395,534087252,534192994,534242443,533938110,533088443,532934607,532712860,532624953,531294042,530819309,529897915,528744596,528596751,528244412,527776258,526724821,526405578,526272417,524585021,523577529,523793465,522581498,522043003,521791242,521576994,521199099,520391399,516738278,508761165,506189713,465728930,464921867,431028877,431028987,420552674,411382679
Move,['16'],['63'],['8'],['6'],['9'],['12'],['25'],['11'],['27'],['18'],['30'],['46'],['57'],['11'],['82'],['51'],['55'],['77'],['39'],['58'],['37'],['79'],['15'],['81'],['36'],['42'],['100'],['68'],['43'],['16'],['66'],['68'],['74'],['13'],['49'],['59'],['73'],['63'],['44'],['75'],['82'],['153'],['24'],['304'],['102'],['85'],['97'],['5'],['38'],['11'],['291'],['21'],['821'],['251'],['716'],['603'],['504'],['1358'],['1444'],['912'],['807']
Mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,Français,Français,Deutsch,English,English,English,English,English,English,English,Français,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,Français,Français,English,English,English,English,English,English,Deutsch,Français,Français,English,Français,English,English,English,English,English,Français,English,English,Français,English,English,English,English,English,English,English
End,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Espace', 'Pesquet', 'M\\u00e9tier', 'Galaxie']","['course', 'textile', 'sol', 'sol']","['Niederlande', 'rot', 'Holland', 'Bier', 'Amsterdam']","['godmother', 'snatcher', 'tinkerbell', 'tooth', 'Tinkerbell', 'Tooth']","['Cardboard', 'recyclable', 'Cigarettes', 'Milk', 'Milk', 'Milk']","['Dromedary', 'animal', 'humps', 'Desert', 'Hump', 'Hump']","['thicket', 'Gump', 'Jungle', 'Trees', 'trees']","['Punch', 'Odd', 'Clothing', 'footwear', 'Dobby', 'foot']","['Bomb', 'Bakewell', 'Picking', 'Blossom', 'Rainier', 'Kordia']","['mountain', 'dark', 'Tyne', 'underground', 'Vision', 'Blackwall']","['Androm\\u00e8de', 'Stars', 'Univers', 'Univers']","['Pavois', 'Chevaliers', 'Umbo', 'Egide', 'Brennus', 'Armure']","['Nocturnal', 'Athen', 'bird', 'Hedwig', 'Hedwig', 'Bird']","['Hot', 'Destructive', 'burning', 'fire']","['\\u30d1\\u30aa\\u30d1\\u30aa\\u30d3\\u30f3\\u30b4', '\\u30c8\\u30c3\\u30d73', '\\u30aa\\u30ea\\u30f3\\u30d4\\u30c3\\u30af', '\\u304f\\u3073\\u304b\\u3051', '\\u304b\\u3080', '\\u304e\\u3093']","['grammy', 'Symphony', 'Notes', 'Notes']","['Collide', 'Trucks', 'ddr4', 'Dodge', 'Headbutt', 'Shofar']","['rink', 'Derby', 'roller', 'Ramp', 'board', 'ice']","['NATO', 'confederation', 'Friendship', 'potatoes', 'gang']","['Solstice', 'Autumn', 'Snow', 'Season']","['mobile', 'console', 'Of', 'Thrones', 'of', 'Thrones']","['anchovy', 'mackerel', 'salmon', 'sword', 'Tuna', 'Marlin']","['Nov', 'Flag', 'Tureck\\u00fd', 'Turkey']","['Bobbin', 'inductor', 'Rewind', 'Spring', 'spring', 'Spring']","['stripes', 'warden', 'Orange', 'New', 'Folsom', 'Blues']","['Calcaneus', 'Foot', 'Spike', 'Kitten']","['Fall', 'Chronological', ""'tis"", 'Quarterly', 'Salt', 'salting']","['Formal', 'Apparel', 'Formalwear', 'Tuxedo', 'Spades', 'Dress-up']","['Gordon', 'Light', 'Superheld', 'Blitz']","['bendy', 'boba', 'Desiccated', 'bale', 'Rumplestiltskin']","['lines', 'reading', 'Tropical', 'Oil', 'Oasis', 'Fronds']","['Coupe', 'vroom', 'Honda', 'Compact', 'Sedan', 'Sedan']","['perceval', 'Armure', 'Moyen-\\u00e2ge', 'servant', 'Calogrenant', 'Laspales']","['Restaurant', 'Maigre', 'Service', 'Choix', 'Carte', 'Carte']","['It', 'Bozo', 'Funny', 'Smaldini', 'circus', 'makeup']","['lost', 'Explore', 'cube', 'Puzzle']","['Cir', 'cle', '2pair', 'paid']","['Movie', 'Trio', 'three', 'frenchmen', 'Chocolate', ""D'Artagnan""]","['tuxedo', 'garfield', 'Nip', 'meow', 'meow', 'Meow']","['Caged', 'Cruelty', 'Vadis', 'Mammals', 'Hagenbek', 'Animalshow']","['Ausgie\\u00dfung', 'J\\u00fcnger', 'Ferien', 'Ferien', 'Ferien']","['Gardien', 'Mac\\u00e9o', 'Dieu', 'Aur\\u00e9ole']","['Concert', 'Notes', 'note', 'm\\u00e9lodie']","['margherita', 'Hawaiian']","['Tropical', 'Ravitaillement', 'D\\u00e9sert', 'paix', 'Jus', 'Jus']","['Paste', 'off', 'Hair', 'bristle', 'groom', 'paint']","['Carolina', 'Chickory', 'Hickory', 'tongs', 'grill']","['Tail', 'Ride', 'Eeor', 'Grandad']","['wool', 'mehhhh', 'Count', 'grass', 'soft', 'Animal']","['Rail', 'watch', 'Protect', 'protect']","['P\\u00e9nitencier', 'Chambre', 'Souche', 'Sanguines', 'Piece', 'grise']","['Choochoo', 'track', 'Transport', 'Rails', 'Shinkansen', 'rer']","['Plane', 'Driver']","['Prison', 'Paix', 'But', 'Prot\\u00e8ge']","['Runway', 'Uber', 'Joe', 'Lyft', 'rank', 'Rank']","['Color', 'Citrus', 'Florida']","['affiliates', 'partnered', 'Rebel', 'Name']","['plantar', 'pain', 'Stiletto', 'Single', 'head', 'over']","['Chocolate', 'Pub', 'Drinks', 'stool']","['prickly', 'shape', 'teardrop', 'yellow', 'fruit', 'fruit']","['Cochran', 'Justice', 'ace', 'Wright', 'Miranda']"
Mystery Word,Astronaute,Tapis,Tulpe,Fairy,Carton,Camel,Forest,Sock,Cherry,Tunnel,Galaxie,Bouclier,Owl,Flame,Medal,Music,Ram,Skate,Alliance,Winter,Game,Fish,Crescent,Coil,Prison,Heel,Season,Suit,Flash,Straw,Palm,Car,Chevalier,Menu,Clown,Labyrinth,Circle,Musketeer,Cat,Zoo,Pfingsten,Ange,Musique,Pizza,Oasis,Brush,Barbecue,Donkey,Sheep,Guard,Cellule,Train,Pilot,Gardien,Taxi,Orange,Alliance,Heel,Bar,Pear,Attorney
Guess,Astronaute,tapis,Amstel,kidnap,Box,Camel,tree,sock,Cherry,Tunnel,\u00e9toile,Bouclier,owl,flame,Medal,Concert,Ram,skate,alliance,Winter,Phone,Fish,Moon,Thread,Prison,Paw,Season,suit,Superman,straw,palm,Car,Chevalier,Menu,clown,labyrinth,circle,Musketeers,cat,Zoo,Taufe,,Musique,Pizza,Oasis,,BBQ,Donkey,sheep,,Cellule,train,Pilot,Gardien,Driver,Orange,League,heel,Bar,Pineapple,Lawyer
