ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59
Table Number,482835771,482558443,482421951,481989851,481681902,481646065,481502301,481212678,480688827,481021567,481065681,480965835,480770866,480638723,480531644,480065399,479534406,479718854,479740646,479131924,479519296,479531439,479108112,478910455,478747392,478625404,478410626,478170756,478154857,478334079,477647938,478118502,477997297,477823291,477731316,477598990,476901404,475857014,476227469,474625360,473319518,473890082,470574916,468503119,466086884,466084294,465621249,465661217,465665616,465435499,463714023,462438853,461036696,457064795,451463411,443775902,363390977,348838927,343894377
Move,['45'],['11'],['13'],['9'],['29'],['27'],['36'],['6'],['40'],['10'],['26'],['27'],['22'],['5'],['51'],['66'],['66'],['65'],['30'],['31'],['73'],['67'],['78'],['24'],['40'],['43'],['74'],['37'],['15'],['86'],['40'],['47'],['39'],['109'],['48'],['31'],['39'],['10'],['62'],['81'],['36'],['9'],['110'],['85'],['42'],['38'],['70'],['37'],['39'],['366'],['57'],['488'],['68'],['36'],['40'],['1409'],['1625'],['1505'],['2355']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+
Language,English,English,English,English,English,Français,English,English,Français,Français,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,Français,Français,Deutsch,English,Français,English,English,English,English,Français,Français,English,English,English,Français,Deutsch,Deutsch,English,Deutsch,English,English,English,Français,English,English,Deutsch,Français,Français,English,English,English,Français,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite
Clues,"['flutter', 'Caterpillar', 'Kutcher\\u2019s', 'Consequences', 'metamorphisis', 'Metamorphosis']","['Pig', 'Animal', 'Killer', 'Killer']","['Ancient', 'ruler', 'Augustus', 'Roman', 'Qin', 'Dynasty']","['Moko', 'You', 'markings', 'Fake', 'Inked', 'ink']","['flake', 'Custard', 'Makeup', 'Talcum', 'Granulate', 'baby']","['Pirate', 'Toit', 'Voix', 'Malle', 'Tr\\u00e9sor', 'Tr\\u00e9sor']","['Mole', 'underground', 'dark', 'Vision', 'vision', 'vision']","['Stockton', 'Thor', 'Lightning', 'zeus', 'Struck', 'struck']","['Quotidien', 'Var-matin', 'Canard', 'Intime', 'Intime']","['Grotte', 'Travail', 'charbon', 'jeune']","['board', 'Patrick', 'Sirius', 'Twinkle', 'Spangled']","['Cumulus', 'Cotton', 'Rain', 'Sunshade', 'Puffy', 'Puff']","['Sanctuary', 'Memory', 'Giant', 'Pachyderm', 'Babar', 'Babar']","['teenager', 'dni', 'ursa', 'canis']","['Cubes', 'Rink', 'Cube', 'Frozen', 'baby', 'igloo']","['vacuum', 'fish', 'Tooth', 'Fin', 'toothy']","['Alpine', 'Slopes', 'snow', 'yeti']","['dance', 'minuet', 'Dancefloor', 'Venue', 'Gown', 'Fancy']","['Sentir', 'Narines', 'Odorat', 'Odorat']","['Asparagus', 'mint', 'Pole', 'pierce']","['rubber', 'Blues', 'Beatles', 'musicians', 'mummy', 'Elastic']","['Continue', 'finale', 'Finish', 'Destination', 'Credits', 'credits']","['Red', 'candle', 'Lighter', 'Ignition']","['charm', 'holder', 'charms', 'silver', 'necklace', 'rist']","['Taxi', 'BMW', 'Twingo', 'Modus']","['Bernie', 'B\\u00eache', 'embrasser', 'rouler', 'Gueule', 'Trou']","['zehe', 'Tzatziki', 'Vampire', 'Vampirj\\u00e4ger', 'Vampir', 'Vampir']","['Hang', 'Bomba', 'Robban\\u00e1s', 'Robban\\u00e1s']","['S\\u00e9curit\\u00e9', 'Verrouillage', 'Code', 'Verrouill\\u00e9']","['zodiac', 'Mathayus', 'toxic', 'Antares', 'Constellation', 'sting']","['Morning', 'Noisy', 'Blaring', 'Reminder', 'warning', 'Ring']","['Ruby', 'Cutting', 'cabochon', 'Earrings', 'Ring', 'Expensive']","['Bulb', 'Darkness', 'Sight', 'Thunder', 'Flash', 'Ilumination']","['Petite', 'Langoustine', 'bouquet', 'chips', 'Grise', 'Grise']","['vin', 'prison', 'cellier', 'X']","['Fred', 'llit', 'Tapament', 'Sof\\u00e0', 'Tapar', 'tapar']","['Two', 'Transport', 'Pennyfarthing', 'tandem', 'Tandem']","['Newton', 'lab', 'biology', 'biology']","['lumineux', 'Baie', 'vitre', 'Vitre']","['Saiten', 'Anfasshilfe', 'Knauf', 'T\\u00fcr...', 'Klinke']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Balmung', 'Damokles', 'Klinge', 'Waffe', 'Excalibur', 'Excalibur']","['Cards', 'Card', 'arm', 'Jumper', 'Tattoo', 'tattoo']","['Cooperative', 'Tricktaker', 'Tricky', 'Seas']","['Birthday', 'Dessert', 'Going', 'Thedistance']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['Vadis', 'Tycoon', 'We', 'Bought']","['Not', 'Offense', 'Ofthe', 'Darkarts']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Histoire', 'Temps', 'Haricots', 'D\\u00e9but', 'Terminus', 'Terminus']","['Sediment', 'Geode', 'granite', 'actor', 'salt', 'Gneiss']","['gumiho', 'Vixen', 'Scully', 'Inari', 'Mulder', 'experiment']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['Pyramide', 'Percussion', 'Pythagore', 'Isoc\\u00e8le']","['Train', 'Repast', 'Grist', 'Plan', 'Lunch']","['Marie-Antoinette', '\\u00c9chafaud', 'tranchante', 'Barbier', 'L\\u00e9tale', 'D\\u00e9capitation']","['Rest', 'Cloud', 'Head', 'Head']"
Mystery Word,Butterfly,Butcher,Emperor,Tattoo,Powder,Coffre,Tunnel,Thunder,Journal,Mineur,Star,Cloud,Elephant,Minor,Ice,Shark,Ski,Ballroom,Nez,Spear,Band,End,Flame,Bracelet,Voiture,Pelle,Knoblauch,Bang,Cadenas,Scorpion,Alarm,Diamond,Lightning,Crevette,Cave,Blanket,Bicycle,Science,Fen\u00eatre,Griff,Puder,Dress,Schwert,Sleeve,Sail,Cake,Patron,Zoo,Defense,Poker,Bouclier,Fin,Rock,Fox,Ninja,Triangle,Meal,Guillotine,Pillow
Guess,Butterfly,Porcupine,Caesar,Tatoo,powder,Coffre,cave,Thunder,journal,Mine,Star,cloud,Elephant,Furry,ice,Shark,Mountain,,Nez,spear,Band,,Flame,bracelet,Voiture,Pelle,Knoblauch,Loud,Cadenas,Scorpio,Alarm,jewel,Lightning,Crevette,cellule,Manta,Bicycle,Science,cochon,Griff,Russ,,Schwert,greeting,Crew,Cake,Coin,Zoo,Defense,Poker,Chevalier,Fin,rock,Fox,,triangle,meal,Guillotine,Fluffy
