ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53
Table Number,562737570,562328713,562045291,561944791,561922230,561849076,561714332,560946607,561337934,561111634,561187034,561119824,561126491,560950545,560915111,561026591,560830511,560726303,560678411,560618845,560486445,560529715,559801874,559495932,559586570,559052537,559111285,558424370,558983329,557504133,558442042,558188337,558081825,558178570,557686504,557890730,557384837,556270645,556144913,554757174,555376965,554163028,554160523,551020732,546837128,539412516,537713044,537913892,508130373,478416865,470247957,374138794,319065151
Move,['50'],['9'],['32'],['11'],['19'],['14'],['24'],['10'],['13'],['29'],['9'],['9'],['31'],['47'],['55'],['64'],['62'],['43'],['13'],['63'],['125'],['75'],['81'],['28'],['33'],['54'],['54'],['82'],['10'],['24'],['46'],['42'],['39'],['53'],['110'],['28'],['113'],['37'],['71'],['84'],['37'],['51'],['65'],['36'],['214'],['116'],['68'],['1805'],['1569'],['1438'],['2383'],['2171'],['576']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode
Speed,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,Deutsch,Français,Deutsch,English,Français,English,English,English,Français,English,English,English,Français,Français,English,English,English,English,English,English,English,English,English,English,English,English,Français,Français,English,English,English,English,English,Français,English,Français,Français,English,English,Français,Français,English,English,English,English,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['locomotive', 'rail', 'Ticket', 'Preparing', 'Choochoo']","['Man', 'Sugar', 'Halloween', 'Cane', 'Cane', 'cane']","['life', 'line', 'clapping', 'skin', ""Grauman's"", 'Imprint']","['Stiller', 'T-Rex', 'Docent', 'Gallery']","['Auftritt', 'Untergrund', 'Vorhang', 'Theater', 'Vorhang', 'Theater']","['Mot', 'Mince', 'Terminus', 'Terminer']","['Kinder', 'Saltokran', 'Urlaub', 'Frei', 'Urlaubswoche', 'schulfrei']","['retirement', 'money', '\\u30c0\\u30fc\\u30a6\\u30a3\\u30f3\\u30ba\\u30b8\\u30e3\\u30fc\\u30cb\\u30fc', 'posting', 'Brown']","['Montre', 'Chas', 'Acuponcture', 'Coudre', 'Fils', 'Fil']","['Coiled', 'tubing', 'garden', 'stockings', 'Water', 'Water']","['Coloretto', 'camouflage', 'multicolor', 'reptiles', 'karma', 'karma']","['Mallard', 'Feed', 'Dagobert', 'Peking', 'Waterbird', 'water']","['petit', 'feu', 'allumette', 'moderne', 'cigarette', 'allumer']","['Dark', 'bat', 'Spelunk', 'bat', 'Spelunking', 'bat']","['olfactory', 'tincture', 'toilet', 'water', 'spray', 'musk']","['Usain', 'drag', '100m', 'formula', 'space', 'Space']","['Hongre', 'M\\u00e2le', 'Virile', 'R\\u00e9glage']","['Peuplier', 'ONF', 'Tronc', 'Ch\\u00eane', 'Foret', 'Foret']","['IQ', 'mind', 'smart', 'organ', 'organ', 'organ']","['kissing', 'Enunciate', 'Pronunciation', 'Piercing', 'Lick', 'pink']","['Courgette', 'Parsnip', 'Cripple', 'Carrot']","['Valhalla', 'Vacation', 'Milton', 'Eva', 'Eden', 'ecstasy']","['defence', 'protective', 'Armor', 'targe', 'Panty']","['Binoculars', 'Expedition', 'Vacation', 'Grassland']","['Cheesecake', 'Tiramisu', 'Karakum', 'Arid', 'Dry', 'Hot']","['Carrier', 'Newyork', 'city', 'clay', 'Avian', 'Avian']","['Candy-house', 'Phytoncidin', 'Woods', ""Da'an"", 'Maleficent', 'Witch']","['Pancake', 'Maple', 'Caramel', 'golden', 'Golden', 'golden']","['Alv\\u00e1s', '\\u00c1lom', 'K\\u00e9s\\u0151n', 'Vacsi']","['Beer', 'Shiny', 'Olympic', 'honor', 'honorable']","['Poisson', 'Grain', 'quinoa', 'f\\u00e9culent']","['Carr\\u00e9', 'Nettoyer', 'Bob', 'Bob']","['black', 'Fungus', 'Cheese', 'shape', 'fungi', 'fungi']","['hidden', 'Island', 'Chest', 'Find', 'X', 'X']","['Angel', 'Bunny', 'Zegler', 'Cold', 'Powder', 'Cancelled']","['Degrees', 'Appliance', 'Bun', 'Bake']","['Smoke', 'Plumbing', 'dream', 'Bag', 'drain', 'tube']","['Militaire', 'Aviateur', 'Sauvetage', 'A\\u00e9rien', 'Saut', 'Saut']","['Bike', 'Hat', 'Cap', 'Safety', 'hair', 'motorcycle']","['D\\u00e9sert', 'Attelage', 'Remorque', 'Palace', 'Road-trip', 'Raphael']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['college', 'Buscopan', 'OTC', 'Rx']","['clove', 'Saut\\u00e9', 'bread', '-bread']","['Abeille', 'Tartines', 'Apiculteur', 'Apiculteur']","['Froid', 'Antarctique', 'Manchot', 'Manchot']","['Tug', 'War', 'string', 'skipping']","['Animal', 'Humps', 'Hump', 'Daaaaaaay', 'hump', 'dayyyy']","['Roger', 'Rabbit', 'I', 'Rate', 'Samsung', 'tv']","['Pipe', 'cut', 'Esophagus', 'trachea', 'Pharynx', 'Larynx']","['Prisme', 'D\\u00e9', 'Figure', 'G\\u00e9om\\u00e9trique', 'Rubique', 'Boeuf']","['Alucard', 'Crushed', 'fragrant', 'vampire', 'Clove', 'Prawns']","['four', 'leaf', 'Four', 'Leaf']","['Lechugo', 'Cogombro', 'fruit', 'salad']"
Mystery Word,Train,Candy,Palm,Museum,B\u00fchne,Fin,Ferien,Envelope,Aiguille,Hose,Chameleon,Duck,Briquet,Cave,Perfume,Race,\u00c9talon,Arbre,Brain,Tongue,Vegetable,Paradise,Shield,Safari,Desert,Pigeon,Forest,Syrup,Evening,Medal,Couscous,\u00c9ponge,Mold,Treasure,Snow,Oven,Pipe,Parachute,Helmet,Caravane,Noisette,Medicine,Garlic,Miel,Pingouin,Rope,Camel,Frame,Throat,Cube,Garlic,Clover,Tomato
Guess,train,sweets,Palm,Museum,Konzert,Fin,Bullerb\u00fc,ElderlyPerson,\u00c9guille,hose,chameleon,Duck,Briquet,,perfume,Race,Etalon,Arbre,Brain,Tongue,Vegetable,Heaven,shield,Safari,Dessert,pigeon,forest,Syrup,Night,Trophy,bl\u00e9,\u00c9ponge,Mold,treasure,Snow,oven,dirt,parachute,Helmet,vacances,Noisette,Medicine,,miel,polaire,Rope,pig,Frame,Throat,Cube,Garlic,hawk,Tomato
