ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60
Table Number,546463399,546019928,545214017,545256955,545020340,544660891,544337775,544329877,544014972,543966666,543879156,543841182,543761255,543729743,543700295,543213952,543375887,542741721,542119946,542355828,542091290,542341519,541638788,541493139,541200331,541130763,540406780,539816519,540361426,540330319,539937223,539921623,539660042,538396799,538590796,537264972,536949914,535380893,533993182,534528798,534335856,533093056,531294042,530603148,530819309,528244412,526405578,508762408,489194416,481212678,480055062,466793699,431028987,423771261,381777020,374138794,319065151,317609821,313533300,312552889
Move,['67'],['28'],['37'],['37'],['41'],['66'],['55'],['25'],['21'],['61'],['57'],['67'],['49'],['45'],['65'],['19'],['57'],['102'],['81'],['58'],['8'],['84'],['104'],['64'],['89'],['54'],['30'],['91'],['141'],['66'],['39'],['62'],['104'],['104'],['56'],['37'],['80'],['11'],['45'],['25'],['458'],['31'],['14'],['45'],['49'],['44'],['153'],['421'],['781'],['278'],['711'],['511'],['1444'],['3406'],['1688'],['2038'],['530'],['2195'],['4592'],['2426']
Mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode
Speed,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,Français,Français,English,Français,English,Français,English,English,English,Français,Français,English,English,Français,English,English,Français,English,English,English,English,English,English,English,English,English,Français,English,English,Deutsch,English,Français,English,English,English,English,Français,English,Deutsch,English,English,Français,Français,English,English,Français,English,Français,English,Deutsch,English,English,Deutsch,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['...buggy', 'Iron', 'Putter', '...Putter']","['Gr\\u00e9gorien', 'ann\\u00e9e', 'avent', 'Annuel']","['\\u00c9peire', 'Veuve', 'Phobie', 'Tarentule', 'Tarentule', 'phobie']","['Boom', 'Timer', 'explosive', 'Dynamite', 'Dirty', 'trigger']","['Marron', 'Dure']","['Absorbent', 'Wring', 'squarepants', 'Dishes', 'Square', 'Daddy']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Santa', 'Goatee', 'Whiskers']","['Buurman', 'Thuis', 'Vloer', 'Vloer']","['cartridge', 'roll', 'Plastic', 'Membrane', 'Kodak', 'Kodak']","['Identiques', 'Vision', 'S\\u0153urs', 'Vue', 'Soeurs', 'Soeurs']","['Bulles', 'Fl\\u00fbtes', 'Mousseux', 'Riche', 'Ardennes', 'Ardennes']","['leather', 'Wagyu', 'Heifer', 'Friesian', 'udders', 'calf']","['Imhotep', 'embalm', 'scary', 'ointments']","['Monnaie', 'Billet', '\\u00c9cu', 'Chambre']","['Test', 'Tire', 'You', 'Round', 'Pipe', 'Pipe']","['moolah', 'Rupee', 'money', 'Yen', 'Electical']","['SanFrancisco', 'Avignon', 'Gard', 'Construction', 'Tancarville', 'Tancarville']","['lens', 'phone', 'Polaroid', 'Kodak', 'Dslr', 'DSLR']","['Exhibit', 'fossils', 'Louvre', 'Louvre', 'louvre']","['theatre', 'Hollywood', 'Paradiso', 'Paradiso']","['Stealthy', 'Katana', 'Turtles', 'Sneaky', 'silent', 'Turtle']","['General', 'manufactory', 'Windforce', 'factory', 'Grind', 'Building']","['cake', 'metal', 'Utensil', 'Silverware', 'eating', 'meat']","['twister', 'Lashing', 'Forked', 'forked']","['Burgundy', 'Tether', 'Stuck', 'Newscaster', 'Newscaster', 'Stuck']","['Laundry', 'Woven', 'Wicker', 'fruit']","['Pou', 'informatique', 'Animal', 'Processeur', 'Chien', 'siphonapt\\u00e8re']","['Keynote', 'Boombox', 'Subwoofer', 'Tweeter']","['Pahoehoe', 'magma', 'Valcano', 'Vesuvius', 'molten', 'Molten']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Palm', 'Gallaghers', 'Desert', 'Grotto', 'Wonderwall', 'Wonderwall']","['Cass\\u00e9e', 'Sourd', 'lapin', 'Tympan', 'Tympan', 'Lapin']","['styling', 'Untangle', 'fire', 'Lint', 'kindling']","['Place', 'Beauty', 'Slipper', 'tangoarena', 'Waltz', 'walzarea']","['money', 'heist', 'TCF', 'wings', 'savings', 'funding']","['Tara', 'Cauldron', 'wand', 'Magician', 'broom', 'Broom']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Hemlock', 'Toxin', 'sick', 'Oak']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['cilantro', 'curcuma', 'Parsil', 'garden', 'Oregano', 'Marjoram']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Restaurant', 'Maigre', 'Service', 'Choix', 'Carte', 'Carte']","['\\u00c9lectronique', 'Perles', 'Or', 'Poignet']","['It', 'Bozo', 'Funny', 'Smaldini', 'circus', 'makeup']","['tuxedo', 'garfield', 'Nip', 'meow', 'meow', 'Meow']","['Gardien', 'Mac\\u00e9o', 'Dieu', 'Aur\\u00e9ole']","['Unturned', 'Masonry', 'Weight', 'Skim']","['albacore', 'Mayo', 'poisson', 'Poisson']","['Flowery', 'Neck', 'Fragrance', 'Exclamation', 'Lady', 'Spray']","['Schauspielhaus', 'Semperoper', 'B\\u00fchnenst\\u00fccke', 'Schauspielerbretter', 'Zuschauer', 'B\\u00fchne']","['Food', 'Combo', 'Eat', 'corn', 'Linner', 'Feast']","['Chocolate', 'Pub', 'Drinks', 'stool']","['Olympia', 'Laufen', 'Ironman', 'Sport', 'Radfahren']","['Phantom', 'Slimer', 'Pepper', 'Spectre']","['just', 'sundae', 'sweet', 'pudding']","['Rosebud', 'C', 'stick', 'support']","['Massacre', 'Carnage', 'Halal', 'Moutonnerie', 'Sanzo', 'Sanzot']","['Matriarchal', 'Dumbo', 'Babar', 'Gray', 'Skinnamarink', 'pachyderm']","['Prince', 'guillotine', 'orbit', 'Change', 'Cycle']"
Mystery Word,Golf,Calendrier,Araign\u00e9e,Bomb,Noix,Sponge,Anneau,Beard,Tile,Film,Jumelles,Champagne,Cow,Mummy,Pi\u00e8ce,Tube,Currency,Pont,Camera,Museum,Cinema,Ninja,Mill,Fork,Tongue,Anchor,Basket,Puce,Speaker,Lava,Asterix,Oasis,Oreille,Brush,Ballroom,Bank,Witch,Perle,Poison,Tempel,Herb,Ocean,Menu,Bracelet,Clown,Cat,Ange,Stone,Thon,Perfume,Theater,Meal,Bar,Triathlon,Ghost,Dessert,Cane,Boucherie,Elephant,Revolution
Guess,Flat,,araign\u00e9e,bomb,,Sponge,Anneau,,Home,Bandage,jumelles,champagne,cow,Mummy,Pi\u00e8ce,Circle,Dollar,Pont,camera,Dinosaur,Studio,Ninja,Mill,Kitchen,Tornado,Anchor,Basket,Puce,Speaker,lava,Asterix,Oasis,Muet,brush,Ballroom,Bank,Witch,Perle,Poison,,Herb,Ocean,Menu,bracelet,clown,cat,,Stone,Thon,Perfume,Theater,Thanksgiving,Bar,Triathlon,Ghost,rice,Cane,Abattoir,Elephant,Revolution
